mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	0	0	2.0	-1	2/4	1/2	0						firstMeasure	2
2	2	2	2	2.0	-1	2/4	1/2	0						start	3
3	3	4	4	2.0	-1	2/4	1/2	0							4
4	4	6	6	2.0	-1	2/4	1/2	0							5
5	5	8	8	2.0	-1	2/4	1/2	0							6
6	6	10	10	2.0	-1	2/4	1/2	0							7
7	7	12	12	2.0	-1	2/4	1/2	0							8
8	8	14	14	2.0	-1	2/4	1/2	0							9
9	9	16	16	2.0	-1	2/4	1/2	0							10
10	10	18	18	2.0	-1	2/4	1/2	0							11
11	11	20	20	2.0	-1	2/4	1/2	0							12
12	12	22	22	2.0	-1	2/4	1/2	0							13
13	13	24	24	2.0	-1	2/4	1/2	0							14
14	14	26	26	2.0	-1	2/4	1/2	0							15
15	15	28	28	2.0	-1	2/4	1/2	0							16
16	16	30	30	2.0	-1	2/4	1/2	0							17
17	17	32	32	2.0	-1	2/4	1/2	0							18
18	18	34	34	2.0	-1	2/4	1/2	0							19
19	19	36	36	2.0	-1	2/4	1/2	0							20
20	20	38	38	2.0	-1	2/4	1/2	0							21
21	21	40	40	2.0	-1	2/4	1/2	0							22
22	22	42	42	2.0	-1	2/4	1/2	0							23
23	23	44	44	2.0	-1	2/4	1/2	0							24
24	24	46	46	2.0	-1	2/4	1/2	0							25
25	25	48	48	2.0	-1	2/4	1/2	0							26
26	26	50	50	2.0	-1	2/4	1/2	0							27
27	27	52	52	2.0	-1	2/4	1/2	0							28
28	28	54	54	2.0	-1	2/4	1/2	0							29, 32
29	29		56	2.0	-1	2/4	1/2	0	1						30
30	30		58	2.0	-1	2/4	1/2	0	1						31
31	31		60	2.0	-1	2/4	1/2	0	1					end	2
32	29	56	62	2.0	-1	2/4	1/2	0	2	-3					33
33	30	58	64	2.0	-1	2/4	1/2	0						start	34
34	31	60	66	2.0	-1	2/4	1/2	0							35
35	32	62	68	2.0	-1	2/4	1/2	0							36
36	33	64	70	2.0	-1	2/4	1/2	0							37
37	34	66	72	2.0	-1	2/4	1/2	0							38
38	35	68	74	2.0	-1	2/4	1/2	0							39
39	36	70	76	2.0	-1	2/4	1/2	0							40
40	37	72	78	2.0	-1	2/4	1/2	0							41
41	38	74	80	2.0	-1	2/4	1/2	0							42
42	39	76	82	2.0	-1	2/4	1/2	0							43
43	40	78	84	2.0	-1	2/4	1/2	0							44
44	41	80	86	2.0	-1	2/4	1/2	0							45
45	42	82	88	2.0	-1	2/4	1/2	0							46
46	43	84	90	2.0	-1	2/4	1/2	0							47
47	44	86	92	2.0	-1	2/4	1/2	0							48
48	45	88	94	2.0	-1	2/4	1/2	0							49
49	46	90	96	2.0	-1	2/4	1/2	0							50
50	47	92	98	2.0	-1	2/4	1/2	0							51
51	48	94	100	2.0	-1	2/4	1/2	0							52
52	49	96	102	2.0	-1	2/4	1/2	0							53
53	50	98	104	2.0	-1	2/4	1/2	0							54
54	51	100	106	2.0	-1	2/4	1/2	0							55
55	52	102	108	2.0	-1	2/4	1/2	0							56
56	53	104	110	2.0	-1	2/4	1/2	0							57
57	54	106	112	2.0	-1	2/4	1/2	0							58
58	55	108	114	2.0	-1	2/4	1/2	0							59
59	56	110	116	2.0	-1	2/4	1/2	0							60
60	57	112	118	2.0	-1	2/4	1/2	0							61
61	58	114	120	2.0	-1	2/4	1/2	0							62
62	59	116	122	2.0	-1	2/4	1/2	0							63
63	60	118	124	2.0	-1	2/4	1/2	0							64
64	61	120	126	2.0	-1	2/4	1/2	0							65
65	62	122	128	2.0	-1	2/4	1/2	0							66
66	63	124	130	2.0	-1	2/4	1/2	0							67
67	64	126	132	2.0	-1	2/4	1/2	0							68
68	65	128	134	2.0	-1	2/4	1/2	0							69
69	66	130	136	2.0	-1	2/4	1/2	0							70
70	67	132	138	2.0	-1	2/4	1/2	0							71
71	68	134	140	2.0	-1	2/4	1/2	0							72
72	69	136	142	2.0	-1	2/4	1/2	0							73
73	70	138	144	2.0	-1	2/4	1/2	0							74
74	71	140	146	2.0	-1	2/4	1/2	0							75
75	72	142	148	2.0	-1	2/4	1/2	0							76
76	73	144	150	2.0	-1	2/4	1/2	0							77
77	74	146	152	2.0	-1	2/4	1/2	0							78
78	75	148	154	2.0	-1	2/4	1/2	0							79
79	76	150	156	2.0	-1	2/4	1/2	0							80, 81
80	77		158	2.0	-1	2/4	1/2	0	1					end	33
81	77	152	160	2.0	-1	2/4	1/2	0	2		1				82
82	77	154	162	2.0	-1	2/4	1/2	0			1				83
83	77	156	164	2.0	-1	2/4	1/2	0			1				84
84	77	158	166	2.0	-1	2/4	1/2	0			1	double		lastMeasure	-1
