mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	0	3.0	-1	6/8	3/4	0					firstMeasure	2
2	2	3	3.0	-1	6/8	3/4	0						3
3	3	6	3.0	-1	6/8	3/4	0				line		4
4	4	9	3.0	-1	6/8	3/4	0						5
5	5	12	3.0	-1	6/8	3/4	0				line		6
6	6	15	3.0	-1	6/8	3/4	0						7
7	7	18	3.0	-1	6/8	3/4	0				line		8
8	8	21	3.0	-1	6/8	3/4	0						9
9	9	24	3.0	-1	6/8	3/4	0						10
10	10	27	3.0	-1	6/8	3/4	0				line		11
11	11	30	3.0	-1	6/8	3/4	0						12
12	12	33	3.0	-1	6/8	3/4	0				page		13
13	13	36	3.0	-1	6/8	3/4	0						14
14	14	39	3.0	-1	6/8	3/4	0				line		15
15	15	42	3.0	-1	6/8	3/4	0						16
16	16	45	3.0	-1	6/8	3/4	0						17
17	17	48	3.0	-1	6/8	3/4	0						18
18	18	51	3.0	-1	6/8	3/4	0				line		19
19	19	54	3.0	-1	6/8	3/4	0						20
20	20	57	3.0	-1	6/8	3/4	0				line		21
21	21	60	3.0	-1	6/8	3/4	0						22
22	22	63	3.0	-1	6/8	3/4	0						23
23	23	66	3.0	-1	6/8	3/4	0						24
24	24	69	3.0	-1	6/8	3/4	0				line		25
25	25	72	3.0	-1	6/8	3/4	0						26
26	26	75	3.0	-1	6/8	3/4	0				page		27
27	27	78	3.0	-1	6/8	3/4	0						28
28	28	81	3.0	-1	6/8	3/4	0				line		29
29	29	84	3.0	-1	6/8	3/4	0						30
30	30	87	3.0	-1	6/8	3/4	0				line		31
31	31	90	3.0	-1	6/8	3/4	0						32
32	32	93	3.0	-1	6/8	3/4	0						33
33	33	96	3.0	-1	6/8	3/4	0				line		34
34	34	99	3.0	-1	6/8	3/4	0						35
35	35	102	3.0	-1	6/8	3/4	0				line		36
36	36	105	3.0	-1	6/8	3/4	0						37
37	37	108	3.0	-1	6/8	3/4	0				page		38
38	38	111	3.0	-1	6/8	3/4	0						39
39	39	114	3.0	-1	6/8	3/4	0				line		40
40	40	117	3.0	-1	6/8	3/4	0						41
41	41	120	3.0	-1	6/8	3/4	0						42
42	42	123	3.0	-1	6/8	3/4	0						43
43	43	126	3.0	-1	6/8	3/4	0				line		44
44	44	129	3.0	-1	6/8	3/4	0						45
45	45	132	3.0	-1	6/8	3/4	0						46
46	46	135	3.0	-1	6/8	3/4	0						47
47	47	138	3.0	-1	6/8	3/4	0			double	section		48
48	48	141	2.0	-1	2/4	1/2	0						49
49	49	143	2.0	-1	2/4	1/2	0						50
50	50	145	2.0	-1	2/4	1/2	0						51
51	51	147	2.0	-1	2/4	1/2	0				line		52
52	52	149	2.0	-1	2/4	1/2	0						53
53	53	151	2.0	-1	2/4	1/2	0						54
54	54	153	2.0	-1	2/4	1/2	0						55
55	55	155	2.0	-1	2/4	1/2	0				page		56
56	56	157	2.0	-1	2/4	1/2	0						57
57	57	159	2.0	-1	2/4	1/2	0						58
58	58	161	2.0	-1	2/4	1/2	0						59
59	59	163	2.0	-1	2/4	1/2	0						60
60	60	165	2.0	-1	2/4	1/2	0						61
61	61	167	2.0	-1	2/4	1/2	0				line		62
62	62	169	2.0	-1	2/4	1/2	0						63
63	63	171	2.0	-1	2/4	1/2	0						64
64	64	173	2.0	-1	2/4	1/2	0						65
65	65	175	2.0	-1	2/4	1/2	0						66
66	66	177	2.0	-1	2/4	1/2	0						67
67	67	179	2.0	-1	2/4	1/2	0				line		68
68	68	181	2.0	-1	2/4	1/2	0						69
69	69	183	2.0	-1	2/4	1/2	0						70
70	70	185	2.0	-1	2/4	1/2	0						71
71	71	187	2.0	-1	2/4	1/2	0						72
72	72	189	2.0	-1	2/4	1/2	0				line		73
73	73	191	2.0	-1	2/4	1/2	0						74
74	74	193	2.0	-1	2/4	1/2	0					end	48, 75
75	75	195	2.0	-1	2/4	1/2	0					start	76
76	76	197	2.0	-1	2/4	1/2	0						77
77	77	199	2.0	-1	2/4	1/2	0				line		78
78	78	201	2.0	-1	2/4	1/2	0						79
79	79	203	2.0	-1	2/4	1/2	0						80
80	80	205	2.0	-1	2/4	1/2	0						81
81	81	207	2.0	-1	2/4	1/2	0						82
82	82	209	2.0	-1	2/4	1/2	0				page		83
83	83	211	2.0	-1	2/4	1/2	0						84
84	84	213	2.0	-1	2/4	1/2	0						85
85	85	215	2.0	-1	2/4	1/2	0						86
86	86	217	2.0	-1	2/4	1/2	0				line		87
87	87	219	2.0	-1	2/4	1/2	0						88
88	88	221	2.0	-1	2/4	1/2	0						89
89	89	223	2.0	-1	2/4	1/2	0						90
90	90	225	2.0	-1	2/4	1/2	0				line		91
91	91	227	2.0	-1	2/4	1/2	0						92
92	92	229	2.0	-1	2/4	1/2	0						93
93	93	231	2.0	-1	2/4	1/2	0						94
94	94	233	2.0	-1	2/4	1/2	0				line		95
95	95	235	2.0	-1	2/4	1/2	0						96
96	96	237	2.0	-1	2/4	1/2	0						97
97	97	239	2.0	-1	2/4	1/2	0						98
98	98	241	2.0	-1	2/4	1/2	0				line		99
99	99	243	2.0	-1	2/4	1/2	0						100
100	100	245	2.0	-1	2/4	1/2	0						101
101	101	247	2.0	-1	2/4	1/2	0						102
102	102	249	2.0	-1	2/4	1/2	0				page		103
103	103	251	2.0	-1	2/4	1/2	0						104
104	104	253	2.0	-1	2/4	1/2	0						105
105	105	255	2.0	-1	2/4	1/2	0						106
106	106	257	2.0	-1	2/4	1/2	0				line		107
107	107	259	2.0	-1	2/4	1/2	0						108
108	108	261	2.0	-1	2/4	1/2	0						109
109	109	263	2.0	-1	2/4	1/2	0						110
110	110	265	2.0	-1	2/4	1/2	0				line		111
111	111	267	2.0	-1	2/4	1/2	0						112
112	112	269	2.0	-1	2/4	1/2	0						113
113	113	271	2.0	-1	2/4	1/2	0						114
114	114	273	2.0	-1	2/4	1/2	0				line		115
115	115	275	2.0	-1	2/4	1/2	0						116
116	116	277	2.0	-1	2/4	1/2	0						117
117	117	279	2.0	-1	2/4	1/2	0				line		118
118	118	281	2.0	-1	2/4	1/2	0						119
119	119	283	2.0	-1	2/4	1/2	0						120
120	120	285	2.0	-1	2/4	1/2	0					end	75, -1
