mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/4	2	1	F.I{		F	I		I		I						{	M	0	0	-1, 3, 0		-1	-1	3	7	0.3	0.1875	1.0	0.15789473684210525
2	2	1/4	1/4	2/4	2	1	IV		F	I		IV		IV							M	0	0	-2, 2, -1		-2	-2	0	2	0.0	0.0	0.5	0.0
3	3	0	0	2/4	2	1	ii		F	I		ii		ii							m	0	0	1, -2, 2		1	1	0	2	0.0	0.0	0.5	0.0
3	3	1/4	1/4	2/4	2	1	viio		F	I		viio		vii	o						o	0	0	4, 1, -2		4	4	0	2	0.0	0.0	0.5	0.0
4	4	0	0	2/4	2	1	I		F	I		I		I							M	0	0	-1, 3, 0		-1	-1	1	2	0.3333333333333333	0.0625	0.1875	0.25
4	4	1/8	1/8	2/4	2	1	IV	ii6	F	I		IV		IV							M	0	0	-2, 2, -1		-2	-2	1	2	0.3333333333333333	0.0625	0.1875	0.25
4	4	1/4	1/4	2/4	2	1	V		F	I		V		V							M	0	0	0, 4, 1		0	0	1	2	0.3333333333333333	0.0625	0.1875	0.25
4	4	3/8	3/8	2/4	2	1	V2		F	I		V2		V		2					Mm7	0	0	-2, 0, 4, 1		0	-2	1	2	0.3333333333333333	0.0625	0.1875	0.25
5	5	0	0	2/4	2	1	I6|EC}{		F	I		I6		I		6			EC	}{	M	0	0	3, 0, -1		-1	3	3	6	0.3333333333333333	0.1875	0.8125	0.1875
6	6	1/4	1/4	2/4	2	1	vi		F	I		vi		vi							m	0	0	2, -1, 3		2	2	0	4	0.0	0.0	1.0	0.0
7	7	0	0	2/4	2	1	IV		F	I		IV		IV							M	0	0	-2, 2, -1		-2	-2	0	5	0.0	0.0	0.8125	0.0
7	7	1/4	1/4	2/4	2	1	V(64)		F	I		V(64)		V			64				M	0	0	0, -1, 3		0	0	1	2	0.3333333333333333	0.0625	0.1875	0.25
7	7	3/8	3/8	2/4	2	1	V		F	I		V		V							M	0	0	0, 4, 1		0	0	1	2	0.3333333333333333	0.0625	0.1875	0.25
8	8	0	0	2/4	2	1	I|PAC}		F	I		I		I					PAC	}	M	0	0	-1, 3, 0		-1	-1	4	15	0.21052631578947367	0.1875	2.0	0.08571428571428572
10	10	1/4	1/4	2/4	2	1	IV		F	I		IV		IV							M	0	0	-2, 2, -1		-2	-2	1	2	0.3333333333333333	0.0625	0.3125	0.16666666666666666
11	11	0	0	2/4	2	1	ii		F	I		ii		ii							m	0	0	1, -2, 2		1	1	1	2	0.3333333333333333	0.0625	0.3125	0.16666666666666666
11	11	1/4	1/4	2/4	2	1	viio		F	I		viio		vii	o						o	0	0	4, 1, -2		4	4	0	3	0.0	0.0	0.375	0.0
12	12	0	0	2/4	2	1	I		F	I		I		I							M	0	0	-1, 3, 0		-1	-1	1	2	0.3333333333333333	0.0625	0.1875	0.25
12	12	1/8	1/8	2/4	2	1	IV	ii6	F	I		IV		IV							M	0	0	-2, 2, -1		-2	-2	1	2	0.3333333333333333	0.0625	0.1875	0.25
12	12	1/4	1/4	2/4	2	1	V		F	I		V		V							M	0	0	0, 4, 1		0	0	1	2	0.3333333333333333	0.0625	0.1875	0.25
12	12	3/8	3/8	2/4	2	1	V2		F	I		V2		V		2					Mm7	0	0	-2, 0, 4, 1		0	-2	1	2	0.3333333333333333	0.0625	0.1875	0.25
13	13	0	0	2/4	2	1	I6|EC}{		F	I		I6		I		6			EC	}{	M	0	0	3, 0, -1		-1	3	3	6	0.3333333333333333	0.1875	0.8125	0.1875
14	14	1/4	1/4	2/4	2	1	ii		F	I		ii		ii							m	0	0	1, -2, 2		1	1	2	2	0.5	0.125	0.125	0.5
15	15	0	0	2/4	2	1	IV		F	I		IV		IV							M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.25	0.0
15	15	1/4	1/4	2/4	2	1	V7		F	I		V7		V		7					Mm7	0	0	0, 4, 1, -2		0	0	1	4	0.2	0.0625	0.3125	0.16666666666666666
16	16	0	0	2/4	2	1	I(^7)}		F	I		I(^7)		I			^7			}	M	0	0	-1, 3, 0	4	-1	-1	0	4	0.0	0.0	0.5	0.0
16	16	1/4	1/4	2/4	2	1	I|PAC		F	I		I		I					PAC		M	0	0	-1, 3, 0		-1	-1	0	2	0.0	0.0	0.5	0.0
17	17	0	0	2/4	2	1	V.V2{		F	V		V2		V		2				{	Mm7	0	0	-1, 1, 5, 2		1	-1	3	14	0.17647058823529413	0.09375	1.40625	0.0625
18	18	0	0	2/4	2	1	I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4	2	8	0.2	0.09375	0.90625	0.09375
19	19	0	0	2/4	2	1	viio6		F	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2	2	5	0.2857142857142857	0.09375	0.40625	0.1875
