mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/2	2	1	e.i{	e	i		i	i						{	m	1	1	4, 1, 5		4	4	0	4	0.0	0.0	0.75	0.0
1	1	1/4	1/4	2/2	2	1	#viio6(2)	e	i		#viio6(2)	#vii	o	6	2				o	1	1	6, 3, 4		9	6	1	5	0.16666666666666666	0.0	1.5	0.0
1	1	3/4	3/4	2/2	2	1	#viio6	e	i		#viio6	#vii	o	6					o	1	1	6, 3, 9		9	6	0	3	0.0	0.0	0.75	0.0
2	2	0	0	2/2	2	1	V65	e	i		V65	V		65					Mm7	1	1	9, 6, 3, 5		5	9	0	5	0.0	0.0	1.0	0.0
2	2	1/4	1/4	2/2	2	1	i(94)	e	i		i(94)	i			94				m	1	1	4, 3, 5	6	4	4	0	6	0.0	0.0	2.0	0.0
2	2	3/4	3/4	2/2	2	1	i	e	i		i	i							m	1	1	4, 1, 5		4	4	0	6	0.0	0.0	1.375	0.0
3	3	1/4	1/4	2/2	2	1	v6	e	i		v6	v		6					m	1	1	2, 6, 5		5	2	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
3	3	1/2	1/2	2/2	2	1	VI	e	i		VI	VI							M	1	1	0, 4, 1		0	0	0	2	0.0	0.0	0.375	0.0
3	3	3/4	3/4	2/2	2	1	III6	e	i		III6	III		6					M	1	1	5, 2, 1		1	5	1	3	0.25	0.125	0.625	0.16666666666666666
4	4	0	0	2/2	2	1	viio6/III	e	i		viio6/III	vii	o	6		III			o	1	1	3, 0, 6		6	3	1	3	0.25	0.0	0.75	0.0
4	4	1/4	1/4	2/2	2	1	III	e	i		III	III							M	1	1	1, 5, 2		1	1	0	3	0.0	0.0	0.75	0.0
4	4	1/2	1/2	2/2	2	1	bII6	e	i		bII6	bII		6					M	1	1	3, 0, -1		-1	3	2	4	0.3333333333333333	0.0	1.0	0.0
5	5	0	0	2/2	2	1	V2	e	i		V2	V		2					Mm7	1	1	3, 5, 9, 6		5	3	2	3	0.4	0.25	0.625	0.2857142857142857
5	5	1/4	1/4	2/2	2	1	i6	e	i		i6	i		6					m	1	1	1, 5, 4		4	1	0	3	0.0	0.0	0.625	0.0
5	5	1/2	1/2	2/2	2	1	ii%7	e	i		ii%7	ii	%	7					%7	1	1	6, 3, 0, 4		6	6	1	3	0.25	0.125	0.625	0.16666666666666666
5	5	3/4	3/4	2/2	2	1	V	e	i		V	V							M	1	1	5, 9, 6		5	5	1	4	0.2	0.125	0.875	0.125
6	6	0	0	2/2	2	1	i|PAC}	e	i		i	i					PAC	}	m	1	1	4, 1, 5		4	4	1	7	0.125	0.03125	1.21875	0.025
6	6	3/4	3/4	2/2	2	1	III.I{	e	III		I	I						{	M	1	0	1, 5, 2		1	1	0	2	0.0	0.0	0.625	0.0
7	7	1/4	1/4	2/2	2	1	I6	e	III		I6	I		6					M	1	0	5, 2, 1		1	5	5	9	0.35714285714285715	0.25	1.375	0.15384615384615385
8	8	0	0	2/2	2	1	IV(^2)	e	III		IV(^2)	IV			^2				M	1	0	0, 2, 1		0	0	0	3	0.0	0.0	0.6875	0.0
8	8	1/8	1/8	2/2	2	1	IV	e	III		IV	IV							M	1	0	0, 4, 1		0	0	1	1	0.5	0.03125	0.03125	0.5
8	8	1/4	1/4	2/2	2	1	I6	e	III		I6	I		6					M	1	0	5, 2, 1		1	5	0	3	0.0	0.0	0.75	0.0
8	8	3/4	3/4	2/2	2	1	#viio/ii	e	III		#viio/ii	#vii	o			ii			o	1	0	8, 5, 2		8	8	2	3	0.4	0.0625	0.6875	0.08333333333333333
9	9	0	0	2/2	2	1	V(4)/V	e	III		V(4)/V	V			4	V			M	1	0	3, 2, 4		3	3	0	1	0.0	0.0	0.25	0.0
9	9	1/4	1/4	2/2	2	1	V/V	e	III		V/V	V				V			M	1	0	3, 7, 4		3	3	0	3	0.0	0.0	0.75	0.0
9	9	1/2	1/2	2/2	2	1	V2/V	e	III		V2/V	V		2		V			Mm7	1	0	1, 3, 7, 4		3	1	0	2	0.0	0.0	0.5	0.0
9	9	3/4	3/4	2/2	2	1	V65	e	III		V65	V		65					Mm7	1	0	6, 3, 0, 2		2	6	1	4	0.2	0.03125	0.71875	0.041666666666666664
10	10	0	0	2/2	2	1	I(4)	e	III		I(4)	I			4				M	1	0	1, 0, 2		1	1	0	1	0.0	0.0	0.25	0.0
10	10	1/4	1/4	2/2	2	1	I	e	III		I	I							M	1	0	1, 5, 2		1	1	0	5	0.0	0.0	1.125	0.0
10	10	3/4	3/4	2/2	2	1	V65/IV	e	III		V65/IV	V		65		IV			Mm7	1	0	5, 2, -1, 1		1	5	0	3	0.0	0.0	0.625	0.0
11	11	0	0	2/2	2	1	IV(b4)	e	III		IV(b4)	IV			b4				M	1	0	0, -1, 1		0	0	1	4	0.2	0.0	0.75	0.0
11	11	1/4	1/4	2/2	2	1	IV	e	III		IV	IV							M	1	0	0, 4, 1		0	0	0	4	0.0	0.0	0.75	0.0
11	11	1/2	1/2	2/2	2	1	V	e	III		V	V							M	1	0	2, 6, 3		2	2	2	5	0.2857142857142857	0.3125	1.1875	0.20833333333333334
