mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	2	1	Bb.I{				Bb	I		I	I						{	M	0	0	-2, 2, -1		-2	-2	2	9	0.18181818181818182	0.08333333333333333	1.4166666666666667	0.05555555555555555
1	1	1/2	1/2	4/4	2	1	V65				Bb	I		V65	V		65					Mm7	0	0	3, 0, -3, -1		-1	3	0	5	0.0	0.0	0.75	0.0
1	1	3/4	3/4	4/4	2	1	I				Bb	I		I	I							M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.75	0.0
2	2	0	0	4/4	2	1	ii65				Bb	I		ii65	ii		65					mm7	0	0	-3, 1, -2, 0		0	-3	0	4	0.0	0.0	0.875	0.0
2	2	1/4	1/4	4/4	2	1	V				Bb	I		V	V							M	0	0	-1, 3, 0		-1	-1	2	3	0.4	0.125	0.5	0.2
2	2	1/2	1/2	4/4	2	1	I|IAC}				Bb	I		I	I					IAC	}	M	0	0	-2, 2, -1		-2	-2	1	17	0.05555555555555555	0.041666666666666664	1.9583333333333333	0.020833333333333332
3	3	3/8	3/8	4/4	2	1	V6/ii				Bb	I		V6/ii	V		6		ii			M	0	0	5, 2, 1		1	5	0	3	0.0	0.0	0.25	0.0
3	3	1/2	1/2	4/4	2	1	ii(9)				Bb	I		ii(9)	ii			9				m	0	0	0, -3, 1	2	0	0	2	5	0.2857142857142857	0.09375	0.78125	0.10714285714285714
3	3	3/4	3/4	4/4	2	1	V65				Bb	I		V65	V		65					Mm7	0	0	3, 0, -3, -1		-1	3	0	5	0.0	0.0	0.625	0.0
4	4	0	0	4/4	2	1	I(^2)				Bb	I		I(^2)	I			^2				M	0	0	-2, 0, -1		-2	-2	1	3	0.25	0.0	0.5	0.0
4	4	1/4	1/4	4/4	2	1	vii%7/V				Bb	I		vii%7/V	vii	%	7		V			%7	0	0	4, 1, -2, 2		4	4	3	5	0.375	0.15625	0.59375	0.20833333333333334
4	4	1/2	1/2	4/4	2	1	V(64)}				Bb	I		V(64)	V			64			}	M	0	0	-1, -2, 2		-1	-1	0	4	0.0	0.0	0.75	0.0
4	4	3/4	3/4	4/4	2	1	V|HC				Bb	I		V	V					HC		M	0	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	0.75	0.0
5	5	0	0	4/4	2	1	V.I{				Bb	V		I	I						{	M	0	0	-1, 3, 0		-1	-1	0	10	0.0	0.0	1.5	0.0
5	5	1/2	1/2	4/4	2	1	viio6				Bb	V		viio6	vii	o	6					o	0	0	1, -2, 4		4	1	3	25	0.10714285714285714	0.20833333333333334	2.6666666666666665	0.07246376811594203
6	6	1/2	1/2	4/4	2	1	I6(7)}				Bb	V		I6(7)	I		6	7			}	M	0	0	3, 0, 4		-1	3	0	5	0.0	0.0	0.75	0.0
6	6	3/4	3/4	4/4	2	1	I6				Bb	V		I6	I		6					M	0	0	3, 0, -1		-1	3	0	5	0.0	0.0	0.75	0.0
7	7	0	0	4/4	2	1	V65/IV{				Bb	V		V65/IV	V		65		IV		{	Mm7	0	0	3, 0, -3, -1		-1	3	2	13	0.13333333333333333	0.08333333333333333	1.4166666666666667	0.05555555555555555
7	7	1/2	1/2	4/4	2	1	IV				Bb	V		IV	IV							M	0	0	-2, 2, -1		-2	-2	4	5	0.4444444444444444	0.1875	0.8125	0.1875
8	8	0	0	4/4	2	1	ii				Bb	V		ii	ii							m	0	0	1, -2, 2		1	1	3	8	0.2727272727272727	0.09375	0.78125	0.10714285714285714
8	8	1/2	1/2	4/4	2	1	V(4)}				Bb	V		V(4)	V			4			}	M	0	0	0, -1, 1		0	0	0	3	0.0	0.0	0.5	0.0
8	8	3/4	3/4	4/4	2	1	V|HC				Bb	V		V	V					HC		M	0	0	0, 4, 1		0	0	0	3	0.0	0.0	0.5	0.0
9	9	0	0	4/4	2	1	V65{				Bb	V		V65	V		65				{	Mm7	0	0	4, 1, -2, 0		0	4	2	15	0.11764705882352941	0.08333333333333333	1.6666666666666667	0.047619047619047616
9	9	1/2	1/2	4/4	2	1	I64				Bb	V		I64	I		64					M	0	0	0, -1, 3		-1	0	0	13	0.0	0.0	1.5	0.0
10	10	0	0	4/4	2	1	V7				Bb	V		V7	V		7					Mm7	0	0	0, 4, 1, -2		0	0	3	21	0.125	0.125	1.875	0.0625
10	10	1/2	1/2	4/4	2	1	I				Bb	V		I	I							M	0	0	-1, 3, 0		-1	-1	1	12	0.07692307692307693	0.09375	1.125	0.07692307692307693
11	11	0	0	4/4	2	1	ii6				Bb	V		ii6	ii		6					m	0	0	-2, 2, 1		1	-2	2	14	0.125	0.08333333333333333	0.9166666666666666	0.08333333333333333
11	11	1/2	1/2	4/4	2	1	V2				Bb	V		V2	V		2					Mm7	0	0	-2, 0, 4, 1		0	-2	1	5	0.16666666666666666	0.0	0.75	0.0
11	11	3/4	3/4	4/4	2	1	I6				Bb	V		I6	I		6					M	0	0	3, 0, -1		-1	3	0	6	0.0	0.0	0.6875	0.0
