mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/4	2	1	a.i{					a	i		i		i						{	m	1	1	3, 0, 4		3	3	0	9	0.0	0.0	1.5	0.0
2	2	0	0	2/4	2	1	#viio7					a	i		#viio7		#vii	o	7					o7	1	1	8, 5, 2, -1		8	8	0	9	0.0	0.0	1.5	0.0
3	3	0	0	2/4	2	1	I					a	i		I		I							M	1	1	3, 7, 4		3	3	4	3	0.5714285714285714	0.25	0.375	0.4
3	3	1/4	1/4	2/4	2	1	V7					a	i		V7		V		7					Mm7	1	1	4, 8, 5, 2		4	4	2	5	0.2857142857142857	0.125	0.5	0.2
4	4	0	0	2/4	2	1	i(42)					a	i		i(42)		i			42				m	1	1	5, 2, 4		3	5	0	2	0.0	0.0	0.25	0.0
4	4	1/8	1/8	2/4	2	1	viio7/V					a	i		viio7/V		vii	o	7		V			o7	1	1	9, 6, 3, 0		9	9	0	3	0.0	0.0	0.375	0.0
4	4	1/4	1/4	2/4	2	1	V|HC}					a	i		V		V					HC	}	M	1	1	4, 8, 5		4	4	0	4	0.0	0.0	0.75	0.0
5	5	0	0	2/4	2	1	i{					a	i		i		i						{	m	1	1	3, 0, 4		3	3	0	9	0.0	0.0	1.5	0.0
6	6	0	0	2/4	2	1	#viio7					a	i		#viio7		#vii	o	7					o7	1	1	8, 5, 2, -1		8	8	0	9	0.0	0.0	1.5	0.0
7	7	0	0	2/4	2	1	i					a	i		i		i							m	1	1	3, 0, 4		3	3	0	3	0.0	0.0	0.25	0.0
7	7	1/8	1/8	2/4	2	1	iv					a	i		iv		iv							m	1	1	2, -1, 3		2	2	0	3	0.0	0.0	0.25	0.0
7	7	1/4	1/4	2/4	2	1	V(64)					a	i		V(64)		V			64				M	1	1	4, 3, 0		4	4	0	3	0.0	0.0	0.25	0.0
7	7	3/8	3/8	2/4	2	1	V					a	i		V		V							M	1	1	4, 8, 5		4	4	1	2	0.3333333333333333	0.0625	0.1875	0.25
