mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
12	12	0	0	4/4	2	1	V6						G	I		V6		V		6					M	0	0	6, 3, 2		2	6	0	4	0.0	0.0	0.75	0.0
12	12	1/2	1/2	4/4	2	1	vi						G	I		vi		vi							m	0	0	4, 1, 5		4	4	0	10	0.0	0.0	0.8125	0.0
13	13	0	0	4/4	2	1	iii6						G	I		iii6		iii		6					m	0	0	2, 6, 5		5	2	0	4	0.0	0.0	0.75	0.0
13	13	1/2	1/2	4/4	2	1	#viio6/iii						G	I		#viio6/iii		#vii	o	6		iii			o	0	0	7, 4, 10		10	7	0	9	0.0	0.0	0.6875	0.0
14	14	0	0	4/4	2	1	iii6						G	I		iii6		iii		6					m	0	0	2, 6, 5		5	2	0	9	0.0	0.0	0.6875	0.0
14	14	1/2	1/2	4/4	2	1	V.ii						G	V		ii		ii							m	0	0	4, 1, 5		4	4	6	7	0.46153846153846156	0.125	0.625	0.16666666666666666
15	15	0	0	4/4	2	1	V(4)						G	V		V(4)		V			4				M	0	0	3, 2, 4		3	3	0	2	0.0	0.0	0.375	0.0
15	15	1/4	1/4	4/4	2	1	V						G	V		V		V							M	0	0	3, 7, 4		3	3	3	3	0.5	0.15	0.35	0.3
15	15	1/2	1/2	4/4	2	1	V65						G	V		V65		V		65					Mm7	0	0	7, 4, 1, 3		3	7	4	7	0.36363636363636365	0.2222222222222222	0.7777777777777778	0.2222222222222222
16	16	0	0	4/4	2	1	I(4)}						G	V		I(4)		I			4			}	M	0	0	2, 1, 3		2	2	0	3	0.0	0.0	0.375	0.0
16	16	1/4	1/4	4/4	2	1	I|IAC						G	V		I		I					IAC		M	0	0	2, 6, 3		2	2	1	2	0.3333333333333333	0.125	0.375	0.25
16	16	1/2	1/2	4/4	2	1	V65/IV{						G	V		V65/IV		V		65		IV		{	Mm7	0	0	6, 3, 0, 2		2	6	0	5	0.0	0.0	1.0	0.0
17	17	0	0	4/4	2	1	IV						G	V		IV		IV							M	0	0	1, 5, 2		1	1	2	12	0.14285714285714285	0.08333333333333333	0.6666666666666666	0.1111111111111111
17	17	1/2	1/2	4/4	2	1	V65/V						G	V		V65/V		V		65		V			Mm7	0	0	8, 5, 2, 4		4	8	0	5	0.0	0.0	1.0	0.0
18	18	0	0	4/4	2	1	V						G	V		V		V							M	0	0	3, 7, 4		3	3	2	12	0.14285714285714285	0.08333333333333333	0.6666666666666666	0.1111111111111111
18	18	1/2	1/2	4/4	2	1	V65/vi						G	V		V65/vi		V		65		vi			Mm7	0	0	10, 7, 4, 6		6	10	0	7	0.0	0.0	0.8333333333333334	0.0
19	19	0	0	4/4	2	1	vi						G	V		vi		vi							m	0	0	5, 2, 6		5	5	5	7	0.4166666666666667	0.20833333333333334	0.2916666666666667	0.4166666666666667
19	19	1/2	1/2	4/4	2	1	V65/V						G	V		V65/V		V		65		V			Mm7	0	0	8, 5, 2, 4		4	8	1	9	0.1	0.09375	0.78125	0.10714285714285714
20	20	0	0	4/4	2	1	V(4)}						G	V		V(4)		V			4			}	M	0	0	3, 2, 4		3	3	0	3	0.0	0.0	0.5	0.0
20	20	1/4	1/4	4/4	2	1	V|HC						G	V		V		V					HC		M	0	0	3, 7, 4		3	3	2	3	0.4	0.125	0.25	0.3333333333333333
20	20	1/2	1/2	4/4	2	1	I{						G	V		I		I						{	M	0	0	2, 6, 3		2	2	2	13	0.13333333333333333	0.1	1.65	0.05714285714285715
21	21	0	0	4/4	2	1	V6						G	V		V6		V		6					M	0	0	7, 4, 3		3	7	0	7	0.0	0.0	0.875	0.0
21	21	1/2	1/2	4/4	2	1	vi						G	V		vi		vi							m	0	0	5, 2, 6		5	5	2	13	0.13333333333333333	0.1	1.525	0.06153846153846154
22	22	0	0	4/4	2	1	iii6						G	V		iii6		iii		6					m	0	0	3, 7, 6		6	3	0	7	0.0	0.0	0.875	0.0
22	22	1/2	1/2	4/4	2	1	ii6						G	V		ii6		ii		6					m	0	0	1, 5, 4		4	1	2	9	0.18181818181818182	0.041666666666666664	0.4583333333333333	0.08333333333333333
22	22	3/4	3/4	4/4	2	1	viio						G	V		viio		vii	o						o	0	0	7, 4, 1		7	7	5	11	0.3125	0.10416666666666667	0.3958333333333333	0.20833333333333334
23	23	1/4	1/4	4/4	2	1	V						G	V		V		V							M	0	0	3, 7, 4		3	3	1	4	0.2	0.020833333333333332	0.22916666666666666	0.08333333333333333
23	23	7/16	7/16	4/4	2	1	V65						G	V		V65		V		65					Mm7	0	0	7, 4, 1, 3		3	7	1	3	0.25	0.020833333333333332	0.10416666666666667	0.16666666666666666
23	23	1/2	1/2	4/4	2	1	I						G	V		I		I							M	0	0	2, 6, 3		2	2	0	2	0.0	0.0	0.25	0.0
23	23	23/32	23/32	4/4	2	1	I6						G	V		I6		I		6					M	0	0	6, 3, 2		2	6	0	2	0.0	0.0	0.0625	0.0
23	23	3/4	3/4	4/4	2	1	ii6						G	V		ii6		ii		6					m	0	0	1, 5, 4		4	1	1	4	0.2	0.03125	0.21875	0.125
23	23	7/8	7/8	4/4	2	1	V						G	V		V		V							M	0	0	3, 7, 4		3	3	2	3	0.4	0.0625	0.1875	0.25
24	24	0	0	4/4	2	1	vi(6)}						G	V		vi(6)		vi			6			}	m	0	0	5, 2, 1		5	5	0	2	0.0	0.0	0.625	0.0
24	24	1/4	1/4	4/4	2	1	vi|EC						G	V		vi		vi					EC		m	0	0	5, 2, 6		5	5	0	1	0.0	0.0	0.125	0.0
24	24	7/16	7/16	4/4	2	1	viio6/V{						G	V		viio6/V		vii	o	6		V		{	o	0	0	5, 2, 8		8	5	0	12	0.0	0.0	0.625	0.0
24	24	15/16	15/16	4/4	2	1	V(64)						G	V		V(64)		V			64				M	0	0	3, 2, 6		3	3	0	10	0.0	0.0	0.25	0.0
25	25	1/4	1/4	4/4	2	1	vii%7/V				1		G	V		vii%7/V		vii	%	7		V			%7	0	0	8, 5, 2, 6		8	8	3	10	0.23076923076923078	0.09375	1.28125	0.06818181818181818
25	25	3/4	3/4	4/4	2	1	V(64)				1		G	V		V(64)		V			64				M	0	0	3, 2, 6		3	3	0	3	0.0	0.0	0.5	0.0
25	25	7/8	7/8	4/4	2	1	V7				1		G	V		V7		V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	3	0.0	0.0	0.375	0.0
25	25	1	1	4/4	2	1	I|PAC				1		G	V		I		I					PAC		M	0	0	2, 6, 3		2	2	7	17	0.2916666666666667	0.02734375	1.03515625	0.025735294117647058
26	25	3/8	3/8	4/4	2	1	vii%7/V				2		G	V		vii%7/V		vii	%	7		V			%7	0	0	8, 5, 2, 6		8	8	3	8	0.2727272727272727	0.09375	0.84375	0.1
26	25	3/4	3/4	4/4	2	1	V(64)				2		G	V		V(64)		V			64				M	0	0	3, 2, 6		3	3	0	3	0.0	0.0	0.5	0.0
26	25	7/8	7/8	4/4	2	1	V7				2		G	V		V7		V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	3	0.0	0.0	0.375	0.0
26	25	1	1	4/4	2	1	I|PAC				2		G	V		I		I					PAC		M	0	0	2, 6, 3		2	2	9	15	0.375	0.03515625	1.65234375	0.020833333333333332
27	26	1/4	1/4	4/4	2	1	V6						G	V		V6		V		6					M	0	0	7, 4, 3		3	7	0	5	0.0	0.0	1.25	0.0
27	26	1/2	1/2	4/4	2	1	vi						G	V		vi		vi							m	0	0	5, 2, 6		5	5	0	8	0.0	0.0	2.25	0.0
28	27	1/4	1/4	4/4	2	1	iii6						G	V		iii6		iii		6					m	0	0	3, 7, 6		6	3	0	5	0.0	0.0	1.25	0.0
28	27	1/2	1/2	4/4	2	1	IV						G	V		IV		IV							M	0	0	1, 5, 2		1	1	3	11	0.21428571428571427	0.046875	2.078125	0.022058823529411766
29	28	1/2	1/2	4/4	2	1	V2(4)						G	V		V2(4)		V		2	4				Mm7	0	0	1, 3, 2, 4		3	1	0	3	0.0	0.0	0.5	0.0
29	28	3/4	3/4	4/4	2	1	V2						G	V		V2		V		2					Mm7	0	0	1, 3, 7, 4		3	1	0	3	0.0	0.0	0.375	0.0
29	28	7/8	7/8	4/4	2	1	I6						G	V		I6		I		6					M	0	0	6, 3, 2		2	6	0	3	0.0	0.0	0.375	0.0
30	29	0	0	4/4	2	1	viio6						G	V		viio6		vii	o	6					o	0	0	4, 1, 7		7	4	4	4	0.5	0.25	0.75	0.25
30	29	1/4	1/4	4/4	2	1	viio						G	V		viio		vii	o						o	0	0	7, 4, 1		7	7	0	4	0.0	0.0	0.5	0.0
30	29	3/8	3/8	4/4	2	1	I						G	V		I		I							M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	0.5	0.0
30	29	1/2	1/2	4/4	2	1	V						G	V		V		V							M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	0.625	0.0
30	29	7/8	7/8	4/4	2	1	I6						G	V		I6		I		6					M	0	0	6, 3, 2		2	6	0	3	0.0	0.0	0.375	0.0
31	30	0	0	4/4	2	1	viio6						G	V		viio6		vii	o	6					o	0	0	4, 1, 7		7	4	4	4	0.5	0.25	0.75	0.25
31	30	1/4	1/4	4/4	2	1	viio						G	V		viio		vii	o						o	0	0	7, 4, 1		7	7	0	4	0.0	0.0	0.5	0.0
31	30	3/8	3/8	4/4	2	1	I						G	V		I		I							M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	0.5	0.0
31	30	1/2	1/2	4/4	2	1	viio6						G	V		viio6		vii	o	6					o	0	0	4, 1, 7		7	4	0	3	0.0	0.0	0.625	0.0
31	30	7/8	7/8	4/4	2	1	I6						G	V		I6		I		6					M	0	0	6, 3, 2		2	6	0	3	0.0	0.0	0.375	0.0
32	31	0	0	4/4	2	1	viio6						G	V		viio6		vii	o	6					o	0	0	4, 1, 7		7	4	4	4	0.5	0.25	0.75	0.25
32	31	1/4	1/4	4/4	2	1	viio						G	V		viio		vii	o						o	0	0	7, 4, 1		7	7	0	4	0.0	0.0	0.5	0.0
32	31	3/8	3/8	4/4	2	1	I						G	V		I		I							M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	0.5	0.0
32	31	1/2	1/2	4/4	2	1	IV					ii6	G	V		IV		IV							M	0	0	1, 5, 2		1	1	4	6	0.4	0.125	0.625	0.16666666666666666
33	32	0	0	4/4	2	1	I6}						G	V		I6		I		6				}	M	0	0	6, 3, 2		2	6	0	5	0.0	0.0	0.4375	0.0
33	32	1/4	1/4	4/4	2	1	viio6						G	V		viio6		vii	o	6					o	0	0	4, 1, 7		7	4	0	3	0.0	0.0	0.3125	0.0
33	32	3/8	3/8	4/4	2	1	I						G	V		I		I							M	0	0	2, 6, 3		2	2	0	2	0.0	0.0	0.1875	0.0
33	32	1/2	1/2	4/4	2	1	V(6)						G	V		V(6)		V			6				M	0	0	3, 7, 6		3	3	1	2	0.3333333333333333	0.0	0.625	0.0
33	32	3/4	3/4	4/4	2	1	V|HC						G	V		V		V					HC		M	0	0	3, 7, 4		3	3	0	2	0.0	0.0	0.25	0.0
34	33	0	0	4/4	2	1	I6{					iii{	G	V		I6		I		6				{	M	0	0	6, 3, 2		2	6	1	6	0.14285714285714285	0.020833333333333332	0.5416666666666666	0.037037037037037035
34	33	1/2	1/2	4/4	2	1	V65/ii						G	V		V65/ii		V		65		ii			Mm7	0	0	9, 6, 3, 5		5	9	1	11	0.08333333333333333	0.020833333333333332	1.1666666666666667	0.017543859649122806
35	34	0	0	4/4	2	1	ii						G	V		ii		ii							m	0	0	4, 1, 5		4	4	1	11	0.08333333333333333	0.020833333333333332	1.1666666666666667	0.017543859649122806
35	34	1/2	1/2	4/4	2	1	V65						G	V		V65		V		65					Mm7	0	0	7, 4, 1, 3		3	7	1	11	0.08333333333333333	0.020833333333333332	1.1666666666666667	0.017543859649122806
36	35	0	0	4/4	2	1	i						G	V		i		i							m	0	0	2, -1, 3		2	2	1	7	0.125	0.020833333333333332	0.6666666666666666	0.0303030303030303
36	35	1/4	1/4	4/4	2	1	ii.iio						G	ii		iio		ii	o						o	0	1	5, 2, -1		5	5	1	7	0.125	0.020833333333333332	0.6666666666666666	0.0303030303030303
36	35	1/2	1/2	4/4	2	1	#viio						G	ii		#viio		#vii	o						o	0	1	8, 5, 2		8	8	4	12	0.25	0.08333333333333333	0.5416666666666666	0.13333333333333333
37	36	0	0	4/4	2	1	i}						G	ii		i		i						}	m	0	1	3, 0, 4		3	3	1	2	0.3333333333333333	0.0625	0.1875	0.25
37	36	1/8	1/8	4/4	2	1	i6						G	ii		i6		i		6					m	0	1	0, 4, 3		3	0	1	2	0.3333333333333333	0.0625	0.1875	0.25
37	36	1/4	1/4	4/4	2	1	iv						G	ii		iv		iv							m	0	1	2, -1, 3		2	2	3	4	0.42857142857142855	0.046875	0.453125	0.09375
37	36	1/2	1/2	4/4	2	1	V(4)						G	ii		V(4)		V			4				M	0	1	4, 3, 5		4	4	1	3	0.25	0.03125	0.375	0.07692307692307693
37	36	3/4	3/4	4/4	2	1	V|HC						G	ii		V		V					HC		M	0	1	4, 8, 5		4	4	2	3	0.4	0.125	0.25	0.3333333333333333
38	37	0	0	4/4	2	1	i{						G	ii		i		i						{	m	0	1	3, 0, 4		3	3	0	10	0.0	0.0	0.8125	0.0
38	37	1/2	1/2	4/4	2	1	v6						G	ii		v6		v		6					m	0	1	1, 5, 4		4	1	0	4	0.0	0.0	0.75	0.0
39	38	0	0	4/4	2	1	VI						G	ii		VI		VI							M	0	1	-1, 3, 0		-1	-1	0	10	0.0	0.0	0.8125	0.0
39	38	1/2	1/2	4/4	2	1	III6						G	ii		III6		III		6					M	0	1	4, 1, 0		0	4	0	4	0.0	0.0	0.75	0.0
40	39	0	0	4/4	2	1	#viio2						G	ii		#viio2		#vii	o	2					o7	0	1	-1, 8, 5, 2		8	-1	0	9	0.0	0.0	0.6875	0.0
40	39	1/2	1/2	4/4	2	1	i6						G	ii		i6		i		6					m	0	1	0, 4, 3		3	0	0	9	0.0	0.0	0.6875	0.0
41	40	0	0	4/4	2	1	iv						G	ii		iv		iv							m	0	1	2, -1, 3		2	2	3	3	0.5	0.125	0.3333333333333333	0.27272727272727276
41	40	1/4	1/4	4/4	2	1	vii%7/VI						G	ii		vii%7/VI		vii	%	7		VI			%7	0	1	4, 1, -2, 2		4	4	1	4	0.2	0.041666666666666664	0.4583333333333333	0.08333333333333333
41	40	1/2	1/2	4/4	2	1	VI(4)						G	ii		VI(4)		VI			4				M	0	1	-1, 5, 0		-1	-1	1	1	0.5	0.125	0.25	0.3333333333333333
41	40	5/8	5/8	4/4	2	1	VI						G	ii		VI		VI							M	0	1	-1, 3, 0		-1	-1	2	5	0.2857142857142857	0.041666666666666664	0.2708333333333333	0.13333333333333333
41	40	15/16	15/16	4/4	2	1	Ger6						G	ii		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-1, 3, 0, 9		9	-1	0	12	0.0	0.0	0.625	0.0
42	41	7/16	7/16	4/4	2	1	V(64)	0	5	/			G	ii		V(64)		V			64				M	0	1	4, 3, 0		4	4	0	12	0.0	0.0	0.6875	0.0
42	41	7/8	7/8	4/4	2	1	viio7/V						G	ii		viio7/V		vii	o	7		V			o7	0	1	9, 6, 3, 0		9	9	3	8	0.2727272727272727	0.09375	0.84375	0.1
43	42	1/4	1/4	4/4	2	1	V(64)						G	ii		V(64)		V			64				M	0	1	4, 3, 0		4	4	0	3	0.0	0.0	0.5	0.0
43	42	3/8	3/8	4/4	2	1	V7						G	ii		V7		V		7					Mm7	0	1	4, 8, 5, 2		4	4	0	3	0.0	0.0	0.375	0.0
43	42	1/2	1/2	4/4	2	1	i|PAC{						G	ii		i		i					PAC	{	m	0	1	3, 0, 4		3	3	6	11	0.35294117647058826	0.23076923076923078	0.7692307692307693	0.23076923076923078
44	43	0	0	4/4	2	1	I.V						G	I		V		V							M	0	0	2, 6, 3		2	2	6	10	0.375	0.23076923076923078	0.6442307692307693	0.26373626373626374
44	43	1/2	1/2	4/4	2	1	I						G	I		I		I							M	0	0	1, 5, 2		1	1	6	10	0.375	0.23076923076923078	0.6442307692307693	0.26373626373626374
45	44	0	0	4/4	2	1	ii6}						G	I		ii6		ii		6				}	m	0	0	0, 4, 3		3	0	7	9	0.4375	0.2692307692307692	0.6057692307692307	0.30769230769230765
45	44	1/2	1/2	4/4	2	1	V(4)						G	I		V(4)		V			4				M	0	0	2, 1, 3		2	2	0	2	0.0	0.0	0.625	0.0
45	44	3/4	3/4	4/4	2	1	V|HC						G	I		V		V					HC		M	0	0	2, 6, 3		2	2	0	1	0.0	0.0	0.125	0.0
46	45	0	0	4/4	2	1	I{						G	I		I		I						{	M	0	0	1, 5, 2		1	1	0	5	0.0	0.0	1.25	0.0
46	45	1/4	1/4	4/4	2	1	V6						G	I		V6		V		6					M	0	0	6, 3, 2		2	6	0	5	0.0	0.0	1.25	0.0
46	45	1/2	1/2	4/4	2	1	vi						G	I		vi		vi							m	0	0	4, 1, 5		4	4	0	8	0.0	0.0	2.25	0.0
47	46	1/4	1/4	4/4	2	1	iii6						G	I		iii6		iii		6					m	0	0	2, 6, 5		5	2	0	5	0.0	0.0	1.25	0.0
47	46	1/2	1/2	4/4	2	1	IV						G	I		IV		IV							M	0	0	0, 4, 1		0	0	3	11	0.21428571428571427	0.046875	2.078125	0.022058823529411766
48	47	1/2	1/2	4/4	2	1	V2(4)						G	I		V2(4)		V		2	4				Mm7	0	0	0, 2, 1, 3		2	0	1	5	0.16666666666666666	0.125	0.75	0.14285714285714285
48	47	7/8	7/8	4/4	2	1	I6						G	I		I6		I		6					M	0	0	5, 2, 1		1	5	0	3	0.0	0.0	0.375	0.0
49	48	0	0	4/4	2	1	viio6						G	I		viio6		vii	o	6					o	0	0	3, 0, 6		6	3	4	4	0.5	0.25	0.75	0.25
49	48	1/4	1/4	4/4	2	1	viio						G	I		viio		vii	o						o	0	0	6, 3, 0		6	6	0	4	0.0	0.0	0.5	0.0
49	48	3/8	3/8	4/4	2	1	I						G	I		I		I							M	0	0	1, 5, 2		1	1	0	4	0.0	0.0	0.5	0.0
49	48	1/2	1/2	4/4	2	1	V						G	I		V		V							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.625	0.0
49	48	7/8	7/8	4/4	2	1	I6						G	I		I6		I		6					M	0	0	5, 2, 1		1	5	0	3	0.0	0.0	0.375	0.0
50	49	0	0	4/4	2	1	viio6						G	I		viio6		vii	o	6					o	0	0	3, 0, 6		6	3	4	4	0.5	0.25	0.75	0.25
50	49	1/4	1/4	4/4	2	1	viio						G	I		viio		vii	o						o	0	0	6, 3, 0		6	6	0	4	0.0	0.0	0.5	0.0
50	49	3/8	3/8	4/4	2	1	I						G	I		I		I							M	0	0	1, 5, 2		1	1	0	4	0.0	0.0	0.5	0.0
50	49	1/2	1/2	4/4	2	1	viio6						G	I		viio6		vii	o	6					o	0	0	3, 0, 6		6	3	0	3	0.0	0.0	0.625	0.0
50	49	7/8	7/8	4/4	2	1	i6						G	I		i6		i		6					m	0	0	-2, 2, 1		1	-2	0	3	0.0	0.0	0.375	0.0
51	50	0	0	4/4	2	1	viio6						G	I		viio6		vii	o	6					o	0	0	3, 0, 6		6	3	4	4	0.5	0.25	0.75	0.25
51	50	1/4	1/4	4/4	2	1	viio						G	I		viio		vii	o						o	0	0	6, 3, 0		6	6	0	4	0.0	0.0	0.5	0.0
51	50	3/8	3/8	4/4	2	1	i						G	I		i		i							m	0	0	1, -2, 2		1	1	0	4	0.0	0.0	0.5	0.0
51	50	1/2	1/2	4/4	2	1	viio7						G	I		viio7		vii	o	7					o7	0	0	6, 3, 0, -3		6	6	4	6	0.4	0.375	1.375	0.21428571428571427
52	51	0	0	4/4	2	1	viio}						G	I		viio		vii	o					}	o	0	0	6, 3, 0		6	6	0	3	0.0	0.0	0.875	0.0
52	51	1/4	1/4	4/4	2	1	i(94)						G	I		i(94)		i			94				m	0	0	1, 0, 2	3	1	1	0	1	0.0	0.0	0.125	0.0
52	51	3/8	3/8	4/4	2	1	viio7/V						G	I		viio7/V		vii	o	7		V			o7	0	0	7, 4, 1, -2		7	7	0	3	0.0	0.0	0.375	0.0
52	51	1/2	1/2	4/4	2	1	V|HC						G	I		V		V					HC		M	0	0	2, 6, 3		2	2	0	5	0.0	0.0	0.53125	0.0
