mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
12	12	1/16	1/16	4/4	2	1	V2(b3)/ii		D	I		V2(b3)/ii		V		2	b3	ii			Mm7	0	0	3, 5, 2, 6		5	3	0	1	0.0	0.0	0.0625	0.0
12	12	1/8	1/8	4/4	2	1	V2/ii		D	I		V2/ii		V		2		ii			Mm7	0	0	3, 5, 9, 6		5	3	1	1	0.5	0.0625	0.125	0.3333333333333333
12	12	1/4	1/4	4/4	2	1	V(#9)		D	I		V(#9)		V			#9				M	0	0	3, 7, 4	12	3	3	0	3	0.0	0.0	0.4375	0.0
12	12	5/16	5/16	4/4	2	1	V		D	I		V		V							M	0	0	3, 7, 4		3	3	0	1	0.0	0.0	0.0625	0.0
12	12	3/8	3/8	4/4	2	1	V(#5)		D	I		V(#5)		V			#5				M	0	0	3, 7, 11		3	3	0	2	0.0	0.0	0.1875	0.0
12	12	1/2	1/2	4/4	2	1	I64(7)		D	I		I64(7)		I		64	7				M	0	0	3, 7, 6		2	3	0	3	0.0	0.0	0.3125	0.0
12	12	9/16	9/16	4/4	2	1	I64		D	I		I64		I		64					M	0	0	3, 2, 6		2	3	0	3	0.0	0.0	0.375	0.0
12	12	11/16	11/16	4/4	2	1	#viio64/ii		D	I		#viio64/ii		#vii	o	64		ii			o	0	0	3, 9, 6		9	3	0	1	0.0	0.0	0.125	0.0
12	12	3/4	3/4	4/4	2	1	V7		D	I		V7		V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	3	0.0	0.0	0.375	0.0
12	12	7/8	7/8	4/4	2	1	VM7(#5)		D	I		VM7(#5)		V	M	7	#5				MM7	0	0	3, 7, 11, 8		3	3	0	3	0.0	0.0	0.3125	0.0
13	13	0	0	4/4	2	1	V		D	I		V		V							M	0	0	3, 7, 4		3	3	1	2	0.3333333333333333	0.0625	0.25	0.2
13	13	1/16	1/16	4/4	2	1	I64		D	I		I64		I		64					M	0	0	3, 2, 6		2	3	0	1	0.0	0.0	0.125	0.0
13	13	1/8	1/8	4/4	2	1	viio6/IV		D	I		viio6/IV		vii	o	6		IV			o	0	0	3, 0, 6		6	3	0	2	0.0	0.0	0.25	0.0
13	13	3/16	3/16	4/4	2	1	ii7/IV		D	I		ii7/IV		ii		7		IV			mm7	0	0	3, 0, 4, 1		3	3	0	1	0.0	0.0	0.125	0.0
13	13	1/4	1/4	4/4	2	1	iv		D	I		iv		iv							m	0	0	1, -2, 2		1	1	0	2	0.0	0.0	0.25	0.0
13	13	5/16	5/16	4/4	2	1	It6		D	I		It6	It	vii	o	6	b3	V			It	0	0	-2, 2, 8		8	-2	0	4	0.0	0.0	0.4375	0.0
13	13	1/2	1/2	4/4	2	1	V7		D	I		V7		V		7					Mm7	0	0	3, 7, 4, 1		3	3	3	6	0.3333333333333333	0.0625	0.9375	0.0625
13	13	7/8	7/8	4/4	2	2	IV6		D	I		IV6		IV		6					M	0	0	5, 2, 1		1	5	0	4	0.0	0.0	0.5	0.0
14	14	0	0	4/4	1	1	V65		D	I		V65		V		65					Mm7	0	0	7, 4, 1, 3		3	7	0	5	0.0	0.0	0.625	0.0
14	14	1/8	1/8	4/4	1	1	I		D	I		I		I							M	0	0	2, 6, 3		2	2	0	7	0.0	0.0	0.8125	0.0
14	14	3/8	3/8	4/4	1	1	V65		D	I		V65		V		65					Mm7	0	0	7, 4, 1, 3		3	7	1	4	0.2	0.020833333333333332	0.2916666666666667	0.06666666666666667
14	14	1/2	1/2	4/4	1	1	I(9)		D	I		I(9)		I			9				M	0	0	2, 6, 3	4	2	2	0	3	0.0	0.0	0.375	0.0
14	14	5/8	5/8	4/4	1	1	I		D	I		I		I							M	0	0	2, 6, 3		2	2	0	5	0.0	0.0	0.5625	0.0
14	14	7/8	7/8	4/4	1	1	V2/IV		D	I		V2/IV		V		2		IV			Mm7	0	0	0, 2, 6, 3		2	0	1	7	0.125	0.03125	0.78125	0.038461538461538464
15	15	0	0	4/4	1	1	IV6		D	I		IV6		IV		6					M	0	0	5, 2, 1		1	5	1	2	0.3333333333333333	0.0625	0.1875	0.25
15	15	1/8	1/8	4/4	1	1	ii6		D	I		ii6		ii		6					m	0	0	1, 5, 4		4	1	1	2	0.3333333333333333	0.0625	0.1875	0.25
15	15	1/4	1/4	4/4	1	1	V		D	I		V		V							M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	0.5	0.0
15	15	1/2	1/2	4/4	1	1	vi|DC}{		D	I		vi		vi					DC	}{	m	0	0	5, 2, 6		5	5	1	5	0.16666666666666666	0.0625	0.625	0.09090909090909091
15	15	3/4	3/4	4/4	1	1	I64		D	I		I64		I		64					M	0	0	3, 2, 6		2	3	1	4	0.2	0.0625	0.5625	0.1
16	16	0	0	4/4	1	1	ii6		D	I		ii6		ii		6					m	0	0	1, 5, 4		4	1	3	5	0.375	0.09375	0.375	0.2
16	16	1/4	1/4	4/4	1	1	V(64)		D	I		V(64)		V			64				M	0	0	3, 2, 6		3	3	0	2	0.0	0.0	0.375	0.0
16	16	3/8	3/8	4/4	1	1	V7		D	I		V7		V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	3	0.0	0.0	0.375	0.0
16	16	1/2	1/2	4/4	1	1	I|PAC}		D	I		I		I					PAC	}	M	0	0	2, 6, 3		2	2	8	38	0.17391304347826086	0.59375	2.75	0.17757009345794392
