mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	7/8	7/8	4/4	2	1	D.I{		D	I		I		I						{	M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.375	0.0
2	2	0	0	4/4	2	1	IV(97)		D	I		IV(97)		IV			97				M	0	0	1, 5, 2	3, 6	1	1	0	3	0.0	0.0	0.5	0.0
2	2	1/8	1/8	4/4	2	1	IV		D	I		IV		IV							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.25	0.0
2	2	1/4	1/4	4/4	2	1	V7		D	I		V7		V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	3	0.0	0.0	0.5	0.0
2	2	1/2	1/2	4/4	2	1	vi(^64)		D	I		vi(^64)		vi			^64				m	0	0	5, 4, 6	1	5	5	1	2	0.3333333333333333	0.125	0.375	0.25
2	2	5/8	5/8	4/4	2	1	vi		D	I		vi		vi							m	0	0	5, 2, 6		5	5	0	2	0.0	0.0	0.25	0.0
2	2	3/4	3/4	4/4	2	1	I6	vi64	D	I		I6		I		6					M	0	0	6, 3, 2		2	6	0	4	0.0	0.0	0.625	0.0
3	3	0	0	4/4	2	1	ii65		D	I		ii65		ii		65					mm7	0	0	1, 5, 2, 4		4	1	1	6	0.14285714285714285	0.0625	1.0625	0.05555555555555555
3	3	1/4	1/4	4/4	2	1	V7		D	I		V7		V		7					Mm7	0	0	3, 7, 4, 1		3	3	1	4	0.2	0.09375	0.78125	0.10714285714285714
3	3	1/2	1/2	4/4	2	1	I		D	I		I		I							M	0	0	2, 6, 3		2	2	1	10	0.09090909090909091	0.041666666666666664	1.0833333333333333	0.037037037037037035
4	4	0	0	4/4	2	1	V65		D	I		V65		V		65					Mm7	0	0	7, 4, 1, 3		3	7	1	4	0.2	0.09375	0.28125	0.25
4	4	1/8	1/8	4/4	2	1	I		D	I		I		I							M	0	0	2, 6, 3		2	2	3	11	0.21428571428571427	0.046875	1.078125	0.041666666666666664
4	4	1/2	1/2	4/4	2	1	V2/V		D	I		V2/V		V		2		V			Mm7	0	0	2, 4, 8, 5		4	2	1	4	0.2	0.125	0.875	0.125
4	4	3/4	3/4	4/4	2	1	V6		D	I		V6		V		6					M	0	0	7, 4, 3		3	7	0	4	0.0	0.0	0.625	0.0
5	5	0	0	4/4	2	1	viio7/ii		D	I		viio7/ii		vii	o	7		ii			o7	0	0	2, -1, -4, -7		2	2	8	0	1.0	1.25	0.0	1.0
5	5	1/4	1/4	4/4	2	1	V7/ii		D	I		V7/ii		V		7		ii			Mm7	0	0	5, 9, 6, 3		5	5	0	3	0.0	0.0	0.625	0.0
5	5	1/2	1/2	4/4	2	1	V/V	V64	D	I		V/V		V				V			M	0	0	4, 8, 5		4	4	2	3	0.4	0.0625	0.4375	0.125
5	5	3/4	3/4	4/4	2	1	I6		D	I		I6		I		6					M	0	0	6, 3, 2		2	6	2	5	0.2857142857142857	0.0	0.75	0.0
6	6	0	0	4/4	2	1	V65/V		D	I		V65/V		V		65		V			Mm7	0	0	8, 5, 2, 4		4	8	0	5	0.0	0.0	0.625	0.0
6	6	1/8	1/8	4/4	2	1	V		D	I		V		V							M	0	0	3, 7, 4		3	3	0	6	0.0	0.0	0.625	0.0
6	6	1/4	1/4	4/4	2	1	V65/V		D	I		V65/V		V		65		V			Mm7	0	0	8, 5, 2, 4		4	8	1	5	0.16666666666666666	0.020833333333333332	0.4791666666666667	0.041666666666666664
6	6	1/2	1/2	4/4	2	1	V(9)		D	I		V(9)		V			9				M	0	0	3, 7, 4	5	3	3	0	3	0.0	0.0	0.375	0.0
6	6	5/8	5/8	4/4	2	1	V		D	I		V		V							M	0	0	3, 7, 4		3	3	0	5	0.0	0.0	0.5625	0.0
6	6	7/8	7/8	4/4	2	1	V2		D	I		V2		V		2					Mm7	0	0	1, 3, 7, 4		3	1	1	7	0.125	0.03125	0.78125	0.038461538461538464
7	7	0	0	4/4	2	1	I6		D	I		I6		I		6					M	0	0	6, 3, 2		2	6	1	2	0.3333333333333333	0.0625	0.1875	0.25
7	7	1/8	1/8	4/4	2	1	vi6		D	I		vi6		vi		6					m	0	0	2, 6, 5		5	2	1	2	0.3333333333333333	0.0625	0.1875	0.25
7	7	1/4	1/4	4/4	2	1	V/V		D	I		V/V		V				V			M	0	0	4, 8, 5		4	4	0	3	0.0	0.0	0.5	0.0
7	7	1/2	1/2	4/4	2	1	I/V|PAC}		D	I		I/V		I				V	PAC	}	M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	0.625	0.0
8	8	0	0	4/4	2	1	V65/ii		D	I		V65/ii		V		65		ii			Mm7	0	0	9, 6, 3, 5		5	9	1	13	0.07142857142857142	0.0625	1.5	0.04
8	8	5/8	5/8	4/4	2	1	ii		D	I		ii		ii							m	0	0	4, 1, 5		4	4	0	5	0.0	0.0	0.625	0.0
8	8	7/8	7/8	4/4	2	1	ii6		D	I		ii6		ii		6					m	0	0	1, 5, 4		4	1	0	5	0.0	0.0	0.5	0.0
9	9	0	0	4/4	2	1	iio65/ii		D	I		iio65/ii		ii	o	65		ii			o7	0	0	3, 0, -3, 6		6	3	3	6	0.3333333333333333	0.3125	1.0625	0.22727272727272727
9	9	1/4	1/4	4/4	2	1	V7/ii		D	I		V7/ii		V		7		ii			Mm7	0	0	5, 9, 6, 3		5	5	1	5	0.16666666666666666	0.09375	1.03125	0.08333333333333333
9	9	1/2	1/2	4/4	2	1	ii		D	I		ii		ii							m	0	0	4, 1, 5		4	4	1	7	0.125	0.041666666666666664	0.9583333333333334	0.041666666666666664
10	10	0	0	4/4	2	1	I		D	I		I		I							M	0	0	2, 6, 3		2	2	0	2	0.0	0.0	0.25	0.0
10	10	1/8	1/8	4/4	2	1	V6		D	I		V6		V		6					M	0	0	7, 4, 3		3	7	0	2	0.0	0.0	0.25	0.0
10	10	1/4	1/4	4/4	2	1	V7		D	I		V7		V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	8	0.0	0.0	0.75	0.0
10	10	5/8	5/8	4/4	2	1	I		D	I		I		I							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.375	0.0
10	10	7/8	7/8	4/4	2	1	V65/IV		D	I		V65/IV		V		65		IV			Mm7	0	0	6, 3, 0, 2		2	6	0	5	0.0	0.0	0.5	0.0
11	11	0	0	4/4	2	1	IV(94)		D	I		IV(94)		IV			94				M	0	0	1, 7, 2	3	1	1	1	3	0.25	0.125	0.625	0.16666666666666666
11	11	1/8	1/8	4/4	2	1	IV		D	I		IV		IV							M	0	0	1, 5, 2		1	1	2	2	0.5	0.0625	0.1875	0.25
11	11	1/4	1/4	4/4	2	1	ii6(94)		D	I		ii6(94)		ii		6	94				m	0	0	3, 5, 4	6	4	3	2	2	0.5	0.5	0.25	0.6666666666666666
11	11	3/8	3/8	4/4	2	1	ii6		D	I		ii6		ii		6					m	0	0	1, 5, 4		4	1	2	2	0.5	0.0625	0.1875	0.25
11	11	1/2	1/2	4/4	2	1	V|HC}		D	I		V		V					HC	}	M	0	0	3, 7, 4		3	3	2	11	0.15384615384615385	0.08333333333333333	1.5416666666666667	0.05128205128205128
12	12	0	0	4/4	2	1	V2(7b3)/ii{		D	I		V2(7b3)/ii		V		2	7b3	ii		{	Mm7	0	0	3, 5, 2, 6		5	3	1	2	0.3333333333333333	0.0625	0.375	0.14285714285714285
