mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	3/8	2/4	2	1	b.i64	b	i		i64		i		64					m	1	1	6, 5, 2		5	6	0	3	0.0	0.0	0.125	0.0
2	1	0	0	2/4	2	1	V65/III{	b	i		V65/III		V		65		III		{	Mm7	1	1	7, 4, 1, 3		3	7	0	4	0.0	0.0	0.5	0.0
2	1	1/4	1/4	2/4	2	1	III	b	i		III		III							M	1	1	2, 6, 3		2	2	1	6	0.14285714285714285	0.041666666666666664	0.4583333333333333	0.08333333333333333
3	2	0	0	2/4	2	1	V6/III	b	i		V6/III		V		6		III			M	1	1	7, 4, 3		3	7	1	4	0.2	0.0625	0.375	0.14285714285714285
3	2	1/4	1/4	2/4	2	1	#vii%43	b	i		#vii%43		#vii	%	43					%7	1	1	4, 8, 10, 7		10	4	0	5	0.0	0.0	0.5	0.0
4	3	0	0	2/4	2	2	i6	b	i		i6		i		6					m	1	1	2, 6, 5		5	2	2	4	0.3333333333333333	0.041666666666666664	0.5833333333333334	0.06666666666666667
4	3	1/8	1/8	2/4	2	2	iv	b	i		iv		iv							m	1	1	4, 1, 5		4	4	0	5	0.0	0.0	0.375	0.0
4	3	1/4	1/4	2/4	2	2	V7	b	i		V7		V		7					Mm7	1	1	6, 10, 7, 4		6	6	2	6	0.25	0.1875	0.6875	0.21428571428571427
5	4	0	0	2/4	2	1	i|IAC}	b	i		i		i					IAC	}	m	1	1	5, 2, 6		5	5	1	8	0.1111111111111111	0.041666666666666664	0.6145833333333334	0.06349206349206349
5	4	3/8	3/8	2/4	2	1	III.I	b	III		I		I							M	1	0	2, 6, 3		2	2	1	2	0.3333333333333333	0.015625	0.109375	0.125
6	5	0	0	2/4	2	1	I6{	b	III		I6		I		6				{	M	1	0	6, 3, 2		2	6	1	4	0.2	0.0625	0.375	0.14285714285714285
6	5	1/4	1/4	2/4	2	1	IV	b	III		IV		IV							M	1	0	1, 5, 2		1	1	3	6	0.3333333333333333	0.4375	0.5	0.4666666666666667
7	6	1/8	1/8	2/4	2	2	V7	b	III		V7		V		7					Mm7	1	0	3, 7, 4, 1		3	3	0	2	0.0	0.0	0.25	0.0
7	6	1/4	1/4	2/4	2	2	I	b	III		I		I							M	1	0	2, 6, 3		2	2	0	2	0.0	0.0	0.25	0.0
7	6	3/8	3/8	2/4	2	1	VI.IV6	b	VI		IV6		IV		6					M	1	0	4, 1, 0		0	4						
7	6	0	0	2/4	2	2	V(4)	b	III		V(4)		V			4				M	1	0	3, 2, 4		3	3	6	6	0.5	0.75	0.875	0.46153846153846156
8	7	0	0	2/4	2	1	V7	b	VI		V7		V		7					Mm7	1	0	2, 6, 3, 0		2	2	1	5	0.16666666666666666	0.0625	0.4375	0.125
8	7	1/8	1/8	2/4	2	1	ii6	b	VI		ii6		ii		6					m	1	0	0, 4, 3		3	0	0	5	0.0	0.0	0.4375	0.0
8	7	1/4	1/4	2/4	2	1	V(4)	b	VI		V(4)		V			4				M	1	0	2, 1, 3		2	2	0	2	0.0	0.0	0.375	0.0
8	7	3/8	3/8	2/4	2	1	V7	b	VI		V7		V		7					Mm7	1	0	2, 6, 3, 0		2	2	0	3	0.0	0.0	0.375	0.0
9	8	0	0	2/4	2	1	I}{	b	VI		I		I						}{	M	1	0	1, 5, 2		1	1	3	14	0.17647058823529413	0.09375	1.40625	0.0625
10	9	0	0	2/4	2	1	V6	b	VI		V6		V		6					M	1	0	6, 3, 2		2	6	3	7	0.3	0.21875	0.65625	0.25
10	9	3/8	3/8	2/4	2	1	V65/vi	b	VI		V65/vi		V		65		vi			Mm7	1	0	9, 6, 3, 5		5	9	0	3	0.0	0.0	0.3125	0.0
11	10	0	0	2/4	2	1	vi	b	VI		vi		vi							m	1	0	4, 1, 5		4	4	2	5	0.2857142857142857	0.125	0.5	0.2
11	10	3/8	3/8	2/4	2	1	v.It6	b	v		It6	It	vii	o	6	b3	V			It	1	1	2, 6, 12		12	2	1	3	0.25	0.0625	0.3125	0.16666666666666666
12	11	0	0	2/4	2	1	V7	b	v		V7		V		7					Mm7	1	1	7, 11, 8, 5		7	7	4	13	0.23529411764705882	0.25	1.1875	0.17391304347826086
13	12	0	0	2/4	2	1	V(64)	b	v		V(64)		V			64				M	1	1	7, 6, 3		7	7	7	7	0.5	0.3333333333333333	0.5	0.4
14	13	0	0	2/4	2	1	V7	b	v		V7		V		7					Mm7	1	1	7, 11, 8, 5		7	7	5	7	0.4166666666666667	0.2916666666666667	0.4583333333333333	0.3888888888888889
15	14	0	0	2/4	2	1	V65(9)	b	v		V65(9)		V		65	9				Mm7	1	1	11, 8, 5, 7	2	7	11	0	11	0.0	0.0	1.15625	0.0
16	15	0	0	2/4	2	1	i	b	v		i		i							m	1	1	6, 3, 7		6	6	0	3	0.0	0.0	0.25	0.0
