mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/4	2	1	d.i6{		d	i		i6		i		6				{	m	1	1	-1, 3, 2		2	-1	0	3	0.0	0.0	0.5	0.0
1	1	1/4	1/4	2/4	2	1	#viio6		d	i		#viio6		#vii	o	6					o	1	1	4, 1, 7		7	4	0	3	0.0	0.0	0.375	0.0
1	1	3/8	3/8	2/4	2	1	i		d	i		i		i							m	1	1	2, -1, 3		2	2	0	3	0.0	0.0	0.375	0.0
2	2	0	0	2/4	2	1	#viio		d	i		#viio		#vii	o						o	1	1	7, 4, 1		7	7	2	2	0.5	0.125	0.25	0.3333333333333333
2	2	1/8	1/8	2/4	2	1	i		d	i		i		i							m	1	1	2, -1, 3		2	2	0	6	0.0	0.0	1.0	0.0
3	3	0	0	2/4	2	1	iio6(94)		d	i		iio6(94)		ii	o	6	94				o	1	1	3, -2, 4	-1	4	3	1	2	0.3333333333333333	0.25	0.25	0.5
3	3	1/8	1/8	2/4	2	1	iio6		d	i		iio6		ii	o	6					o	1	1	1, -2, 4		4	1	0	2	0.0	0.0	0.5	0.0
3	3	1/4	1/4	2/4	2	1	viio7(b86)/V		d	i		viio7(b86)/V		vii	o	7	b86	V			o7	1	1	8, 5, 4, -1		8	8	0	1	0.0	0.0	0.25	0.0
3	3	3/8	3/8	2/4	2	1	viio7/V		d	i		viio7/V		vii	o	7		V			o7	1	1	8, 5, 2, -1		8	8	0	2	0.0	0.0	0.25	0.0
4	4	0	0	2/4	2	1	V		d	i		V		V							M	1	1	3, 7, 4		3	3	0	3	0.0	0.0	0.375	0.0
4	4	1/8	1/8	2/4	2	1	VI		d	i		VI		VI							M	1	1	-2, 2, -1		-2	-2	0	3	0.0	0.0	0.875	0.0
4	4	1/4	1/4	2/4	2	1	i64		d	i		i64		i		64					m	1	1	3, 2, -1		2	3	0	1	0.0	0.0	0.125	0.0
4	4	3/8	3/8	2/4	2	1	iv		d	i		iv		iv							m	1	1	1, -2, 2		1	1	0	1	0.0	0.0	0.125	0.0
5	5	0	0	2/4	2	1	V6/iv		d	i		V6/iv		V		6		iv			M	1	1	6, 3, 2		2	6	0	3	0.0	0.0	0.625	0.0
5	5	1/8	1/8	2/4	2	1	V65/iv		d	i		V65/iv		V		65		iv			Mm7	1	1	6, 3, 0, 2		2	6	0	2	0.0	0.0	0.5	0.0
5	5	1/4	1/4	2/4	2	1	iv(94)		d	i		iv(94)		iv			94				m	1	1	1, 0, 2	3	1	1	0	2	0.0	0.0	0.5	0.0
5	5	3/8	3/8	2/4	2	1	iv		d	i		iv		iv							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.25	0.0
6	6	0	0	2/4	2	1	V(9)		d	i		V(9)		V			9				M	1	1	3, 7, 4	-2	3	3	0	3	0.0	0.0	0.625	0.0
6	6	1/8	1/8	2/4	2	1	V		d	i		V		V							M	1	1	3, 7, 4		3	3	0	1	0.0	0.0	0.25	0.0
6	6	1/4	1/4	2/4	2	1	VI7		d	i		VI7		VI		7					Mm7	1	1	-2, 2, -1, -4		-2	-2	0	2	0.0	0.0	0.5	0.0
6	6	3/8	3/8	2/4	2	1	It6		d	i		It6	It	vii	o	6	b3	V			It	1	1	-2, 2, 8		8	-2	0	1	0.0	0.0	0.125	0.0
7	7	0	0	2/4	2	1	V65		d	i		V65		V		65					Mm7	1	1	7, 4, 1, 3		3	7	1	4	0.2	0.03125	0.34375	0.08333333333333333
7	7	1/4	1/4	2/4	2	1	i		d	i		i		i							m	1	1	2, -1, 3		2	2	1	2	0.3333333333333333	0.0	0.375	0.0
7	7	3/8	3/8	2/4	2	1	viio7/V		d	i		viio7/V		vii	o	7		V			o7	1	1	8, 5, 2, -1		8	8	0	1	0.0	0.0	0.125	0.0
8	8	0	0	2/4	2	1	V|HC}		d	i		V		V					HC	}	M	1	1	3, 7, 4		3	3	1	4	0.2	0.0625	0.6875	0.08333333333333333
9	9	0	0	2/4	2	1	#viio65/iv		d	i		#viio65/iv		#vii	o	65		iv			o7	1	1	3, 0, -3, 6		6	3	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
10	10	0	0	2/4	2	1	iv6		d	i		iv6		iv		6					m	1	1	-2, 2, 1		1	-2	2	4	0.3333333333333333	0.1875	0.5625	0.25
11	11	0	0	2/4	2	1	III.V2		d	III		V2		V		2					Mm7	1	0	-2, 0, 4, 1		0	-2	3	5	0.375	0.21875	0.40625	0.35
12	12	0	0	2/4	2	1	I6		d	III		I6		I		6					M	1	0	3, 0, -1		-1	3	3	5	0.375	0.1875	0.4375	0.3
12	12	3/8	3/8	2/4	2	1	V2/IV		d	III		V2/IV		V		2		IV			Mm7	1	0	-3, -1, 3, 0		-1	-3	0	4	0.0	0.0	0.125	0.0
13	13	0	0	2/4	2	1	IV6		d	III		IV6		IV		6					M	1	0	2, -1, -2		-2	2	0	2	0.0	0.0	0.125	0.0
13	13	1/8	1/8	2/4	2	1	I64		d	III		I64		I		64					M	1	0	0, -1, 3		-1	0	0	2	0.0	0.0	0.125	0.0
13	13	1/4	1/4	2/4	2	1	ii6		d	III		ii6		ii		6					m	1	0	-2, 2, 1		1	-2	0	2	0.0	0.0	0.125	0.0
13	13	3/8	3/8	2/4	2	1	I6		d	III		I6		I		6					M	1	0	3, 0, -1		-1	3	0	2	0.0	0.0	0.125	0.0
14	14	0	0	2/4	2	1	viio6		d	III		viio6		vii	o	6					o	1	0	1, -2, 4		4	1	0	2	0.0	0.0	0.125	0.0
14	14	1/8	1/8	2/4	2	1	vi6		d	III		vi6		vi		6					m	1	0	-1, 3, 2		2	-1	0	2	0.0	0.0	0.125	0.0
14	14	1/4	1/4	2/4	2	1	V65		d	III		V65		V		65					Mm7	1	0	4, 1, -2, 0		0	4	0	5	0.0	0.0	0.375	0.0
15	15	0	0	2/4	2	1	I		d	III		I		I							M	1	0	-1, 3, 0		-1	-1	0	2	0.0	0.0	0.25	0.0
15	15	1/8	1/8	2/4	2	1	ii6		d	III		ii6		ii		6					m	1	0	-2, 2, 1		1	-2	0	4	0.0	0.0	0.25	0.0
15	15	1/4	1/4	2/4	2	1	V		d	III		V		V							M	1	0	0, 4, 1		0	0	1	3	0.25	0.0	0.5	0.0
16	16	0	0	2/4	2	1	I|PAC}		d	III		I		I					PAC	}	M	1	0	-1, 3, 0		-1	-1	1	9	0.1	0.03125	1.21875	0.025
17	17	1/4	1/4	2/4	2	1	V6		d	III		V6		V		6					M	1	0	4, 1, 0		0	4	1	4	0.2	0.041666666666666664	0.3333333333333333	0.1111111111111111
17	17	3/8	3/8	2/4	2	1	V7		d	III		V7		V		7					Mm7	1	0	0, 4, 1, -2		0	0	1	4	0.2	0.041666666666666664	0.3333333333333333	0.1111111111111111
18	18	0	0	2/4	2	1	I		d	III		I		I							M	1	0	-1, 3, 0		-1	-1	1	9	0.1	0.03125	1.21875	0.025
19	19	1/4	1/4	2/4	2	1	V6		d	III		V6		V		6					M	1	0	4, 1, 0		0	4	1	4	0.2	0.041666666666666664	0.3333333333333333	0.1111111111111111
19	19	3/8	3/8	2/4	2	1	V7		d	III		V7		V		7					Mm7	1	0	0, 4, 1, -2		0	0	1	4	0.2	0.041666666666666664	0.3333333333333333	0.1111111111111111
20	20	0	0	2/4	2	1	#viio7/vi		d	III		#viio7/vi		#vii	o	7		vi			o7	1	0	7, 4, 1, -2		7	7	0	3	0.0	0.0	0.75	0.0
20	20	1/4	1/4	2/4	2	1	vi|DC}		d	III		vi		vi					DC	}	m	1	0	2, -1, 3		2	2	0	3	0.0	0.0	0.375	0.0
21	21	0	0	2/4	2	1	ii6{		d	III		ii6		ii		6				{	m	1	0	-2, 2, 1		1	-2	1	15	0.0625	0.03125	1.71875	0.017857142857142856
23	23	0	0	2/4	2	1	V(64)		d	III		V(64)		V			64				M	1	0	0, -1, 3		0	0	0	6	0.0	0.0	0.625	0.0
23	23	3/8	3/8	2/4	2	1	V7		d	III		V7		V		7					Mm7	1	0	0, 4, 1, -2		0	0	0	4	0.0	0.0	0.25	0.0
24	24	0	0	2/4	2	1	vi		d	III		vi		vi							m	1	0	2, -1, 3		2	2	1	6	0.14285714285714285	0.041666666666666664	0.4583333333333333	0.08333333333333333
24	24	1/4	1/4	2/4	2	1	viio7		d	III		viio7		vii	o	7					o7	1	0	4, 1, -2, -5		4	4	3	5	0.375	0.125	0.375	0.25
25	25	0	0	2/4	2	1	I		d	III		I		I							M	1	0	-1, 3, 0		-1	-1	1	3	0.25	0.041666666666666664	0.20833333333333334	0.16666666666666666
25	25	1/8	1/8	2/4	2	1	IV		d	III		IV		IV							M	1	0	-2, 2, -1		-2	-2	1	3	0.25	0.041666666666666664	0.20833333333333334	0.16666666666666666
25	25	1/4	1/4	2/4	2	1	V(6)		d	III		V(6)		V			6				M	1	0	0, 4, 3		0	0	0	2	0.0	0.0	0.25	0.0
25	25	3/8	3/8	2/4	2	1	V		d	III		V		V							M	1	0	0, 4, 1		0	0	0	2	0.0	0.0	0.25	0.0
26	26	0	0	2/4	2	1	I|PAC}		d	III		I		I					PAC	}	M	1	0	-1, 3, 0		-1	-1	0	5	0.0	0.0	0.75	0.0
27	27	0	0	2/4	2	1	i.i6{		d	i		i6		i		6				{	m	1	1	-1, 3, 2		2	-1	0	4	0.0	0.0	0.875	0.0
27	27	1/4	1/4	2/4	2	1	V43		d	i		V43		V		43					Mm7	1	1	4, 1, 3, 7		3	4	0	3	0.0	0.0	0.375	0.0
27	27	3/8	3/8	2/4	2	1	i		d	i		i		i							m	1	1	2, -1, 3		2	2	0	4	0.0	0.0	0.5	0.0
28	28	0	0	2/4	2	1	#viio7		d	i		#viio7		#vii	o	7					o7	1	1	7, 4, 1, -2		7	7	2	3	0.4	0.0	0.375	0.0
28	28	1/8	1/8	2/4	2	1	i		d	i		i		i							m	1	1	2, -1, 3		2	2	0	6	0.0	0.0	1.0	0.0
29	29	0	0	2/4	2	1	bII6(94)		d	i		bII6(94)		bII		6	94				M	1	1	3, -2, -3	-1	-3	3	1	2	0.3333333333333333	0.25	0.25	0.5
29	29	1/8	1/8	2/4	2	1	bII6		d	i		bII6		bII		6					M	1	1	1, -2, -3		-3	1	0	2	0.0	0.0	0.5	0.0
29	29	1/4	1/4	2/4	2	1	viio7(8b6)/V		d	i		viio7(8b6)/V		vii	o	7	8b6	V			o7	1	1	8, 5, -3, -1		8	8	0	1	0.0	0.0	0.25	0.0
29	29	3/8	3/8	2/4	2	1	viio7/V		d	i		viio7/V		vii	o	7		V			o7	1	1	8, 5, 2, -1		8	8	0	2	0.0	0.0	0.25	0.0
30	30	0	0	2/4	2	1	V		d	i		V		V							M	1	1	3, 7, 4		3	3	0	3	0.0	0.0	0.375	0.0
30	30	1/8	1/8	2/4	2	1	VI		d	i		VI		VI							M	1	1	-2, 2, -1		-2	-2	0	3	0.0	0.0	0.625	0.0
30	30	1/4	1/4	2/4	2	1	V64/iv		d	i		V64/iv		V		64		iv			M	1	1	3, 2, 6		2	3	0	2	0.0	0.0	0.25	0.0
30	30	3/8	3/8	2/4	2	1	iv		d	i		iv		iv							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.25	0.0
31	31	0	0	2/4	2	1	viio7(6^2)/iv		d	i		viio7(6^2)/iv		vii	o	7	6^2	iv			o7	1	1	-1, 1, 2, -10		-1	-1	2	1	0.6666666666666666	0.375	0.125	0.75
31	31	1/8	1/8	2/4	2	1	viio7/iv		d	i		viio7/iv		vii	o	7		iv			o7	1	1	-1, -4, -7, -10		-1	-1	3	0	1.0	0.75	0.0	1.0
31	31	1/4	1/4	2/4	2	1	iv(42)		d	i		iv(42)		iv			42				m	1	1	3, 0, 2		1	3	1	0	1.0	0.25	0.0	1.0
31	31	3/8	3/8	2/4	2	1	iv		d	i		iv		iv							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	0.375	0.0
32	32	0	0	2/4	2	1	V(9)		d	i		V(9)		V			9				M	1	1	3, 7, 4	-2	3	3	0	3	0.0	0.0	0.625	0.0
32	32	1/8	1/8	2/4	2	1	V		d	i		V		V							M	1	1	3, 7, 4		3	3	0	1	0.0	0.0	0.125	0.0
32	32	1/4	1/4	2/4	2	1	Ger6		d	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-2, 2, -1, 8		8	-2	2	4	0.3333333333333333	0.15625	0.59375	0.20833333333333334
33	33	0	0	2/4	2	1	#viio		d	i		#viio		#vii	o						o	1	1	7, 4, 1		7	7	1	4	0.2	0.03125	0.34375	0.08333333333333333
33	33	1/4	1/4	2/4	2	1	i		d	i		i		i							m	1	1	2, -1, 3		2	2	1	2	0.3333333333333333	0.0	0.375	0.0
33	33	3/8	3/8	2/4	2	1	viio7/V		d	i		viio7/V		vii	o	7		V			o7	1	1	8, 5, 2, -1		8	8	0	1	0.0	0.0	0.125	0.0
34	34	0	0	2/4	2	1	V|HC}		d	i		V		V					HC	}	M	1	1	3, 7, 4		3	3	1	4	0.2	0.0625	0.6875	0.08333333333333333
35	35	0	0	2/4	2	1	#viio65/iv		d	i		#viio65/iv		#vii	o	65		iv			o7	1	1	3, 0, -3, 6		6	3	4	6	0.4	0.25	0.5	0.3333333333333333
36	36	0	0	2/4	2	1	iv6		d	i		iv6		iv		6					m	1	1	-2, 2, 1		1	-2	4	6	0.4	0.25	0.5	0.3333333333333333
37	37	0	0	2/4	2	1	iio	#viio6	d	i		iio		ii	o						o	1	1	4, 1, -2		4	4	3	3	0.5	0.125	0.125	0.5
37	37	1/4	1/4	2/4	2	1	i		d	i		i		i							m	1	1	2, -1, 3		2	2	1	2	0.3333333333333333	0.041666666666666664	0.08333333333333333	0.3333333333333333
37	37	3/8	3/8	2/4	2	1	III.V65		d	III		V65		V		65					Mm7	1	0	4, 1, -2, 0		0	4	0	4	0.0	0.0	0.25	0.0
38	38	0	0	2/4	2	1	I		d	III		I		I							M	1	0	-1, 3, 0		-1	-1	1	3	0.25	0.041666666666666664	0.20833333333333334	0.16666666666666666
38	38	1/8	1/8	2/4	2	1	V7/IV		d	III		V7/IV		V		7		IV			Mm7	1	0	-1, 3, 0, -3		-1	-1	3	7	0.3	0.125	0.375	0.25
39	39	0	0	2/4	2	1	IV6		d	III		IV6		IV		6					M	1	0	2, -1, -2		-2	2	0	3	0.0	0.0	0.125	0.0
39	39	1/8	1/8	2/4	2	1	I64		d	III		I64		I		64					M	1	0	0, -1, 3		-1	0	1	2	0.3333333333333333	0.041666666666666664	0.08333333333333333	0.3333333333333333
39	39	1/4	1/4	2/4	2	1	ii6		d	III		ii6		ii		6					m	1	0	-2, 2, 1		1	-2	0	3	0.0	0.0	0.125	0.0
39	39	3/8	3/8	2/4	2	1	I6		d	III		I6		I		6					M	1	0	3, 0, -1		-1	3	1	2	0.3333333333333333	0.041666666666666664	0.08333333333333333	0.3333333333333333
40	40	0	0	2/4	2	1	ii6		d	III		ii6		ii		6					m	1	0	-2, 2, 1		1	-2	0	3	0.0	0.0	0.125	0.0
40	40	1/8	1/8	2/4	2	1	I6		d	III		I6		I		6					M	1	0	3, 0, -1		-1	3	1	2	0.3333333333333333	0.041666666666666664	0.08333333333333333	0.3333333333333333
40	40	1/4	1/4	2/4	2	1	V65		d	III		V65		V		65					Mm7	1	0	4, 1, -2, 0		0	4	0	7	0.0	0.0	1.0	0.0
41	41	0	0	2/4	2	1	I		d	III		I		I							M	1	0	-1, 3, 0		-1	-1	0	5	0.0	0.0	0.625	0.0
41	41	1/8	1/8	2/4	2	1	IV		d	III		IV		IV							M	1	0	-2, 2, -1		-2	-2	2	3	0.4	0.0625	0.1875	0.25
41	41	1/4	1/4	2/4	2	1	V		d	III		V		V							M	1	0	0, 4, 1		0	0	2	3	0.4	0.0625	0.1875	0.25
41	41	3/8	3/8	2/4	2	1	V7		d	III		V7		V		7					Mm7	1	0	0, 4, 1, -2		0	0	1	4	0.2	0.03125	0.21875	0.125
42	42	0	0	2/4	2	1	I|PAC}		d	III		I		I					PAC	}	M	1	0	-1, 3, 0		-1	-1	1	9	0.1	0.03125	1.34375	0.022727272727272728
43	43	1/4	1/4	2/4	2	1	V6		d	III		V6		V		6					M	1	0	4, 1, 0		0	4	0	2	0.0	0.0	0.25	0.0
43	43	3/8	3/8	2/4	2	1	V7		d	III		V7		V		7					Mm7	1	0	0, 4, 1, -2		0	0	1	4	0.2	0.041666666666666664	0.3333333333333333	0.1111111111111111
44	44	0	0	2/4	2	1	I		d	III		I		I							M	1	0	-1, 3, 0		-1	-1	7	10	0.4117647058823529	0.3416666666666667	0.8666666666666667	0.2827586206896551
45	45	1/4	1/4	2/4	2	1	V6		d	III		V6		V		6					M	1	0	4, 1, 0		0	4	0	3	0.0	0.0	0.375	0.0
45	45	3/8	3/8	2/4	2	1	V7		d	III		V7		V		7					Mm7	1	0	0, 4, 1, -2		0	0	1	4	0.2	0.041666666666666664	0.3333333333333333	0.1111111111111111
46	46	0	0	2/4	2	1	#viio7/vi		d	III		#viio7/vi		#vii	o	7		vi			o7	1	0	7, 4, 1, -2		7	7	2	3	0.4	0.0	0.75	0.0
46	46	1/4	1/4	2/4	2	1	vi|DC}		d	III		vi		vi					DC	}	m	1	0	2, -1, 3		2	2	0	3	0.0	0.0	0.375	0.0
47	47	0	0	2/4	2	1	ii6{		d	III		ii6		ii		6				{	m	1	0	-2, 2, 1		1	-2	6	12	0.3333333333333333	0.25	1.5	0.14285714285714285
49	49	0	0	2/4	2	1	V(64)		d	III		V(64)		V			64				M	1	0	0, -1, 3		0	0	2	10	0.16666666666666666	0.0625	0.3125	0.16666666666666666
49	49	3/8	3/8	2/4	2	1	V7		d	III		V7		V		7					Mm7	1	0	0, 4, 1, -2		0	0	0	5	0.0	0.0	0.25	0.0
50	50	0	0	2/4	2	1	vi		d	III		vi		vi							m	1	0	2, -1, 3		2	2	4	5	0.4444444444444444	0.125	0.375	0.25
50	50	1/4	1/4	2/4	2	1	V65		d	III		V65		V		65					Mm7	1	0	4, 1, -2, 0		0	4	2	7	0.2222222222222222	0.0625	0.4375	0.125
51	51	0	0	2/4	2	1	I		d	III		I		I							M	1	0	-1, 3, 0		-1	-1	0	5	0.0	0.0	0.25	0.0
51	51	1/8	1/8	2/4	2	1	ii6		d	III		ii6		ii		6					m	1	0	-2, 2, 1		1	-2	1	4	0.2	0.03125	0.21875	0.125
51	51	1/4	1/4	2/4	2	1	V(^4)		d	III		V(^4)		V			^4				M	1	0	0, 4, -1		0	0	0	2	0.0	0.0	0.25	0.0
51	51	3/8	3/8	2/4	2	1	V		d	III		V		V							M	1	0	0, 4, 1		0	0	0	2	0.0	0.0	0.25	0.0
52	52	0	0	2/4	2	1	I|PAC}		d	III		I		I					PAC	}	M	1	0	-1, 3, 0		-1	-1	0	5	0.0	0.0	0.75	0.0
53	53	0	0	2/4	2	1	I6{		d	III		I6		I		6				{	M	1	0	3, 0, -1		-1	3	0	3	0.0	0.0	0.5	0.0
53	53	1/4	1/4	2/4	2	1	viio6		d	III		viio6		vii	o	6					o	1	0	1, -2, 4		4	1	0	3	0.0	0.0	0.375	0.0
53	53	3/8	3/8	2/4	2	1	I		d	III		I		I							M	1	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	0.375	0.0
54	54	0	0	2/4	2	1	viio7		d	III		viio7		vii	o	7					o7	1	0	4, 1, -2, -5		4	4	1	3	0.25	0.125	0.25	0.3333333333333333
54	54	1/8	1/8	2/4	2	1	I		d	III		I		I							M	1	0	-1, 3, 0		-1	-1	0	6	0.0	0.0	1.0	0.0
55	55	0	0	2/4	2	1	ii6(^7^2)		d	III		ii6(^7^2)		ii		6	^7^2				m	1	0	3, 2, -1		1	3	2	1	0.6666666666666666	0.375	0.125	0.75
55	55	1/8	1/8	2/4	2	1	ii6		d	III		ii6		ii		6					m	1	0	-2, 2, 1		1	-2	3	5	0.375	0.0	1.0	0.0
56	56	0	0	2/4	2	1	V		d	III		V		V							M	1	0	0, 4, 1		0	0	2	3	0.4	0.0	0.375	0.0
56	56	1/8	1/8	2/4	2	1	I|PAC}		d	III		I		I					PAC	}	M	1	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	0.375	0.0
57	57	0	0	2/4	2	1	ii6{		d	III		ii6		ii		6				{	m	1	0	-2, 2, 1		1	-2	0	3	0.0	0.0	0.5	0.0
57	57	1/4	1/4	2/4	2	1	#viio6/ii		d	III		#viio6/ii		#vii	o	6		ii			o	1	0	3, 0, 6		6	3	0	3	0.0	0.0	0.375	0.0
57	57	3/8	3/8	2/4	2	1	ii		d	III		ii		ii							m	1	0	1, -2, 2		1	1	0	3	0.0	0.0	0.375	0.0
58	58	0	0	2/4	2	1	#viio7/iv		d	III		#viio7/iv		#vii	o	7		iv			o7	1	0	3, 0, -3, -6		3	3	2	2	0.5	0.125	0.25	0.3333333333333333
58	58	1/8	1/8	2/4	2	1	iv		d	III		iv		iv							m	1	0	-2, -5, -1		-2	-2	4	2	0.6666666666666666	0.625	0.375	0.625
59	59	0	0	2/4	2	1	VI.ii7		d	VI		ii7		ii		7					mm7	1	0	0, -3, 1, -2		0	0	1	4	0.2	0.09375	0.65625	0.125
59	59	1/4	1/4	2/4	2	1	V65		d	VI		V65		V		65					Mm7	1	0	3, 0, -3, -1		-1	3	2	5	0.2857142857142857	0.08333333333333333	0.4166666666666667	0.16666666666666666
60	60	0	0	2/4	2	1	I		d	VI		I		I							M	1	0	-2, 2, -1		-2	-2	1	7	0.125	0.0625	0.9375	0.0625
61	61	0	0	2/4	2	1	viio6		d	VI		viio6		vii	o	6					o	1	0	0, -3, 3		3	0	4	6	0.4	0.125	1.625	0.07142857142857142
62	62	0	0	2/4	2	1	I6		d	VI		I6		I		6					M	1	0	2, -1, -2		-2	2	3	7	0.3	0.1875	1.0625	0.15
63	63	0	0	2/4	2	1	ii6		d	VI		ii6		ii		6					m	1	0	-3, 1, 0		0	-3	3	6	0.3333333333333333	0.1875	0.8125	0.1875
64	64	0	0	2/4	2	1	I		d	VI		I		I							M	1	0	-2, 2, -1		-2	-2	0	1	0.0	0.0	0.125	0.0
64	64	1/8	1/8	2/4	2	1	V6		d	VI		V6		V		6					M	1	0	3, 0, -1		-1	3	0	4	0.0	0.0	0.5	0.0
65	65	0	0	2/4	2	1	V7		d	VI		V7		V		7					Mm7	1	0	-1, 3, 0, -3		-1	-1	1	5	0.16666666666666666	0.03125	0.71875	0.041666666666666664
65	65	1/4	1/4	2/4	2	1	I64		d	VI		I64		I		64					M	1	0	-1, -2, 2		-2	-1	0	3	0.0	0.0	0.375	0.0
65	65	3/8	3/8	2/4	2	1	V		d	VI		V		V							M	1	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	0.375	0.0
66	66	0	0	2/4	2	1	I		d	VI		I		I							M	1	0	-2, 2, -1		-2	-2	2	2	0.5	0.0	0.25	0.0
66	66	1/8	1/8	2/4	2	1	V6		d	VI		V6		V		6					M	1	0	3, 0, -1		-1	3	0	5	0.0	0.0	0.625	0.0
67	67	0	0	2/4	2	1	V		d	VI		V		V							M	1	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	0.625	0.0
67	67	3/16	3/16	2/4	2	1	I64		d	VI		I64		I		64					M	1	0	-1, -2, 2		-2	-1	0	5	0.0	0.0	0.375	0.0
67	67	5/16	5/16	2/4	2	1	V7		d	VI		V7		V		7					Mm7	1	0	-1, 3, 0, -3		-1	-1	0	2	0.0	0.0	0.125	0.0
67	67	3/8	3/8	2/4	2	1	I64		d	VI		I64		I		64					M	1	0	-1, -2, 2		-2	-1	0	3	0.0	0.0	0.25	0.0
67	67	7/16	7/16	2/4	2	1	V		d	VI		V		V							M	1	0	-1, 3, 0		-1	-1	0	2	0.0	0.0	0.125	0.0
68	68	0	0	2/4	2	1	I		d	VI		I		I							M	1	0	-2, 2, -1		-2	-2	2	2	0.5	0.0	0.25	0.0
68	68	1/8	1/8	2/4	2	1	V		d	VI		V		V							M	1	0	-1, 3, 0		-1	-1	0	5	0.0	0.0	0.625	0.0
69	69	0	0	2/4	2	1	V		d	VI		V		V							M	1	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	0.625	0.0
69	69	3/16	3/16	2/4	2	1	I64		d	VI		I64		I		64					M	1	0	-1, -2, 2		-2	-1	0	5	0.0	0.0	0.375	0.0
69	69	5/16	5/16	2/4	2	1	V7		d	VI		V7		V		7					Mm7	1	0	-1, 3, 0, -3		-1	-1	0	2	0.0	0.0	0.125	0.0
69	69	3/8	3/8	2/4	2	1	I64		d	VI		I64		I		64					M	1	0	-1, -2, 2		-2	-1	0	3	0.0	0.0	0.25	0.0
69	69	7/16	7/16	2/4	2	1	V		d	VI		V		V							M	1	0	-1, 3, 0		-1	-1	0	2	0.0	0.0	0.125	0.0
70	70	0	0	2/4	2	1	IV		d	VI		IV		IV							M	1	0	-3, 1, -2		-3	-3	0	2	0.0	0.0	0.25	0.0
70	70	1/8	1/8	2/4	2	1	I64		d	VI		I64		I		64					M	1	0	-1, -2, 2		-2	-1	0	3	0.0	0.0	0.625	0.0
70	70	1/4	1/4	2/4	2	1	vi7		d	VI		vi7		vi		7					mm7	1	0	1, -2, 2, -1		1	1	0	1	0.0	0.0	0.125	0.0
70	70	3/8	3/8	2/4	2	1	viio		d	VI		viio		vii	o						o	1	0	3, 0, -3		3	3	0	3	0.0	0.0	0.375	0.0
71	71	0	0	2/4	2	1	ii2		d	VI		ii2		ii		2					mm7	1	0	-2, 0, -3, 1		0	-2	0	3	0.0	0.0	0.375	0.0
71	71	1/8	1/8	2/4	2	1	ii		d	VI		ii		ii							m	1	0	0, -3, 1		0	0	2	3	0.4	0.1875	0.1875	0.5
71	71	1/4	1/4	2/4	2	1	V(64)		d	VI		V(64)		V			64				M	1	0	-1, -2, 2		-1	-1	0	3	0.0	0.0	0.375	0.0
71	71	3/8	3/8	2/4	2	1	V		d	VI		V		V							M	1	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	0.375	0.0
72	72	0	0	2/4	2	1	I|PAC}		d	VI		I		I					PAC	}	M	1	0	-2, 2, -1		-2	-2	1	9	0.1	0.03125	1.21875	0.025
73	73	1/4	1/4	2/4	2	1	V6		d	VI		V6		V		6					M	1	0	3, 0, -1		-1	3	1	4	0.2	0.041666666666666664	0.3333333333333333	0.1111111111111111
73	73	3/8	3/8	2/4	2	1	V7		d	VI		V7		V		7					Mm7	1	0	-1, 3, 0, -3		-1	-1	1	4	0.2	0.041666666666666664	0.3333333333333333	0.1111111111111111
74	74	0	0	2/4	2	1	I		d	VI		I		I							M	1	0	-2, 2, -1		-2	-2	1	9	0.1	0.03125	1.21875	0.025
75	75	1/4	1/4	2/4	2	1	V6		d	VI		V6		V		6					M	1	0	3, 0, -1		-1	3	1	4	0.2	0.041666666666666664	0.3333333333333333	0.1111111111111111
75	75	3/8	3/8	2/4	2	1	V7		d	VI		V7		V		7					Mm7	1	0	-1, 3, 0, -3		-1	-1	1	4	0.2	0.041666666666666664	0.3333333333333333	0.1111111111111111
