mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	a.i{		a	i		i	i						{	m	1	1	3, 0, 4		3	3	3	5	0.375	0.09375	0.15625	0.375
1	1	1/4	1/4	3/4	2	1	iv		a	i		iv	iv							m	1	1	2, -1, 3		2	2	0	3	0.0	0.0	0.375	0.0
1	1	1/2	1/2	3/4	2	1	i6		a	i		i6	i		6					m	1	1	0, 4, 3		3	0	0	3	0.0	0.0	0.375	0.0
2	2	0	0	3/4	2	2	i		a	i		i	i							m	1	1	3, 0, 4		3	3	3	5	0.375	0.09375	0.15625	0.375
2	2	1/4	1/4	3/4	2	2	iio		a	i		iio	ii	o						o	1	1	5, 2, -1		5	5	0	2	0.0	0.0	0.25	0.0
2	2	1/2	1/2	3/4	2	2	i		a	i		i	i							m	1	1	3, 0, 4		3	3	3	7	0.3	0.09375	0.40625	0.1875
3	3	1/4	1/4	3/4	2	1	iv		a	i		iv	iv							m	1	1	2, -1, 3		2	2	0	4	0.0	0.0	0.125	0.0
3	3	3/8	3/8	3/4	2	1	i6		a	i		i6	i		6					m	1	1	0, 4, 3		3	0	0	4	0.0	0.0	0.125	0.0
3	3	1/2	1/2	3/4	2	1	#viio6		a	i		#viio6	#vii	o	6					o	1	1	5, 2, 8		8	5	0	4	0.0	0.0	0.125	0.0
3	3	5/8	5/8	3/4	2	1	i		a	i		i	i							m	1	1	3, 0, 4		3	3	0	4	0.0	0.0	0.125	0.0
4	4	0	0	3/4	2	1	V6		a	i		V6	V		6					M	1	1	8, 5, 4		4	8	0	4	0.0	0.0	0.125	0.0
4	4	1/8	1/8	3/4	2	1	viio6/V		a	i		viio6/V	vii	o	6		V			o	1	1	6, 3, 9		9	6	0	4	0.0	0.0	0.125	0.0
4	4	1/4	1/4	3/4	2	1	V7		a	i		V7	V		7					Mm7	1	1	4, 8, 5, 2		4	4	3	13	0.1875	0.09375	0.40625	0.1875
5	5	0	0	3/4	2	1	i		a	i		i	i							m	1	1	3, 0, 4		3	3	3	5	0.375	0.09375	0.15625	0.375
5	5	1/4	1/4	3/4	2	1	iv		a	i		iv	iv							m	1	1	2, -1, 3		2	2	0	1	0.0	0.0	0.125	0.0
5	5	1/2	1/2	3/4	2	1	III.V65		a	III		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5	1	7	0.125	0.03125	0.4375	0.06666666666666667
6	6	0	0	3/4	2	4	I		a	III		I	I							M	1	0	0, 4, 1		0	0	4	13	0.23529411764705882	0.125	0.84375	0.12903225806451613
7	7	0	0	3/4	2	2	ii6		a	III		ii6	ii		6					m	1	0	-1, 3, 2		2	-1	9	11	0.45	0.34375	0.5	0.4074074074074074
8	8	0	0	3/4	2	1	V}{		a	III		V	V						}{	M	1	0	1, 5, 2		1	1	1	14	0.06666666666666667	0.03125	1.78125	0.017241379310344827
9	9	0	0	3/4	2	1	V(64)		a	III		V(64)	V			64				M	1	0	1, 0, 4		1	1	4	10	0.2857142857142857	0.3125	1.25	0.2
10	10	0	0	3/4	2	1	V7		a	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1	4	10	0.2857142857142857	0.3125	1.25	0.2
11	11	0	0	3/4	2	1	vi		a	III		vi	vi							m	1	0	3, 0, 4		3	3	1	3	0.25	0.03125	0.09375	0.25
11	11	1/8	1/8	3/4	2	1	IV		a	III		IV	IV							M	1	0	-1, 3, 0		-1	-1	1	3	0.25	0.03125	0.09375	0.25
11	11	1/4	1/4	3/4	2	1	ii		a	III		ii	ii							m	1	0	2, -1, 3		2	2	1	3	0.25	0.03125	0.09375	0.25
11	11	3/8	3/8	3/4	2	1	viio		a	III		viio	vii	o						o	1	0	5, 2, -1		5	5	1	3	0.25	0.03125	0.09375	0.25
11	11	1/2	1/2	3/4	2	1	V		a	III		V	V							M	1	0	1, 5, 2		1	1	1	3	0.25	0.03125	0.09375	0.25
11	11	5/8	5/8	3/4	2	1	iii		a	III		iii	iii							m	1	0	4, 1, 5		4	4	1	3	0.25	0.03125	0.09375	0.25
12	12	0	0	3/4	2	1	I		a	III		I	I							M	1	0	0, 4, 1		0	0	1	3	0.25	0.03125	0.09375	0.25
12	12	1/8	1/8	3/4	2	1	vi		a	III		vi	vi							m	1	0	3, 0, 4		3	3	1	3	0.25	0.03125	0.09375	0.25
12	12	1/4	1/4	3/4	2	1	IV		a	III		IV	IV							M	1	0	-1, 3, 0		-1	-1	1	3	0.25	0.03125	0.09375	0.25
