mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/8	2	1	g.i{		g	i		i	i						{	m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.25	0.0
1	1	1/4	1/4	3/8	2	1	viio6/VII		g	i		viio6/VII	vii	o	6		VII			o	1	1	1, -2, 4		4	1	0	3	0.0	0.0	0.375	0.0
2	2	0	0	3/8	2	1	vii6(#7)		g	i		vii6(#7)	vii		6	#7				m	1	1	-4, 0, 4		-1	-4	0	3	0.0	0.0	1.0	0.0
2	2	1/4	1/4	3/8	2	1	vii6		g	i		vii6	vii		6					m	1	1	-4, 0, -1		-1	-4	0	1	0.0	0.0	0.125	0.0
3	3	0	0	3/8	2	1	vii		g	i		vii	vii							m	1	1	-1, -4, 0		-1	-1	0	2	0.0	0.0	0.25	0.0
3	3	1/4	1/4	3/8	2	1	viio6/VI		g	i		viio6/VI	vii	o	6		VI			o	1	1	-1, -4, 2		2	-1	0	3	0.0	0.0	0.375	0.0
4	4	0	0	3/8	2	1	VI6(7)		g	i		VI6(7)	VI		6	7				M	1	1	1, -2, 2		-3	1	0	3	0.0	0.0	1.0	0.0
4	4	1/4	1/4	3/8	2	1	VI6		g	i		VI6	VI		6					M	1	1	1, -2, -3		-3	1	0	5	0.0	0.0	0.625	0.0
5	5	1/8	1/8	3/8	2	1	V6(2)		g	i		V6(2)	V		6	2				M	1	1	6, 3, -3		2	6	2	4	0.3333333333333333	0.08333333333333333	0.7916666666666666	0.09523809523809523
5	5	1/4	1/4	3/8	2	1	V6		g	i		V6	V		6					M	1	1	6, 3, 2		2	6	0	1	0.0	0.0	0.125	0.0
6	6	0	0	3/8	2	1	iio6/iv		g	i		iio6/iv	ii	o	6		iv			o	1	1	-1, -4, 2		2	-1	0	4	0.0	0.0	0.5	0.0
6	6	1/8	1/8	3/8	2	1	iv6(2)		g	i		iv6(2)	iv		6	2				m	1	1	-3, 1, 2		0	-3	4	2	0.6666666666666666	0.4583333333333333	0.22916666666666666	0.6666666666666666
6	6	1/4	1/4	3/8	2	1	iv6		g	i		iv6	iv		6					m	1	1	-3, 1, 0		0	-3	0	4	0.0	0.0	0.3125	0.0
7	7	0	0	3/8	2	1	V7		g	i		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	4	14	0.2222222222222222	0.3125	1.1875	0.20833333333333334
8	8	0	0	3/8	2	1	viio7/V		g	i		viio7/V	vii	o	7		V			o7	1	1	7, 4, 1, -2		7	7	4	4	0.5	0.21875	0.28125	0.4375
8	8	1/8	1/8	3/8	2	1	V|HC}		g	i		V	V					HC	}	M	1	1	2, 6, 3		2	2	2	9	0.18181818181818182	0.041666666666666664	1.0833333333333333	0.037037037037037035
10	10	0	0	3/8	2	1	viio7/V		g	i		viio7/V	vii	o	7		V			o7	1	1	7, 4, 1, -2		7	7	2	3	0.4	0.125	0.25	0.3333333333333333
10	10	1/8	1/8	3/8	2	1	V|HC}		g	i		V	V					HC	}	M	1	1	2, 6, 3		2	2	0	3	0.0	0.0	0.375	0.0
