mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	7/8	4/4	2	1	F.I{				F	I		I		I						{	M	0	0	-1, 3, 0		-1	-1	2	8	0.2	0.08333333333333333	0.7916666666666666	0.09523809523809523
2	1	1/2	1/2	4/4	2	1	V65				F	I		V65		V		65					Mm7	0	0	4, 1, -2, 0		0	4	0	4	0.0	0.0	0.375	0.0
2	1	5/8	5/8	4/4	2	1	I				F	I		I		I							M	0	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	0.375	0.0
2	1	7/8	7/8	4/4	2	1	I6				F	I		I6		I		6					M	0	0	3, 0, -1		-1	3	0	4	0.0	0.0	0.375	0.0
3	2	0	0	4/4	2	1	ii6				F	I		ii6		ii		6					m	0	0	-2, 2, 1		1	-2	1	4	0.2	0.0625	0.6875	0.08333333333333333
3	2	1/4	1/4	4/4	2	1	viio6/IV				F	I		viio6/IV		vii	o	6		IV			o	0	0	0, -3, 3		3	0	0	4	0.0	0.0	0.625	0.0
3	2	1/2	1/2	4/4	2	1	IV6				F	I		IV6		IV		6					M	0	0	2, -1, -2		-2	2	1	4	0.2	0.0625	0.6875	0.08333333333333333
3	2	3/4	3/4	4/4	2	1	V65/IV				F	I		V65/IV		V		65		IV			Mm7	0	0	3, 0, -3, -1		-1	3	0	4	0.0	0.0	0.625	0.0
4	3	0	0	4/4	2	1	IV				F	I		IV		IV							M	0	0	-2, 2, -1		-2	-2	2	5	0.2857142857142857	0.125	0.6875	0.15384615384615385
4	3	1/4	1/4	4/4	2	1	V7				F	I		V7		V		7					Mm7	0	0	0, 4, 1, -2		0	0	4	5	0.4444444444444444	0.25	0.5	0.3333333333333333
4	3	1/2	1/2	4/4	2	1	I|IAC}				F	I		I		I					IAC	}	M	0	0	-1, 3, 0		-1	-1	1	10	0.09090909090909091	0.041666666666666664	1.3333333333333333	0.0303030303030303
5	4	1/4	1/4	4/4	2	1	V6				F	I		V6		V		6					M	0	0	4, 1, 0		0	4	0	8	0.0	0.0	1.0	0.0
5	4	3/4	3/4	4/4	2	1	V.viio6				F	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2	0	3	0.0	0.0	0.375	0.0
5	4	7/8	7/8	4/4	2	1	viio				F	V		viio		vii	o						o	0	0	5, 2, -1		5	5	0	3	0.0	0.0	0.25	0.0
6	5	0	0	4/4	2	1	I				F	V		I		I							M	0	0	0, 4, 1		0	0	1	2	0.3333333333333333	0.0625	0.1875	0.25
6	5	1/8	1/8	4/4	2	1	I6				F	V		I6		I		6					M	0	0	4, 1, 0		0	4	0	3	0.0	0.0	0.25	0.0
6	5	1/4	1/4	4/4	2	1	IV(^2)				F	V		IV(^2)		IV			^2				M	0	0	-1, 1, 0		-1	-1	0	2	0.0	0.0	0.25	0.0
6	5	3/8	3/8	4/4	2	1	IV				F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1	2	3	0.4	0.0625	0.1875	0.25
6	5	1/2	1/2	4/4	2	1	V(64)				F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1	0	3	0.0	0.0	0.5	0.0
6	5	3/4	3/4	4/4	2	1	V|HC}				F	V		V		V					HC	}	M	0	0	1, 5, 2		1	1	0	1	0.0	0.0	0.125	0.0
7	6	0	0	4/4	2	1	I6{				F	V		I6		I		6				{	M	0	0	4, 1, 0		0	4	0	7	0.0	0.0	0.75	0.0
7	6	1/2	1/2	4/4	2	1	viio6				F	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2	1	3	0.25	0.0625	0.3125	0.16666666666666666
7	6	5/8	5/8	4/4	2	1	viio				F	V		viio		vii	o						o	0	0	5, 2, -1		5	5	0	3	0.0	0.0	0.25	0.0
7	6	3/4	3/4	4/4	2	1	I(4)				F	V		I(4)		I			4				M	0	0	0, -1, 1		0	0	0	2	0.0	0.0	0.25	0.0
7	6	7/8	7/8	4/4	2	1	I				F	V		I		I							M	0	0	0, 4, 1		0	0	1	9	0.1	0.0625	0.875	0.06666666666666667
8	7	1/2	1/2	4/4	2	1	V6				F	V		V6		V		6					M	0	0	5, 2, 1		1	5	0	3	0.0	0.0	0.25	0.0
8	7	5/8	5/8	4/4	2	1	V7				F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	3	0.0	0.0	0.25	0.0
8	7	3/4	3/4	4/4	2	1	I(4)				F	V		I(4)		I			4				M	0	0	0, -1, 1		0	0	0	2	0.0	0.0	0.25	0.0
8	7	7/8	7/8	4/4	2	1	I				F	V		I		I							M	0	0	0, 4, 1		0	0	0	2	0.0	0.0	0.25	0.0
9	8	0	0	4/4	2	1	IV				F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	0.5	0.0
9	8	1/4	1/4	4/4	2	1	ii6				F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1	1	3	0.25	0.0625	0.1875	0.25
9	8	1/2	1/2	4/4	2	1	I6				F	V		I6		I		6					M	0	0	4, 1, 0		0	4	2	6	0.25	0.0625	0.75	0.07692307692307693
10	9	0	0	4/4	2	1	IV				F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1	1	4	0.2	0.0625	0.4375	0.125
10	9	1/4	1/4	4/4	2	1	V				F	V		V		V							M	0	0	1, 5, 2		1	1	1	3	0.25	0.0	0.5	0.0
10	9	1/2	1/2	4/4	2	1	I|PAC}				F	V		I		I					PAC	}	M	0	0	0, 4, 1		0	0	0	3	0.0	0.0	0.5	0.0
10	9	3/4	3/4	4/4	2	1	ii6{				F	V		ii6		ii		6				{	m	0	0	-1, 3, 2		2	-1	0	3	0.0	0.0	0.1875	0.0
10	9	15/16	15/16	4/4	2	1	viio6				F	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2	0	2	0.0	0.0	0.125	0.0
11	10	0	0	4/4	2	1	I6(7)				F	V		I6(7)		I		6	7				M	0	0	4, 1, 5		0	4	0	2	0.0	0.0	0.375	0.0
11	10	1/8	1/8	4/4	2	1	I6				F	V		I6		I		6					M	0	0	4, 1, 0		0	4	0	1	0.0	0.0	0.125	0.0
11	10	1/4	1/4	4/4	2	1	ii6				F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1	0	3	0.0	0.0	0.1875	0.0
11	10	7/16	7/16	4/4	2	1	viio6				F	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2	0	3	0.0	0.0	0.1875	0.0
11	10	1/2	1/2	4/4	2	1	I6(7)				F	V		I6(7)		I		6	7				M	0	0	4, 1, 5		0	4	0	3	0.0	0.0	1.25	0.0
11	10	3/4	3/4	4/4	2	1	I6				F	V		I6		I		6					M	0	0	4, 1, 0		0	4	0	1	0.0	0.0	0.25	0.0
12	11	0	0	4/4	2	1	IV				F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1	3	6	0.3333333333333333	0.09375	0.90625	0.09375
