mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	2	1	G.I[I{	G	I	I	I	I						{	M	0	0	1, 5, 2		1	1	3	7	0.3	0.1875	0.8125	0.1875
1	1	1/2	1/2	4/4	2	1	ii	G	I	I	ii	ii							m	0	0	3, 0, 4		3	3	5	5	0.5	0.6875	0.3125	0.6875
2	2	0	0	4/4	2	1	I]	G	I	I	I	I							M	0	0	1, 5, 2		1	1	0	12	0.0	0.0	1.0	0.0
2	2	1/2	1/2	4/4	2	1	V65	G	I		V65	V		65					Mm7	0	0	6, 3, 0, 2		2	6	0	12	0.0	0.0	1.0	0.0
3	3	0	0	4/4	2	1	I	G	I		I	I							M	0	0	1, 5, 2		1	1	0	6	0.0	0.0	0.75	0.0
3	3	1/4	1/4	4/4	2	1	V65/IV	G	I		V65/IV	V		65		IV			Mm7	0	0	5, 2, -1, 1		1	5	1	5	0.16666666666666666	0.0625	0.6875	0.08333333333333333
3	3	1/2	1/2	4/4	2	1	IV	G	I		IV	IV							M	0	0	0, 4, 1		0	0	3	7	0.3	0.1875	0.8125	0.1875
4	4	0	0	4/4	2	1	V65/IV	G	I		V65/IV	V		65		IV			Mm7	0	0	5, 2, -1, 1		1	5	0	12	0.0	0.0	1.0	0.0
4	4	1/2	1/2	4/4	2	1	IV	G	I		IV	IV							M	0	0	0, 4, 1		0	0	0	9	0.0	0.0	0.75	0.0
5	5	0	0	4/4	2	1	V65/V	G	I		V65/V	V		65		V			Mm7	0	0	7, 4, 1, 3		3	7	1	11	0.08333333333333333	0.0625	1.4375	0.041666666666666664
5	5	1/2	1/2	4/4	2	1	V7	G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	3	7	0.3	0.1875	0.8125	0.1875
6	6	0	0	4/4	2	1	V65/V	G	I		V65/V	V		65		V			Mm7	0	0	7, 4, 1, 3		3	7	0	12	0.0	0.0	1.0	0.0
6	6	1/2	1/2	4/4	2	1	V	G	I		V	V							M	0	0	2, 6, 3		2	2	0	9	0.0	0.0	0.75	0.0
7	7	0	0	4/4	2	1	V65/vi	G	I		V65/vi	V		65		vi			Mm7	0	0	9, 6, 3, 5		5	9	1	11	0.08333333333333333	0.0625	1.4375	0.041666666666666664
7	7	1/2	1/2	4/4	2	1	vi	G	I		vi	vi							m	0	0	4, 1, 5		4	4	3	7	0.3	0.1875	0.8125	0.1875
8	8	0	0	4/4	2	1	ii	G	I		ii	ii							m	0	0	3, 0, 4		3	3	4	8	0.3333333333333333	0.25	1.25	0.16666666666666666
8	8	1/2	1/2	4/4	2	1	V	G	I		V	V							M	0	0	2, 6, 3		2	2	3	7	0.3	0.1875	0.8125	0.1875
9	9	0	0	4/4	2	1	I	G	I		I	I							M	0	0	1, 5, 2		1	1	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
9	9	1/4	1/4	4/4	2	1	I6	G	I		I6	I		6					M	0	0	5, 2, 1		1	5	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
9	9	1/2	1/2	4/4	2	1	viio	G	I		viio	vii	o						o	0	0	6, 3, 0		6	6	0	5	0.0	0.0	0.75	0.0
9	9	3/4	3/4	4/4	2	1	I	G	I		I	I							M	0	0	1, 5, 2		1	1	0	5	0.0	0.0	0.75	0.0
10	10	0	0	4/4	2	1	V[V	G	I	V	V	V							M	0	0	2, 6, 3		2	2	0	5	0.0	0.0	2.25	0.0
10	10	1/4	1/4	4/4	2	1	vi6	G	I	V	vi6	vi		6					m	0	0	1, 5, 4		4	1	0	3	0.0	0.0	0.25	0.0
10	10	1/2	1/2	4/4	2	1	V6	G	I	V	V6	V		6					M	0	0	6, 3, 2		2	6	0	3	0.0	0.0	0.25	0.0
10	10	3/4	3/4	4/4	2	1	IV6	G	I	V	IV6	IV		6					M	0	0	4, 1, 0		0	4	0	3	0.0	0.0	0.25	0.0
11	11	0	0	4/4	2	1	I	G	I	V	I	I							M	0	0	1, 5, 2		1	1	0	5	0.0	0.0	1.75	0.0
11	11	1/4	1/4	4/4	2	1	ii6	G	I	V	ii6	ii		6					m	0	0	0, 4, 3		3	0	0	3	0.0	0.0	0.25	0.0
11	11	1/2	1/2	4/4	2	1	I6]	G	I	V	I6	I		6					M	0	0	5, 2, 1		1	5	0	2	0.0	0.0	0.25	0.0
11	11	3/4	3/4	4/4	2	1	viio/V	G	I		viio/V	vii	o			V			o	0	0	7, 4, 1		7	7	0	2	0.0	0.0	0.375	0.0
12	12	0	0	4/4	2	1	V	G	I		V	V							M	0	0	2, 6, 3		2	2	0	1	0.0	0.0	0.5	0.0
12	12	1/2	1/2	4/4	2	1	V(64)	G	I		V(64)	V			64				M	0	0	2, 1, 5		2	2	0	8	0.0	0.0	4.0	0.0
13	13	0	0	4/4	2	1	V7(4)	G	I		V7(4)	V		7	4				Mm7	0	0	2, 1, 3, 0		2	2	0	7	0.0	0.0	3.5	0.0
13	13	1/2	1/2	4/4	2	1	V7	G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	8	0.0	0.0	4.0	0.0
14	14	0	0	4/4	2	1	I|PAC}	G	I		I	I					PAC	}	M	0	0	1, 5, 2		1	1	0	8	0.0	0.0	2.0	0.0
