mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/4	2/4	2	1	b.i{	b	i		i	i						{	m	1	1	5, 2, 6		5	5	2	3	0.4	0.125	0.375	0.25
2	1	0	0	2/4	2	1	V6	b	i		V6	V		6					M	1	1	10, 7, 6		6	10	0	4	0.0	0.0	0.5	0.0
2	1	1/4	1/4	2/4	2	1	vii%43/IV	b	i		vii%43/IV	vii	%	43		IV			%7	1	1	3, 7, 9, 6		9	3	1	4	0.2	0.0625	0.4375	0.125
3	2	0	0	2/4	2	1	IV6	b	i		IV6	IV		6					M	1	1	8, 5, 4		4	8	0	4	0.0	0.0	0.5	0.0
3	2	1/4	1/4	2/4	2	1	ii%43	b	i		ii%43	ii	%	43					%7	1	1	1, 5, 7, 4		7	1	1	4	0.2	0.0625	0.4375	0.125
4	3	0	0	2/4	2	1	V(64)	b	i		V(64)	V			64				M	1	1	6, 5, 2		6	6	1	4	0.2	0.0625	0.4375	0.125
4	3	1/4	1/4	2/4	2	1	V65/V	b	i		V65/V	V		65		V			Mm7	1	1	11, 8, 5, 7		7	11	2	5	0.2857142857142857	0.0625	0.5625	0.1
5	4	0	0	2/4	2	1	V|HC}	b	i		V	V					HC	}	M	1	1	6, 10, 7		6	6	2	3	0.4	0.125	0.375	0.25
5	4	1/4	1/4	2/4	2	1	i{	b	i		i	i						{	m	1	1	5, 2, 6		5	5	2	3	0.4	0.125	0.375	0.25
6	5	0	0	2/4	2	1	V6	b	i		V6	V		6					M	1	1	10, 7, 6		6	10	0	4	0.0	0.0	0.5	0.0
6	5	1/4	1/4	2/4	2	1	vii%43/IV	b	i		vii%43/IV	vii	%	43		IV			%7	1	1	3, 7, 9, 6		9	3	1	4	0.2	0.0625	0.4375	0.125
7	6	0	0	2/4	2	1	IV6	b	i		IV6	IV		6					M	1	1	8, 5, 4		4	8	0	4	0.0	0.0	0.5	0.0
7	6	1/4	1/4	2/4	2	1	#viio2	b	i		#viio2	#vii	o	2					o7	1	1	1, 10, 7, 4		10	1	1	4	0.2	0.0625	0.4375	0.125
8	7	0	0	2/4	2	1	V(4)	b	i		V(4)	V			4				M	1	1	6, 5, 7		6	6	0	3	0.0	0.0	0.25	0.0
8	7	1/8	1/8	2/4	2	1	iv	b	i		iv	iv							m	1	1	4, 1, 5		4	4	2	3	0.4	0.0625	0.1875	0.25
8	7	1/4	1/4	2/4	2	1	V(6)	b	i		V(6)	V			6				M	1	1	6, 10, 2		6	6	0	2	0.0	0.0	0.375	0.0
8	7	3/8	3/8	2/4	2	1	V	b	i		V	V							M	1	1	6, 10, 7		6	6	0	1	0.0	0.0	0.125	0.0
9	8	0	0	2/4	2	1	I|PAC}	b	i		I	I					PAC	}	M	1	1	5, 9, 6		5	5	0	3	0.0	0.0	0.5	0.0
9	8	1/4	1/4	2/4	2	1	VI6{	b	i		VI6	VI		6				{	M	1	1	5, 2, 1		1	5	1	4	0.2	0.0625	0.4375	0.125
10	9	0	0	2/4	2	1	V/V	b	i		V/V	V				V			M	1	1	7, 11, 8		7	7	2	3	0.4	0.125	0.375	0.25
10	9	1/4	1/4	2/4	2	1	V65	b	i		V65	V		65					Mm7	1	1	10, 7, 4, 6		6	10	1	3	0.25	0.0625	0.375	0.14285714285714285
11	10	0	0	2/4	2	1	i(4)	b	i		i(4)	i			4				m	1	1	5, 4, 6		5	5	1	2	0.3333333333333333	0.0625	0.3125	0.16666666666666666
11	10	1/8	1/8	2/4	2	1	i	b	i		i	i							m	1	1	5, 2, 6		5	5	1	1	0.5	0.0625	0.0625	0.5
11	10	1/4	1/4	2/4	2	1	i6	b	i		i6	i		6					m	1	1	2, 6, 5		5	2	1	2	0.3333333333333333	0.0625	0.1875	0.25
11	10	3/8	3/8	2/4	2	1	#viio/iv	b	i		#viio/iv	#vii	o			iv			o	1	1	9, 6, 3		9	9	0	3	0.0	0.0	0.25	0.0
12	11	0	0	2/4	2	1	iv(4)	b	i		iv(4)	iv			4				m	1	1	4, 3, 5		4	4	1	2	0.3333333333333333	0.0625	0.4375	0.125
12	11	1/8	1/8	2/4	2	1	iv	b	i		iv	iv							m	1	1	4, 1, 5		4	4	1	3	0.25	0.0625	0.1875	0.25
12	11	3/8	3/8	2/4	2	1	V6/V	b	i		V6/V	V		6		V			M	1	1	11, 8, 7		7	11	1	2	0.3333333333333333	0.0625	0.1875	0.25
13	12	0	0	2/4	2	1	V|HC}	b	i		V	V					HC	}	M	1	1	6, 10, 7		6	6	2	3	0.4	0.125	0.375	0.25
13	12	1/4	1/4	2/4	2	1	i{	b	i		i	i						{	m	1	1	5, 2, 6		5	5	1	4	0.2	0.0625	0.4375	0.125
14	13	0	0	2/4	2	1	V6	b	i		V6	V		6					M	1	1	10, 7, 6		6	10	2	3	0.4	0.125	0.375	0.25
14	13	1/4	1/4	2/4	2	1	iio6/IV	b	i		iio6/IV	ii	o	6		IV			o	1	1	3, 0, 6		6	3	0	4	0.0	0.0	0.4375	0.0
15	14	0	0	2/4	2	1	IV	b	i		IV	IV							M	1	1	4, 8, 5		4	4	2	3	0.4	0.125	0.375	0.25
15	14	1/4	1/4	2/4	2	1	#viio2	b	i		#viio2	#vii	o	2					o7	1	1	1, 10, 7, 4		10	1	0	4	0.0	0.0	0.4375	0.0
16	15	0	0	2/4	2	1	V(4)	b	i		V(4)	V			4				M	1	1	6, 5, 7		6	6	0	3	0.0	0.0	0.25	0.0
16	15	1/8	1/8	2/4	2	1	iv	b	i		iv	iv							m	1	1	4, 1, 5		4	4	0	3	0.0	0.0	0.25	0.0
16	15	1/4	1/4	2/4	2	1	V(6)	b	i		V(6)	V			6				M	1	1	6, 10, 2		6	6	0	2	0.0	0.0	0.375	0.0
16	15	3/8	3/8	2/4	2	1	V	b	i		V	V							M	1	1	6, 10, 7		6	6	0	1	0.0	0.0	0.125	0.0
17	16	0	0	2/4	2	1	i|PAC}	b	i		i	i					PAC	}	m	1	1	5, 2, 6		5	5	0	3	0.0	0.0	0.5	0.0
17	16	1/4	1/4	2/4	2	1	#vii%65/ii/VI{	b	i		#vii%65/ii/VI	#vii	%	65		ii/VI		{	%7	1	1	5, 2, 6, 8		8	5	1	4	0.2	0.0625	0.4375	0.125
18	17	0	0	2/4	2	1	ii6/VI	b	i		ii6/VI	ii		6		VI			m	1	1	0, 4, 3		3	0	2	2	0.5	0.1875	0.3125	0.375
18	17	1/4	1/4	2/4	2	1	vii%65/VI	b	i		vii%65/VI	vii	%	65		VI			%7	1	1	3, 0, 4, 6		6	3	1	4	0.2	0.0625	0.4375	0.125
19	18	0	0	2/4	2	1	VI6	b	i		VI6	VI		6					M	1	1	5, 2, 1		1	5	1	3	0.25	0.125	0.375	0.25
19	18	1/4	1/4	2/4	2	1	V64/VI	b	i		V64/VI	V		64		VI			M	1	1	3, 2, 6		2	3	1	3	0.25	0.125	0.375	0.25
20	19	0	0	2/4	2	1	III.ii6	b	III		ii6	ii		6					m	1	0	1, 5, 4		4	1	1	3	0.25	0.125	0.375	0.25
20	19	1/4	1/4	2/4	2	1	viio/V	b	III		viio/V	vii	o			V			o	1	0	8, 5, 2		8	8	1	4	0.2	0.0625	0.4375	0.125
21	20	0	0	2/4	2	1	V|HC}	b	III		V	V					HC	}	M	1	0	3, 7, 4		3	3	2	3	0.4	0.125	0.375	0.25
21	20	1/4	1/4	2/4	2	1	I{	b	III		I	I						{	M	1	0	2, 6, 3		2	2	2	3	0.4	0.125	0.375	0.25
22	21	0	0	2/4	2	1	V6	b	III		V6	V		6					M	1	0	7, 4, 3		3	7	0	4	0.0	0.0	0.5	0.0
22	21	1/4	1/4	2/4	2	1	vii%43/IV	b	III		vii%43/IV	vii	%	43		IV			%7	1	0	0, 4, 6, 3		6	0	1	4	0.2	0.0625	0.4375	0.125
23	22	0	0	2/4	2	1	IV6	b	III		IV6	IV		6					M	1	0	5, 2, 1		1	5	0	9	0.0	0.0	1.0	0.0
24	23	0	0	2/4	2	1	V7	b	III		V7	V		7					Mm7	1	0	3, 7, 4, 1		3	3	1	2	0.3333333333333333	0.0625	0.1875	0.25
24	23	1/8	1/8	2/4	2	1	ii6	b	III		ii6	ii		6					m	1	0	1, 5, 4		4	1	0	3	0.0	0.0	0.25	0.0
24	23	1/4	1/4	2/4	2	1	V(4)	b	III		V(4)	V			4				M	1	0	3, 2, 4		3	3	0	2	0.0	0.0	0.375	0.0
24	23	3/8	3/8	2/4	2	1	V	b	III		V	V							M	1	0	3, 7, 4		3	3	0	1	0.0	0.0	0.125	0.0
