mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/4	2	1	F.I{			F	I		I		I						{	M	0	0	-1, 3, 0		-1	-1	1	6	0.14285714285714285	0.21875	0.75	0.22580645161290322
1	1	1/4	1/4	2/4	2	1	V65			F	I		V65		V		65					Mm7	0	0	4, 1, -2, 0		0	4	1	6	0.14285714285714285	0.125	0.53125	0.19047619047619047
2	2	0	0	2/4	2	1	I			F	I		I		I							M	0	0	-1, 3, 0		-1	-1	2	6	0.25	0.15625	0.78125	0.16666666666666666
3	3	0	0	2/4	2	1	ii65			F	I		ii65		ii		65					mm7	0	0	-2, 2, -1, 1		1	-2	1	3	0.25	0.0625	0.4375	0.125
3	3	1/8	1/8	2/4	2	1	V65/V			F	I		V65/V		V		65		V			Mm7	0	0	5, 2, -1, 1		1	5	0	3	0.0	0.0	0.25	0.0
3	3	1/4	1/4	2/4	2	1	V7			F	I		V7		V		7					Mm7	0	0	0, 4, 1, -2		0	0	3	7	0.3	0.125	0.625	0.16666666666666666
4	4	0	0	2/4	2	1	I|IAC}			F	I		I		I					IAC	}	M	0	0	-1, 3, 0		-1	-1	7	6	0.5384615384615384	0.3125	0.4375	0.4166666666666667
5	5	0	0	2/4	2	1	IV{			F	I		IV		IV						{	M	0	0	-2, 2, -1		-2	-2	0	3	0.0	0.0	0.625	0.0
5	5	1/4	1/4	2/4	2	1	ii6			F	I		ii6		ii		6					m	0	0	-2, 2, 1		1	-2	2	5	0.2857142857142857	0.03125	0.59375	0.05
6	6	0	0	2/4	2	1	V2			F	I		V2		V		2					Mm7	0	0	-2, 0, 4, 1		0	-2	0	3	0.0	0.0	0.625	0.0
6	6	1/4	1/4	2/4	2	1	I6			F	I		I6		I		6					M	0	0	3, 0, -1		-1	3	0	9	0.0	0.0	0.59375	0.0
7	7	0	0	2/4	2	1	viio6			F	I		viio6		vii	o	6					o	0	0	1, -2, 4		4	1	1	7	0.125	0.125	0.84375	0.12903225806451613
7	7	1/4	1/4	2/4	2	1	I			F	I		I		I							M	0	0	-1, 3, 0		-1	-1	2	6	0.25	0.25	0.5	0.3333333333333333
8	8	0	0	2/4	2	1	V}			F	I		V		V						}	M	0	0	0, 4, 1		0	0	3	6	0.3333333333333333	0.25	0.78125	0.24242424242424243
9	9	0	0	2/4	2	1	V7/ii{			F	I		V7/ii		V		7		ii		{	Mm7	0	0	2, 6, 3, 0		2	2	4	9	0.3076923076923077	0.3125	0.5	0.38461538461538464
10	10	0	0	2/4	2	1	iiM7(9)			F	I		iiM7(9)		ii	M	7	9				mM7	0	0	1, -2, 2, 6	3	1	1	0	6	0.0	0.0	0.75	0.0
10	10	1/4	1/4	2/4	2	1	i			F	I		i		i							m	0	0	-1, -4, 0		-1	-1	4	0	1.0	0.53125	0.0	1.0
11	11	0	0	2/4	2	1	V43			F	I		V43		V		43					Mm7	0	0	1, -2, 0, 4		0	1	4	9	0.3076923076923077	0.40625	0.40625	0.5
12	12	0	0	2/4	2	1	I			F	I		I		I							M	0	0	-1, 3, 0		-1	-1	2	6	0.25	0.0625	0.4375	0.125
12	12	1/4	1/4	2/4	2	1	I6			F	I		I6		I		6					M	0	0	3, 0, -1		-1	3	6	4	0.6	0.1875	0.3125	0.375
13	13	0	0	2/4	2	1	V.V(4)}			F	V		V(4)		V			4			}	M	0	0	1, 0, 2		1	1	0	3	0.0	0.0	0.625	0.0
13	13	1/4	1/4	2/4	2	1	V|HC			F	V		V		V					HC		M	0	0	1, 5, 2		1	1	0	1	0.0	0.0	0.125	0.0
14	14	0	0	2/4	2	1	I{			F	V		I		I						{	M	0	0	0, 4, 1		0	0	0	5	0.0	0.0	0.625	0.0
14	14	1/4	1/4	2/4	2	1	V65			F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5	1	6	0.14285714285714285	0.125	0.59375	0.17391304347826086
15	15	0	0	2/4	2	1	I			F	V		I		I							M	0	0	0, 4, 1		0	0	3	7	0.3	0.25	0.5625	0.3076923076923077
16	16	0	0	2/4	2	1	IV			F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1	1	5	0.16666666666666666	0.125	0.375	0.25
16	16	1/4	1/4	2/4	2	1	V7			F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
17	17	0	0	2/4	2	1	I			F	V		I		I							M	0	0	0, 4, 1		0	0	5	7	0.4166666666666667	0.1875	0.65625	0.2222222222222222
17	17	15/32	15/32	2/4	2	1	V7/IV			F	V		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0	0	3	0.0	0.0	0.09375	0.0
18	18	0	0	2/4	2	1	IV			F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1	1	3	0.25	0.125	0.53125	0.19047619047619047
18	18	7/32	7/32	2/4	2	1	V			F	V		V		V							M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	0.09375	0.0
18	18	1/4	1/4	2/4	2	1	vi			F	V		vi		vi							m	0	0	3, 0, 4		3	3	2	2	0.5	0.21875	0.4375	0.3333333333333333
18	18	15/32	15/32	2/4	2	1	It6			F	V		It6	It	vii	o	6	b3	V			It	0	0	-4, 0, 6		6	-4	0	3	0.0	0.0	0.09375	0.0
19	19	0	0	2/4	2	1	V			F	V		V		V							M	0	0	1, 5, 2		1	1	7	8	0.4666666666666667	0.359375	0.671875	0.3484848484848485
20	20	0	0	2/4	2	1	I			F	V		I		I							M	0	0	0, 4, 1		0	0	3	4	0.42857142857142855	0.078125	0.171875	0.3125
20	20	1/8	1/8	2/4	2	1	ii6			F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1	1	4	0.2	0.03125	0.1875	0.14285714285714285
20	20	1/4	1/4	2/4	2	1	V(^4)			F	V		V(^4)		V			^4				M	0	0	1, 5, 0		1	1	0	2	0.0	0.0	0.25	0.0
20	20	3/8	3/8	2/4	2	1	V			F	V		V		V							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.25	0.0
21	21	0	0	2/4	2	1	I|PAC}{			F	V		I		I					PAC	}{	M	0	0	0, 4, 1		0	0	0	13	0.0	0.0	1.15625	0.0
22	22	0	0	2/4	2	1	V65			F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5	0	21	0.0	0.0	1.65625	0.0
23	23	0	0	2/4	2	1	I6			F	V		I6		I		6					M	0	0	4, 1, 0		0	4	0	21	0.0	0.0	1.65625	0.0
24	24	0	0	2/4	2	1	V65			F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5	0	10	0.0	0.0	0.875	0.0
24	24	1/4	1/4	2/4	2	1	I6			F	V		I6		I		6					M	0	0	4, 1, 0		0	4	0	9	0.0	0.0	0.625	0.0
25	25	0	0	2/4	2	1	V65			F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5	0	10	0.0	0.0	0.75	0.0
25	25	1/4	1/4	2/4	2	1	I6			F	V		I6		I		6					M	0	0	4, 1, 0		0	4	2	6	0.25	0.1875	0.3125	0.375
26	26	0	0	2/4	2	1	V2			F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1	1	4	0.2	0.041666666666666664	0.20833333333333334	0.16666666666666666
26	26	1/8	1/8	2/4	2	1	IM65			F	V		IM65		I	M	65					MM7	0	0	4, 1, 5, 0		0	4	0	6	0.0	0.0	0.5	0.0
26	26	3/8	3/8	2/4	2	1	vii%43			F	V		vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1	0	4	0.0	0.0	0.25	0.0
27	27	0	0	2/4	2	1	IM65			F	V		IM65		I	M	65					MM7	0	0	4, 1, 5, 0		0	4	1	4	0.2	0.041666666666666664	0.20833333333333334	0.16666666666666666
27	27	1/8	1/8	2/4	2	1	I			F	V		I		I							M	0	0	0, 4, 1		0	0	1	4	0.2	0.125	0.4375	0.2222222222222222
