mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
2	1	0	0	2/4	2	1	F.V65/ii{	F	I		V65/ii		V		65		ii		{	Mm7	0	0	6, 3, 0, 2		2	6	0	2	0.0	0.0	0.375	0.0
2	1	1/4	1/4	2/4	2	1	ii	F	I		ii		ii							m	0	0	1, -2, 2		1	1	1	3	0.25	0.0625	0.3125	0.16666666666666666
3	2	0	0	2/4	2	1	V65	F	I		V65		V		65					Mm7	0	0	4, 1, -2, 0		0	4	0	2	0.0	0.0	0.375	0.0
3	2	1/4	1/4	2/4	2	1	I	F	I		I		I							M	0	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	0.375	0.0
4	3	0	0	2/4	2	2	IVM7	F	I		IVM7		IV	M	7					MM7	0	0	-2, 2, -1, 3		-2	-2	2	3	0.4	0.125	0.25	0.3333333333333333
4	3	1/4	1/4	2/4	2	2	IV6	F	I		IV6		IV		6					M	0	0	2, -1, -2		-2	2	3	3	0.5	0.1875	0.3125	0.375
5	4	0	0	2/4	2	1	V7}	F	I		V7		V		7				}	Mm7	0	0	0, 4, 1, -2		0	0	1	5	0.16666666666666666	0.0625	0.4375	0.125
5	4	1/4	1/4	2/4	2	1	I|IAC	F	I		I		I					IAC		M	0	0	-1, 3, 0		-1	-1	1	5	0.16666666666666666	0.0625	0.3125	0.16666666666666666
6	5	0	0	2/4	2	1	#viio6/ii{	F	I		#viio6/ii		#vii	o	6		ii		{	o	0	0	3, 0, 6		6	3	1	3	0.25	0.0625	0.25	0.2
6	5	1/4	1/4	2/4	2	1	ii6	F	I		ii6		ii		6					m	0	0	-2, 2, 1		1	-2	1	4	0.2	0.0625	0.3125	0.16666666666666666
7	6	0	0	2/4	2	1	viio6	F	I		viio6		vii	o	6					o	0	0	1, -2, 4		4	1	1	3	0.25	0.0625	0.25	0.2
7	6	1/4	1/4	2/4	2	1	I6	F	I		I6		I		6					M	0	0	3, 0, -1		-1	3	1	2	0.3333333333333333	0.0625	0.1875	0.25
7	6	3/8	3/8	2/4	2	1	I	F	I		I		I							M	0	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	0.5	0.0
8	7	0	0	2/4	2	1	V6	F	I		V6		V		6					M	0	0	4, 1, 0		0	4	0	5	0.0	0.0	1.0	0.0
8	7	1/4	1/4	2/4	2	1	viio6/V	F	I		viio6/V		vii	o	6		V			o	0	0	2, -1, 5		5	2	1	4	0.2	0.041666666666666664	0.5833333333333334	0.06666666666666667
9	8	0	0	2/4	2	1	V}	F	I		V		V						}	M	0	0	0, 4, 1		0	0	3	6	0.3333333333333333	0.125	0.5	0.2
10	9	0	0	2/4	2	1	V.I6{	F	V		I6		I		6				{	M	0	0	4, 1, 0		0	4	3	3	0.5	0.125	0.125	0.5
10	9	1/4	1/4	2/4	2	1	vi6	F	V		vi6		vi		6					m	0	0	0, 4, 3		3	0	3	3	0.5	0.125	0.125	0.5
11	10	0	0	2/4	2	1	iii6	F	V		iii6		iii		6					m	0	0	1, 5, 4		4	1	3	3	0.5	0.125	0.125	0.5
11	10	1/4	1/4	2/4	2	1	I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4	3	3	0.5	0.125	0.125	0.5
12	11	0	0	2/4	2	1	IV	F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1	3	4	0.42857142857142855	0.09375	0.65625	0.125
12	11	1/4	1/4	2/4	2	1	V	F	V		V		V							M	0	0	1, 5, 2		1	1	1	3	0.25	0.125	0.625	0.16666666666666666
13	12	0	0	2/4	2	1	V65/IV|EC	F	V		V65/IV		V		65		IV	EC		Mm7	0	0	4, 1, -2, 0		0	4	0	4	0.0	0.0	0.25	0.0
13	12	1/4	1/4	2/4	2	1	IV	F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	0.25	0.0
14	13	0	0	2/4	2	1	V2/IV	F	V		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2	0	4	0.0	0.0	0.25	0.0
14	13	1/4	1/4	2/4	2	1	IV6	F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3	0	4	0.0	0.0	0.25	0.0
15	14	0	0	2/4	2	1	It6	F	V		It6	It	vii	o	6	b3	V			It	0	0	-4, 0, 6		6	-4	0	8	0.0	0.0	0.5	0.0
16	15	0	0	2/4	2	1	vii%7/V	F	V		vii%7/V		vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6	0	6	0.0	0.0	0.5	0.0
16	15	1/4	1/4	2/4	2	1	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	8	0.0	0.0	0.75	0.0
17	16	0	0	2/4	2	1	IM7}	F	V		IM7		I	M	7				}	MM7	0	0	0, 4, 1, 5		0	0	0	1	0.0	0.0	0.25	0.0
17	16	1/4	1/4	2/4	2	1	I|PAC	F	V		I		I					PAC		M	0	0	0, 4, 1		0	0	1	4	0.2	0.0625	0.4375	0.125
19	17	0	0	2/4	2	1	V65/ii{	F	V		V65/ii		V		65		ii		{	Mm7	0	0	7, 4, 1, 3		3	7	0	2	0.0	0.0	0.375	0.0
19	17	1/4	1/4	2/4	2	1	ii	F	V		ii		ii							m	0	0	2, -1, 3		2	2	1	3	0.25	0.0625	0.3125	0.16666666666666666
20	18	0	0	2/4	2	1	V65	F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5	0	2	0.0	0.0	0.375	0.0
20	18	1/4	1/4	2/4	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	0.375	0.0
21	19	0	0	2/4	2	1	IV6	F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3	2	3	0.4	0.125	0.25	0.3333333333333333
21	19	1/4	1/4	2/4	2	1	ii6	F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1	3	3	0.5	0.1875	0.3125	0.375
22	20	0	0	2/4	2	1	V65}	F	V		V65		V		65				}	Mm7	0	0	5, 2, -1, 1		1	5	1	5	0.16666666666666666	0.0625	0.4375	0.125
22	20	1/4	1/4	2/4	2	1	I|IAC	F	V		I		I					IAC		M	0	0	0, 4, 1		0	0	1	5	0.16666666666666666	0.0625	0.3125	0.16666666666666666
23	21	0	0	2/4	2	1	#viio6/ii{	F	V		#viio6/ii		#vii	o	6		ii		{	o	0	0	4, 1, 7		7	4	1	3	0.25	0.0625	0.25	0.2
23	21	1/4	1/4	2/4	2	1	ii6	F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1	1	4	0.2	0.0625	0.3125	0.16666666666666666
24	22	0	0	2/4	2	1	viio6	F	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2	1	3	0.25	0.0625	0.25	0.2
24	22	1/4	1/4	2/4	2	1	I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4	1	2	0.3333333333333333	0.0625	0.1875	0.25
24	22	3/8	3/8	2/4	2	1	I.V2	F	I		V2		V		2					Mm7	0	0	-2, 0, 4, 1		0	-2	0	3	0.0	0.0	0.25	0.0
25	23	0	0	2/4	2	1	I6	F	I		I6		I		6					M	0	0	3, 0, -1		-1	3	1	2	0.3333333333333333	0.0625	0.1875	0.25
25	23	1/8	1/8	2/4	2	1	viio	F	I		viio		vii	o						o	0	0	4, 1, -2		4	4	1	2	0.3333333333333333	0.0625	0.1875	0.25
25	23	1/4	1/4	2/4	2	1	I	F	I		I		I							M	0	0	-1, 3, 0		-1	-1	1	2	0.3333333333333333	0.0625	0.1875	0.25
