mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	6/8	2	1	C.I{					C	I		I		I						{	M	0	0	0, 4, 1		0	0	0	6	0.0	0.0	1.125	0.0
1	1	3/8	3/8	6/8	2	1	ii2					C	I		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0	0	4	0.0	0.0	0.75	0.0
1	1	5/8	5/8	6/8	2	1	I					C	I		I		I							M	0	0	0, 4, 1		0	0	0	5	0.0	0.0	0.625	0.0
2	2	1/4	1/4	6/8	2	1	I6					C	I		I6		I		6					M	0	0	4, 1, 0		0	4	0	3	0.0	0.0	0.375	0.0
2	2	3/8	3/8	6/8	2	1	ii6					C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1	1	3	0.25	0.0	0.75	0.0
2	2	5/8	5/8	6/8	2	1	I6					C	I		I6		I		6					M	0	0	4, 1, 0		0	4	2	10	0.16666666666666666	0.125	1.375	0.08333333333333333
3	3	3/8	3/8	6/8	2	1	IV(4)					C	I		IV(4)		IV			4				M	0	0	-1, 5, 0		-1	-1	0	2	0.0	0.0	0.3125	0.0
3	3	1/2	1/2	6/8	2	1	IV					C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1	1	3	0.25	0.0625	0.25	0.2
4	4	0	0	6/8	2	1	ii					C	I		ii		ii							m	0	0	2, -1, 3		2	2	3	5	0.375	0.1875	0.4375	0.3
4	4	3/8	3/8	6/8	2	1	V(64)					C	I		V(64)		V			64				M	0	0	1, 0, 4		1	1	0	3	0.0	0.0	0.625	0.0
4	4	5/8	5/8	6/8	2	1	V|HC}					C	I		V		V					HC	}	M	0	0	1, 5, 2		1	1	0	1	0.0	0.0	0.125	0.0
5	5	0	0	6/8	2	1	I{					C	I		I		I						{	M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	0.625	0.0
5	5	3/8	3/8	6/8	2	1	ii2					C	I		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0	0	4	0.0	0.0	0.75	0.0
5	5	5/8	5/8	6/8	2	1	I					C	I		I		I							M	0	0	0, 4, 1		0	0	0	5	0.0	0.0	0.625	0.0
6	6	1/4	1/4	6/8	2	1	I6					C	I		I6		I		6					M	0	0	4, 1, 0		0	4	0	3	0.0	0.0	0.375	0.0
6	6	3/8	3/8	6/8	2	1	ii6					C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1	1	3	0.25	0.0	0.75	0.0
6	6	5/8	5/8	6/8	2	1	I6					C	I		I6		I		6					M	0	0	4, 1, 0		0	4	0	10	0.0	0.0	1.5	0.0
7	7	3/8	3/8	6/8	2	1	ii6					C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1	0	4	0.0	0.0	0.625	0.0
8	8	0	0	6/8	2	1	V(64)					C	I		V(64)		V			64				M	0	0	1, 0, 4		1	1	1	4	0.2	0.0625	0.625	0.09090909090909091
8	8	1/4	1/4	6/8	2	1	V7					C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	3	0.0	0.0	0.25	0.0
8	8	3/8	3/8	6/8	2	1	I(74)					C	I		I(74)		I			74				M	0	0	0, -1, 1	5	0	0	0	3	0.0	0.0	0.875	0.0
8	8	5/8	5/8	6/8	2	1	I|PAC}					C	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0	0	2	0.0	0.0	0.25	0.0
9	9	0	0	6/8	2	1	I{					C	I		I		I						{	M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	0.625	0.0
9	9	3/8	3/8	6/8	2	1	ii2					C	I		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0	0	4	0.0	0.0	0.75	0.0
9	9	5/8	5/8	6/8	2	1	I					C	I		I		I							M	0	0	0, 4, 1		0	0	0	5	0.0	0.0	0.625	0.0
10	10	1/4	1/4	6/8	2	1	I6					C	I		I6		I		6					M	0	0	4, 1, 0		0	4	0	3	0.0	0.0	0.375	0.0
10	10	3/8	3/8	6/8	2	1	ii6					C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1	1	3	0.25	0.0	0.75	0.0
10	10	5/8	5/8	6/8	2	1	I6					C	I		I6		I		6					M	0	0	4, 1, 0		0	4	3	7	0.3	0.1875	0.9375	0.16666666666666666
11	11	3/8	3/8	6/8	2	1	IV					C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1	3	4	0.42857142857142855	0.1875	0.5625	0.25
12	12	0	0	6/8	2	1	ii6					C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1	2	6	0.25	0.125	1.0	0.1111111111111111
12	12	3/8	3/8	6/8	2	1	V(4)					C	I		V(4)		V			4				M	0	0	1, 0, 2		1	1	0	2	0.0	0.0	0.625	0.0
12	12	5/8	5/8	6/8	2	1	V|HC}					C	I		V		V					HC	}	M	0	0	1, 5, 2		1	1	0	1	0.0	0.0	0.125	0.0
13	13	0	0	6/8	2	1	I{					C	I		I		I						{	M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	0.625	0.0
13	13	3/8	3/8	6/8	2	1	ii2					C	I		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0	0	4	0.0	0.0	0.75	0.0
13	13	5/8	5/8	6/8	2	1	I					C	I		I		I							M	0	0	0, 4, 1		0	0	0	5	0.0	0.0	0.625	0.0
14	14	1/4	1/4	6/8	2	1	I6					C	I		I6		I		6					M	0	0	4, 1, 0		0	4	0	3	0.0	0.0	0.375	0.0
14	14	3/8	3/8	6/8	2	1	ii6					C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1	1	3	0.25	0.0	0.75	0.0
14	14	5/8	5/8	6/8	2	1	I6					C	I		I6		I		6					M	0	0	4, 1, 0		0	4	2	8	0.2	0.0625	0.9375	0.0625
15	15	3/8	3/8	6/8	2	1	ii6					C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1	2	5	0.2857142857142857	0.0625	0.5625	0.1
