mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	A.I[I{	A	I	I	I	I						{	M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	1.0	0.0
1	1	1/4	1/4	3/4	2	1	viio6	A	I	I	viio6	vii	o	6					o	0	0	5, 2, 8		8	5	0	4	0.0	0.0	0.5	0.0
1	1	1/2	1/2	3/4	2	1	I	A	I	I	I	I							M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	1.25	0.0
2	2	1/4	1/4	3/4	2	1	vii%2	A	I	I	vii%2	vii	%	2					%7	0	0	6, 8, 5, 2		8	6	0	4	0.0	0.0	0.5	0.0
2	2	1/2	1/2	3/4	2	1	I]	A	I	I	I	I							M	0	0	3, 7, 4		3	3	0	1	0.0	0.0	0.25	0.0
3	3	0	0	3/4	2	1	I6	A	I		I6	I		6					M	0	0	7, 4, 3		3	7	3	4	0.42857142857142855	0.125	0.375	0.25
3	3	1/4	1/4	3/4	2	1	IV	A	I		IV	IV							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.5	0.0
3	3	1/2	1/2	3/4	2	1	viio6	A	I		viio6	vii	o	6					o	0	0	5, 2, 8		8	5	0	4	0.0	0.0	0.4375	0.0
4	4	0	0	3/4	2	1	I6	A	I		I6	I		6					M	0	0	7, 4, 3		3	7	1	4	0.2	0.0625	0.4375	0.125
4	4	1/4	1/4	3/4	2	1	ii6	A	I		ii6	ii		6					m	0	0	2, 6, 5		5	2	1	4	0.2	0.0625	0.4375	0.125
4	4	1/2	1/2	3/4	2	1	V	A	I		V	V							M	0	0	4, 8, 5		4	4	1	2	0.3333333333333333	0.125	0.375	0.25
5	5	0	0	3/4	2	2	I	A	I		I	I							M	0	0	3, 7, 4		3	3	0	4	0.0	0.0	0.75	0.0
5	5	1/4	1/4	3/4	2	2	V2/V	A	I		V2/V	V		2		V			Mm7	0	0	3, 5, 9, 6		5	3	0	4	0.0	0.0	0.375	0.0
5	5	1/2	1/2	3/4	2	2	V6	A	I		V6	V		6					M	0	0	8, 5, 4		4	8	0	5	0.0	0.0	0.5625	0.0
6	6	0	0	3/4	2	2	V.V65/V	A	V		V65/V	V		65		V			Mm7	0	0	10, 7, 4, 6		6	10	1	5	0.16666666666666666	0.25	0.875	0.2222222222222222
6	6	1/2	1/2	3/4	2	2	V7	A	V		V7	V		7					Mm7	0	0	5, 9, 6, 3		5	5	1	5	0.16666666666666666	0.0625	0.4375	0.125
7	7	0	0	3/4	2	1	I	A	V		I	I							M	0	0	4, 8, 5		4	4	2	4	0.3333333333333333	0.125	0.375	0.25
7	7	1/4	1/4	3/4	2	1	IV	A	V		IV	IV							M	0	0	3, 7, 4		3	3	2	3	0.4	0.125	0.375	0.25
7	7	1/2	1/2	3/4	2	4	V	A	V		V	V							M	0	0	5, 9, 6		5	5	1	2	0.3333333333333333	0.125	0.375	0.25
8	8	0	0	3/4	2	1	I}	A	V		I	I						}	M	0	0	4, 8, 5		4	4	0	11	0.0	0.0	0.6875	0.0
9	9	0	0	3/4	2	1	I.V2{	A	I		V2	V		2				{	Mm7	0	0	2, 4, 8, 5		4	2	0	5	0.0	0.0	1.125	0.0
