mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/2	2	1	c.i{		c	i		i		i						{	m	1	1	0, -3, 1		0	0	0	9	0.0	0.0	1.75	0.0
1	1	1/2	1/2	2/2	2	1	ii%2		c	i		ii%2		ii	%	2					%7	1	1	0, 2, -1, -4		2	0	1	9	0.1	0.125	1.875	0.0625
2	2	0	0	2/2	2	1	V65		c	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5	1	7	0.125	0.125	1.375	0.08333333333333333
2	2	1/2	1/2	2/2	2	1	ii%65/iv		c	i		ii%65/iv		ii	%	65		iv			%7	1	1	-2, -5, -1, 1		1	-2	2	8	0.2	0.25	1.75	0.125
3	3	0	0	2/2	2	1	IV6		c	i		IV6		IV		6					M	1	1	3, 0, -1		-1	3	0	7	0.0	0.0	1.25	0.0
3	3	1/2	1/2	2/2	2	1	iv6		c	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4	1	4	0.2	0.125	0.75	0.14285714285714285
4	4	0	0	2/2	2	1	VI		c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4	0	6	0.0	0.0	1.375	0.0
4	4	1/4	1/4	2/2	2	1	Ger65		c	i		Ger65	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4	0	7	0.0	0.0	1.375	0.0
4	4	1/2	1/2	2/2	2	1	V7}		c	i		V7		V		7				}	Mm7	1	1	1, 5, 2, -1		1	1	14	17	0.45161290322580644	1.75	2.75	0.3888888888888889
5	5	1/2	1/2	2/2	2	1	V7		c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1						
5	5	0	0	2/2	2	2	V(64)		c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1	15	17	0.46875	1.875	2.5	0.42857142857142855
6	6	0	0	2/2	2	1	i		c	i		i		i							m	1	1	0, -3, 1		0	0	3	3	0.5	0.5	0.75	0.4
6	6	1/4	1/4	2/2	2	1	viio7/V		c	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6	0	4	0.0	0.0	0.625	0.0
6	6	1/2	1/2	2/2	2	1	V|HC		c	i		V		V					HC		M	1	1	1, 5, 2		1	1	2	3	0.4	0.25	0.5	0.3333333333333333
6	6	15/16	15/16	2/2	2	1	#viio7/iv{		c	i		#viio7/iv		#vii	o	7		iv		{	o7	1	1	4, 1, -2, -5		4	4	0	16	0.0	0.0	4.5	0.0
7	7	1/2	1/2	2/2	2	1	V65/iv		c	i		V65/iv		V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4	0	8	0.0	0.0	4.0	0.0
8	8	0	0	2/2	2	1	V2/vii		c	i		V2/vii		V		2		vii			Mm7	1	1	-3, -1, 3, 0		-1	-3	0	8	0.0	0.0	4.0	0.0
8	8	1/2	1/2	2/2	2	1	vii6		c	i		vii6		vii		6					m	1	1	-5, -1, -2		-2	-5	0	8	0.0	0.0	4.0	0.0
9	9	0	0	2/2	2	1	V2/bI		c	i		V2/bI		V		2		bI			Mm7	1	1	-8, -6, -2, -5		-6	-8	0	8	0.0	0.0	4.0	0.0
9	9	1/2	1/2	2/2	2	1	V7/VI		c	i		V7/VI		V		7		VI			Mm7	1	1	-3, 1, -2, -5		-3	-3	0	8	0.0	0.0	4.0	0.0
10	10	0	0	2/2	2	1	V2/bII		c	i		V2/bII		V		2		bII			Mm7	1	1	-6, -4, 0, -3		-4	-6	0	8	0.0	0.0	4.0	0.0
10	10	1/2	1/2	2/2	2	1	V7/VII		c	i		V7/VII		V		7		VII			Mm7	1	1	-1, 3, 0, -3		-1	-1	0	8	0.0	0.0	4.0	0.0
11	11	0	0	21/8	2	1	V2/III		c	i		V2/III		V		2		III			Mm7	1	1	-4, -2, 2, -1		-2	-4	0	8	0.0	0.0	4.0	0.0
11	11	1/2	1/2	21/8	2	1	V7		c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1	0	8	0.0	0.0	4.0	0.0
12	12	0	0	11/4	2	1	V7/bII		c	i		V7/bII		V		7		bII			Mm7	1	1	-4, 0, -3, -6		-4	-4	18	29	0.3829787234042553	1.0625	4.8125	0.18085106382978725
13	12	1/4	1/4	29/8	2	1	viio7/VII		c	i		viio7/VII		vii	o	7		VII			o7	1	1	3, 0, -3, -6		3	3	0	8	0.0	0.0	4.0	0.0
13	12	3/4	3/4	29/8	2	1	V65/VII		c	i		V65/VII		V		65		VII			Mm7	1	1	3, 0, -3, -1		-1	3	0	8	0.0	0.0	4.0	0.0
13	12	5/4	5/4	29/8	2	1	Ger2/iv	iio43	c	i		Ger2/iv	Ger	vii	o	2	b3	V/iv			Ger	1	1	-4, 5, -5, -1		5	-4	2	6	0.25	1.0	3.0	0.25
13	12	7/4	7/4	29/8	2	1	ii		c	i		ii		ii							m	1	1	2, -1, 3		2	2	0	8	0.0	0.0	4.0	0.0
13	12	9/4	9/4	29/8	2	1	V(4)/ii		c	i		V(4)/ii		V			4	ii			M	1	1	3, 2, 4		3	3	0	7	0.0	0.0	3.5	0.0
14	12	0	0	3/2	2	1	viio7/V/III		c	i		viio7/V/III		vii	o	7		V/III			o7	1	1	3, 0, -3, -6		3	3	0	8	0.0	0.0	4.0	0.0
14	12	1/2	1/2	3/2	2	1	V(b64)/III		c	i		V(b64)/III		V			b64	III			M	1	1	-2, -3, -6		-2	-2	0	8	0.0	0.0	4.0	0.0
14	12	1	1	3/2	2	1	viio65/V		c	i		viio65/V		vii	o	65		V			o7	1	1	3, 0, -3, 6		6	3	0	8	0.0	0.0	4.0	0.0
14	12	3/2	3/2	3/2	2	1	V(64)}		c	i		V(64)		V			64			}	M	1	1	1, 0, -3		1	1	5	13	0.2777777777777778	0.1875	4.1875	0.04285714285714286
14	12	19/8	19/8	3/2	2	1	V|HC		c	i		V		V					HC		M	1	1	1, 5, 2		1	1	9	8	0.5294117647058824	0.4166666666666667	0.3333333333333333	0.5555555555555556
14	12	25/8	25/8	3/2	2	1	viio7/V{		c	i		viio7/V		vii	o	7		V		{	o7	1	1	6, 3, 0, -3		6	6	0	26	0.0	0.0	3.1875	0.0
15	12	1/2	1/2	3/2	2	1	V(64)		c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1	0	8	0.0	0.0	4.0	0.0
15	12	1	1	3/2	2	1	V7		c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1	1	7	0.125	0.5	3.5	0.125
16	13	0	0	2/2	2	1	i|PAC}		c	i		i		i					PAC	}	m	1	1	0, -3, 1		0	0	3	16	0.15789473684210525	0.375	3.375	0.1
18	15	1/2	1/2	2/2	2	1	VI	iv	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4	0	1	0.0	0.0	0.5	0.0
19	16	0	0	2/2	2	1	V6/VII		c	i		V6/VII		V		6		VII			M	1	1	3, 0, -1		-1	3	0	2	0.0	0.0	0.5	0.0
19	16	1/2	1/2	2/2	2	1	VII		c	i		VII		VII							M	1	1	-2, 2, -1		-2	-2	1	1	0.5	0.25	0.25	0.5
20	17	0	0	2/2	2	1	i		c	i		i		i							m	1	1	0, -3, 1		0	0	1	4	0.2	0.25	0.625	0.2857142857142857
20	17	1/2	1/2	2/2	2	1	i6		c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3	1	3	0.25	0.25	0.75	0.25
21	18	0	0	2/2	2	1	iv7		c	i		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1	0	2	0.0	0.0	0.375	0.0
21	18	1/4	1/4	2/2	2	1	V65/v		c	i		V65/v		V		65		v			Mm7	1	1	6, 3, 0, 2		2	6	0	3	0.0	0.0	0.5	0.0
21	18	1/2	1/2	2/2	2	1	v		c	i		v		v							m	1	1	1, -2, 2		1	1	2	2	0.5	0.25	0.25	0.5
21	18	3/4	3/4	2/2	2	1	VIM7/v		c	i		VIM7/v		VI	M	7		v			MM7	1	1	-3, 1, -2, 2		-3	-3	0	3	0.0	0.0	0.5	0.0
22	19	0	0	2/2	2	1	iv/v		c	i		iv/v		iv				v			m	1	1	0, -3, 1		0	0	2	3	0.4	0.25	0.75	0.25
22	19	1/2	1/2	2/2	2	1	IV6		c	i		IV6		IV		6					M	1	1	3, 0, -1		-1	3	0	3	0.0	0.0	0.5	0.0
22	19	3/4	3/4	2/2	2	1	viio43/IV		c	i		viio43/IV		vii	o	43		IV			o7	1	1	-2, -5, 4, 1		4	-2	1	2	0.3333333333333333	0.125	0.375	0.25
23	20	0	0	2/2	2	1	vi/IV		c	i		vi/IV		vi				IV			m	1	1	2, -1, 3		2	2	1	2	0.3333333333333333	0.125	0.375	0.25
23	20	1/4	1/4	2/2	2	1	V/v		c	i		V/v		V				v			M	1	1	2, 6, 3		2	2	1	2	0.3333333333333333	0.125	0.375	0.25
23	20	1/2	1/2	2/2	2	1	v6		c	i		v6		v		6					m	1	1	-2, 2, 1		1	-2	3	4	0.42857142857142855	0.375	0.625	0.375
24	21	0	0	2/2	2	1	iv6/v	i6	c	i		iv6/v		iv		6		v			m	1	1	-3, 1, 0		0	-3	1	3	0.25	0.125	0.875	0.125
24	21	1/2	1/2	2/2	2	1	iv2		c	i		iv2		iv		2					mm7	1	1	-3, -1, -4, 0		-1	-3	1	4	0.2	0.125	0.875	0.125
25	22	0	0	2/2	2	1	viio/III		c	i		viio/III		vii	o			III			o	1	1	2, -1, -4		2	2	2	4	0.3333333333333333	0.25	0.75	0.25
25	22	1/2	1/2	2/2	2	1	V		c	i		V		V							M	1	1	1, 5, 2		1	1	4	6	0.4	0.5	0.875	0.36363636363636365
26	23	0	0	2/2	2	1	i		c	i		i		i							m	1	1	0, -3, 1		0	0	1	3	0.25	0.125	0.75	0.14285714285714285
26	23	1/4	1/4	2/2	2	1	V		c	i		V		V							M	1	1	1, 5, 2		1	1	0	3	0.0	0.0	0.625	0.0
26	23	1/2	1/2	2/2	2	1	VI		c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4	0	3	0.0	0.0	0.75	0.0
26	23	3/4	3/4	2/2	2	1	iv		c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
27	24	0	0	2/2	2	1	III		c	i		III		III							M	1	1	-3, 1, -2		-3	-3	5	5	0.5	0.625	0.75	0.45454545454545453
27	24	1/2	1/2	2/2	2	1	VI		c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4	1	3	0.25	0.125	1.0	0.1111111111111111
27	24	3/4	3/4	2/2	2	1	iv6		c	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4	1	1	0.5	0.125	0.25	0.3333333333333333
28	25	0	0	2/2	2	1	iv		c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1	1	3	0.25	0.125	0.625	0.16666666666666666
28	25	1/4	1/4	2/2	2	1	V6/V/III		c	i		V6/V/III		V		6		V/III			M	1	1	3, 0, -1		-1	3	1	3	0.25	0.125	0.625	0.16666666666666666
28	25	1/2	1/2	2/2	2	1	V7/III		c	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2	0	4	0.0	0.0	0.75	0.0
28	25	3/4	3/4	2/2	2	1	V65		c	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5	0	4	0.0	0.0	0.75	0.0
29	26	0	0	2/2	2	1	i		c	i		i		i							m	1	1	0, -3, 1		0	0	4	7	0.36363636363636365	0.625	1.25	0.3333333333333333
29	26	1/2	1/2	2/2	2	2	V7/iv		c	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0	2	8	0.2	0.25	1.75	0.125
30	27	0	0	2/2	2	1	V7/v		c	i		V7/v		V		7		v			Mm7	1	1	2, 6, 3, 0		2	2	3	6	0.3333333333333333	0.5	1.25	0.2857142857142857
30	27	1/2	1/2	2/2	2	1	v6		c	i		v6		v		6					m	1	1	-2, 2, 1		1	-2	1	4	0.2	0.125	1.25	0.09090909090909091
30	27	3/4	3/4	2/2	2	1	iio		c	i		iio		ii	o						o	1	1	2, -1, -4		2	2	0	3	0.0	0.0	0.625	0.0
31	28	0	0	2/2	2	1	IIIM7(^9)		c	i		IIIM7(^9)		III	M	7	^9				MM7	1	1	-3, 1, -2, 2	-1	-3	-3	0	10	0.0	0.0	2.0	0.0
31	28	1/2	1/2	2/2	2	1	i		c	i		i		i							m	1	1	0, -3, 1		0	0	1	4	0.2	0.125	1.125	0.1
31	28	3/4	3/4	2/2	2	1	V65/IV		c	i		V65/IV		V		65		IV			Mm7	1	1	4, 1, -2, 0		0	4	0	4	0.0	0.0	0.75	0.0
32	29	0	0	2/2	2	1	IV		c	i		IV		IV							M	1	1	-1, 3, 0		-1	-1	1	4	0.2	0.125	1.375	0.08333333333333333
32	29	1/4	1/4	2/2	2	1	V65/v		c	i		V65/v		V		65		v			Mm7	1	1	6, 3, 0, 2		2	6	0	3	0.0	0.0	0.5	0.0
32	29	1/2	1/2	2/2	2	1	v7		c	i		v7		v		7					mm7	1	1	1, -2, 2, -1		1	1	0	3	0.0	0.0	0.75	0.0
32	29	3/4	3/4	2/2	2	1	V65/VI		c	i		V65/VI		V		65		VI			Mm7	1	1	1, -2, -5, -3		-3	1	0	3	0.0	0.0	0.5	0.0
33	30	0	0	2/2	2	1	VIM7		c	i		VIM7		VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4	0	4	0.0	0.0	0.875	0.0
33	30	1/4	1/4	2/2	2	1	V65/V/III		c	i		V65/V/III		V		65		V/III			Mm7	1	1	3, 0, -3, -1		-1	3	0	3	0.0	0.0	0.875	0.0
33	30	1/2	1/2	2/2	2	1	V7/III		c	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2	0	3	0.0	0.0	0.5	0.0
33	30	3/4	3/4	2/2	2	1	V65		c	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5	0	4	0.0	0.0	0.75	0.0
34	31	0	0	2/2	2	1	i7(9)		c	i		i7(9)		i		7	9				mm7	1	1	0, -3, 1, -2	2	0	0	1	6	0.14285714285714285	0.125	1.375	0.08333333333333333
34	31	1/2	1/2	2/2	2	1	bIIM7		c	i		bIIM7		bII	M	7					MM7	1	1	-5, -1, -4, 0		-5	-5	0	4	0.0	0.0	0.875	0.0
34	31	3/4	3/4	2/2	2	1	V65/V/VI		c	i		V65/V/VI		V		65		V/VI			Mm7	1	1	2, -1, -4, -2		-2	2	0	3	0.0	0.0	0.625	0.0
35	32	0	0	2/2	2	1	V7/VI		c	i		V7/VI		V		7		VI			Mm7	1	1	-3, 1, -2, -5		-3	-3	0	4	0.0	0.0	0.75	0.0
35	32	1/4	1/4	2/2	2	1	iv.V65		c	iv		V65		V		65					Mm7	1	1	4, 1, -2, 0		0	4	0	3	0.0	0.0	0.5	0.0
35	32	1/2	1/2	2/2	2	1	i		c	iv		i		i							m	1	1	-1, -4, 0		-1	-1	0	3	0.0	0.0	0.625	0.0
35	32	3/4	3/4	2/2	2	1	v6		c	iv		v6		v		6					m	1	1	-3, 1, 0		0	-3	0	4	0.0	0.0	0.75	0.0
36	33	0	0	2/2	2	1	VI		c	iv		VI		VI							M	1	1	-5, -1, -4		-5	-5	0	3	0.0	0.0	0.625	0.0
36	33	1/4	1/4	2/2	2	1	i6		c	iv		i6		i		6					m	1	1	-4, 0, -1		-1	-4	0	4	0.0	0.0	0.75	0.0
36	33	1/2	1/2	2/2	2	1	iio6		c	iv		iio6		ii	o	6					o	1	1	-2, -5, 1		1	-2	0	3	0.0	0.0	0.625	0.0
36	33	3/4	3/4	2/2	2	1	V7		c	iv		V7		V		7					Mm7	1	1	0, 4, 1, -2		0	0	0	4	0.0	0.0	0.75	0.0
37	34	0	0	2/2	2	2	VI		c	iv		VI		VI							M	1	1	-5, -1, -4		-5	-5	1	3	0.25	0.125	0.625	0.16666666666666666
37	34	1/4	1/4	2/2	2	2	i6		c	iv		i6		i		6					m	1	1	-4, 0, -1		-1	-4	0	3	0.0	0.0	0.75	0.0
37	34	1/2	1/2	2/2	2	2	iv		c	iv		iv		iv							m	1	1	-2, -5, -1		-2	-2	3	7	0.3	0.375	1.875	0.16666666666666666
38	35	1/4	1/4	2/2	2	1	viio7/v		c	iv		viio7/v		vii	o	7		v			o7	1	1	-2, -5, -8, -11		-2	-2						
38	35	0	0	2/2	2	2	ii6		c	iv		ii6		ii		6					m	1	1	-2, 2, 1		1	-2	2	6	0.25	0.375	1.125	0.25
38	35	1/2	1/2	2/2	2	2	v		c	iv		v		v							m	1	1	0, -3, 1		0	0	0	4	0.0	0.0	0.75	0.0
38	35	3/4	3/4	2/2	2	2	V65		c	iv		V65		V		65					Mm7	1	1	4, 1, -2, 0		0	4	1	3	0.25	0.125	0.625	0.16666666666666666
39	36	0	0	2/2	2	2	i6		c	iv		i6		i		6					m	1	1	-4, 0, -1		-1	-4	3	3	0.5	0.375	1.125	0.25
39	36	1/2	1/2	2/2	2	2	V7(b9)/iv		c	iv		V7(b9)/iv		V		7	b9	iv			Mm7	1	1	-1, 3, 0, -3	-13	-1	-1	2	7	0.2222222222222222	0.25	1.625	0.13333333333333333
40	37	0	0	2/2	2	2	iv7		c	iv		iv7		iv		7					mm7	1	1	-2, -5, -1, -4		-2	-2	1	6	0.14285714285714285	0.125	1.875	0.0625
40	37	1/2	1/2	2/2	2	2	V7/III		c	iv		V7/III		V		7		III			Mm7	1	1	-3, 1, -2, -5		-3	-3	2	10	0.16666666666666666	0.25	1.75	0.125
41	38	0	0	2/2	2	2	III}{		c	iv		III		III						}{	M	1	1	-4, 0, -3		-4	-4	4	4	0.5	0.625	1.375	0.3125
41	38	1/2	1/2	2/2	2	2	i7		c	iv		i7		i		7					mm7	1	1	-1, -4, 0, -3		-1	-1	1	7	0.125	0.125	1.875	0.0625
42	39	0	0	2/2	2	2	V65/VII		c	iv		V65/VII		V		65		VII			Mm7	1	1	2, -1, -4, -2		-2	2	0	5	0.0	0.0	1.375	0.0
42	39	1/4	1/4	2/2	2	2	ii%43		c	iv		ii%43		ii	%	43					%7	1	1	-5, -1, 1, -2		1	-5	0	3	0.0	0.0	0.875	0.0
42	39	1/2	1/2	2/2	2	2	V7		c	iv		V7		V		7					Mm7	1	1	0, 4, 1, -2		0	0	1	7	0.125	0.125	1.375	0.08333333333333333
43	40	0	0	2/2	2	2	i		c	iv		i		i							m	1	1	-1, -4, 0		-1	-1	2	5	0.2857142857142857	0.375	1.125	0.25
43	40	1/2	1/2	2/2	2	2	iv		c	iv		iv		iv							m	1	1	-2, -5, -1		-2	-2	2	6	0.25	0.375	1.625	0.1875
