mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	6/8	2	1	F.I{					F	I		I	I						{	M	0	0	-1, 3, 0		-1	-1	2	17	0.10526315789473684	0.125	2.0625	0.05714285714285714
2	2	1/8	1/8	6/8	2	1	IV					F	I		IV	IV							M	0	0	-2, 2, -1		-2	-2	2	3	0.4	0.125	0.25	0.3333333333333333
2	2	1/4	1/4	6/8	2	1	V7					F	I		V7	V		7					Mm7	0	0	0, 4, 1, -2		0	0	2	3	0.4	0.125	0.25	0.3333333333333333
2	2	3/8	3/8	6/8	2	1	I(94)}					F	I		I(94)	I			94			}	M	0	0	-1, -2, 0	1	-1	-1	2	5	0.2857142857142857	0.125	0.5625	0.18181818181818182
2	2	9/16	9/16	6/8	2	1	I|IAC					F	I		I	I					IAC		M	0	0	-1, 3, 0		-1	-1	1	5	0.16666666666666666	0.0625	0.375	0.14285714285714285
3	3	1/8	1/8	6/8	2	1	viio6				ii	F	I		viio6	vii	o	6					o	0	0	1, -2, 4		4	1	1	2	0.3333333333333333	0.0625	0.1875	0.25
3	3	1/4	1/4	6/8	2	1	I6					F	I		I6	I		6					M	0	0	3, 0, -1		-1	3	1	2	0.3333333333333333	0.0625	0.1875	0.25
3	3	3/8	3/8	6/8	2	1	IV					F	I		IV	IV							M	0	0	-2, 2, -1		-2	-2	1	2	0.3333333333333333	0.0625	0.3125	0.16666666666666666
3	3	1/2	1/2	6/8	2	1	viio64					F	I		viio64	vii	o	64					o	0	0	-2, 4, 1		4	-2	1	2	0.3333333333333333	0.0625	0.1875	0.25
3	3	5/8	5/8	6/8	2	1	I6					F	I		I6	I		6					M	0	0	3, 0, -1		-1	3	0	5	0.0	0.0	0.4375	0.0
4	4	0	0	6/8	2	1	V65(6)					F	I		V65(6)	V		65	6				Mm7	0	0	4, 3, -2, 0		0	4	0	2	0.0	0.0	0.25	0.0
4	4	1/8	1/8	6/8	2	1	V65					F	I		V65	V		65					Mm7	0	0	4, 1, -2, 0		0	4	0	6	0.0	0.0	0.5	0.0
4	4	1/4	1/4	6/8	2	1	I					F	I		I	I							M	0	0	-1, 3, 0		-1	-1	0	6	0.0	0.0	0.5	0.0
4	4	3/8	3/8	6/8	2	1	V(64)}					F	I		V(64)	V			64			}	M	0	0	0, -1, 3		0	0	1	3	0.25	0.0	0.4375	0.0
4	4	1/2	1/2	6/8	2	1	V|HC					F	I		V	V					HC		M	0	0	0, 4, 1		0	0	2	3	0.4	0.125	0.3125	0.2857142857142857
5	5	0	0	6/8	2	1	V65/ii{					F	I		V65/ii	V		65		ii		{	Mm7	0	0	6, 3, 0, 2		2	6	3	9	0.25	0.09375	0.625	0.13043478260869565
5	5	3/8	3/8	6/8	2	1	ii(4)					F	I		ii(4)	ii			4				m	0	0	1, 0, 2		1	1	0	1	0.0	0.0	0.125	0.0
5	5	1/2	1/2	6/8	2	1	ii					F	I		ii	ii							m	0	0	1, -2, 2		1	1	7	7	0.5	0.21875	0.40625	0.35
6	6	1/8	1/8	6/8	2	1	V6					F	I		V6	V		6					M	0	0	4, 1, 0		0	4	2	3	0.4	0.0625	0.1875	0.25
6	6	1/4	1/4	6/8	2	1	V					F	I		V	V							M	0	0	0, 4, 1		0	0	2	3	0.4	0.0625	0.1875	0.25
6	6	3/8	3/8	6/8	2	1	I(4)					F	I		I(4)	I			4				M	0	0	-1, -2, 0		-1	-1	0	2	0.0	0.0	0.25	0.0
6	6	1/2	1/2	6/8	2	1	I					F	I		I	I							M	0	0	-1, 3, 0		-1	-1	5	4	0.5555555555555556	0.15625	0.21875	0.4166666666666667
7	7	0	0	6/8	2	1	V65/vi					F	I		V65/vi	V		65		vi			Mm7	0	0	7, 4, 1, 3		3	7	2	9	0.18181818181818182	0.03125	0.84375	0.03571428571428571
7	7	3/8	3/8	6/8	2	1	vi					F	I		vi	vi							m	0	0	2, -1, 3		2	2	0	6	0.0	0.0	0.625	0.0
8	8	0	0	6/8	2	1	V43/vi					F	I		V43/vi	V		43		vi			Mm7	0	0	4, 1, 3, 7		3	4	2	9	0.18181818181818182	0.03125	0.84375	0.03571428571428571
8	8	3/8	3/8	6/8	2	1	vi					F	I		vi	vi							m	0	0	2, -1, 3		2	2	0	6	0.0	0.0	0.625	0.0
9	9	0	0	6/8	2	1	iii.V65					F	iii		V65	V		65					Mm7	0	1	8, 5, 2, 4		4	8	0	7	0.0	0.0	0.875	0.0
9	9	1/8	1/8	6/8	2	1	i					F	iii		i	i							m	0	1	3, 0, 4		3	3	0	6	0.0	0.0	0.75	0.0
9	9	3/8	3/8	6/8	2	1	iio6					F	iii		iio6	ii	o	6					o	0	1	2, -1, 5		5	2	2	3	0.4	0.125	0.4375	0.2222222222222222
9	9	5/8	5/8	6/8	2	1	i6					F	iii		i6	i		6					m	0	1	0, 4, 3		3	0	0	4	0.0	0.0	0.34375	0.0
10	10	0	0	6/8	2	1	iv					F	iii		iv	iv							m	0	1	2, -1, 3		2	2	2	3	0.4	0.03125	0.21875	0.125
10	10	1/8	1/8	6/8	2	1	V(64)					F	iii		V(64)	V			64				M	0	1	4, 3, 0		4	4	0	2	0.0	0.0	0.25	0.0
10	10	1/4	1/4	6/8	2	1	V					F	iii		V	V							M	0	1	4, 8, 5		4	4	0	2	0.0	0.0	0.25	0.0
10	10	3/8	3/8	6/8	2	1	i|PAC}					F	iii		i	i					PAC	}	m	0	1	3, 0, 4		3	3	0	3	0.0	0.0	0.5	0.0
10	10	5/8	5/8	6/8	2	1	V65/VI					F	iii		V65/VI	V		65		VI			Mm7	0	1	4, 1, -2, 0		0	4	0	2	0.0	0.0	0.125	0.0
11	11	0	0	6/8	2	1	I.I{					F	I		I	I						{	M	0	0	-1, 3, 0		-1	-1	5	18	0.21739130434782608	0.125	1.75	0.06666666666666667
12	12	0	0	6/8	2	1	ii6					F	I		ii6	ii		6					m	0	0	-2, 2, 1		1	-2	2	5	0.2857142857142857	0.25	0.375	0.4
12	12	1/4	1/4	6/8	2	1	V					F	I		V	V							M	0	0	0, 4, 1		0	0	2	3	0.4	0.125	0.25	0.3333333333333333
12	12	3/8	3/8	6/8	2	1	I(94)}					F	I		I(94)	I			94			}	M	0	0	-1, -2, 0	1	-1	-1	0	3	0.0	0.0	0.625	0.0
12	12	5/8	5/8	6/8	2	1	I|IAC					F	I		I	I					IAC		M	0	0	-1, 3, 0		-1	-1	2	6	0.25	0.0625	0.5625	0.1
13	13	1/8	1/8	6/8	2	1	viio6				ii	F	I		viio6	vii	o	6					o	0	0	1, -2, 4		4	1	2	3	0.4	0.0625	0.1875	0.25
13	13	1/4	1/4	6/8	2	1	I6				iii	F	I		I6	I		6					M	0	0	3, 0, -1		-1	3	2	3	0.4	0.0625	0.1875	0.25
13	13	3/8	3/8	6/8	2	1	IV					F	I		IV	IV							M	0	0	-2, 2, -1		-2	-2	2	3	0.4	0.0625	0.1875	0.25
13	13	1/2	1/2	6/8	2	1	viio6					F	I		viio6	vii	o	6					o	0	0	1, -2, 4		4	1	2	3	0.4	0.0625	0.1875	0.25
13	13	5/8	5/8	6/8	2	1	I6					F	I		I6	I		6					M	0	0	3, 0, -1		-1	3	2	3	0.4	0.0625	0.1875	0.25
14	14	0	0	6/8	2	1	V65					F	I		V65	V		65					Mm7	0	0	4, 1, -2, 0		0	4	4	9	0.3076923076923077	0.125	0.625	0.16666666666666666
14	14	3/8	3/8	6/8	2	1	I}					F	I		I	I						}	M	0	0	-1, 3, 0		-1	-1	0	5	0.0	0.0	0.25	0.0
14	14	1/2	1/2	6/8	2	1	V|HC					F	I		V	V					HC		M	0	0	0, 4, 1		0	0	2	3	0.4	0.125	0.25	0.3333333333333333
15	15	0	0	6/8	2	1	#viio/ii{					F	I		#viio/ii	#vii	o			ii		{	o	0	0	6, 3, 0		6	6	1	7	0.125	0.03125	0.71875	0.041666666666666664
15	15	3/8	3/8	6/8	2	1	ii					F	I		ii	ii							m	0	0	1, -2, 2		1	1	1	4	0.2	0.125	0.5	0.2
16	16	0	0	6/8	2	1	V6				V65	F	I		V6	V		6					M	0	0	4, 1, 0		0	4	5	6	0.45454545454545453	0.15625	0.53125	0.22727272727272727
16	16	3/8	3/8	6/8	2	1	I(4)					F	I		I(4)	I			4				M	0	0	-1, -2, 0		-1	-1	0	2	0.0	0.0	0.25	0.0
16	16	1/2	1/2	6/8	2	1	I					F	I		I	I							M	0	0	-1, 3, 0		-1	-1	5	4	0.5555555555555556	0.15625	0.21875	0.4166666666666667
17	17	0	0	6/8	2	1	V65/vi					F	I		V65/vi	V		65		vi			Mm7	0	0	7, 4, 1, 3		3	7	1	9	0.1	0.03125	0.84375	0.03571428571428571
17	17	3/8	3/8	6/8	2	1	vi					F	I		vi	vi							m	0	0	2, -1, 3		2	2	0	7	0.0	0.0	0.625	0.0
18	18	0	0	6/8	2	1	V43/vi					F	I		V43/vi	V		43		vi			Mm7	0	0	4, 1, 3, 7		3	4	1	9	0.1	0.03125	0.84375	0.03571428571428571
18	18	3/8	3/8	6/8	2	1	vi					F	I		vi	vi							m	0	0	2, -1, 3		2	2	0	7	0.0	0.0	0.625	0.0
19	19	0	0	6/8	2	1	iii.V65					F	iii		V65	V		65					Mm7	0	1	8, 5, 2, 4		4	8	0	7	0.0	0.0	0.875	0.0
19	19	1/8	1/8	6/8	2	1	i					F	iii		i	i							m	0	1	3, 0, 4		3	3	0	6	0.0	0.0	0.75	0.0
19	19	3/8	3/8	6/8	2	1	iio6					F	iii		iio6	ii	o	6					o	0	1	2, -1, 5		5	2	0	4	0.0	0.0	0.1875	0.0
19	19	1/2	1/2	6/8	2	1	#viio6					F	iii		#viio6	#vii	o	6					o	0	1	5, 2, 8		8	5	0	3	0.0	0.0	0.25	0.0
19	19	5/8	5/8	6/8	2	1	i6					F	iii		i6	i		6					m	0	1	0, 4, 3		3	0	0	2	0.0	0.0	0.15625	0.0
20	20	0	0	6/8	2	1	iv					F	iii		iv	iv							m	0	1	2, -1, 3		2	2	2	3	0.4	0.0625	0.1875	0.25
20	20	1/8	1/8	6/8	2	1	V(64)					F	iii		V(64)	V			64				M	0	1	4, 3, 0		4	4	0	2	0.0	0.0	0.25	0.0
20	20	1/4	1/4	6/8	2	1	V					F	iii		V	V							M	0	1	4, 8, 5		4	4	0	2	0.0	0.0	0.25	0.0
20	20	3/8	3/8	6/8	2	1	i|PAC}					F	iii		i	i					PAC	}	m	0	1	3, 0, 4		3	3	2	3	0.4	0.125	0.5	0.2
21	21	0	0	6/8	2	1	I.V2/IV{					F	I		V2/IV	V		2		IV		{	Mm7	0	0	-3, -1, 3, 0		-1	-3	2	13	0.13333333333333333	0.125	1.78125	0.06557377049180328
22	22	0	0	6/8	2	1	IV6					F	I		IV6	IV		6					M	0	0	2, -1, -2		-2	2	0	7	0.0	0.0	0.75	0.0
22	22	3/8	3/8	6/8	2	1	ii/IV					F	I		ii/IV	ii				IV			m	0	0	0, -3, 1		0	0	1	2	0.3333333333333333	0.0	0.375	0.0
22	22	1/2	1/2	6/8	2	1	V7/IV					F	I		V7/IV	V		7		IV			Mm7	0	0	-1, 3, 0, -3		-1	-1	0	1	0.0	0.0	0.125	0.0
22	22	5/8	5/8	6/8	2	1	IV					F	I		IV	IV							M	0	0	-2, 2, -1		-2	-2	0	2	0.0	0.0	0.25	0.0
23	23	0	0	6/8	2	1	V2/ii					F	I		V2/ii	V		2		ii			Mm7	0	0	0, 2, 6, 3		2	0	2	9	0.18181818181818182	0.03125	0.84375	0.03571428571428571
23	23	3/8	3/8	6/8	2	1	ii6					F	I		ii6	ii		6					m	0	0	-2, 2, 1		1	-2	0	6	0.0	0.0	0.625	0.0
24	24	0	0	6/8	2	1	V65/ii					F	I		V65/ii	V		65		ii			Mm7	0	0	6, 3, 0, 2		2	6	2	9	0.18181818181818182	0.03125	0.84375	0.03571428571428571
24	24	3/8	3/8	6/8	2	1	ii					F	I		ii	ii							m	0	0	1, -2, 2		1	1	0	6	0.0	0.0	0.625	0.0
25	25	0	0	6/8	2	1	vii%7				Fr7/vi	F	I		vii%7	vii	%	7					%7	0	0	4, 1, -2, 2		4	4	3	4	0.42857142857142855	0.15625	0.59375	0.20833333333333334
25	25	3/8	3/8	6/8	2	1	I					F	I		I	I							M	0	0	-1, 3, 0		-1	-1	1	2	0.3333333333333333	0.03125	0.21875	0.125
25	25	1/2	1/2	6/8	2	1	#viio6/ii					F	I		#viio6/ii	#vii	o	6		ii			o	0	0	3, 0, 6		6	3	1	4	0.2	0.0625	0.4375	0.125
26	26	0	0	6/8	2	1	ii6					F	I		ii6	ii		6					m	0	0	-2, 2, 1		1	-2	2	5	0.2857142857142857	0.125	0.625	0.16666666666666666
26	26	3/8	3/8	6/8	2	1	V(4)}					F	I		V(4)	V			4			}	M	0	0	0, -1, 1		0	0	0	3	0.0	0.0	0.625	0.0
26	26	5/8	5/8	6/8	2	1	V|HC	-0.5	3.5	/		F	I		V	V					HC		M	0	0	0, 4, 1		0	0	0	1	0.0	0.0	0.125	0.0
27	27	0	0	6/8	2	1	V7{					F	I		V7	V		7				{	Mm7	0	0	0, 4, 1, -2		0	0	6	13	0.3157894736842105	0.625	1.0	0.38461538461538464
27	27	5/8	5/8	6/8	2	1	I					F	I		I	I							M	0	0	-1, 3, 0		-1	-1	2	3	0.4	0.125	0.25	0.3333333333333333
28	28	0	0	6/8	2	1	I6					F	I		I6	I		6					M	0	0	3, 0, -1		-1	3	0	2	0.0	0.0	0.125	0.0
28	28	1/16	1/16	6/8	2	1	IV					F	I		IV	IV							M	0	0	-2, 2, -1		-2	-2	0	2	0.0	0.0	0.125	0.0
28	28	1/8	1/8	6/8	2	1	viio6					F	I		viio6	vii	o	6					o	0	0	1, -2, 4		4	1	0	2	0.0	0.0	0.125	0.0
28	28	3/16	3/16	6/8	2	1	I6					F	I		I6	I		6					M	0	0	3, 0, -1		-1	3	0	2	0.0	0.0	0.125	0.0
28	28	1/4	1/4	6/8	2	1	IV+					F	I		IV+	IV	+						+	0	0	-2, 2, 6		-2	-2	0	2	0.0	0.0	0.125	0.0
28	28	5/16	5/16	6/8	2	1	II					F	I		II	II							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.125	0.0
28	28	3/8	3/8	6/8	2	1	I64					F	I		I64	I		64					M	0	0	0, -1, 3		-1	0	0	2	0.0	0.0	0.125	0.0
28	28	7/16	7/16	6/8	2	1	iv6					F	I		iv6	iv		6					m	0	0	-5, -1, -2		-2	-5	0	2	0.0	0.0	0.125	0.0
28	28	1/2	1/2	6/8	2	1	viio6/V					F	I		viio6/V	vii	o	6		V			o	0	0	2, -1, 5		5	2	0	2	0.0	0.0	0.125	0.0
28	28	9/16	9/16	6/8	2	1	v6					F	I		v6	v		6					m	0	0	-3, 1, 0		0	-3	0	2	0.0	0.0	0.125	0.0
28	28	5/8	5/8	6/8	2	1	#viio6/vi					F	I		#viio6/vi	#vii	o	6		vi			o	0	0	4, 1, 7		7	4	0	2	0.0	0.0	0.125	0.0
28	28	11/16	11/16	6/8	2	1	vi6					F	I		vi6	vi		6					m	0	0	-1, 3, 2		2	-1	0	2	0.0	0.0	0.125	0.0
29	29	0	0	6/8	2	1	viio/V					F	I		viio/V	vii	o			V			o	0	0	5, 2, -1		5	5	1	8	0.1111111111111111	0.03125	0.84375	0.03571428571428571
29	29	1/4	1/4	6/8	2	1	V/V					F	I		V/V	V				V			M	0	0	1, 5, 2		1	1	2	4	0.3333333333333333	0.0625	0.3125	0.16666666666666666
29	29	3/8	3/8	6/8	2	1	V					F	I		V	V							M	0	0	0, 4, 1		0	0	2	4	0.3333333333333333	0.0625	0.4375	0.125
29	29	1/2	1/2	6/8	2	1	V7					F	I		V7	V		7					Mm7	0	0	0, 4, 1, -2		0	0	4	7	0.36363636363636365	0.15625	0.28125	0.35714285714285715
30	30	0	0	6/8	2	1	I					F	I		I	I							M	0	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	0.125	0.0
30	30	1/16	1/16	6/8	2	1	IV					F	I		IV	IV							M	0	0	-2, 2, -1		-2	-2	0	3	0.0	0.0	0.125	0.0
30	30	1/8	1/8	6/8	2	1	V(64)					F	I		V(64)	V			64				M	0	0	0, -1, 3		0	0	0	2	0.0	0.0	0.25	0.0
30	30	1/4	1/4	6/8	2	1	V					F	I		V	V							M	0	0	0, 4, 1		0	0	0	2	0.0	0.0	0.25	0.0
30	30	3/8	3/8	6/8	2	1	I|PAC}					F	I		I	I					PAC	}	M	0	0	-1, 3, 0		-1	-1	2	5	0.2857142857142857	0.125	0.5	0.2
31	31	0	0	6/8	2	1	V2/IV{					F	I		V2/IV	V		2		IV		{	Mm7	0	0	-3, -1, 3, 0		-1	-3	3	13	0.1875	0.10416666666666667	1.1770833333333333	0.08130081300813008
32	32	0	0	6/8	2	1	IV6					F	I		IV6	IV		6					M	0	0	2, -1, -2		-2	2	4	7	0.36363636363636365	0.125	0.625	0.16666666666666666
32	32	3/8	3/8	6/8	2	1	ii(4)/IV					F	I		ii(4)/IV	ii			4	IV			m	0	0	0, -1, 1		0	0	0	2	0.0	0.0	0.25	0.0
32	32	1/2	1/2	6/8	2	1	V7/IV					F	I		V7/IV	V		7		IV			Mm7	0	0	-1, 3, 0, -3		-1	-1	0	2	0.0	0.0	0.25	0.0
32	32	5/8	5/8	6/8	2	1	IV					F	I		IV	IV							M	0	0	-2, 2, -1		-2	-2	0	2	0.0	0.0	0.25	0.0
33	33	0	0	6/8	2	1	V2/ii					F	I		V2/ii	V		2		ii			Mm7	0	0	0, 2, 6, 3		2	0	2	9	0.18181818181818182	0.0625	0.8125	0.07142857142857142
33	33	3/8	3/8	6/8	2	1	ii6					F	I		ii6	ii		6					m	0	0	-2, 2, 1		1	-2	0	7	0.0	0.0	0.625	0.0
34	34	0	0	6/8	2	1	V65/ii					F	I		V65/ii	V		65		ii			Mm7	0	0	6, 3, 0, 2		2	6	2	9	0.18181818181818182	0.0625	0.8125	0.07142857142857142
34	34	3/8	3/8	6/8	2	1	ii					F	I		ii	ii							m	0	0	1, -2, 2		1	1	0	7	0.0	0.0	0.625	0.0
35	35	0	0	6/8	2	1	V65					F	I		V65	V		65					Mm7	0	0	4, 1, -2, 0		0	4	4	8	0.3333333333333333	0.125	0.59375	0.17391304347826086
35	35	3/8	3/8	6/8	2	1	I					F	I		I	I							M	0	0	-1, 3, 0		-1	-1	1	4	0.2	0.03125	0.21875	0.125
35	35	1/2	1/2	6/8	2	1	I6					F	I		I6	I		6					M	0	0	3, 0, -1		-1	3	3	2	0.6	0.09375	0.28125	0.25
35	35	5/8	5/8	6/8	2	1	I+6					F	I		I+6	I	+	6					+	0	0	3, 7, -1		-1	3	2	2	0.5	0.0625	0.0625	0.5
36	36	0	0	6/8	2	1	IV(4)					F	I		IV(4)	IV			4				M	0	0	-2, 4, -1		-2	-2	0	1	0.0	0.0	0.125	0.0
36	36	1/8	1/8	6/8	2	1	IV					F	I		IV	IV							M	0	0	-2, 2, -1		-2	-2	2	3	0.4	0.0625	0.1875	0.25
36	36	1/4	1/4	6/8	2	1	ii6				ii65	F	I		ii6	ii		6					m	0	0	-2, 2, 1		1	-2	2	3	0.4	0.0625	0.1875	0.25
36	36	3/8	3/8	6/8	2	1	V(4)}					F	I		V(4)	V			4			}	M	0	0	0, -1, 1		0	0	0	3	0.0	0.0	0.375	0.0
36	36	5/8	5/8	6/8	2	1	V|HC					F	I		V	V					HC		M	0	0	0, 4, 1		0	0	0	2	0.0	0.0	0.25	0.0
37	37	0	0	6/8	2	1	V7{					F	I		V7	V		7				{	Mm7	0	0	0, 4, 1, -2		0	0	6	13	0.3157894736842105	0.625	1.0	0.38461538461538464
37	37	5/8	5/8	6/8	2	1	I					F	I		I	I							M	0	0	-1, 3, 0		-1	-1	2	3	0.4	0.125	0.25	0.3333333333333333
38	38	0	0	6/8	2	1	I6					F	I		I6	I		6					M	0	0	3, 0, -1		-1	3	0	2	0.0	0.0	0.0625	0.0
38	38	1/16	1/16	6/8	2	1	IV					F	I		IV	IV							M	0	0	-2, 2, -1		-2	-2	0	2	0.0	0.0	0.0625	0.0
38	38	1/8	1/8	6/8	2	1	viio6					F	I		viio6	vii	o	6					o	0	0	1, -2, 4		4	1	0	2	0.0	0.0	0.0625	0.0
38	38	3/16	3/16	6/8	2	1	I6					F	I		I6	I		6					M	0	0	3, 0, -1		-1	3	0	2	0.0	0.0	0.0625	0.0
38	38	1/4	1/4	6/8	2	1	IV+					F	I		IV+	IV	+						+	0	0	-2, 2, 6		-2	-2	0	2	0.0	0.0	0.0625	0.0
38	38	5/16	5/16	6/8	2	1	II					F	I		II	II							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.0625	0.0
38	38	3/8	3/8	6/8	2	1	I64					F	I		I64	I		64					M	0	0	0, -1, 3		-1	0	0	2	0.0	0.0	0.0625	0.0
38	38	7/16	7/16	6/8	2	1	iv6					F	I		iv6	iv		6					m	0	0	-5, -1, -2		-2	-5	0	2	0.0	0.0	0.0625	0.0
38	38	1/2	1/2	6/8	2	1	viio6/V					F	I		viio6/V	vii	o	6		V			o	0	0	2, -1, 5		5	2	0	2	0.0	0.0	0.0625	0.0
