mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/8	2	1	F.I[I{	F	I	I	I		I						{	M	0	0	-1, 3, 0		-1	-1	0	6	0.0	0.0	0.75	0.0
1	1	1/4	1/4	3/8	2	1	ii6	F	I	I	ii6		ii		6					m	0	0	-2, 2, 1		1	-2	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
2	2	0	0	3/8	2	1	I(42)	F	I	I	I(42)		I			42				M	0	0	1, -2, 0		-1	1	2	3	0.4	0.125	0.25	0.3333333333333333
2	2	1/8	1/8	3/8	2	1	I	F	I	I	I		I							M	0	0	-1, 3, 0		-1	-1	0	10	0.0	0.0	1.25	0.0
3	3	1/4	1/4	3/8	2	1	ii	F	I	I	ii		ii							m	0	0	1, -2, 2		1	1	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
4	4	0	0	3/8	2	1	I(42)	F	I	I	I(42)		I			42				M	0	0	1, -2, 0		-1	1	1	4	0.2	0.125	0.25	0.3333333333333333
4	4	1/8	1/8	3/8	2	1	I]	F	I	I	I		I							M	0	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	0.5	0.0
5	5	0	0	3/8	2	1	I6	F	I		I6		I		6					M	0	0	3, 0, -1		-1	3	0	3	0.0	0.0	0.625	0.0
5	5	1/4	1/4	3/8	2	1	V64	F	I		V64		V		64					M	0	0	1, 0, 4		0	1	0	2	0.0	0.0	0.25	0.0
6	6	0	0	3/8	2	1	V2	F	I		V2		V		2					Mm7	0	0	-2, 0, 4, 1		0	-2	0	3	0.0	0.0	0.5	0.0
6	6	1/8	1/8	3/8	2	1	I6	F	I		I6		I		6					M	0	0	3, 0, -1		-1	3	0	2	0.0	0.0	0.25	0.0
6	6	1/4	1/4	3/8	2	1	I	F	I		I		I							M	0	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	0.375	0.0
7	7	0	0	3/8	2	1	V65	F	I		V65		V		65					Mm7	0	0	4, 1, -2, 0		0	4	0	5	0.0	0.0	0.75	0.0
