mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/8	2	1	g.i6{					g	i		i6		i		6				{	m	1	1	-2, 2, 1		1	-2	0	4	0.0	0.0	0.375	0.0
1	1	1/4	1/4	3/8	2	1	#viio6				iio	g	i		#viio6		#vii	o	6					o	1	1	3, 0, 6		6	3	0	2	0.0	0.0	0.25	0.0
2	2	0	0	3/8	2	1	i					g	i		i		i							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.25	0.0
2	2	1/8	1/8	3/8	2	3	V65					g	i		V65		V		65					Mm7	1	1	6, 3, 0, 2		2	6	2	4	0.3333333333333333	0.15625	0.59375	0.20833333333333334
3	3	0	0	3/8	2	1	i					g	i		i		i							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.1875	0.0
3	3	3/32	3/32	3/8	2	1	i6					g	i		i6		i		6					m	1	1	-2, 2, 1		1	-2	0	2	0.0	0.0	0.0625	0.0
3	3	1/8	1/8	3/8	2	1	iio6					g	i		iio6		ii	o	6					o	1	1	0, -3, 3		3	0	0	2	0.0	0.0	0.25	0.0
3	3	1/4	1/4	3/8	2	1	V					g	i		V		V							M	1	1	2, 6, 3		2	2	1	2	0.3333333333333333	0.0	0.25	0.0
4	4	0	0	3/8	2	1	VI					g	i		VI		VI							M	1	1	-3, 1, -2		-3	-3	4	5	0.4444444444444444	0.16666666666666666	0.5833333333333334	0.2222222222222222
5	5	0	0	3/8	2	1	V65/iv					g	i		V65/iv		V		65		iv			Mm7	1	1	5, 2, -1, 1		1	5	2	7	0.2222222222222222	0.041666666666666664	0.5208333333333334	0.07407407407407407
5	5	1/4	1/4	3/8	2	1	iv					g	i		iv		iv							m	1	1	0, -3, 1		0	0	0	3	0.0	0.0	0.3125	0.0
6	6	0	0	3/8	2	1	V64/iv					g	i		V64/iv		V		64		iv			M	1	1	2, 1, 5		1	2	2	6	0.25	0.041666666666666664	0.3958333333333333	0.09523809523809523
6	6	1/4	1/4	3/8	2	3	iv6					g	i		iv6		iv		6					m	1	1	-3, 1, 0		0	-3	0	4	0.0	0.0	0.3125	0.0
7	7	0	0	3/8	2	1	Ger6					g	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-3, 1, -2, 7		7	-3	5	10	0.3333333333333333	0.1875	0.34375	0.35294117647058826
8	8	0	0	3/8	2	1	V(^4)}					g	i		V(^4)		V			^4			}	M	1	1	2, 6, 1		2	2	0	7	0.0	0.0	0.625	0.0
8	8	1/4	1/4	3/8	2	1	V|HC					g	i		V		V					HC		M	1	1	2, 6, 3		2	2	0	1	0.0	0.0	0.125	0.0
9	9	0	0	3/8	2	1	V/VI{					g	i		V/VI		V				VI		{	M	1	1	-2, 2, -1		-2	-2	3	5	0.375	0.09375	0.28125	0.25
10	10	0	0	3/8	2	1	V2/VI					g	i		V2/VI		V		2		VI			Mm7	1	1	-4, -2, 2, -1		-2	-4	1	6	0.14285714285714285	0.03125	0.21875	0.125
10	10	1/4	1/4	3/8	2	1	VI6					g	i		VI6		VI		6					M	1	1	1, -2, -3		-3	1	1	15	0.0625	0.03125	0.46875	0.0625
12	12	0	0	3/8	2	1	V65/VI}					g	i		V65/VI		V		65		VI		}	Mm7	1	1	2, -1, -4, -2		-2	2	0	3	0.0	0.0	0.25	0.0
12	12	1/8	1/8	3/8	2	1	VI					g	i		VI		VI							M	1	1	-3, 1, -2		-3	-3	0	2	0.0	0.0	0.25	0.0
13	13	0	0	3/8	2	1	V/VII{					g	i		V/VII		V				VII		{	M	1	1	0, 4, 1		0	0	3	5	0.375	0.09375	0.28125	0.25
14	14	0	0	3/8	2	1	V2/VII					g	i		V2/VII		V		2		VII			Mm7	1	1	-2, 0, 4, 1		0	-2	0	7	0.0	0.0	0.25	0.0
14	14	1/4	1/4	3/8	2	1	VII6					g	i		VII6		VII		6					M	1	1	3, 0, -1		-1	3	1	15	0.0625	0.03125	0.46875	0.0625
16	16	0	0	3/8	2	1	V65/VII}					g	i		V65/VII		V		65		VII		}	Mm7	1	1	4, 1, -2, 0		0	4	0	3	0.0	0.0	0.25	0.0
16	16	1/8	1/8	3/8	2	1	VII[VII{					g	i	VII	VII		VII						{	M	1	1	-1, 3, 0		-1	-1	0	7	0.0	0.0	0.625	0.0
17	17	0	0	3/8	2	1	viio64/VII					g	i	VII	viio64/VII		vii	o	64		VII			o	1	1	-2, 4, 1		4	-2	5	12	0.29411764705882354	0.375	1.125	0.25
18	18	0	0	3/8	2	1	V7/III]					g	i	VII	V7/III		V		7		III			Mm7	1	1	-1, 3, 0, -3		-1	-1	1	16	0.058823529411764705	0.0	1.5	0.0
19	19	0	0	3/8	2	1	V(64)/ii					g	i		V(64)/ii		V			64	ii			M	1	1	4, 3, 0		4	4	1	5	0.16666666666666666	0.03125	0.59375	0.05
19	19	1/8	1/8	3/8	2	1	V65/V/ii					g	i		V65/V/ii		V		65		V/ii			Mm7	1	1	9, 6, 3, 5		5	9	2	6	0.25	0.0625	0.5625	0.1
20	20	0	0	3/8	2	1	V/ii}{					g	i		V/ii		V				ii		}{	M	1	1	4, 8, 5		4	4	0	3	0.0	0.0	0.3125	0.0
20	20	1/8	1/8	3/8	2	1	V2/ii					g	i		V2/ii		V		2		ii			Mm7	1	1	2, 4, 8, 5		4	2	0	3	0.0	0.0	0.375	0.0
20	20	1/4	1/4	3/8	2	1	i6/ii					g	i		i6/ii		i		6		ii			m	1	1	0, 4, 3		3	0	0	3	0.0	0.0	0.3125	0.0
21	21	0	0	3/8	2	1	V43/ii					g	i		V43/ii		V		43		ii			Mm7	1	1	5, 2, 4, 8		4	5	0	5	0.0	0.0	0.5625	0.0
21	21	1/8	1/8	3/8	2	1	ii					g	i		ii		ii							m	1	1	3, 0, 4		3	3	0	4	0.0	0.0	0.5	0.0
21	21	1/4	1/4	3/8	2	1	#iii.iv6					g	#iii		iv6		iv		6					m	1	1	1, 5, 4		4	1	0	3	0.0	0.0	0.25	0.0
22	22	0	0	3/8	2	1	V7					g	#iii		V7		V		7					Mm7	1	1	6, 10, 7, 4		6	6	10	20	0.3333333333333333	0.5625	1.6875	0.25
24	24	0	0	3/8	2	1	viio7(b86)/V					g	#iii		viio7(b86)/V		vii	o	7	b86	V			o7	1	1	11, 8, 7, 2		11	11	1	2	0.3333333333333333	0.25	0.375	0.4
24	24	1/4	1/4	3/8	2	1	viio7/V					g	#iii		viio7/V		vii	o	7		V			o7	1	1	11, 8, 5, 2		11	11	2	5	0.2857142857142857	0.0625	0.3125	0.16666666666666666
