mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	2	1	G.I{				G	I		I	I						{	M	0	0	1, 5, 2		1	1	0	17	0.0	0.0	4.0	0.0
2	2	1/2	1/2	3/4	2	1	I(94)				G	I		I(94)	I			94				M	0	0	1, 0, 2	3	1	1	0	4	0.0	0.0	0.75	0.0
3	3	0	0	3/4	2	1	I				G	I		I	I							M	0	0	1, 5, 2		1	1	0	4	0.0	0.0	0.75	0.0
3	3	1/4	1/4	3/4	2	1	IV64				G	I		IV64	IV		64					M	0	0	1, 0, 4		0	1	1	15	0.0625	0.25	4.75	0.05
5	5	0	0	3/4	2	1	IV64(4)				G	I		IV64(4)	IV		64	4				M	0	0	1, 0, 6		0	1	0	6	0.0	0.0	2.25	0.0
5	5	1/2	1/2	3/4	2	1	IV64				G	I		IV64	IV		64					M	0	0	1, 0, 4		0	1	0	3	0.0	0.0	0.75	0.0
6	6	0	0	3/4	2	1	I				G	I		I	I							M	0	0	1, 5, 2		1	1	2	10	0.16666666666666666	0.0	3.0	0.0
7	7	0	0	3/4	2	1	ii6(9^7)				G	I		ii6(9^7)	ii		6	9^7				m	0	0	0, 4, 1	5	3	0	1	3	0.25	0.0	0.75	0.0
7	7	1/4	1/4	3/4	2	1	ii6				G	I		ii6	ii		6					m	0	0	0, 4, 3		3	0	0	3	0.0	0.0	0.75	0.0
7	7	1/2	1/2	3/4	2	1	vii%7/V				G	I		vii%7/V	vii	%	7		V			%7	0	0	7, 4, 1, 5		7	7	0	3	0.0	0.0	0.75	0.0
8	8	0	0	3/4	2	1	V(64)}				G	I		V(64)	V			64			}	M	0	0	2, 1, 5		2	2	1	4	0.2	0.0	0.75	0.0
8	8	1/4	1/4	3/4	2	1	V|HC				G	I		V	V					HC		M	0	0	2, 6, 3		2	2	2	4	0.3333333333333333	0.25	0.75	0.25
9	9	0	0	3/4	2	1	I{				G	I		I	I						{	M	0	0	1, 5, 2		1	1	2	22	0.08333333333333333	0.25	5.0	0.047619047619047616
