mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	2	1	D.I{		D	I		I	I						{	M	0	0	2, 6, 3		2	2	19	33	0.36538461538461536	0.59375	1.5	0.2835820895522388
4	4	0	0	4/4	2	1	vi		D	I		vi	vi							m	0	0	5, 2, 6		5	5	0	9	0.0	0.0	2.75	0.0
5	5	0	0	4/4	2	1	I6		D	I		I6	I		6					M	0	0	6, 3, 2		2	6	0	8	0.0	0.0	2.25	0.0
5	5	1/2	1/2	4/4	2	1	IV		D	I		IV	IV							M	0	0	1, 5, 2		1	1	0	8	0.0	0.0	2.25	0.0
6	6	0	0	4/4	2	1	V(64)		D	I		V(64)	V			64				M	0	0	3, 2, 6		3	3	0	7	0.0	0.0	2.0	0.0
6	6	1/2	1/2	4/4	2	1	V7		D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	8	0.0	0.0	2.25	0.0
7	7	0	0	4/4	2	1	I|IAC}		D	I		I	I					IAC	}	M	0	0	2, 6, 3		2	2	0	9	0.0	0.0	2.5	0.0
7	7	3/4	3/4	4/4	2	1	I2		D	I		I2	I		2					Mm7	0	0	0, 2, 6, 3		2	0	0	8	0.0	0.0	2.25	0.0
8	8	0	0	4/4	2	1	V.viio6		D	V		viio6	vii	o	6					o	0	0	5, 2, 8		8	5	0	8	0.0	0.0	2.25	0.0
9	9	0	0	4/4	2	1	V7		D	V		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	17	29	0.3695652173913043	0.7083333333333334	2.9166666666666665	0.19540229885057472
11	11	0	0	4/4	2	1	I(4)}{		D	V		I(4)	I			4			}{	M	0	0	3, 2, 4		3	3	1	3	0.25	0.0625	0.375	0.14285714285714285
11	11	1/4	1/4	4/4	2	1	I		D	V		I	I							M	0	0	3, 7, 4		3	3	5	6	0.45454545454545453	0.65625	0.5625	0.5384615384615384
11	11	39/32	39/32	4/4	2	1	#ivo6		D	V		#ivo6	#iv	o	6					o	0	0	6, 3, 9		9	6	0	14	0.0	0.0	0.65625	0.0
11	11	21/16	21/16	4/4	2	1	II7		D	V		II7	II		7					Mm7	0	0	5, 9, 6, 3		5	5	4	25	0.13793103448275862	0.5	4.25	0.10526315789473684
12	12	2	2	4/4	2	1	V43/bVI		D	V		V43/bVI	V		43		bVI			Mm7	0	0	1, -2, 0, 4		0	1	0	1	0.0	0.0	0.5	0.0
12	12	5/2	5/2	4/4	2	1	bVI		D	V		bVI	bVI							M	0	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	0.25	0.0
12	12	11/4	11/4	4/4	2	1	viio/bVI		D	V		viio/bVI	vii	o			bVI			o	0	0	4, 1, -2		4	4	0	4	0.0	0.0	0.25	0.0
12	12	3	3	4/4	2	1	V2/bVI		D	V		V2/bVI	V		2		bVI			Mm7	0	0	-2, 0, 4, 1		0	-2	0	8	0.0	0.0	1.5625	0.0
13	13	1/2	1/2	4/4	2	1	I.V2		D	I		V2	V		2					Mm7	0	0	1, 3, 7, 4		3	1	0	8	0.0	0.0	1.875	0.0
14	14	0	0	4/4	2	1	I2}{	V2/IV}{	D	I		I2	I		2				}{	Mm7	0	0	0, 2, 6, 3		2	0	0	19	0.0	0.0	5.625	0.0
15	15	0	0	4/4	2	1	iv6		D	I		iv6	iv		6					m	0	0	-2, 2, 1		1	-2	22	37	0.3728813559322034	1.625	9.15625	0.15072463768115943
18	18	0	0	4/4	2	1	viio7/V		D	I		viio7/V	vii	o	7		V			o7	0	0	8, 5, 2, -1		8	8	0	9	0.0	0.0	3.0	0.0
19	19	0	0	4/4	2	1	V65/V		D	I		V65/V	V		65		V			Mm7	0	0	8, 5, 2, 4		4	8	0	7	0.0	0.0	2.0	0.0
19	19	1/2	1/2	4/4	2	1	V2		D	I		V2	V		2					Mm7	0	0	1, 3, 7, 4		3	1	0	8	0.0	0.0	2.25	0.0
20	20	0	0	4/4	2	1	I65		D	I		I65	I		65					Mm7	0	0	6, 3, 0, 2		2	6	0	7	0.0	0.0	2.0	0.0
20	20	1/2	1/2	4/4	2	1	viio/V		D	I		viio/V	vii	o			V			o	0	0	8, 5, 2		8	8	0	6	0.0	0.0	1.75	0.0
21	21	0	0	4/4	2	1	vii%7/V		D	I		vii%7/V	vii	%	7		V			%7	0	0	8, 5, 2, 6		8	8	0	8	0.0	0.0	2.25	0.0
21	21	1/2	1/2	4/4	2	1	V(64)		D	I		V(64)	V			64				M	0	0	3, 2, 6		3	3	0	8	0.0	0.0	2.25	0.0
22	22	0	0	4/4	2	1	V7		D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	8	0.0	0.0	2.25	0.0
23	23	0	0	4/4	2	1	I[I|PAC}{		D	I	I	I	I					PAC	}{	M	0	0	2, 6, 3		2	2	0	5	0.0	0.0	0.625	0.0
23	23	5/8	5/8	4/4	2	1	I7	V7/IV	D	I	I	I7	I		7					Mm7	0	0	2, 6, 3, 0		2	2	0	16	0.0	0.0	0.96875	0.0
24	24	5/8	5/8	4/4	2	1	IV		D	I	I	IV	IV							M	0	0	1, 5, 2		1	1	0	12	0.0	0.0	0.84375	0.0
25	25	1/2	1/2	4/4	2	1	viio6		D	I	I	viio6	vii	o	6					o	0	0	4, 1, 7		7	4	1	7	0.125	0.5	3.5	0.125
26	26	0	0	4/4	2	1	I]		D	I	I	I	I							M	0	0	2, 6, 3		2	2	0	13	0.0	0.0	1.375	0.0
