mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
73	72	1/4	1/4	4/4	2	1	IV(+9)			A	V		IV(+9)		IV			+9				M	0	0	3, 7, 4	5	3	3	0	8	0.0	0.0	0.5	0.0
73	72	1/2	1/2	4/4	2	1	I6			A	V		I6		I		6					M	0	0	8, 5, 4		4	8	0	8	0.0	0.0	0.5	0.0
73	72	3/4	3/4	4/4	2	1	V43		ii(+4)	A	V		V43		V		43					Mm7	0	0	6, 3, 5, 9		5	6	0	8	0.0	0.0	0.5	0.0
74	73	0	0	4/4	2	1	I[I}{			A	V	I	I		I						}{	M	0	0	4, 8, 5		4	4	1	9	0.1	0.0625	1.1875	0.05
74	73	3/4	3/4	4/4	2	1	viio64			A	V	I	viio64		vii	o	64					o	0	0	3, 9, 6		9	3	1	3	0.25	0.125	0.375	0.25
75	74	0	0	4/4	2	1	I			A	V	I	I		I							M	0	0	4, 8, 5		4	4	1	4	0.2	0.0625	0.4375	0.125
75	74	1/2	1/2	4/4	2	1	viio			A	V	I	viio		vii	o						o	0	0	9, 6, 3		9	9	1	3	0.25	0.125	0.375	0.25
75	74	3/4	3/4	4/4	2	1	I			A	V	I	I		I							M	0	0	4, 8, 5		4	4	1	11	0.08333333333333333	0.0625	1.5625	0.038461538461538464
76	75	3/4	3/4	4/4	2	1	ii			A	V	I	ii		ii							m	0	0	6, 3, 7		6	6	1	2	0.3333333333333333	0.125	0.5	0.2
77	76	0	0	4/4	2	1	I}			A	V	I	I		I						}	M	0	0	4, 8, 5		4	4	1	4	0.2	0.0625	0.4375	0.125
77	76	1/2	1/2	4/4	2	1	IV			A	V	I	IV		IV							M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	0.625	0.0
77	76	3/4	3/4	4/4	2	1	I]			A	V	I	I		I							M	0	0	4, 8, 5		4	4	0	3	0.0	0.0	0.625	0.0
79	78	0	0	4/4	2	1	I.V65{			A	I		V65		V		65				{	Mm7	0	0	8, 5, 2, 4		4	8	0	28	0.0	0.0	2.75	0.0
79	78	1/2	1/2	4/4	2	1	I			A	I		I		I							M	0	0	3, 7, 4		3	3	0	24	0.0	0.0	2.25	0.0
80	79	0	0	4/4	2	1	V6			A	I		V6		V		6					M	0	0	8, 5, 4		4	8	0	8	0.0	0.0	0.75	0.0
80	79	1/4	1/4	4/4	2	1	vi7			A	I		vi7		vi		7					mm7	0	0	6, 3, 7, 4		6	6	0	8	0.0	0.0	0.75	0.0
80	79	1/2	1/2	4/4	2	1	V			A	I		V		V							M	0	0	4, 8, 5		4	4	0	8	0.0	0.0	0.75	0.0
80	79	3/4	3/4	4/4	2	1	IV(+9)			A	I		IV(+9)		IV			+9				M	0	0	2, 6, 3	4	2	2	0	8	0.0	0.0	0.75	0.0
81	80	0	0	4/4	2	1	I6			A	I		I6		I		6					M	0	0	7, 4, 3		3	7	0	8	0.0	0.0	0.75	0.0
81	80	1/4	1/4	4/4	2	1	I			A	I		I		I							M	0	0	3, 7, 4		3	3	0	8	0.0	0.0	0.5	0.0
81	80	1/2	1/2	4/4	2	1	V6			A	I		V6		V		6					M	0	0	8, 5, 4		4	8	0	8	0.0	0.0	0.5	0.0
81	80	3/4	3/4	4/4	2	1	vi7			A	I		vi7		vi		7					mm7	0	0	6, 3, 7, 4		6	6	0	8	0.0	0.0	0.5	0.0
82	81	0	0	4/4	2	1	V			A	I		V		V							M	0	0	4, 8, 5		4	4	0	8	0.0	0.0	0.5	0.0
82	81	1/4	1/4	4/4	2	1	IV(+9)			A	I		IV(+9)		IV			+9				M	0	0	2, 6, 3	4	2	2	0	8	0.0	0.0	0.5	0.0
82	81	1/2	1/2	4/4	2	1	I6			A	I		I6		I		6					M	0	0	7, 4, 3		3	7	0	8	0.0	0.0	0.5	0.0
82	81	3/4	3/4	4/4	2	1	V43		ii(+4)	A	I		V43		V		43					Mm7	0	0	5, 2, 4, 8		4	5	0	8	0.0	0.0	0.5	0.0
83	82	0	0	4/4	2	1	I[I}{			A	I	I	I		I						}{	M	0	0	3, 7, 4		3	3	1	13	0.07142857142857142	0.0625	1.9375	0.03125
84	83	0	0	4/4	2	1	ii6			A	I	I	ii6		ii		6					m	0	0	2, 6, 5		5	2	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
84	83	1/4	1/4	4/4	2	1	viio6			A	I	I	viio6		vii	o	6					o	0	0	5, 2, 8		8	5	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
84	83	1/2	1/2	4/4	2	1	I6			A	I	I	I6		I		6					M	0	0	7, 4, 3		3	7	0	3	0.0	0.0	0.375	0.0
84	83	3/4	3/4	4/4	2	1	viio			A	I	I	viio		vii	o						o	0	0	8, 5, 2		8	8	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
85	84	0	0	4/4	2	1	I			A	I	I	I		I							M	0	0	3, 7, 4		3	3	1	14	0.06666666666666667	0.0625	2.1875	0.027777777777777776
86	85	0	0	4/4	2	1	IV6			A	I	I	IV6		IV		6					M	0	0	6, 3, 2		2	6	0	3	0.0	0.0	0.375	0.0
86	85	1/4	1/4	4/4	2	1	ii6			A	I	I	ii6		ii		6					m	0	0	2, 6, 5		5	2	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
86	85	1/2	1/2	4/4	2	1	IV		ii6	A	I	I	IV		IV							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.375	0.0
86	85	3/4	3/4	4/4	2	1	viio6			A	I	I	viio6		vii	o	6					o	0	0	5, 2, 8		8	5	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
87	86	0	0	4/4	2	1	I]}{			A	I	I	I		I						}{	M	0	0	3, 7, 4		3	3	1	11	0.08333333333333333	0.0625	1.8125	0.03333333333333333
87	86	1/2	1/2	4/4	2	1	V6			A	I		V6		V		6					M	0	0	8, 5, 4		4	8	0	10	0.0	0.0	1.0	0.0
88	87	0	0	4/4	2	1	vi			A	I		vi		vi							m	0	0	6, 3, 7		6	6	1	10	0.09090909090909091	0.0625	1.5625	0.038461538461538464
88	87	1/2	1/2	4/4	2	1	iii6			A	I		iii6		iii		6					m	0	0	4, 8, 7		7	4	0	10	0.0	0.0	1.0	0.0
89	88	0	0	4/4	2	1	IV			A	I		IV		IV							M	0	0	2, 6, 3		2	2	1	10	0.09090909090909091	0.0625	1.5625	0.038461538461538464
89	88	1/2	1/2	4/4	2	1	I6			A	I		I6		I		6					M	0	0	7, 4, 3		3	7	0	10	0.0	0.0	1.0	0.0
90	89	0	0	4/4	2	1	viio6			A	I		viio6		vii	o	6					o	0	0	5, 2, 8		8	5	0	3	0.0	0.0	0.5	0.0
90	89	1/4	1/4	4/4	2	1	I			A	I		I		I							M	0	0	3, 7, 4		3	3	0	2	0.0	0.0	0.375	0.0
90	89	1/2	1/2	4/4	2	1	V(64)}			A	I		V(64)		V			64			}	M	0	0	4, 3, 7		4	4	0	2	0.0	0.0	0.25	0.0
90	89	5/8	5/8	4/4	2	1	V|HC			A	I		V		V					HC		M	0	0	4, 8, 5		4	4	1	3	0.25	0.0625	0.3125	0.16666666666666666
91	90	0	0	4/4	2	1	I{			A	I		I		I						{	M	0	0	3, 7, 4		3	3	0	8	0.0	0.0	0.5	0.0
91	90	1/2	1/2	4/4	2	1	V6			A	I		V6		V		6					M	0	0	8, 5, 4		4	8	0	8	0.0	0.0	0.5	0.0
92	91	0	0	4/4	2	1	vi			A	I		vi		vi							m	0	0	6, 3, 7		6	6	0	8	0.0	0.0	0.5	0.0
92	91	1/2	1/2	4/4	2	1	iii6			A	I		iii6		iii		6					m	0	0	4, 8, 7		7	4	0	8	0.0	0.0	0.5	0.0
93	92	0	0	4/4	2	1	IV			A	I		IV		IV							M	0	0	2, 6, 3		2	2	0	8	0.0	0.0	0.5	0.0
93	92	1/2	1/2	4/4	2	1	I6			A	I		I6		I		6					M	0	0	7, 4, 3		3	7	0	8	0.0	0.0	0.5	0.0
94	93	0	0	4/4	2	1	ii			A	I		ii		ii							m	0	0	5, 2, 6		5	5	0	2	0.0	0.0	0.1875	0.0
94	93	1/8	1/8	4/4	2	1	viio			A	I		viio		vii	o						o	0	0	8, 5, 2		8	8	0	3	0.0	0.0	0.25	0.0
94	93	1/4	1/4	4/4	2	1	I			A	I		I		I							M	0	0	3, 7, 4		3	3	0	6	0.0	0.0	0.5	0.0
94	93	1/2	1/2	4/4	2	1	V(64)}			A	I		V(64)		V			64			}	M	0	0	4, 3, 7		4	4	1	2	0.3333333333333333	0.0	0.25	0.0
94	93	5/8	5/8	4/4	2	1	V|HC			A	I		V		V					HC		M	0	0	4, 8, 5		4	4	1	3	0.25	0.0625	0.3125	0.16666666666666666
95	94	0	0	4/4	2	1	#viio7/ii{			A	I		#viio7/ii		#vii	o	7		ii		{	o7	0	0	10, 7, 4, 1		10	10	1	15	0.0625	0.0625	2.1875	0.027777777777777776
96	95	0	0	4/4	2	1	V7/ii			A	I		V7/ii		V		7		ii			Mm7	0	0	6, 10, 7, 4		6	6	2	4	0.3333333333333333	0.375	0.75	0.3333333333333333
96	95	1/2	1/2	4/4	2	1	ii			A	I		ii		ii							m	0	0	5, 2, 6		5	5	0	3	0.0	0.0	0.5	0.0
97	96	0	0	4/4	2	1	V65			A	I		V65		V		65					Mm7	0	0	8, 5, 2, 4		4	8	2	15	0.11764705882352941	0.1875	2.6875	0.06521739130434782
98	97	0	0	4/4	2	1	V7			A	I		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	2	5	0.2857142857142857	0.375	1.0	0.2727272727272727
98	97	1/2	1/2	4/4	2	1	I}{			A	I		I		I						}{	M	0	0	3, 7, 4		3	3	3	7	0.3	0.1875	0.8125	0.1875
99	98	0	0	4/4	2	1	IV			A	I		IV		IV							M	0	0	2, 6, 3		2	2	4	5	0.4444444444444444	0.25	0.5	0.3333333333333333
99	98	1/2	1/2	4/4	2	1	ii			A	I		ii		ii							m	0	0	5, 2, 6		5	5	4	5	0.4444444444444444	0.25	0.5	0.3333333333333333
100	99	0	0	4/4	2	1	I6		iii	A	I		I6		I		6					M	0	0	7, 4, 3		3	7	8	9	0.47058823529411764	0.5	0.75	0.4
101	100	0	0	4/4	2	1	ii		viio6	A	I		ii		ii							m	0	0	5, 2, 6		5	5	4	5	0.4444444444444444	0.25	0.5	0.3333333333333333
101	100	1/2	1/2	4/4	2	1	viio		V65	A	I		viio		vii	o						o	0	0	8, 5, 2		8	8	2	3	0.4	0.125	0.375	0.25
101	100	3/4	3/4	4/4	2	1	V7			A	I		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	1	4	0.2	0.0625	0.4375	0.125
102	101	0	0	4/4	2	1	I			A	I		I		I							M	0	0	3, 7, 4		3	3	8	9	0.47058823529411764	0.5	0.75	0.4
103	102	0	0	4/4	2	1	ii6			A	I		ii6		ii		6					m	0	0	2, 6, 5		5	2	3	6	0.3333333333333333	0.1875	0.75	0.2
103	102	1/2	1/2	4/4	2	1	I6			A	I		I6		I		6					M	0	0	7, 4, 3		3	7	3	6	0.3333333333333333	0.1875	0.75	0.2
104	103	0	0	4/4	2	1	viio6			A	I		viio6		vii	o	6					o	0	0	5, 2, 8		8	5	2	6	0.25	0.125	0.375	0.25
104	103	1/2	1/2	4/4	2	1	vi6			A	I		vi6		vi		6					m	0	0	3, 7, 6		6	3	3	5	0.375	0.1875	0.3125	0.375
105	104	0	0	4/4	2	1	V6			A	I		V6		V		6					M	0	0	8, 5, 4		4	8	3	6	0.3333333333333333	0.1875	0.75	0.2
105	104	1/2	1/2	4/4	2	1	IV6			A	I		IV6		IV		6					M	0	0	6, 3, 2		2	6	0	10	0.0	0.0	1.0	0.0
106	105	0	0	4/4	2	1	V			A	I		V		V							M	0	0	4, 8, 5		4	4	0	21	0.0	0.0	1.5	0.0
106	105	3/4	3/4	4/4	2	1	V7			A	I		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	1	3	0.25	0.0625	0.1875	0.25
107	106	0	0	4/4	2	1	I[I{			A	I	I	I		I						{	M	0	0	3, 7, 4		3	3	1	9	0.1	0.0625	1.1875	0.05
107	106	3/4	3/4	4/4	2	1	viio64			A	I	I	viio64		vii	o	64					o	0	0	2, 8, 5		8	2	1	3	0.25	0.125	0.375	0.25
108	107	0	0	4/4	2	1	I			A	I	I	I		I							M	0	0	3, 7, 4		3	3	1	4	0.2	0.0625	0.4375	0.125
108	107	1/2	1/2	4/4	2	1	viio			A	I	I	viio		vii	o						o	0	0	8, 5, 2		8	8	1	3	0.25	0.125	0.375	0.25
108	107	3/4	3/4	4/4	2	1	I			A	I	I	I		I							M	0	0	3, 7, 4		3	3	1	11	0.08333333333333333	0.0625	1.5625	0.038461538461538464
109	108	3/4	3/4	4/4	2	1	ii			A	I	I	ii		ii							m	0	0	5, 2, 6		5	5	6	2	0.75	0.625	0.5	0.5555555555555556
110	109	1/2	1/2	4/4	2	1	IV			A	I	I	IV		IV							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.625	0.0
110	109	3/4	3/4	4/4	2	1	I]			A	I	I	I		I							M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	0.625	0.0
111	110	0	0	4/4	2	1	V65/V{			A	I		V65/V		V		65		V		{	Mm7	0	0	9, 6, 3, 5		5	9	0	16	0.0	0.0	1.5	0.0
111	110	1/2	1/2	4/4	2	1	V2			A	I		V2		V		2					Mm7	0	0	2, 4, 8, 5		4	2	0	16	0.0	0.0	1.5	0.0
112	111	0	0	4/4	2	1	viio7/IV			A	I		viio7/IV		vii	o	7		IV			o7	0	0	7, 4, 1, -2		7	7	0	16	0.0	0.0	1.5	0.0
112	111	1/2	1/2	4/4	2	1	IV2			A	I		IV2		IV		2					Mm7	0	0	0, 2, 6, 3		2	0	0	16	0.0	0.0	1.5	0.0
113	112	0	0	4/4	2	1	viio65			A	I		viio65		vii	o	65					o7	0	0	5, 2, -1, 8		8	5	0	8	0.0	0.0	0.75	0.0
113	112	1/4	1/4	4/4	2	1	I6			A	I		I6		I		6					M	0	0	7, 4, 3		3	7	0	8	0.0	0.0	0.75	0.0
113	112	1/2	1/2	4/4	2	1	viio6(+6)		V43	A	I		viio6(+6)		vii	o	6	+6				o	0	0	5, 2, 8	4	8	5	0	8	0.0	0.0	0.75	0.0
113	112	3/4	3/4	4/4	2	1	vi6(+7)			A	I		vi6(+7)		vi		6	+7				m	0	0	3, 7, 6	4	6	3	0	8	0.0	0.0	0.75	0.0
114	113	0	0	4/4	2	1	V6			A	I		V6		V		6					M	0	0	8, 5, 4		4	8	0	8	0.0	0.0	0.75	0.0
114	113	1/4	1/4	4/4	2	1	IV6(+9)			A	I		IV6(+9)		IV		6	+9				M	0	0	6, 3, 2	4	2	6	0	8	0.0	0.0	0.75	0.0
114	113	1/2	1/2	4/4	2	1	V			A	I		V		V							M	0	0	4, 8, 5		4	4	0	8	0.0	0.0	0.75	0.0
114	113	3/4	3/4	4/4	2	1	IV(+9)			A	I		IV(+9)		IV			+9				M	0	0	2, 6, 3	4	2	2	0	8	0.0	0.0	0.75	0.0
115	114	0	0	4/4	2	1	I6			A	I		I6		I		6					M	0	0	7, 4, 3		3	7	0	8	0.0	0.0	0.75	0.0
115	114	1/4	1/4	4/4	2	1	I			A	I		I		I							M	0	0	3, 7, 4		3	3	0	8	0.0	0.0	0.5	0.0
115	114	1/2	1/2	4/4	2	1	V6			A	I		V6		V		6					M	0	0	8, 5, 4		4	8	0	8	0.0	0.0	0.5	0.0
115	114	3/4	3/4	4/4	2	1	vi7			A	I		vi7		vi		7					mm7	0	0	6, 3, 7, 4		6	6	0	8	0.0	0.0	0.5	0.0
116	115	0	0	4/4	2	1	V			A	I		V		V							M	0	0	4, 8, 5		4	4	0	8	0.0	0.0	0.5	0.0
116	115	1/4	1/4	4/4	2	1	IV(+9)			A	I		IV(+9)		IV			+9				M	0	0	2, 6, 3	4	2	2	0	8	0.0	0.0	0.5	0.0
116	115	1/2	1/2	4/4	2	1	I6			A	I		I6		I		6					M	0	0	7, 4, 3		3	7	0	8	0.0	0.0	0.5	0.0
116	115	3/4	3/4	4/4	2	1	V43		ii(+4)	A	I		V43		V		43					Mm7	0	0	5, 2, 4, 8		4	5	0	8	0.0	0.0	0.5	0.0
117	116	0	0	4/4	2	1	I			A	I		I		I							M	0	0	3, 7, 4		3	3	0	5	0.0	0.0	0.5	0.0
117	116	1/4	1/4	4/4	2	1	I6			A	I		I6		I		6					M	0	0	7, 4, 3		3	7	1	4	0.2	0.0625	0.4375	0.125
117	116	1/2	1/2	4/4	2	1	ii6			A	I		ii6		ii		6					m	0	0	2, 6, 5		5	2	1	4	0.2	0.0625	0.4375	0.125
117	116	3/4	3/4	4/4	2	1	V7			A	I		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	1	4	0.2	0.0625	0.4375	0.125
118	117	0	0	4/4	2	1	vi			A	I		vi		vi							m	0	0	6, 3, 7		6	6	0	3	0.0	0.0	0.25	0.0
118	117	1/8	1/8	4/4	2	1	IV			A	I		IV		IV							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.25	0.0
118	117	1/4	1/4	4/4	2	1	V			A	I		V		V							M	0	0	4, 8, 5		4	4	0	2	0.0	0.0	0.5	0.0
118	117	1/2	1/2	4/4	2	1	I[I|PAC}			A	I	I	I		I					PAC	}	M	0	0	3, 7, 4		3	3	1	10	0.09090909090909091	0.0625	1.4375	0.041666666666666664
119	118	1/2	1/2	4/4	2	1	viio			A	I	I	viio		vii	o						o	0	0	8, 5, 2		8	8	2	7	0.2222222222222222	0.1875	0.8125	0.1875
120	119	0	0	4/4	2	1	I			A	I	I	I		I							M	0	0	3, 7, 4		3	3	1	8	0.1111111111111111	0.0625	0.9375	0.0625
120	119	1/2	1/2	4/4	2	1	viio			A	I	I	viio		vii	o						o	0	0	8, 5, 2		8	8	2	7	0.2222222222222222	0.1875	0.8125	0.1875
121	120	0	0	4/4	2	1	I]			A	I	I	I		I							M	0	0	3, 7, 4		3	3	1	4	0.2	0.0625	0.4375	0.125
121	120	1/4	1/4	4/4	2	1	viio6			A	I		viio6		vii	o	6					o	0	0	5, 2, 8		8	5	2	3	0.4	0.125	0.375	0.25
121	120	1/2	1/2	4/4	2	1	I6			A	I		I6		I		6					M	0	0	7, 4, 3		3	7	4	5	0.4444444444444444	0.25	0.75	0.25
122	121	0	0	4/4	2	1	IV	1		A	I		IV		IV							M	0	0	2, 6, 3		2	2	0	2	0.0	0.0	0.5	0.0
122	121	1/4	1/4	4/4	2	1	V	1		A	I		V		V							M	0	0	4, 8, 5		4	4	1	3	0.25	0.03125	0.46875	0.0625
122	121	1/2	1/2	4/4	2	1	I|PAC}	1		A	I		I		I					PAC	}	M	0	0	3, 7, 4		3	3	3	4	0.42857142857142855	0.1875	0.5625	0.25
123	121	0	0	4/4	2	1	V65/V	2		A	I		V65/V		V		65		V			Mm7	0	0	9, 6, 3, 5		5	9	0	20	0.0	0.0	4.0625	0.0
125	123	0	0	4/4	2	1	V(94)			A	I		V(94)		V			94				M	0	0	4, 3, 5	6	4	4	0	4	0.0	0.0	3.0	0.0
125	123	1/2	1/2	4/4	2	1	V|IAC			A	I		V		V					IAC		M	0	0	4, 8, 5		4	4	9	10	0.47368421052631576	0.28125	1.71875	0.140625
127	125	0	0	4/4	2	1	V65/vi			A	I		V65/vi		V		65		vi			Mm7	0	0	11, 8, 5, 7		7	11	0	20	0.0	0.0	4.0625	0.0
129	127	0	0	4/4	2	1	vi(94)			A	I		vi(94)		vi			94				m	0	0	6, 5, 7	8	6	6	0	4	0.0	0.0	3.0	0.0
129	127	1/2	1/2	4/4	2	1	vi|IAC			A	I		vi		vi					IAC		m	0	0	6, 3, 7		6	6	0	3	0.0	0.0	2.0	0.0
