mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	1/2	3/4	2	1	D.I6{					D	I		I6		I		6				{	M	0	0	6, 3, 2		2	6	0	6	0.0	0.0	0.75	0.0
2	1	0	0	3/4	2	1	viio6(2)					D	I		viio6(2)		vii	o	6	2				o	0	0	4, 1, 2		7	4	0	3	0.0	0.0	1.25	0.0
2	1	1/4	1/4	3/4	2	1	viio6					D	I		viio6		vii	o	6					o	0	0	4, 1, 7		7	4	0	1	0.0	0.0	0.25	0.0
2	1	1/2	1/2	3/4	2	1	vi6					D	I		vi6		vi		6					m	0	0	2, 6, 5		5	2	0	6	0.0	0.0	0.75	0.0
3	2	0	0	3/4	2	1	V6(2)					D	I		V6(2)		V		6	2				M	0	0	7, 4, 5		3	7	0	3	0.0	0.0	1.25	0.0
3	2	1/4	1/4	3/4	2	1	V6					D	I		V6		V		6					M	0	0	7, 4, 3		3	7	0	1	0.0	0.0	0.25	0.0
3	2	1/2	1/2	3/4	2	1	IV6					D	I		IV6		IV		6					M	0	0	5, 2, 1		1	5	0	6	0.0	0.0	0.75	0.0
4	3	0	0	3/4	2	1	iii6					D	I		iii6		iii		6					m	0	0	3, 7, 6		6	3	1	3	0.25	0.125	0.625	0.16666666666666666
4	3	1/4	1/4	3/4	2	1	ii6					D	I		ii6		ii		6					m	0	0	1, 5, 4		4	1	1	3	0.25	0.125	0.625	0.16666666666666666
4	3	1/2	1/2	3/4	2	1	I6					D	I		I6		I		6					M	0	0	6, 3, 2		2	6	1	3	0.25	0.125	0.625	0.16666666666666666
5	4	0	0	3/4	2	1	viio6					D	I		viio6		vii	o	6					o	0	0	4, 1, 7		7	4	1	3	0.25	0.0625	0.3125	0.16666666666666666
5	4	1/8	1/8	3/4	2	1	I					D	I		I		I							M	0	0	2, 6, 3		2	2	1	2	0.3333333333333333	0.0625	0.1875	0.25
5	4	1/4	1/4	3/4	2	1	V|HC}					D	I		V		V					HC	}	M	0	0	3, 7, 4		3	3	1	2	0.3333333333333333	0.0	0.5	0.0
5	4	1/2	1/2	3/4	2	1	I6{					D	I		I6		I		6				{	M	0	0	6, 3, 2		2	6	0	6	0.0	0.0	0.75	0.0
6	5	0	0	3/4	2	1	viio6(2)					D	I		viio6(2)		vii	o	6	2				o	0	0	4, 1, 2		7	4	0	3	0.0	0.0	1.25	0.0
6	5	1/4	1/4	3/4	2	1	viio6					D	I		viio6		vii	o	6					o	0	0	4, 1, 7		7	4	0	1	0.0	0.0	0.25	0.0
6	5	1/2	1/2	3/4	2	1	vi6					D	I		vi6		vi		6					m	0	0	2, 6, 5		5	2	0	6	0.0	0.0	0.75	0.0
7	6	0	0	3/4	2	1	V6(2)					D	I		V6(2)		V		6	2				M	0	0	7, 4, 5		3	7	0	3	0.0	0.0	1.25	0.0
