mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/4	2	1	a.i{					a	i		i		i						{	m	1	1	3, 0, 4		3	3	1	5	0.16666666666666666	0.0625	0.8125	0.07142857142857142
2	2	0	0	2/4	2	1	V6					a	i		V6		V		6					M	1	1	8, 5, 4		4	8	2	5	0.2857142857142857	0.125	0.75	0.14285714285714285
3	3	0	0	2/4	2	1	i					a	i		i		i							m	1	1	3, 0, 4		3	3	2	5	0.2857142857142857	0.0625	0.8125	0.07142857142857142
4	4	0	0	2/4	2	1	V6					a	i		V6		V		6					M	1	1	8, 5, 4		4	8	2	5	0.2857142857142857	0.125	0.75	0.14285714285714285
5	5	0	0	2/4	2	1	i					a	i		i		i							m	1	1	3, 0, 4		3	3	3	4	0.42857142857142855	0.1875	0.6875	0.21428571428571427
6	6	0	0	2/4	2	1	VI					a	i		VI		VI							M	1	1	-1, 3, 0		-1	-1	3	4	0.42857142857142855	0.375	0.6875	0.35294117647058826
7	7	0	0	2/4	2	1	iio6					a	i		iio6		ii	o	6					o	1	1	2, -1, 5		5	2	4	4	0.5	0.25	0.75	0.25
8	8	0	0	2/4	2	1	V(4)}					a	i		V(4)		V			4			}	M	1	1	4, 3, 5		4	4	0	3	0.0	0.0	0.5	0.0
8	8	1/4	1/4	2/4	2	1	V|HC					a	i		V		V					HC		M	1	1	4, 8, 5		4	4	2	3	0.4	0.125	0.375	0.25
9	9	0	0	2/4	2	1	i{					a	i		i		i						{	m	1	1	3, 0, 4		3	3	1	5	0.16666666666666666	0.0625	0.8125	0.07142857142857142
10	10	0	0	2/4	2	1	V6					a	i		V6		V		6					M	1	1	8, 5, 4		4	8	2	5	0.2857142857142857	0.125	0.75	0.14285714285714285
11	11	0	0	2/4	2	1	i					a	i		i		i							m	1	1	3, 0, 4		3	3	2	5	0.2857142857142857	0.0625	0.8125	0.07142857142857142
12	12	0	0	2/4	2	1	V6					a	i		V6		V		6					M	1	1	8, 5, 4		4	8	2	5	0.2857142857142857	0.125	0.75	0.14285714285714285
13	13	0	0	2/4	2	1	i					a	i		i		i							m	1	1	3, 0, 4		3	3	2	5	0.2857142857142857	0.25	0.625	0.2857142857142857
14	14	0	0	2/4	2	1	VI(4)					a	i		VI(4)		VI			4				M	1	1	-1, 5, 0		-1	-1	0	3	0.0	0.0	0.5	0.0
14	14	1/4	1/4	2/4	2	1	VI					a	i		VI		VI							M	1	1	-1, 3, 0		-1	-1	0	1	0.0	0.0	0.125	0.0
14	14	3/8	3/8	2/4	2	1	iv					a	i		iv		iv							m	1	1	2, -1, 3		2	2	1	2	0.3333333333333333	0.0625	0.1875	0.25
15	15	0	0	2/4	2	1	V(64)					a	i		V(64)		V			64				M	1	1	4, 3, 0		4	4	2	3	0.4	0.125	0.375	0.25
15	15	1/4	1/4	2/4	2	1	V					a	i		V		V							M	1	1	4, 8, 5		4	4	2	3	0.4	0.125	0.375	0.25
16	16	0	0	2/4	2	1	i(#7)}					a	i		i(#7)		i			#7			}	m	1	1	3, 0, 4	8	3	3	0	3	0.0	0.0	0.5	0.0
16	16	1/4	1/4	2/4	2	1	i|PAC					a	i		i		i					PAC		m	1	1	3, 0, 4		3	3	0	3	0.0	0.0	0.5	0.0
17	17	0	0	2/4	2	1	i{					a	i		i		i						{	m	1	1	3, 0, 4		3	3	1	7	0.125	0.0625	0.875	0.06666666666666667
18	18	0	0	2/4	2	1	V6					a	i		V6		V		6					M	1	1	8, 5, 4		4	8	4	7	0.36363636363636365	0.25	0.625	0.2857142857142857
19	19	0	0	2/4	2	1	i					a	i		i		i							m	1	1	3, 0, 4		3	3	1	8	0.1111111111111111	0.0625	0.875	0.06666666666666667
20	20	0	0	2/4	2	1	V6					a	i		V6		V		6					M	1	1	8, 5, 4		4	8	4	7	0.36363636363636365	0.25	0.625	0.2857142857142857
21	21	0	0	2/4	2	1	i					a	i		i		i							m	1	1	3, 0, 4		3	3	4	5	0.4444444444444444	0.3125	0.5625	0.35714285714285715
22	22	0	0	2/4	2	1	VI					a	i		VI		VI							M	1	1	-1, 3, 0		-1	-1	5	5	0.5	0.4375	0.4375	0.5
23	23	0	0	2/4	2	1	iio6					a	i		iio6		ii	o	6					o	1	1	2, -1, 5		5	2	3	6	0.3333333333333333	0.1875	0.8125	0.1875
24	24	0	0	2/4	2	1	V(4)}					a	i		V(4)		V			4			}	M	1	1	4, 3, 5		4	4	0	3	0.0	0.0	0.5	0.0
24	24	1/4	1/4	2/4	2	1	V|HC					a	i		V		V					HC		M	1	1	4, 8, 5		4	4	2	3	0.4	0.125	0.375	0.25
25	25	0	0	2/4	2	1	i{					a	i		i		i						{	m	1	1	3, 0, 4		3	3	2	6	0.25	0.125	0.75	0.14285714285714285
26	26	0	0	2/4	2	1	V6					a	i		V6		V		6					M	1	1	8, 5, 4		4	8	1	3	0.25	0.03125	0.46875	0.0625
26	26	1/4	1/4	2/4	2	1	V					a	i		V		V							M	1	1	4, 8, 5		4	4	2	3	0.4	0.125	0.375	0.25
27	27	0	0	2/4	2	1	i					a	i		i		i							m	1	1	3, 0, 4		3	3	0	8	0.0	0.0	0.9375	0.0
