mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/4	2	1	C.I	C	I		I		I							M	0	0	0, 4, 1		0	0	4	5	0.4444444444444444	0.125	0.25	0.3333333333333333
1	1	1/4	1/4	2/4	2	1	viio6/V	C	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3	0	6	0.0	0.0	0.5	0.0
2	2	0	0	2/4	2	1	V(4)	C	I		V(4)		V			4				M	0	0	1, 0, 2		1	1	0	4	0.0	0.0	0.375	0.0
2	2	1/4	1/4	2/4	2	1	V64	C	I		V64		V		64					M	0	0	2, 1, 5		1	2	0	3	0.0	0.0	0.375	0.0
3	3	0	0	2/4	2	1	V	C	I		V		V							M	0	0	1, 5, 2		1	1	4	5	0.4444444444444444	0.125	0.25	0.3333333333333333
3	3	1/4	1/4	2/4	2	1	V65	C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5	0	6	0.0	0.0	0.5	0.0
4	4	0	0	2/4	2	1	I	C	I		I		I							M	0	0	0, 4, 1		0	0	3	3	0.5	0.09375	0.28125	0.25
4	4	1/4	1/4	2/4	2	1	I6	C	I		I6		I		6					M	0	0	4, 1, 0		0	4	3	7	0.3	0.09375	0.40625	0.1875
5	5	0	0	2/4	2	1	IV	C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1	1	3	0.25	0.1875	0.1875	0.5
5	5	1/4	1/4	2/4	2	1	V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1	1	4	0.2	0.1875	0.3125	0.375
6	6	0	0	2/4	2	1	I|IAC}	C	I		I		I					IAC	}	M	0	0	0, 4, 1		0	0	5	6	0.45454545454545453	0.2916666666666667	0.3958333333333333	0.42424242424242425
7	7	0	0	2/4	2	1	I{	C	I		I		I						{	M	0	0	0, 4, 1		0	0	4	9	0.3076923076923077	0.125	0.75	0.14285714285714285
8	8	0	0	2/4	2	1	V6	C	I		V6		V		6					M	0	0	5, 2, 1		1	5	4	9	0.3076923076923077	0.125	0.75	0.14285714285714285
9	9	0	0	2/4	2	1	viio6/V	C	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3	2	12	0.14285714285714285	0.0625	0.9375	0.0625
10	10	0	0	2/4	2	1	V	C	I		V		V							M	0	0	1, 5, 2		1	1	2	9	0.18181818181818182	0.15625	0.84375	0.15625
11	11	0	0	2/4	2	1	I	C	I		I		I							M	0	0	0, 4, 1		0	0	2	4	0.3333333333333333	0.125	0.4375	0.2222222222222222
11	11	3/8	3/8	2/4	2	1	V.V6/ii	C	V		V6/ii		V		6		ii			M	0	0	8, 5, 4		4	8	3	2	0.6	0.1875	0.0625	0.75
12	12	0	0	2/4	2	1	V	C	V		V		V							M	0	0	2, 6, 3		2	2	5	4	0.5555555555555556	0.3125	0.375	0.45454545454545453
13	13	0	0	2/4	2	1	iv6	C	V		iv6		iv		6					m	0	0	-3, 1, 0		0	-3	1	3	0.25	0.0625	0.3125	0.16666666666666666
13	13	1/4	1/4	2/4	2	1	IV6	C	V		IV6		IV		6					M	0	0	4, 1, 0		0	4	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
14	14	0	0	2/4	2	1	viio	C	V		viio		vii	o						o	0	0	6, 3, 0		6	6	0	1	0.0	0.0	0.125	0.0
14	14	1/8	1/8	2/4	2	1	IV64	C	V		IV64		IV		64					M	0	0	1, 0, 4		0	1	0	2	0.0	0.0	0.25	0.0
14	14	1/4	1/4	2/4	2	1	#viio/ii	C	V		#viio/ii		#vii	o			ii			o	0	0	8, 5, 2		8	8	0	1	0.0	0.0	0.125	0.0
14	14	3/8	3/8	2/4	2	1	ii	C	V		ii		ii							m	0	0	3, 0, 4		3	3	0	2	0.0	0.0	0.25	0.0
15	15	0	0	2/4	2	1	V	C	V		V		V							M	0	0	2, 6, 3		2	2	4	5	0.4444444444444444	0.125	0.375	0.25
