mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	4.0	0	0	4/4	2	1	F.I{		F	I		I	I						{	M	0	0	0, 4, 1		0	0
2	2	4	2.0	0	0	4/4	2	1	vii%7		F	I		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
2	2	6	2.0	1/2	1/2	4/4	2	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
3	3	8	2.0	0	0	4/4	2	1	ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
3	3	10	1.0	1/2	1/2	4/4	2	1	viio64(2)		F	I		viio64(2)	vii	o	64	2				o	0	0	-1, 0, 2		5	-1
3	3	11	0.5	3/4	3/4	4/4	2	1	viio64		F	I		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
3	3	23/2	0.5	7/8	7/8	4/4	2	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
4	4	12	1.0	0	0	4/4	2	1	V6		F	I		V6	V		6					M	0	0	5, 2, 1		1	5
4	4	13	1.0	1/4	1/4	4/4	2	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
4	4	14	1.0	1/2	1/2	4/4	2	1	V(64)}		F	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
4	4	15	1.0	3/4	3/4	4/4	2	1	V|HC		F	I		V	V					HC		M	0	0	1, 5, 2		1	1
5	5	16	2.0	0	0	4/4	2	1	I{		F	I		I	I						{	M	0	0	0, 4, 1		0	0
5	5	18	2.0	1/2	1/2	4/4	2	1	V7/IV		F	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
6	6	20	1.0	0	0	4/4	2	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
6	6	21	1.0	1/4	1/4	4/4	2	1	V7/IV		F	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
6	6	22	1.0	1/2	1/2	4/4	2	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
6	6	23	1.0	3/4	3/4	4/4	2	1	ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
7	7	24	1.0	0	0	4/4	2	1	#viio6/ii		F	I		#viio6/ii	#vii	o	6		ii			o	0	0	4, 1, 7		7	4
7	7	25	1.0	1/4	1/4	4/4	2	1	#viio/ii		F	I		#viio/ii	#vii	o			ii			o	0	0	7, 4, 1		7	7
7	7	26	1.0	1/2	1/2	4/4	2	1	ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
7	7	27	1.0	3/4	3/4	4/4	2	1	ii2		F	I		ii2	ii		2					mm7	0	0	0, 2, -1, 3		2	0
8	8	28	1.0	0	0	4/4	2	1	viio		F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
8	8	29	1.0	1/4	1/4	4/4	2	1	IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
8	8	30	0.5	1/2	1/2	4/4	2	1	V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	61/2	0.5	5/8	5/8	4/4	2	1	V(64)		F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
8	8	31	0.5	3/4	3/4	4/4	2	1	vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
8	8	63/2	0.5	7/8	7/8	4/4	2	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
9	9	32	1.0	0	0	4/4	2	1	V(6)		F	I		V(6)	V			6				M	0	0	1, 5, 4		1	1
9	9	33	1.0	1/4	1/4	4/4	2	1	V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	9	34	1.0	1/2	1/2	4/4	2	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
9	9	35	0.5	3/4	3/4	4/4	2	1	V6		F	I		V6	V		6					M	0	0	5, 2, 1		1	5
9	9	71/2	0.5	7/8	7/8	4/4	2	1	viio6/V		F	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
10	10	36	2.0	0	0	4/4	2	1	V}		F	I		V	V						}	M	0	0	1, 5, 2		1	1
10	10	38	4.0	1/2	1/2	4/4	2	1	V.I{		F	V		I	I						{	M	0	0	0, 4, 1		0	0
11	11	42	2.0	1/2	1/2	4/4	2	1	vii%7		F	V		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
12	12	44	2.0	0	0	4/4	2	1	I		F	V		I	I							M	0	0	0, 4, 1		0	0
12	12	46	6.0	1/2	1/2	4/4	2	1	I.V2		F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
14	14	52	1.0	0	0	4/4	2	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
14	14	53	1.0	1/4	1/4	4/4	2	1	vi7		F	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
14	14	54	1.0	1/2	1/2	4/4	2	1	ii7		F	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
14	14	55	1.0	3/4	3/4	4/4	2	1	V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
15	15	56	2.0	0	0	4/4	2	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
15	15	58	2.0	1/2	1/2	4/4	2	1	V7/IV		F	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
16	16	60	2.0	0	0	4/4	2	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
16	16	62	2.0	1/2	1/2	4/4	2	1	VI/ii		F	I		VI/ii	VI				ii			M	0	0	-2, 2, -1		-2	-2
17	17	64	1.0	0	0	4/4	2	1	iio/ii		F	I		iio/ii	ii	o			ii			o	0	0	4, 1, -2		4	4
17	17	65	1.0	1/4	1/4	4/4	2	1	iio6/ii		F	I		iio6/ii	ii	o	6		ii			o	0	0	1, -2, 4		4	1
17	17	66	2.0	1/2	1/2	4/4	2	1	V7/ii		F	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
18	18	68	2.0	0	0	4/4	2	1	ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
18	18	70	2.0	1/2	1/2	4/4	2	1	v6/ii	vi	F	I		v6/ii	v		6		ii			m	0	0	0, 4, 3		3	0
19	19	72	1.0	0	0	4/4	2	1	#viio6/vi		F	I		#viio6/vi	#vii	o	6		vi			o	0	0	5, 2, 8		8	5
19	19	73	1.0	1/4	1/4	4/4	2	1	vi}		F	I		vi	vi						}	m	0	0	3, 0, 4		3	3
19	19	74	4.0	1/2	1/2	4/4	2	1	viio7/V/vi{		F	I		viio7/V/vi	vii	o	7		V/vi		{	o7	0	0	9, 6, 3, 0		9	9
20	20	78	2.0	1/2	1/2	4/4	2	1	V(64)/vi		F	I		V(64)/vi	V			64	vi			M	0	0	4, 3, 0		4	4
21	21	80	2.0	0	0	4/4	2	1	V/vi		F	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
21	21	82	2.0	1/2	1/2	4/4	2	1	i/vi|PAC}{		F	I		i/vi	i				vi	PAC	}{	m	0	0	3, 0, 4		3	3
22	22	84	4.0	0	0	4/4	2	1	V/ii		F	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
23	23	88	6.0	0	0	4/4	2	1	V7/ii		F	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
24	24	94	1.0	1/2	1/2	4/4	2	1	ii}		F	I		ii	ii						}	m	0	0	2, -1, 3		2	2
24	24	95	1.0	3/4	3/4	4/4	2	1	V6/v{		F	I		V6/v	V		6		v		{	M	0	0	6, 3, 2		2	6
25	25	96	0.5	0	0	4/4	2	1	v		F	I		v	v							m	0	0	1, -2, 2		1	1
25	25	193/2	2.5	1/8	1/8	4/4	2	1	V6/v		F	I		V6/v	V		6		v			M	0	0	6, 3, 2		2	6
25	25	99	1.0	3/4	3/4	4/4	2	1	V43/v		F	I		V43/v	V		43		v			Mm7	0	0	3, 0, 2, 6		2	3
26	26	100	0.5	0	0	4/4	2	1	v6		F	I		v6	v		6					m	0	0	-2, 2, 1		1	-2
