mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
16	16	63	1.0	3/4	3/4	4/4	2	1		V7		f	v	V	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
17	17	64	2.0	0	0	4/4	2	1		i		f	v	V	i	i							m	1	1	0, -3, 1		0	0
17	17	66	1.0	1/2	1/2	4/4	2	1		V7		f	v	V	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
17	17	67	1.0	3/4	3/4	4/4	2	1		i		f	v	V	i	i							m	1	1	0, -3, 1		0	0
18	18	68	1.0	0	0	4/4	2	1		V(64)		f	v	V	V(64)	V			64				M	1	1	1, 0, -3		1	1
18	18	69	2.0	1/4	1/4	4/4	2	1		V		f	v	V	V	V							M	1	1	1, 5, 2		1	1
18	18	71	1.0	3/4	3/4	4/4	2	1		V7		f	v	V	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
19	19	72	2.0	0	0	4/4	2	1		i		f	v	V	i	i							m	1	1	0, -3, 1		0	0
19	19	74	1.0	1/2	1/2	4/4	2	1		V7		f	v	V	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
19	19	75	1.0	3/4	3/4	4/4	2	1		i		f	v	V	i	i							m	1	1	0, -3, 1		0	0
20	20	76	1.75	0	0	4/4	2	1		V]|HC}		f	v	V	V	V					HC	}	M	1	1	1, 5, 2		1	1
20	20	311/4	9.25	7/16	7/16	4/4	2	1		#viio2{		f	v		#viio2	#vii	o	2				{	o7	1	1	-4, 5, 2, -1		5	-4
22	22	87	1.0	3/4	3/4	4/4	2	1		V65		f	v		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
23	23	88	4.0	0	0	4/4	2	1		i		f	v		i	i							m	1	1	0, -3, 1		0	0
24	24	92	2.0	0	0	4/4	2	1		viio7/V		f	v		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
24	24	94	1.0	1/2	1/2	4/4	2	1		V		f	v		V	V							M	1	1	1, 5, 2		1	1
24	24	95	1.0	3/4	3/4	4/4	2	1		#viio7		f	v		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
25	25	96	1.0	0	0	4/4	2	1		i		f	v		i	i							m	1	1	0, -3, 1		0	0
25	25	97	1.0	1/4	1/4	4/4	2	1		iv		f	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
25	25	98	1.0	1/2	1/2	4/4	2	1		V(64)		f	v		V(64)	V			64				M	1	1	1, 0, -3		1	1
25	25	99	1.0	3/4	3/4	4/4	2	1		V		f	v		V	V							M	1	1	1, 5, 2		1	1
26	26	100	6.0	0	0	4/4	2	1		i|PAC}{		f	v		i	i					PAC	}{	m	1	1	0, -3, 1		0	0
27	27	106	2.0	1/2	1/2	4/4	2	1		VI		f	v		VI	VI							M	1	1	-4, 0, -3		-4	-4
28	28	108	2.0	0	0	4/4	2	1		iio6		f	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
28	28	110	2.0	1/2	1/2	4/4	2	1		V		f	v		V	V							M	1	1	1, 5, 2		1	1
29	29	112	6.0	0	0	4/4	2	1		i		f	v		i	i							m	1	1	0, -3, 1		0	0
30	30	118	2.0	1/2	1/2	4/4	2	1		VI		f	v		VI	VI							M	1	1	-4, 0, -3		-4	-4
31	31	120	4.0	0	0	4/4	2	1		V65/V		f	v		V65/V	V		65		V			Mm7	1	1	6, 3, 0, 2		2	6
32	32	124	2.0	0	0	4/4	2	1		#viio64	V2	f	v		#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1
32	32	126	1.0	1/2	1/2	4/4	2	1		i6		f	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
32	32	127	1.0	3/4	3/4	4/4	2	1		#viio6		f	v		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
33	33	128	1.0	0	0	4/4	2	1		i		f	v		i	i							m	1	1	0, -3, 1		0	0
33	33	129	1.0	1/4	1/4	4/4	2	1		iio6		f	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
33	33	130	1.0	1/2	1/2	4/4	2	1		V(^4)		f	v		V(^4)	V			^4				M	1	1	1, 5, 0		1	1
33	33	131	1.0	3/4	3/4	4/4	2	1		V		f	v		V	V							M	1	1	1, 5, 2		1	1
34	34			0	0	4/4	2	1	1	i|PAC}		f	v		i	i					PAC	}	m	1	1	0, -3, 1		0	0
34	34			1/2	1/2	4/4	2	1	1	V/iv		f	v		V/iv	V				iv			M	1	1	0, 4, 1		0	0
35	34	132	2.0	0	0	4/4	2	1	2	i|PAC}		f	v		i	i					PAC	}	m	1	1	0, -3, 1		0	0
35	34	134	2.0	1/2	1/2	4/4	2	1	2	V/VI		f	v		V/VI	V				VI			M	1	1	-3, 1, -2		-3	-3
36	35	136	4.0	0	0	4/4	2	1		III.I{		f	III		I	I						{	M	1	0	0, 4, 1		0	0
37	36	140	2.0	0	0	4/4	2	1		V6		f	III		V6	V		6					M	1	0	5, 2, 1		1	5
37	36	142	2.0	1/2	1/2	4/4	2	1		V		f	III		V	V							M	1	0	1, 5, 2		1	1
38	37	144	4.0	0	0	4/4	2	1		I		f	III		I	I							M	1	0	0, 4, 1		0	0
39	38	148	2.0	0	0	4/4	2	1		V6		f	III		V6	V		6					M	1	0	5, 2, 1		1	5
39	38	150	2.0	1/2	1/2	4/4	2	1		V		f	III		V	V							M	1	0	1, 5, 2		1	1
40	39	152	4.0	0	0	4/4	2	1		I		f	III		I	I							M	1	0	0, 4, 1		0	0
41	40	156	4.0	0	0	4/4	2	1		iio64/ii		f	III		iio64/ii	ii	o	64		ii			o	1	0	-2, 4, 1		4	-2
42	41	160	4.0	0	0	4/4	2	1		V7/ii		f	III		V7/ii	V		7		ii			Mm7	1	0	3, 7, 4, 1		3	3
43	42	164	4.0	0	0	4/4	2	1		ii		f	III		ii	ii							m	1	0	2, -1, 3		2	2
44	43	168	4.0	0	0	4/4	2	1		iio64/iii		f	III		iio64/iii	ii	o	64		iii			o	1	0	0, 6, 3		6	0
45	44	172	4.0	0	0	4/4	2	1		V7/iii		f	III		V7/iii	V		7		iii			Mm7	1	0	5, 9, 6, 3		5	5
46	45	176	3.0	0	0	4/4	2	1		iii}{		f	III		iii	iii						}{	m	1	0	4, 1, 5		4	4
46	45	179	1.0	3/4	3/4	4/4	2	1		iii2		f	III		iii2	iii		2					mm7	1	0	2, 4, 1, 5		4	2
47	46	180	4.0	0	0	4/4	2	1		V65/ii		f	III		V65/ii	V		65		ii			Mm7	1	0	7, 4, 1, 3		3	7
48	47	184	3.0	0	0	4/4	2	1		ii		f	III		ii	ii							m	1	0	2, -1, 3		2	2
48	47	187	1.0	3/4	3/4	4/4	2	1		ii2		f	III		ii2	ii		2					mm7	1	0	0, 2, -1, 3		2	0
49	48	188	4.0	0	0	4/4	2	1		V65		f	III		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
50	49	192	3.0	0	0	4/4	2	1		i		f	III		i	i							m	1	0	0, -3, 1		0	0
50	49	195	1.0	3/4	3/4	4/4	2	1		V43/i		f	III		V43/i	V		43		i			Mm7	1	0	2, -1, 1, 5		1	2
51	50	196	2.0	0	0	4/4	2	1		i6		f	III		i6	i		6					m	1	0	-3, 1, 0		0	-3
51	50	198	2.0	1/2	1/2	4/4	2	1		V65/i		f	III		V65/i	V		65		i			Mm7	1	0	5, 2, -1, 1		1	5
52	51	200	3.0	0	0	4/4	2	1		i		f	III		i	i							m	1	0	0, -3, 1		0	0
52	51	203	1.0	3/4	3/4	4/4	2	1		V43/i		f	III		V43/i	V		43		i			Mm7	1	0	2, -1, 1, 5		1	2
53	52	204	2.0	0	0	4/4	2	1		i6		f	III		i6	i		6					m	1	0	-3, 1, 0		0	-3
53	52	206	2.0	1/2	1/2	4/4	2	1		V65/i		f	III		V65/i	V		65		i			Mm7	1	0	5, 2, -1, 1		1	5
54	53	208	1.0	0	0	4/4	2	1		i		f	III		i	i							m	1	0	0, -3, 1		0	0
54	53	209	2.0	1/4	1/4	4/4	2	1		bVI6		f	III		bVI6	bVI		6					M	1	0	0, -3, -4		-4	0
54	53	211	1.0	3/4	3/4	4/4	2	1		V43/bVI		f	III		V43/bVI	V		43		bVI			Mm7	1	0	-2, -5, -3, 1		-3	-2
55	54	212	1.0	0	0	4/4	2	1		bVI		f	III		bVI	bVI							M	1	0	-4, 0, -3		-4	-4
55	54	213	2.0	1/4	1/4	4/4	2	1		bVI6		f	III		bVI6	bVI		6					M	1	0	0, -3, -4		-4	0
55	54	215	1.0	3/4	3/4	4/4	2	1		V43/bVI		f	III		V43/bVI	V		43		bVI			Mm7	1	0	-2, -5, -3, 1		-3	-2
56	55	216	10.0	0	0	4/4	2	1		bVI}{		f	III		bVI	bVI						}{	M	1	0	-4, 0, -3		-4	-4
58	57	226	2.0	1/2	1/2	4/4	2	1		bVI2		f	III		bVI2	bVI		2					Mm7	1	0	-6, -4, 0, -3		-4	-6
59	58	228	4.0	0	0	4/4	2	1		vio2		f	III		vio2	vi	o	2					o7	1	0	-6, 3, 0, -3		3	-6
60	59	232	4.0	0	0	4/4	2	1		i.iv6		f	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
61	60	236	4.0	0	0	4/4	2	1		i64		f	i		i64	i		64					m	1	1	1, 0, -3		0	1
62	61	240	4.0	0	0	4/4	2	1		viio7/V		f	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
63	62	244	4.0	0	0	4/4	2	1		V7		f	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
64	63	248	4.0	0	0	4/4	2	1		V(64)		f	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
65	64	252	4.0	0	0	4/4	2	1		#viio7		f	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
66	65	256	4.0	0	0	4/4	2	1		i}{		f	i		i	i						}{	m	1	1	0, -3, 1		0	0
67	66	260	2.0	0	0	4/4	2	1		V6		f	i		V6	V		6					M	1	1	5, 2, 1		1	5
67	66	262	2.0	1/2	1/2	4/4	2	1		V		f	i		V	V							M	1	1	1, 5, 2		1	1
68	67	264	4.0	0	0	4/4	2	1		i		f	i		i	i							m	1	1	0, -3, 1		0	0
69	68	268	2.0	0	0	4/4	2	1		V6		f	i		V6	V		6					M	1	1	5, 2, 1		1	5
69	68	270	2.0	1/2	1/2	4/4	2	1		V		f	i		V	V							M	1	1	1, 5, 2		1	1
70	69	272	4.0	0	0	4/4	2	1		i		f	i		i	i							m	1	1	0, -3, 1		0	0
71	70	276	4.0	0	0	4/4	2	1		V6/III		f	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2	2
72	71	280	1.0	0	0	4/4	2	1		III(^2)		f	i		III(^2)	III			^2				M	1	1	-3, -1, -2		-3	-3
72	71	281	1.0	1/4	1/4	4/4	2	1		III	i6	f	i		III	III							M	1	1	-3, 1, -2		-3	-3
72	71	282	2.0	1/2	1/2	4/4	2	1		iv	iio6	f	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
73	72	284	1.0	0	0	4/4	2	1		V[V(4)}{		f	i	V	V(4)	V			4			}{	M	1	1	1, 0, 2		1	1
73	72	285	2.0	1/4	1/4	4/4	2	1		V		f	i	V	V	V							M	1	1	1, 5, 2		1	1
73	72	287	1.0	3/4	3/4	4/4	2	1		V7		f	i	V	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
74	73	288	2.0	0	0	4/4	2	1		i		f	i	V	i	i							m	1	1	0, -3, 1		0	0
74	73	290	1.0	1/2	1/2	4/4	2	1		V7		f	i	V	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
74	73	291	1.0	3/4	3/4	4/4	2	1		i		f	i	V	i	i							m	1	1	0, -3, 1		0	0
75	74	292	1.0	0	0	4/4	2	1		V(64)		f	i	V	V(64)	V			64				M	1	1	1, 0, -3		1	1
75	74	293	2.0	1/4	1/4	4/4	2	1		V		f	i	V	V	V							M	1	1	1, 5, 2		1	1
75	74	295	1.0	3/4	3/4	4/4	2	1		V7		f	i	V	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
76	75	296	2.0	0	0	4/4	2	1		i		f	i	V	i	i							m	1	1	0, -3, 1		0	0
76	75	298	1.0	1/2	1/2	4/4	2	1		V7		f	i	V	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
76	75	299	1.0	3/4	3/4	4/4	2	1		i		f	i	V	i	i							m	1	1	0, -3, 1		0	0
77	76	300	1.75	0	0	4/4	2	1		V]|HC}		f	i	V	V	V					HC	}	M	1	1	1, 5, 2		1	1
77	76	1207/4	9.25	7/16	7/16	4/4	2	1		#viio2{		f	i		#viio2	#vii	o	2				{	o7	1	1	-4, 5, 2, -1		5	-4
79	78	311	1.0	3/4	3/4	4/4	2	1		V65		f	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
80	79	312	4.0	0	0	4/4	2	1		i		f	i		i	i							m	1	1	0, -3, 1		0	0
81	80	316	2.0	0	0	4/4	2	1		viio7/V		f	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
81	80	318	1.0	1/2	1/2	4/4	2	1		V		f	i		V	V							M	1	1	1, 5, 2		1	1
81	80	319	1.0	3/4	3/4	4/4	2	1		#viio7		f	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
82	81	320	1.0	0	0	4/4	2	1		i		f	i		i	i							m	1	1	0, -3, 1		0	0
82	81	321	1.0	1/4	1/4	4/4	2	1		iv		f	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
82	81	322	1.0	1/2	1/2	4/4	2	1		V(64)		f	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
82	81	323	1.0	3/4	3/4	4/4	2	1		V		f	i		V	V							M	1	1	1, 5, 2		1	1
83	82	324	6.0	0	0	4/4	2	1		i|PAC}{		f	i		i	i					PAC	}{	m	1	1	0, -3, 1		0	0
84	83	330	2.0	1/2	1/2	4/4	2	1		VI		f	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
85	84	332	2.0	0	0	4/4	2	1		iio6		f	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
85	84	334	2.0	1/2	1/2	4/4	2	1		V		f	i		V	V							M	1	1	1, 5, 2		1	1
86	85	336	6.0	0	0	4/4	2	1		i		f	i		i	i							m	1	1	0, -3, 1		0	0
87	86	342	2.0	1/2	1/2	4/4	2	1		VI		f	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
88	87	344	4.0	0	0	4/4	2	1		V65/V		f	i		V65/V	V		65		V			Mm7	1	1	6, 3, 0, 2		2	6
89	88	348	2.0	0	0	4/4	2	1		#viio64	V2	f	i		#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1
89	88	350	1.0	1/2	1/2	4/4	2	1		i6		f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
89	88	351	1.0	3/4	3/4	4/4	2	1		#viio6		f	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
90	89	352	1.0	0	0	4/4	2	1		i		f	i		i	i							m	1	1	0, -3, 1		0	0
90	89	353	1.0	1/4	1/4	4/4	2	1		iio6		f	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
90	89	354	1.0	1/2	1/2	4/4	2	1		V(^4)		f	i		V(^4)	V			^4				M	1	1	1, 5, 0		1	1
90	89	355	1.0	3/4	3/4	4/4	2	1		V		f	i		V	V							M	1	1	1, 5, 2		1	1
91	90			0	0	4/4	2	1	1	i|PAC}		f	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
91	90			1/2	1/2	4/4	2	1	1	V/III		f	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
92	90	356	4.0	0	0	4/4	2	1	2	i|PAC}		f	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
