mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	5.0	0	0	3/4	2	1	G.I{	G	I		I	I						{	M	0	0	0, 4, 1		0	0
2	2	5	1.0	1/2	1/2	3/4	2	1	I(94)	G	I		I(94)	I			94				M	0	0	0, -1, 1	2	0	0
3	3	6	1.0	0	0	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
3	3	7	5.0	1/4	1/4	3/4	2	1	IV64	G	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
5	5	12	2.0	0	0	3/4	2	1	IV64(4)	G	I		IV64(4)	IV		64	4				M	0	0	0, -1, 5		-1	0
5	5	14	1.0	1/2	1/2	3/4	2	1	IV64	G	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
6	6	15	3.0	0	0	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
7	7	18	1.0	0	0	3/4	2	1	ii6(9^7)	G	I		ii6(9^7)	ii		6	9^7				m	0	0	-1, 3, 0	4	2	-1
7	7	19	1.0	1/4	1/4	3/4	2	1	ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
7	7	20	1.0	1/2	1/2	3/4	2	1	vii%7/V	G	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
8	8	21	1.0	0	0	3/4	2	1	V(64)}	G	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
8	8	22	2.0	1/4	1/4	3/4	2	1	V|HC	G	I		V	V					HC		M	0	0	1, 5, 2		1	1
9	9	24	7.0	0	0	3/4	2	1	I{	G	I		I	I						{	M	0	0	0, 4, 1		0	0
11	11	31	5.0	1/4	1/4	3/4	2	1	IV64	G	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
13	13	36	2.0	0	0	3/4	2	1	IV64(4)	G	I		IV64(4)	IV		64	4				M	0	0	0, -1, 5		-1	0
13	13	38	1.0	1/2	1/2	3/4	2	1	IV64	G	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
14	14	39	3.0	0	0	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
15	15	42	1.0	0	0	3/4	2	1	IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
15	15	43	2.0	1/4	1/4	3/4	2	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
16	16	45	8.0	0	0	3/4	2	1	I|PAC}	G	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
17	17	48	0.0	0	0	3/4	2	1	{	G	I									{		0	0				
18	18	53	1.0	1/2	1/2	3/4	2	1	I(94)	G	I		I(94)	I			94				M	0	0	0, -1, 1	2	0	0
19	19	54	1.0	0	0	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
19	19	55	8.0	1/4	1/4	3/4	2	1	IV64	G	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
22	22	63	3.0	0	0	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
23	23	66	1.0	0	0	3/4	2	1	ii6(119)	G	I		ii6(119)	ii		6	119				m	0	0	-1, 3, 2	1, 4	2	-1
23	23	67	1.0	1/4	1/4	3/4	2	1	ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
23	23	68	1.0	1/2	1/2	3/4	2	1	vii%7/V	G	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
24	24	69	1.0	0	0	3/4	2	1	V(64)}	G	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
24	24	70	2.0	1/4	1/4	3/4	2	1	V|HC	G	I		V	V					HC		M	0	0	1, 5, 2		1	1
25	25	72	5.0	0	0	3/4	2	1	I{	G	I		I	I						{	M	0	0	0, 4, 1		0	0
26	26	77	1.0	1/2	1/2	3/4	2	1	I(94)	G	I		I(94)	I			94				M	0	0	0, -1, 1	2	0	0
27	27	78	1.0	0	0	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
27	27	79	8.0	1/4	1/4	3/4	2	1	IV64	G	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
30	30	87	3.0	0	0	3/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
31	31	90	1.0	0	0	3/4	2	1	IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
31	31	91	2.0	1/4	1/4	3/4	2	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
32	32	93	4.0	0	0	3/4	2	1	I|PAC}	G	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
33	33	96	0.0	0	0	3/4	2	1	{	G	I									{		0	0				
33	33	97	2.0	1/4	1/4	3/4	2	1	V.ii6	G	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
34	34	99	2.0	0	0	3/4	2	1	V2(4)	G	V		V2(4)	V		2	4				Mm7	0	0	-1, 1, 0, 2		1	-1
34	34	101	1.0	1/2	1/2	3/4	2	1	V2	G	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
35	35	102	3.0	0	0	3/4	2	1	I6	G	V		I6	I		6					M	0	0	4, 1, 0		0	4
36	36	105	2.0	0	0	3/4	2	1	IVM2(4)	G	V		IVM2(4)	IV	M	2	4				MM7	0	0	4, -1, 5, 0		-1	4
36	36	107	1.0	1/2	1/2	3/4	2	1	IVM2	G	V		IVM2	IV	M	2					MM7	0	0	4, -1, 3, 0		-1	4
37	37	108	1.0	0	0	3/4	2	1	ii	G	V		ii	ii							m	0	0	2, -1, 3		2	2
37	37	109	2.0	1/4	1/4	3/4	2	1	vii%7	G	V		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
38	38	111	4.0	0	0	3/4	2	1	I	G	V		I	I							M	0	0	0, 4, 1		0	0
39	39	115	1.0	1/4	1/4	3/4	2	1	IV	G	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
39	39	116	1.0	1/2	1/2	3/4	2	1	ii	G	V		ii	ii							m	0	0	2, -1, 3		2	2
40	40	117	1.0	0	0	3/4	2	1	V(4)}	G	V		V(4)	V			4			}	M	0	0	1, 0, 2		1	1
40	40	118	2.0	1/4	1/4	3/4	2	1	V|HC	G	V		V	V					HC		M	0	0	1, 5, 2		1	1
41	41	120	5.0	0	0	3/4	2	1	I{	G	V		I	I						{	M	0	0	0, 4, 1		0	0
42	42	125	1.0	1/2	1/2	3/4	2	1	I(94)	G	V		I(94)	I			94				M	0	0	0, -1, 1	2	0	0
43	43	126	1.0	0	0	3/4	2	1	I	G	V		I	I							M	0	0	0, 4, 1		0	0
43	43	127	5.0	1/4	1/4	3/4	2	1	IV64	G	V		IV64	IV		64					M	0	0	0, -1, 3		-1	0
45	45	132	2.0	0	0	3/4	2	1	IV64(4)	G	V		IV64(4)	IV		64	4				M	0	0	0, -1, 5		-1	0
45	45	134	1.0	1/2	1/2	3/4	2	1	IV64	G	V		IV64	IV		64					M	0	0	0, -1, 3		-1	0
46	46	135	3.0	0	0	3/4	2	1	I	G	V		I	I							M	0	0	0, 4, 1		0	0
47	47	138	1.0	0	0	3/4	2	1	IV	G	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
47	47	139	2.0	1/4	1/4	3/4	2	1	V	G	V		V	V							M	0	0	1, 5, 2		1	1
48	48	141	3.0	0	0	3/4	2	1	I[I|PAC}{	G	V	I	I	I					PAC	}{	M	0	0	0, 4, 1		0	0
49	49	144	1.0	0	0	3/4	2	1	IV	G	V	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
49	49	145	1.0	1/4	1/4	3/4	2	1	I	G	V	I	I	I							M	0	0	0, 4, 1		0	0
49	49	146	1.0	1/2	1/2	3/4	2	1	ii	G	V	I	ii	ii							m	0	0	2, -1, 3		2	2
50	50	147	1.0	0	0	3/4	2	1	I(^2)	G	V	I	I(^2)	I			^2				M	0	0	0, 2, 1		0	0
