mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	2.5	0	7/8	4/4	2	1	F.I{	F	I		I		I						{	M	0	0	0, 4, 1		0	0
2	1	5/2	0.5	1/2	1/2	4/4	2	1	V65	F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
2	1	3	1.0	5/8	5/8	4/4	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
2	1	4	0.5	7/8	7/8	4/4	2	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
3	2	9/2	1.0	0	0	4/4	2	1	ii6	F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
3	2	11/2	1.0	1/4	1/4	4/4	2	1	viio6/IV	F	I		viio6/IV		vii	o	6		IV			o	0	0	1, -2, 4		4	1
3	2	13/2	1.0	1/2	1/2	4/4	2	1	IV6	F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
3	2	15/2	1.0	3/4	3/4	4/4	2	1	V65/IV	F	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
4	3	17/2	1.0	0	0	4/4	2	1	IV	F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
4	3	19/2	1.0	1/4	1/4	4/4	2	1	V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	3	21/2	3.0	1/2	1/2	4/4	2	1	I|IAC}	F	I		I		I					IAC	}	M	0	0	0, 4, 1		0	0
4	3	12	0.0	7/8	7/8	4/4	2	1	{	F	I										{		0	0				
5	4	27/2	2.0	1/4	1/4	4/4	2	1	V6	F	I		V6		V		6					M	0	0	5, 2, 1		1	5
5	4	31/2	0.5	3/4	3/4	4/4	2	1	V.viio6	F	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
5	4	16	0.5	7/8	7/8	4/4	2	1	viio	F	V		viio		vii	o						o	0	0	5, 2, -1		5	5
6	5	33/2	0.5	0	0	4/4	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
6	5	17	0.5	1/8	1/8	4/4	2	1	I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
6	5	35/2	0.5	1/4	1/4	4/4	2	1	IV(^2)	F	V		IV(^2)		IV			^2				M	0	0	-1, 1, 0		-1	-1
6	5	18	0.5	3/8	3/8	4/4	2	1	IV	F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
6	5	37/2	1.0	1/2	1/2	4/4	2	1	V(64)	F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
6	5	39/2	1.0	3/4	3/4	4/4	2	1	V|HC}	F	V		V		V					HC	}	M	0	0	1, 5, 2		1	1
7	6	41/2	2.0	0	0	4/4	2	1	I6{	F	V		I6		I		6				{	M	0	0	4, 1, 0		0	4
7	6	45/2	0.5	1/2	1/2	4/4	2	1	viio6	F	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
7	6	23	0.5	5/8	5/8	4/4	2	1	viio	F	V		viio		vii	o						o	0	0	5, 2, -1		5	5
7	6	47/2	0.5	3/4	3/4	4/4	2	1	I(4)	F	V		I(4)		I			4				M	0	0	0, -1, 1		0	0
7	6	24	2.5	7/8	7/8	4/4	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
8	7	53/2	0.5	1/2	1/2	4/4	2	1	V6	F	V		V6		V		6					M	0	0	5, 2, 1		1	5
8	7	27	0.5	5/8	5/8	4/4	2	1	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	7	55/2	0.5	3/4	3/4	4/4	2	1	I(4)	F	V		I(4)		I			4				M	0	0	0, -1, 1		0	0
8	7	28	0.5	7/8	7/8	4/4	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
9	8	57/2	1.0	0	0	4/4	2	1	IV	F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
