mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
20	20	77/2	0.5	1/8	1/8	2/4	2	1		ii6		F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
20	20	39	0.5	1/4	1/4	2/4	2	1		V(^4)		F	V		V(^4)		V			^4				M	0	0	1, 5, 0		1	1
20	20	79/2	0.5	3/8	3/8	2/4	2	1		V		F	V		V		V							M	0	0	1, 5, 2		1	1
21	21	40	2.0	0	0	2/4	2	1		I|PAC}{		F	V		I		I					PAC	}{	M	0	0	0, 4, 1		0	0
22	22	42	2.0	0	0	2/4	2	1		V65		F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
23	23	44	2.0	0	0	2/4	2	1		I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4
24	24	46	1.0	0	0	2/4	2	1		V65		F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
24	24	47	1.0	1/4	1/4	2/4	2	1		I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4
25	25	48	1.0	0	0	2/4	2	1		V65		F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
25	25	49	1.0	1/4	1/4	2/4	2	1		I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4
26	26	50	0.5	0	0	2/4	2	1		V2		F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
26	26	101/2	1.0	1/8	1/8	2/4	2	1		IM65		F	V		IM65		I	M	65					MM7	0	0	4, 1, 5, 0		0	4
26	26	103/2	0.5	3/8	3/8	2/4	2	1		vii%43		F	V		vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
27	27	52	0.5	0	0	2/4	2	1		IM65		F	V		IM65		I	M	65					MM7	0	0	4, 1, 5, 0		0	4
27	27	105/2	1.5	1/8	1/8	2/4	2	1		I		F	V		I		I							M	0	0	0, 4, 1		0	0
28	28	54	1.0	0	0	2/4	2	1		IV		F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
28	28	55	1.0	1/4	1/4	2/4	2	1		V7		F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
29	29			0	0	2/4	2	1	1	I}{		F	V		I		I						}{	M	0	0	0, 4, 1		0	0
29	29			1/8	1/8	2/4	2	1	1	I.V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
29	29			3/8	3/8	2/4	2	1	1	V2		F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
30	30			0	0	2/4	2	2	1	I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
30	30			1/8	1/8	2/4	2	2	1	V65		F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
30	30			1/4	1/4	2/4	2	2	1	I[I		F	I	I	I		I							M	0	0	0, 4, 1		0	0
30	30			3/8	3/8	2/4	2	2	1	V2		F	I	I	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
31	31			1/8	1/8	2/4	2	2	1	I]		F	I	I	I		I							M	0	0	0, 4, 1		0	0
31	31			1/4	1/4	2/4	2	2	1	V65		F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
32	29	56	2.0	0	0	2/4	2	2	2	I}		F	V		I		I						}	M	0	0	0, 4, 1		0	0
32	29	57	0.0	1/4	1/4	2/4	2	2	2	|PAC		F	V									PAC			0	0				
33	30	58	1.0	0	0	2/4	2	1		V7/ii{		F	V		V7/ii		V		7		ii		{	Mm7	0	0	3, 7, 4, 1		3	3
33	30	59	0.5	1/4	1/4	2/4	2	1		IV6	ii64	F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
33	30	119/2	0.5	3/8	3/8	2/4	2	1		ii.iv7		F	ii		iv7		iv		7					mm7	0	1	-1, -4, 0, -3		-1	-1
34	31	60	1.0	0	0	2/4	2	1		V(64)		F	ii		V(64)		V			64				M	0	1	1, 0, -3		1	1
34	31	61	0.875	1/4	1/4	2/4	2	1		V		F	ii		V		V							M	0	1	1, 5, 2		1	1
34	31	495/8	0.125	15/32	15/32	2/4	2	1		i6		F	ii		i6		i		6					m	0	1	-3, 1, 0		0	-3
35	32	62	0.5	0	0	2/4	2	1		iv		F	ii		iv		iv							m	0	1	-1, -4, 0		-1	-1
35	32	125/2	0.5	1/8	1/8	2/4	2	1		iio		F	ii		iio		ii	o						o	0	1	2, -1, -4		2	2
35	32	63	0.5	1/4	1/4	2/4	2	1		V(4)		F	ii		V(4)		V			4				M	0	1	1, 0, 2		1	1
35	32	127/2	0.5	3/8	3/8	2/4	2	1		V7		F	ii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
36	33	64	2.0	0	0	2/4	2	1		i|IAC}{		F	ii		i		i					IAC	}{	m	0	1	0, -3, 1		0	0
37	34	66	2.0	0	0	2/4	2	1		V65		F	ii		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
38	35	68	2.0	0	0	2/4	2	1		i6		F	ii		i6		i		6					m	0	1	-3, 1, 0		0	-3
39	36	70	1.0	0	0	2/4	2	1		V65		F	ii		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
39	36	71	1.0	1/4	1/4	2/4	2	1		i6		F	ii		i6		i		6					m	0	1	-3, 1, 0		0	-3
40	37	72	1.0	0	0	2/4	2	1		V65		F	ii		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
40	37	73	1.0	1/4	1/4	2/4	2	1		i6		F	ii		i6		i		6					m	0	1	-3, 1, 0		0	-3
41	38	74	1.0	0	0	2/4	2	1		iv		F	ii		iv		iv							m	0	1	-1, -4, 0		-1	-1
41	38	75	1.0	1/4	1/4	2/4	2	1		VII6		F	ii		VII6		VII		6					M	0	1	2, -1, -2		-2	2
42	39	76	1.0	0	0	2/4	2	1		III		F	ii		III		III							M	0	1	-3, 1, -2		-3	-3
42	39	77	1.0	1/4	1/4	2/4	2	1		VI		F	ii		VI		VI							M	0	1	-4, 0, -3		-4	-4
43	40	78	1.0	0	0	2/4	2	1		iio		F	ii		iio		ii	o						o	0	1	2, -1, -4		2	2
43	40	79	1.0	1/4	1/4	2/4	2	1		V65		F	ii		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
44	41	80	1.0	0	0	2/4	2	1		i		F	ii		i		i							m	0	1	0, -3, 1		0	0
44	41	81	1.0	1/4	1/4	2/4	2	1		V2/iv		F	ii		V2/iv		V		2		iv			Mm7	0	1	-2, 0, 4, 1		0	-2
45	42	82	1.0	0	0	2/4	2	1		IVM65		F	ii		IVM65		IV	M	65					MM7	0	1	3, 0, 4, -1		-1	3
45	42	83	1.0	1/4	1/4	2/4	2	1		Ger65		F	ii		Ger65	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
46	43	84	1.0	0	0	2/4	2	1		V|HC}		F	ii		V		V					HC	}	M	0	1	1, 5, 2		1	1
46	43	85	3.0	1/4	1/4	2/4	2	1		#viio2{		F	ii		#viio2		#vii	o	2				{	o7	0	1	-4, 5, 2, -1		5	-4
48	45	88	2.0	0	0	2/4	2	1		viio6/V		F	ii		viio6/V		vii	o	6		V			o	0	1	3, 0, 6		6	3
49	46	90	1.5	0	0	2/4	2	1		V(64)		F	ii		V(64)		V			64				M	0	1	1, 0, -3		1	1
49	46	183/2	0.5	3/8	3/8	2/4	2	1		V7		F	ii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
50	47	92	1.5	0	0	2/4	2	1		i|PAC}{		F	ii		i		i					PAC	}{	m	0	1	0, -3, 1		0	0
50	47	187/2	0.5	3/8	3/8	2/4	2	1		V7		F	ii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
51	48	94	1.5	0	0	2/4	2	1		i		F	ii		i		i							m	0	1	0, -3, 1		0	0
51	48	191/2	0.5	3/8	3/8	2/4	2	1		I.V65		F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
52	49	96	1.5	0	0	2/4	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
52	49	195/2	0.5	3/8	3/8	2/4	2	1		V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
53	50	98	1.5	0	0	2/4	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
53	50	199/2	0.5	3/8	3/8	2/4	2	1		V65/V		F	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
54	51	100	2.0	0	0	2/4	2	1		V7}		F	I		V7		V		7				}	Mm7	0	0	1, 5, 2, -1		1	1
54	51	101	0.0	1/4	1/4	2/4	2	1		|HC		F	I									HC			0	0				
55	52	102	1.0	0	0	2/4	2	1		I{		F	I		I		I						{	M	0	0	0, 4, 1		0	0
55	52	103	1.0	1/4	1/4	2/4	2	1		V65		F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
56	53	104	2.0	0	0	2/4	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
57	54	106	0.5	0	0	2/4	2	1		ii65		F	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
57	54	213/2	0.5	1/8	1/8	2/4	2	1		V65/V		F	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
57	54	107	1.0	1/4	1/4	2/4	2	1		V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
58	55	108	2.0	0	0	2/4	2	1		I|IAC}		F	I		I		I					IAC	}	M	0	0	0, 4, 1		0	0
59	56	110	1.0	0	0	2/4	2	1		IV{		F	I		IV		IV						{	M	0	0	-1, 3, 0		-1	-1
59	56	111	1.0	1/4	1/4	2/4	2	1		ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
60	57	112	1.0	0	0	2/4	2	1		V64(6)/iii		F	I		V64(6)/iii		V		64	6	iii			M	0	0	1, 5, 9		5	1
60	57	113	1.0	1/4	1/4	2/4	2	1		iii6		F	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
61	58	114	1.0	0	0	2/4	2	1		IV6		F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
61	58	115	1.0	1/4	1/4	2/4	2	1		V6		F	I		V6		V		6					M	0	0	5, 2, 1		1	5
62	59	116	1.0	0	0	2/4	2	1		vi6		F	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
62	59	117	1.0	1/4	1/4	2/4	2	1		viio6		F	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
63	60	118	1.0	0	0	2/4	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
63	60	119	1.0	1/4	1/4	2/4	2	1		IV		F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
64	61	120	1.875	0	0	2/4	2	1		V}		F	I		V		V						}	M	0	0	1, 5, 2		1	1
64	61	121	0.0	1/4	1/4	2/4	2	1		|HC		F	I									HC			0	0				
64	61	975/8	0.125	15/32	15/32	2/4	2	1		V65		F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
65	62	122	1.0	0	0	2/4	2	1		I{		F	I		I		I						{	M	0	0	0, 4, 1		0	0
65	62	123	1.0	1/4	1/4	2/4	2	1		V65/vi		F	I		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
66	63	124	1.875	0	0	2/4	2	1		vi		F	I		vi		vi							m	0	0	3, 0, 4		3	3
66	63	1007/8	0.125	15/32	15/32	2/4	2	1		ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
67	64	126	1.0	0	0	2/4	2	1		#viio6/ii		F	I		#viio6/ii		#vii	o	6		ii			o	0	0	4, 1, 7		7	4
67	64	127	1.0	1/4	1/4	2/4	2	3		V65/ii		F	I		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
68	65	128	1.0	0	0	2/4	2	1		ii(4)}		F	I		ii(4)		ii			4			}	m	0	0	2, 1, 3		2	2
68	65	129	0.875	1/4	1/4	2/4	2	1		ii|IAC		F	I		ii		ii					IAC		m	0	0	2, -1, 3		2	2
68	65	1039/8	0.125	15/32	15/32	2/4	2	1		V65/IV		F	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
69	66	130	0.875	0	0	2/4	2	1		IV{		F	I		IV		IV						{	M	0	0	-1, 3, 0		-1	-1
69	66	1047/8	0.125	7/32	7/32	2/4	2	1		V		F	I		V		V							M	0	0	1, 5, 2		1	1
69	66	131	0.875	1/4	1/4	2/4	2	1		iio6/V		F	I		iio6/V		ii	o	6		V			o	0	0	0, -3, 3		3	0
69	66	1055/8	0.125	15/32	15/32	2/4	2	1		It6		F	I		It6	It	vii	o	6	b3	V			It	0	0	-4, 0, 6		6	-4
70	67	132	2.0	0	0	2/4	2	1		V		F	I		V		V							M	0	0	1, 5, 2		1	1
71	68	134	0.5	0	0	2/4	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
71	68	269/2	0.5	1/8	1/8	2/4	2	1		ii6		F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
71	68	135	0.5	1/4	1/4	2/4	2	1		V(^4)		F	I		V(^4)		V			^4				M	0	0	1, 5, 0		1	1
71	68	271/2	0.5	3/8	3/8	2/4	2	1		V		F	I		V		V							M	0	0	1, 5, 2		1	1
72	69	136	2.0	0	0	2/4	2	1		I|PAC}{		F	I		I		I					PAC	}{	M	0	0	0, 4, 1		0	0
73	70	138	2.0	0	0	2/4	2	1		V65		F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
74	71	140	2.0	0	0	2/4	2	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
75	72	142	1.0	0	0	2/4	2	1		V65		F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
75	72	143	1.0	1/4	1/4	2/4	2	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
76	73	144	1.0	0	0	2/4	2	1		V65		F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
76	73	145	1.0	1/4	1/4	2/4	2	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
77	74	146	0.5	0	0	2/4	2	1		viio43		F	I		viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
77	74	293/2	1.5	1/8	1/8	2/4	2	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
78	75	148	0.5	0	0	2/4	2	1		iii6		F	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
78	75	297/2	1.375	1/8	1/8	2/4	2	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
78	75	1199/8	0.125	15/32	15/32	2/4	2	1		IV		F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
79	76	150	1.0	0	0	2/4	2	1		V(^4)		F	I		V(^4)		V			^4				M	0	0	1, 5, 0		1	1
79	76	151	1.0	1/4	1/4	2/4	2	1		V7		F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
80	77			0	0	2/4	2	2	1	I|PAC}		F	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0
81	77	152	1.0	0	0	2/4	2	2	2	I|PAC}		F	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0
81	77	153	1.0	1/4	1/4	2/4	2	2	2	iv.V2		F	iv		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
82	77	154	1.0	0	0	2/4	2	2		i6		F	iv		i6		i		6					m	0	1	-3, 1, 0		0	-3
82	77	155	1.0	1/4	1/4	2/4	2	2		V64		F	iv		V64		V		64					M	0	1	2, 1, 5		1	2
83	77	156	1.0	0	0	2/4	2	2		i		F	iv		i		i							m	0	1	0, -3, 1		0	0
83	77	157	1.0	1/4	1/4	2/4	2	2		V6		F	iv		V6		V		6					M	0	1	5, 2, 1		1	5
84	77	158	1.0	0	0	2/4	2	2		i6		F	iv		i6		i		6					m	0	1	-3, 1, 0		0	-3
84	77	159	1.0	1/4	1/4	2/4	2	2		v6		F	iv		v6		v		6					m	0	1	-2, 2, 1		1	-2
