mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	3.0	0	0	3/4	2	1	Bb.I{		Bb	I		I		I						{	M	0	0	0, 4, 1		0	0
2	2	3	2.0	0	0	3/4	2	1	V(64)		Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
2	2	5	1.0	1/2	1/2	3/4	2	1	V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
3	3	6	1.0	0	0	3/4	2	1	I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
3	3	7	1.0	1/4	1/4	3/4	2	1	IV		Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
3	3	8	1.0	1/2	1/2	3/4	2	1	I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
4	4	9	1.0	0	0	3/4	2	1	ii		Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
4	4	10	1.0	1/4	1/4	3/4	2	1	V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	4	11	1.0	1/2	1/2	3/4	2	1	I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
5	5	12	3.0	0	0	3/4	2	1	IV		Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
6	6	15	3.0	0	0	3/4	2	1	I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
7	7	18	3.0	0	0	3/4	2	1	ii6		Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
8	8	21	2.0	0	0	3/4	2	1	V(64)		Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
8	8	23	1.0	1/2	1/2	3/4	2	1	V|HC}		Bb	I		V		V					HC	}	M	0	0	1, 5, 2		1	1
9	9	24	3.0	0	0	3/4	2	1	I{		Bb	I		I		I						{	M	0	0	0, 4, 1		0	0
10	10	27	2.0	0	0	3/4	2	1	V(64)		Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
10	10	29	1.0	1/2	1/2	3/4	2	1	V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
11	11	30	1.0	0	0	3/4	2	1	vi		Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
11	11	31	1.0	1/4	1/4	3/4	2	1	ii65		Bb	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
11	11	32	1.0	1/2	1/2	3/4	2	1	I64		Bb	I		I64		I		64					M	0	0	1, 0, 4		0	1
12	12	33	1.0	0	0	3/4	2	1	vi7		Bb	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
12	12	34	1.0	1/4	1/4	3/4	2	1	viio		Bb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
12	12	35	1.0	1/2	1/2	3/4	2	1	I|IAC}		Bb	I		I		I					IAC	}	M	0	0	0, 4, 1		0	0
13	13	36	3.0	0	0	3/4	2	1	IV{		Bb	I		IV		IV						{	M	0	0	-1, 3, 0		-1	-1
14	14	39	6.0	0	0	3/4	2	1	I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
16	16	45	3.0	0	0	3/4	2	1	V|HC}		Bb	I		V		V					HC	}	M	0	0	1, 5, 2		1	1
17	17	48	1.0	0	0	3/4	2	1	V.I{		Bb	V		I		I						{	M	0	0	0, 4, 1		0	0
17	17	49	3.0	1/4	1/4	3/4	2	1	V		Bb	V		V		V							M	0	0	1, 5, 2		1	1
18	18	52	3.0	1/4	1/4	3/4	2	1	I		Bb	V		I		I							M	0	0	0, 4, 1		0	0
19	19	55	3.0	1/4	1/4	3/4	2	1	V		Bb	V		V		V							M	0	0	1, 5, 2		1	1
20	20	58	2.0	1/4	1/4	3/4	2	1	I		Bb	V		I		I							M	0	0	0, 4, 1		0	0
21	21	60	3.0	0	0	3/4	2	1	ii6		Bb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
22	22	63	1.0	0	0	3/4	2	1	I6(62)		Bb	V		I6(62)		I		6	62				M	0	0	4, 3, 2		0	4
22	22	64	3.0	1/4	1/4	3/4	2	1	I6		Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
23	23	67	1.0	1/4	1/4	3/4	2	1	viio6		Bb	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
23	23	68	1.0	1/2	1/2	3/4	2	1	I		Bb	V		I		I							M	0	0	0, 4, 1		0	0
24	24	69	1.0	0	0	3/4	2	1	V(64)		Bb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
24	24	70	2.0	1/4	1/4	3/4	2	1	V|HC}{		Bb	V		V		V					HC	}{	M	0	0	1, 5, 2		1	1
25	25	72	3.0	0	0	3/4	2	1	I6		Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
26	26	75	3.0	0	0	3/4	2	1	V6		Bb	V		V6		V		6					M	0	0	5, 2, 1		1	5
27	27	78	4.0	0	0	3/4	2	1	I		Bb	V		I		I							M	0	0	0, 4, 1		0	0
28	28	82	1.0	1/4	1/4	3/4	2	1	V6		Bb	V		V6		V		6					M	0	0	5, 2, 1		1	5
28	28	83	1.0	1/2	1/2	3/4	2	1	V		Bb	V		V		V							M	0	0	1, 5, 2		1	1
29	29	84	3.0	0	0	3/4	2	1	I		Bb	V		I		I							M	0	0	0, 4, 1		0	0
30	30	87	2.0	0	0	3/4	2	1	IV		Bb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
30	30	89	1.0	1/2	1/2	3/4	2	1	I6		Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
31	31	90	1.0	0	0	3/4	2	1	IV		Bb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
31	31	91	2.0	1/4	1/4	3/4	2	1	V		Bb	V		V		V							M	0	0	1, 5, 2		1	1
32	32	93	3.0	0	0	3/4	2	1	I|PAC}{		Bb	V		I		I					PAC	}{	M	0	0	0, 4, 1		0	0
33	33	96	1.0	0	0	3/4	2	1	I6		Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
33	33	97	1.0	1/4	1/4	3/4	2	1	IV		Bb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
33	33	98	1.0	1/2	1/2	3/4	2	1	V		Bb	V		V		V							M	0	0	1, 5, 2		1	1
34	34	99	3.0	0	0	3/4	2	1	vi		Bb	V		vi		vi							m	0	0	3, 0, 4		3	3
35	35	102	1.0	0	0	3/4	2	1	I6		Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
35	35	103	1.0	1/4	1/4	3/4	2	1	IV		Bb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
35	35	104	1.0	1/2	1/2	3/4	2	1	V		Bb	V		V		V							M	0	0	1, 5, 2		1	1
36	36	105	3.0	0	0	3/4	2	1	I		Bb	V		I		I							M	0	0	0, 4, 1		0	0
37	37	108	1.0	0	0	3/4	2	1	I6		Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
37	37	109	1.0	1/4	1/4	3/4	2	1	IV		Bb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
37	37	110	1.0	1/2	1/2	3/4	2	1	V		Bb	V		V		V							M	0	0	1, 5, 2		1	1
38	38	111	3.0	0	0	3/4	2	1	vi		Bb	V		vi		vi							m	0	0	3, 0, 4		3	3
39	39	114	1.0	0	0	3/4	2	1	I6		Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
39	39	115	1.0	1/4	1/4	3/4	2	1	IV		Bb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
39	39	116	1.0	1/2	1/2	3/4	2	1	V		Bb	V		V		V							M	0	0	1, 5, 2		1	1
40	40	117	6.0	0	0	3/4	2	1	I|PAC}		Bb	V		I		I					PAC	}	M	0	0	0, 4, 1		0	0
41	41	120	0.0	0	0	3/4	2	1	{		Bb	V										{		0	0				
42	42	123	3.0	0	0	3/4	2	1	ii.V7		Bb	ii		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
43	43	126	1.0	0	0	3/4	2	1	iv	#viio2	Bb	ii		iv		iv							m	0	1	-1, -4, 0		-1	-1
43	43	127	1.0	1/4	1/4	3/4	2	1	i6		Bb	ii		i6		i		6					m	0	1	-3, 1, 0		0	-3
43	43	128	1.0	1/2	1/2	3/4	2	1	#viio		Bb	ii		#viio		#vii	o						o	0	1	5, 2, -1		5	5
44	44	129	1.0	0	0	3/4	2	1	i		Bb	ii		i		i							m	0	1	0, -3, 1		0	0
44	44	130	1.0	1/4	1/4	3/4	2	1	viio7/V		Bb	ii		viio7/V		vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
44	44	131	1.0	1/2	1/2	3/4	2	1	V|HC}		Bb	ii		V		V					HC	}	M	0	1	1, 5, 2		1	1
