mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	1.0	0	1/2	3/4	2	1	D.I6{		D	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
2	1	1	1.0	0	0	3/4	2	1	viio6(2)		D	I		viio6(2)		vii	o	6	2				o	0	0	2, -1, 0		5	2
2	1	2	1.0	1/4	1/4	3/4	2	1	viio6		D	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
2	1	3	1.0	1/2	1/2	3/4	2	1	vi6		D	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
3	2	4	1.0	0	0	3/4	2	1	V6(2)		D	I		V6(2)		V		6	2				M	0	0	5, 2, 3		1	5
3	2	5	1.0	1/4	1/4	3/4	2	1	V6		D	I		V6		V		6					M	0	0	5, 2, 1		1	5
3	2	6	1.0	1/2	1/2	3/4	2	1	IV6		D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
4	3	7	1.0	0	0	3/4	2	1	iii6		D	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
4	3	8	1.0	1/4	1/4	3/4	2	1	ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
4	3	9	1.0	1/2	1/2	3/4	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
5	4	10	0.5	0	0	3/4	2	1	viio6		D	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
5	4	21/2	0.5	1/8	1/8	3/4	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
5	4	11	1.0	1/4	1/4	3/4	2	1	V|HC}		D	I		V		V					HC	}	M	0	0	1, 5, 2		1	1
5	4	12	1.0	1/2	1/2	3/4	2	1	I6{		D	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
6	5	13	1.0	0	0	3/4	2	1	viio6(2)		D	I		viio6(2)		vii	o	6	2				o	0	0	2, -1, 0		5	2
6	5	14	1.0	1/4	1/4	3/4	2	1	viio6		D	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
6	5	15	1.0	1/2	1/2	3/4	2	1	vi6		D	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
7	6	16	1.0	0	0	3/4	2	1	V6(2)		D	I		V6(2)		V		6	2				M	0	0	5, 2, 3		1	5
7	6	17	1.0	1/4	1/4	3/4	2	1	V6		D	I		V6		V		6					M	0	0	5, 2, 1		1	5
7	6	18	1.0	1/2	1/2	3/4	2	1	IV6		D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
8	7	19	1.0	0	0	3/4	2	1	iii6		D	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
8	7	20	1.0	1/4	1/4	3/4	2	1	ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
8	7	21	0.5	1/2	1/2	3/4	2	1	V(64)		D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
8	7	43/2	0.5	5/8	5/8	3/4	2	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
9	8	22	2.0	0	0	3/4	2	1	I|PAC}		D	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0
9	8	24	1.0	1/2	1/2	3/4	2	1	I6{		D	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
10	9	25	1.0	0	0	3/4	2	1	viio6(2)		D	I		viio6(2)		vii	o	6	2				o	0	0	2, -1, 0		5	2
10	9	26	1.0	1/4	1/4	3/4	2	1	viio6		D	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
10	9	27	1.0	1/2	1/2	3/4	2	1	vi6		D	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
11	10	28	2.0	0	0	3/4	2	1	V6		D	I		V6		V		6					M	0	0	5, 2, 1		1	5
11	10	30	1.0	1/2	1/2	3/4	2	1	IV6		D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
12	11	31	1.0	0	0	3/4	2	1	iii6		D	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
12	11	32	1.0	1/4	1/4	3/4	2	1	ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
12	11	33	1.0	1/2	1/2	3/4	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
13	12	34	0.5	0	0	3/4	2	1	viio6		D	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
13	12	69/2	0.5	1/8	1/8	3/4	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
13	12	35	1.0	1/4	1/4	3/4	2	1	V|HC}		D	I		V		V					HC	}	M	0	0	1, 5, 2		1	1
13	12	36	1.0	1/2	1/2	3/4	2	1	I{		D	I		I		I						{	M	0	0	0, 4, 1		0	0
14	13	37	2.0	0	0	3/4	2	1	viio6		D	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
14	13	39	1.0	1/2	1/2	3/4	2	1	vi6		D	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
15	14	40	2.0	0	0	3/4	2	1	V6		D	I		V6		V		6					M	0	0	5, 2, 1		1	5
15	14	42	1.0	1/2	1/2	3/4	2	1	IV6		D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
16	15	43	1.0	0	0	3/4	2	1	iii6		D	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
16	15	44	1.0	1/4	1/4	3/4	2	1	ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
16	15	45	0.5	1/2	1/2	3/4	2	1	V(64)		D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
16	15	91/2	0.5	5/8	5/8	3/4	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
17	16	46	2.0	0	0	3/4	2	1	I|PAC}		D	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0
17	16	48	1.0	1/2	1/2	3/4	2	1	vi6{		D	I		vi6		vi		6				{	m	0	0	0, 4, 3		3	0
18	17	49	1.0	0	0	3/4	2	1	ii%7(4)/vi		D	I		ii%7(4)/vi		ii	%	7	4	vi			%7	0	0	5, 4, -1, 3		5	5
18	17	50	1.0	1/4	1/4	3/4	2	1	ii%7/vi		D	I		ii%7/vi		ii	%	7		vi			%7	0	0	5, 2, -1, 3		5	5
18	17	51	1.0	1/2	1/2	3/4	2	1	#viio6/vi		D	I		#viio6/vi		#vii	o	6		vi			o	0	0	5, 2, 8		8	5
19	18	52	1.0	0	0	3/4	2	1	vi(4)		D	I		vi(4)		vi			4				m	0	0	3, 2, 4		3	3
19	18	53	2.0	1/4	1/4	3/4	2	1	vi		D	I		vi		vi							m	0	0	3, 0, 4		3	3
20	19	55	2.0	0	0	3/4	2	1	V.V6		D	V		V6		V		6					M	0	0	5, 2, 1		1	5
20	19	57	0.5	1/2	1/2	3/4	2	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
20	19	115/2	0.5	5/8	5/8	3/4	2	1	I6		D	V		I6		I		6					M	0	0	4, 1, 0		0	4
21	20	58	1.0	0	0	3/4	2	1	IV		D	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
21	20	59	1.0	1/4	1/4	3/4	2	1	V|HC}		D	V		V		V					HC	}	M	0	0	1, 5, 2		1	1
21	20	60	1.0	1/2	1/2	3/4	2	1	I6{		D	V		I6		I		6				{	M	0	0	4, 1, 0		0	4
22	21	61	1.0	0	0	3/4	2	1	viio6(2)		D	V		viio6(2)		vii	o	6	2				o	0	0	2, -1, 0		5	2
22	21	62	1.0	1/4	1/4	3/4	2	1	viio6		D	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
22	21	63	1.0	1/2	1/2	3/4	2	1	vi6		D	V		vi6		vi		6					m	0	0	0, 4, 3		3	0
23	22	64	1.0	0	0	3/4	2	1	V6(2)		D	V		V6(2)		V		6	2				M	0	0	5, 2, 3		1	5
23	22	65	1.0	1/4	1/4	3/4	2	1	V6		D	V		V6		V		6					M	0	0	5, 2, 1		1	5
23	22	66	1.0	1/2	1/2	3/4	2	1	IV6		D	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
24	23	67	1.0	0	0	3/4	2	1	iii6		D	V		iii6		iii		6					m	0	0	1, 5, 4		4	1
24	23	68	1.0	1/4	1/4	3/4	2	1	ii6		D	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
24	23	69	0.5	1/2	1/2	3/4	2	1	V(64)		D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
24	23	139/2	0.5	5/8	5/8	3/4	2	1	V		D	V		V		V							M	0	0	1, 5, 2		1	1
25	24	70	3.0	0	0	3/4	2	1	I|PAC}		D	V		I		I					PAC	}	M	0	0	0, 4, 1		0	0
25	24	72	0.0	1/2	1/2	3/4	2	1	{		D	V										{		0	0				
26	25	73	1.0	0	0	3/4	2	1	iv6/v		D	V		iv6/v		iv		6		v			m	0	0	-3, 1, 0		0	-3
26	25	74	2.0	1/4	1/4	3/4	2	1	#viio6/v		D	V		#viio6/v		#vii	o	6		v			o	0	0	3, 0, 6		6	3
27	26	76	1.0	0	0	3/4	2	1	#viio/v		D	V		#viio/v		#vii	o			v			o	0	0	6, 3, 0		6	6
27	26	77	2.0	1/4	1/4	3/4	2	1	i/v		D	V		i/v		i				v			m	0	0	1, -2, 2		1	1
28	27	79	1.0	0	0	3/4	2	1	iv6/IV		D	V		iv6/IV		iv		6		IV			m	0	0	-5, -1, -2		-2	-5
28	27	80	2.0	1/4	1/4	3/4	2	1	viio6/IV		D	V		viio6/IV		vii	o	6		IV			o	0	0	1, -2, 4		4	1
29	28	82	1.0	0	0	3/4	2	1	viio/IV		D	V		viio/IV		vii	o			IV			o	0	0	4, 1, -2		4	4
29	28	83	1.0	1/4	1/4	3/4	2	1	I/IV|IAC}		D	V		I/IV		I				IV	IAC	}	M	0	0	-1, 3, 0		-1	-1
29	28	84	1.0	1/2	1/2	3/4	2	1	I.I6{		D	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
30	29	85	1.0	0	0	3/4	2	1	viio6(2)		D	I		viio6(2)		vii	o	6	2				o	0	0	2, -1, 0		5	2
30	29	86	1.0	1/4	1/4	3/4	2	1	viio6		D	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
30	29	87	1.0	1/2	1/2	3/4	2	1	vi6		D	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
31	30	88	1.0	0	0	3/4	2	1	V6(2)		D	I		V6(2)		V		6	2				M	0	0	5, 2, 3		1	5
31	30	89	1.0	1/4	1/4	3/4	2	1	V6		D	I		V6		V		6					M	0	0	5, 2, 1		1	5
31	30	90	1.0	1/2	1/2	3/4	2	1	IV6		D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
32	31	91	1.0	0	0	3/4	2	1	iii6		D	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
32	31	92	1.0	1/4	1/4	3/4	2	1	ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
32	31	93	1.0	1/2	1/2	3/4	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
33	32	94	0.5	0	0	3/4	2	1	viio6		D	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
33	32	189/2	0.5	1/8	1/8	3/4	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
33	32	95	1.0	1/4	1/4	3/4	2	1	V|HC}		D	I		V		V					HC	}	M	0	0	1, 5, 2		1	1
33	32	96	1.0	1/2	1/2	3/4	2	1	I6{		D	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
34	33	97	1.0	0	0	3/4	2	1	viio6(2)		D	I		viio6(2)		vii	o	6	2				o	0	0	2, -1, 0		5	2
34	33	98	1.0	1/4	1/4	3/4	2	1	viio6		D	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
34	33	99	1.0	1/2	1/2	3/4	2	1	ii.VI6		D	ii		VI6		VI		6					M	0	1	0, -3, -4		-4	0
35	34	100	1.0	0	0	3/4	2	1	V6(2)		D	ii		V6(2)		V		6	2				M	0	1	5, 2, -4		1	5
35	34	101	1.0	1/4	1/4	3/4	2	1	V6		D	ii		V6		V		6					M	0	1	5, 2, 1		1	5
35	34	102	1.0	1/2	1/2	3/4	2	1	i		D	ii		i		i							m	0	1	0, -3, 1		0	0
36	35	103	2.0	0	0	3/4	2	1	iio6		D	ii		iio6		ii	o	6					o	0	1	-1, -4, 2		2	-1
36	35	105	1.0	1/2	1/2	3/4	2	1	V6/V	V65/V	D	ii		V6/V		V		6		V			M	0	1	6, 3, 2		2	6
37	36	106	2.0	0	0	3/4	2	1	V|HC}		D	ii		V		V					HC	}	M	0	1	1, 5, 2		1	1
37	36	108	1.0	1/2	1/2	3/4	2	1	i6{		D	ii		i6		i		6				{	m	0	1	-3, 1, 0		0	-3
38	37	109	3.0	0	0	3/4	2	1	#viio6		D	ii		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
39	38	112	3.0	0	0	3/4	2	1	i6		D	ii		i6		i		6					m	0	1	-3, 1, 0		0	-3
40	39	115	1.0	0	0	3/4	2	1	ii%65(2)		D	ii		ii%65(2)		ii	%	65	2				%7	0	1	-1, -4, 0, -3		2	-1
40	39	116	2.0	1/4	1/4	3/4	2	1	ii%65		D	ii		ii%65		ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
41	40	118	1.0	0	0	3/4	2	1	V43(4)/iv		D	ii		V43(4)/iv		V		43	4	iv			Mm7	0	1	1, -2, 0, -1		0	1
41	40	119	2.0	1/4	1/4	3/4	2	1	V43/iv		D	ii		V43/iv		V		43		iv			Mm7	0	1	1, -2, 0, 4		0	1
42	41	121	2.0	0	0	3/4	2	1	iv6		D	ii		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
42	41	123	1.0	1/2	1/2	3/4	2	1	It6		D	ii		It6	It	vii	o	6	b3	V			It	0	1	-4, 0, 6		6	-4
43	42	124	1.0	0	0	3/4	2	1	V		D	ii		V		V							M	0	1	1, 5, 2		1	1
43	42	125	1.0	1/4	1/4	3/4	2	1	#viio43		D	ii		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
43	42	126	1.0	1/2	1/2	3/4	2	1	i6		D	ii		i6		i		6					m	0	1	-3, 1, 0		0	-3
44	43	127	1.0	0	0	3/4	2	1	iv		D	ii		iv		iv							m	0	1	-1, -4, 0		-1	-1
44	43	128	1.0	1/4	1/4	3/4	2	1	V(64)		D	ii		V(64)		V			64				M	0	1	1, 0, -3		1	1
44	43	129	1.0	1/2	1/2	3/4	2	1	V		D	ii		V		V							M	0	1	1, 5, 2		1	1
45	44	130	3.0	0	0	3/4	2	1	i|PAC}		D	ii		i		i					PAC	}	m	0	1	0, -3, 1		0	0
45	44	132	0.0	1/2	1/2	3/4	2	1	{		D	ii										{		0	1				
46	45	133	1.5	0	0	3/4	2	1	#viio/iv		D	ii		#viio/iv		#vii	o			iv			o	0	1	4, 1, -2		4	4
46	45	269/2	1.5	3/8	3/8	3/4	2	1	iv		D	ii		iv		iv							m	0	1	-1, -4, 0		-1	-1
47	46	136	1.5	0	0	3/4	2	1	viio/III		D	ii		viio/III		vii	o			III			o	0	1	2, -1, -4		2	2
47	46	275/2	1.5	3/8	3/8	3/4	2	1	III		D	ii		III		III							M	0	1	-3, 1, -2		-3	-3
48	47	139	1.0	0	0	3/4	2	1	iii6/III		D	ii		iii6/III		iii		6		III			m	0	1	-2, 2, 1		1	-2
48	47	140	1.0	1/4	1/4	3/4	2	1	ii6/III		D	ii		ii6/III		ii		6		III			m	0	1	-4, 0, -1		-1	-4
