mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2.0	0	0	4/4	2	1	G.I[I{	G	I	I	I	I						{	M	0	0	0, 4, 1		0	0
1	1	2	2	2.0	1/2	1/2	4/4	2	1	ii	G	I	I	ii	ii							m	0	0	2, -1, 3		2	2
2	2	4	4	2.0	0	0	4/4	2	1	I]	G	I	I	I	I							M	0	0	0, 4, 1		0	0
2	2	6	6	2.0	1/2	1/2	4/4	2	1	V65	G	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
3	3	8	8	1.0	0	0	4/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
3	3	9	9	1.0	1/4	1/4	4/4	2	1	V65/IV	G	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
3	3	10	10	2.0	1/2	1/2	4/4	2	1	IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
4	4	12	12	2.0	0	0	4/4	2	1	V65/IV	G	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
4	4	14	14	2.0	1/2	1/2	4/4	2	1	IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
5	5	16	16	2.0	0	0	4/4	2	1	V65/V	G	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
5	5	18	18	2.0	1/2	1/2	4/4	2	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
6	6	20	20	2.0	0	0	4/4	2	1	V65/V	G	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
6	6	22	22	2.0	1/2	1/2	4/4	2	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
7	7	24	24	2.0	0	0	4/4	2	1	V65/vi	G	I		V65/vi	V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
7	7	26	26	2.0	1/2	1/2	4/4	2	1	vi	G	I		vi	vi							m	0	0	3, 0, 4		3	3
8	8	28	28	1.0	0	0	4/4	2	1	ii	G	I		ii	ii							m	0	0	2, -1, 3		2	2
8	8	29	29	1.0	1/4	1/4	4/4	2	1	ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
8	8	30	30	2.0	1/2	1/2	4/4	2	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
9	9	32	32	1.0	0	0	4/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
9	9	33	33	1.0	1/4	1/4	4/4	2	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
9	9	34	34	1.0	1/2	1/2	4/4	2	1	viio	G	I		viio	vii	o						o	0	0	5, 2, -1		5	5
9	9	35	35	1.0	3/4	3/4	4/4	2	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
10	10	36	36	1.0	0	0	4/4	2	1	V[V	G	I	V	V	V							M	0	0	1, 5, 2		1	1
10	10	37	37	1.0	1/4	1/4	4/4	2	1	vi6	G	I	V	vi6	vi		6					m	0	0	0, 4, 3		3	0
10	10	38	38	1.0	1/2	1/2	4/4	2	1	V6	G	I	V	V6	V		6					M	0	0	5, 2, 1		1	5
10	10	39	39	1.0	3/4	3/4	4/4	2	1	IV6	G	I	V	IV6	IV		6					M	0	0	3, 0, -1		-1	3
11	11	40	40	1.0	0	0	4/4	2	1	I	G	I	V	I	I							M	0	0	0, 4, 1		0	0
11	11	41	41	1.0	1/4	1/4	4/4	2	1	ii6	G	I	V	ii6	ii		6					m	0	0	-1, 3, 2		2	-1
11	11	42	42	1.0	1/2	1/2	4/4	2	1	I6]	G	I	V	I6	I		6					M	0	0	4, 1, 0		0	4
11	11	43	43	1.0	3/4	3/4	4/4	2	1	viio/V	G	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
12	12	44	44	2.0	0	0	4/4	2	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
12	12	46	46	2.0	1/2	1/2	4/4	2	1	V(64)	G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
13	13	48	48	2.0	0	0	4/4	2	1	V7(4)	G	I		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
13	13	50	50	2.0	1/2	1/2	4/4	2	1	V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
14	14	52	52	4.0	0	0	4/4	2	1	I|PAC}	G	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
