mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	2.0	0	0	3/4	2	1	C.I[I{	C	I	I	I		I						{	M	0	0	0, 4, 1		0	0
1	1	2	1.0	1/2	1/2	3/4	2	1	viio6	C	I	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
2	2	3	1.0	0	0	3/4	2	1	I(94)	C	I	I	I(94)		I			94				M	0	0	0, -1, 1	2	0	0
2	2	4	2.0	1/4	1/4	3/4	2	1	I	C	I	I	I		I							M	0	0	0, 4, 1		0	0
3	3	6	1.0	0	0	3/4	2	1	IV	C	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
3	3	7	2.0	1/4	1/4	3/4	2	1	I]|PC}	C	I	I	I		I					PC	}	M	0	0	0, 4, 1		0	0
3	3	35/4	0.0	11/16	11/16	3/4	2	1	{	C	I										{		0	0				
4	4	9	1.0	0	0	3/4	2	1	ii6(2)	C	I		ii6(2)		ii		6	2				m	0	0	-1, 3, 4		2	-1
4	4	10	1.75	1/4	1/4	3/4	2	1	ii6	C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
4	4	47/4	0.25	11/16	11/16	3/4	2	1	V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
5	5	12	1.0	0	0	3/4	2	1	vi(4)	C	I		vi(4)		vi			4				m	0	0	3, 2, 4		3	3
5	5	13	1.75	1/4	1/4	3/4	2	1	vi|DC}	C	I		vi		vi					DC	}	m	0	0	3, 0, 4		3	3
5	5	59/4	0.25	11/16	11/16	3/4	2	1	I6{	C	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
6	6	15	1.0	0	0	3/4	2	1	IV	C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
6	6	16	1.0	1/4	1/4	3/4	2	1	V	C	I		V		V							M	0	0	1, 5, 2		1	1
6	6	17	1.0	1/2	1/2	3/4	2	1	V	C	I		V		V							M	0	0	1, 5, 2		1	1
7	7	18	10.0	0	0	3/4	2	1	I|PAC}	C	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0
8	8	21	0.0	0	0	3/4	2	1	{	C	I										{		0	0				
10	10	28	2.0	1/4	1/4	3/4	2	1	vi	C	I		vi		vi							m	0	0	3, 0, 4		3	3
11	11	30	1.0	0	0	3/4	2	1	IV	C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
11	11	31	1.0	1/4	1/4	3/4	2	1	V/ii	C	I		V/ii		V				ii			M	0	0	3, 7, 4		3	3
11	11	32	1.0	1/2	1/2	3/4	2	1	ii	C	I		ii		ii							m	0	0	2, -1, 3		2	2
12	12	33	1.0	0	0	3/4	2	1	IV(^2)	C	I		IV(^2)		IV			^2				M	0	0	-1, 1, 0		-1	-1
12	12	34	1.0	1/4	1/4	3/4	2	1	IV	C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
12	12	35	1.0	1/2	1/2	3/4	2	1	ii6	C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
13	13	36	1.0	0	0	3/4	2	1	V|HC}	C	I		V		V					HC	}	M	0	0	1, 5, 2		1	1
13	13	37	1.0	1/4	1/4	3/4	2	1	V.I{	C	V		I		I						{	M	0	0	0, 4, 1		0	0
13	13	38	1.0	1/2	1/2	3/4	2	1	V6	C	V		V6		V		6					M	0	0	5, 2, 1		1	5
14	14	39	1.0	0	0	3/4	2	1	vi	C	V		vi		vi							m	0	0	3, 0, 4		3	3
14	14	40	2.0	1/4	1/4	3/4	2	1	iii6	C	V		iii6		iii		6					m	0	0	1, 5, 4		4	1
15	15	42	1.0	0	0	3/4	2	1	IV	C	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
15	15	43	2.0	1/4	1/4	3/4	2	1	I6	C	V		I6		I		6					M	0	0	4, 1, 0		0	4
16	16	45	1.0	0	0	3/4	2	1	IV	C	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
16	16	46	1.0	1/4	1/4	3/4	2	1	V(64)	C	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
16	16	47	1.0	1/2	1/2	3/4	2	1	V	C	V		V		V							M	0	0	1, 5, 2		1	1
17	17	48	1.0	0	0	3/4	2	1	I|IAC}{	C	V		I		I					IAC	}{	M	0	0	0, 4, 1		0	0
17	17	49	1.0	1/4	1/4	3/4	2	1	I(^4)	C	V		I(^4)		I			^4				M	0	0	0, 4, -1		0	0
17	17	50	0.75	1/2	1/2	3/4	2	1	I6	C	V		I6		I		6					M	0	0	4, 1, 0		0	4
17	17	203/4	0.25	11/16	11/16	3/4	2	1	I	C	V		I		I							M	0	0	0, 4, 1		0	0
18	18	51	1.0	0	0	3/4	2	1	IV	C	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
18	18	52	1.0	1/4	1/4	3/4	2	1	V(64)	C	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
18	18	53	1.0	1/2	1/2	3/4	2	1	V	C	V		V		V							M	0	0	1, 5, 2		1	1
19	19	54	5.0	0	0	3/4	2	1	I|IAC}{	C	V		I		I					IAC	}{	M	0	0	0, 4, 1		0	0
20	20	59	0.5	1/2	1/2	3/4	2	1	vi7/IV	C	V		vi7/IV		vi		7		IV			mm7	0	0	2, -1, 3, 0		2	2
20	20	119/2	0.5	5/8	5/8	3/4	2	1	viio/IV	C	V		viio/IV		vii	o			IV			o	0	0	4, 1, -2		4	4
21	21	60	5.0	0	0	3/4	2	1	I.I	C	I		I		I							M	0	0	0, 4, 1		0	0
22	22	65	0.5	1/2	1/2	3/4	2	1	vi7/IV	C	I		vi7/IV		vi		7		IV			mm7	0	0	2, -1, 3, 0		2	2
22	22	131/2	0.5	5/8	5/8	3/4	2	1	viio/IV	C	I		viio/IV		vii	o			IV			o	0	0	4, 1, -2		4	4
23	23	66	1.0	0	0	3/4	2	1	IV}	C	I		IV		IV						}	M	0	0	-1, 3, 0		-1	-1
23	23	67	1.0	1/4	1/4	3/4	2	1	i6/ii{	C	I		i6/ii		i		6		ii		{	m	0	0	-1, 3, 2		2	-1
23	23	68	2.0	1/2	1/2	3/4	2	1	V43/ii	C	I		V43/ii		V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
24	24	70	2.0	1/4	1/4	3/4	2	1	i6/ii	C	I		i6/ii		i		6		ii			m	0	0	-1, 3, 2		2	-1
25	25	72	1.0	0	0	3/4	2	1	#viio6/ii	C	I		#viio6/ii		#vii	o	6		ii			o	0	0	4, 1, 7		7	4
25	25	73	2.0	1/4	1/4	3/4	2	1	i/ii}	C	I		i/ii		i				ii		}	m	0	0	2, -1, 3		2	2
26	26	75	3.0	0	0	3/4	2	1	I6{	C	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
27	27	78	1.0	0	0	3/4	2	1	V64	C	I		V64		V		64					M	0	0	2, 1, 5		1	2
27	27	79	1.5	1/4	1/4	3/4	2	1	I6	C	I		I6		I		6					M	0	0	4, 1, 0		0	4
27	27	161/2	0.5	5/8	5/8	3/4	2	1	ii6	C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
28	28	81	1.0	0	0	3/4	2	1	viio6	C	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
28	28	82	2.0	1/4	1/4	3/4	2	1	I}	C	I		I		I						}	M	0	0	0, 4, 1		0	0
29	29	84	3.0	0	0	3/4	2	1	ii6{	C	I		ii6		ii		6				{	m	0	0	-1, 3, 2		2	-1
30	30	87	3.0	0	0	3/4	2	1	viio7/V	C	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
31	31	90	2.0	0	0	3/4	2	1	V(b64)	C	I		V(b64)		V			b64				M	0	0	1, 0, -3		1	1
31	31	92	1.0	1/2	1/2	3/4	2	1	bVI	C	I		bVI		bVI							M	0	0	-4, 0, -3		-4	-4
32	32	93	1.0	0	0	3/4	2	1	It6	C	I		It6	It	vii	o	6	b3	V			It	0	0	-4, 0, 6		6	-4
32	32	94	2.0	1/4	1/4	3/4	2	1	V|HC}	C	I		V		V					HC	}	M	0	0	1, 5, 2		1	1
33	33	96	1.0	0	0	3/4	2	1	IV(#2){	C	I		IV(#2)		IV			#2			{	M	0	0	-1, 8, 0		-1	-1
33	33	97	1.0	1/4	1/4	3/4	2	1	IV	C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
33	33	98	1.0	1/2	1/2	3/4	2	1	ii6	C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
34	34	99	1.0	0	0	3/4	2	1	V2	C	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
34	34	100	4.0	1/4	1/4	3/4	2	1	I6}	C	I		I6		I		6				}	M	0	0	4, 1, 0		0	4
35	35	102	0.0	0	0	3/4	2	1	{	C	I										{		0	0				
35	35	104	1.0	1/2	1/2	3/4	2	1	V64	C	I		V64		V		64					M	0	0	2, 1, 5		1	2
36	36	105	1.0	0	0	3/4	2	1	V2	C	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
36	36	106	1.0	1/4	1/4	3/4	2	1	I6	C	I		I6		I		6					M	0	0	4, 1, 0		0	4
36	36	107	1.0	1/2	1/2	3/4	2	1	I	C	I		I		I							M	0	0	0, 4, 1		0	0
37	37	108	1.0	0	0	3/4	2	1	V6	C	I		V6		V		6					M	0	0	5, 2, 1		1	5
37	37	109	2.0	1/4	1/4	3/4	2	1	I}	C	I		I		I						}	M	0	0	0, 4, 1		0	0
38	38	111	1.0	0	0	3/4	2	1	vii%7/V{	C	I		vii%7/V		vii	%	7		V		{	%7	0	0	6, 3, 0, 4		6	6
38	38	112	1.0	1/4	1/4	3/4	2	1	V	C	I		V		V							M	0	0	1, 5, 2		1	1
38	38	113	1.0	1/2	1/2	3/4	2	1	#viio7/vi	C	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
39	39	114	2.5	0	0	3/4	2	1	vi|DC	C	I		vi		vi					DC		m	0	0	3, 0, 4		3	3
39	39	233/2	0.5	5/8	5/8	3/4	2	1	viio/IV	C	I		viio/IV		vii	o			IV			o	0	0	4, 1, -2		4	4
40	40	117	0.5	0	0	3/4	2	1	IV	C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
40	40	235/2	0.5	1/8	1/8	3/4	2	1	ii6	C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
40	40	118	1.0	1/4	1/4	3/4	2	1	V(64)	C	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
40	40	119	1.0	1/2	1/2	3/4	2	1	V	C	I		V		V							M	0	0	1, 5, 2		1	1
41	41	120	3.0	0	0	3/4	2	1	I|PAC}	C	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0
