mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	1.0	0	0	3/8	2	1	g.i{		g	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	1	1	0.5	1/4	1/4	3/8	2	1	viio6/VII		g	i		viio6/VII	vii	o	6		VII			o	1	1	0, -3, 3		3	0
2	2	3/2	3/2	1.0	0	0	3/8	2	1	vii6(#7)		g	i		vii6(#7)	vii		6	#7				m	1	1	-5, -1, 3		-2	-5
2	2	5/2	5/2	0.5	1/4	1/4	3/8	2	1	vii6		g	i		vii6	vii		6					m	1	1	-5, -1, -2		-2	-5
3	3	3	3	1.0	0	0	3/8	2	1	vii		g	i		vii	vii							m	1	1	-2, -5, -1		-2	-2
3	3	4	4	0.5	1/4	1/4	3/8	2	1	viio6/VI		g	i		viio6/VI	vii	o	6		VI			o	1	1	-2, -5, 1		1	-2
4	4	9/2	9/2	1.0	0	0	3/8	2	1	VI6(7)		g	i		VI6(7)	VI		6	7				M	1	1	0, -3, 1		-4	0
4	4	11/2	11/2	1.0	1/4	1/4	3/8	2	1	VI6		g	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
5	5	13/2	13/2	0.5	1/8	1/8	3/8	2	1	V6(2)		g	i		V6(2)	V		6	2				M	1	1	5, 2, -4		1	5
5	5	7	7	0.5	1/4	1/4	3/8	2	1	V6		g	i		V6	V		6					M	1	1	5, 2, 1		1	5
6	6	15/2	15/2	0.5	0	0	3/8	2	1	iio6/iv		g	i		iio6/iv	ii	o	6		iv			o	1	1	-2, -5, 1		1	-2
6	6	8	8	0.5	1/8	1/8	3/8	2	1	IV6(2)		g	i		IV6(2)	IV		6	2				M	1	1	3, 0, 1		-1	3
6	6	17/2	17/2	0.5	1/4	1/4	3/8	2	1	iv6		g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
7	7	9	9	1.5	0	0	3/8	2	1	V7		g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
8	8	21/2	21/2	0.5	0	0	3/8	2	1	viio7/V		g	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
8	8	11	11	2.5	1/8	1/8	3/8	2	1	V|HC}		g	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
9	9	12	12	0.0	0	0	3/8	2	1	{		g	i									{		1	1				
10	10	27/2	27/2	0.5	0	0	3/8	2	1	viio7/V		g	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
10	10	14	14	1.0	1/8	1/8	3/8	2	1	V|HC}		g	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
11	11	15	15	1.5	0	0	3/8	2	1	III.I{		g	III		I	I						{	M	1	0	0, 4, 1		0	0
12	12	33/2	33/2	1.0	0	0	3/8	2	1	V6		g	III		V6	V		6					M	1	0	5, 2, 1		1	5
12	12	35/2	35/2	0.5	1/4	1/4	3/8	2	1	V2/IV		g	III		V2/IV	V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
13	13	18	18	0.5	0	0	3/8	2	1	IV6(2)		g	III		IV6(2)	IV		6	2				M	1	0	3, 0, 1		-1	3
13	13	37/2	37/2	0.5	1/8	1/8	3/8	2	1	IV6		g	III		IV6	IV		6					M	1	0	3, 0, -1		-1	3
13	13	19	19	0.5	1/4	1/4	3/8	2	1	I64		g	III		I64	I		64					M	1	0	1, 0, 4		0	1
14	14	39/2	39/2	0.5	0	0	3/8	2	1	IV		g	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
14	14	20	20	1.5	1/8	1/8	3/8	2	1	I6		g	III		I6	I		6					M	1	0	4, 1, 0		0	4
15	15	43/2	43/2	1.0	1/8	1/8	3/8	2	1	V43		g	III		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
16	16	45/2	45/2	0.5	0	0	3/8	2	1	vii%7		g	III		vii%7	vii	%	7					%7	1	0	5, 2, -1, 3		5	5
16	16	23	23	1.0	1/8	1/8	3/8	2	1	I		g	III		I	I							M	1	0	0, 4, 1		0	0
17	17	24	24	1.0	0	0	3/8	2	1	IV		g	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
17	17	25	25	0.5	1/4	1/4	3/8	2	1	IV	ii6	g	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
18	18	51/2	51/2	0.5	0	0	3/8	2	1	V		g	III		V	V							M	1	0	1, 5, 2		1	1
18	18	26	26	1.0	1/8	1/8	3/8	2	1	I|PAC}		g	III		I	I					PAC	}	M	1	0	0, 4, 1		0	0
