mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	2.0	0	0	2/4	2	1		G.I[I{		G	I	I	I		I						{	M	0	0	0, 4, 1		0	0
2	2	2	0.5	0	0	2/4	2	1		IV6		G	I	I	IV6		IV		6					M	0	0	3, 0, -1		-1	3
2	2	5/2	0.5	1/8	1/8	2/4	2	1		viio	V6	G	I	I	viio		vii	o						o	0	0	5, 2, -1		5	5
2	2	3	3.0	1/4	1/4	2/4	2	1		I}		G	I	I	I		I						}	M	0	0	0, 4, 1		0	0
3	3	4	0.0	0	0	2/4	2	1		{		G	I	I									{		0	0				
4	4	6	0.5	0	0	2/4	2	1		IV6		G	I	I	IV6		IV		6					M	0	0	3, 0, -1		-1	3
4	4	13/2	0.5	1/8	1/8	2/4	2	1		viio	V6	G	I	I	viio		vii	o						o	0	0	5, 2, -1		5	5
4	4	7	1.0	1/4	1/4	2/4	2	1		I]}		G	I	I	I		I						}	M	0	0	0, 4, 1		0	0
5	5	8	2.0	0	0	2/4	2	1		ii6{		G	I		ii6		ii		6				{	m	0	0	-1, 3, 2		2	-1
6	6	10	2.0	0	0	2/4	2	1		I6		G	I		I6		I		6					M	0	0	4, 1, 0		0	4
7	7	12	1.0	0	0	2/4	2	1		viio		G	I		viio		vii	o						o	0	0	5, 2, -1		5	5
7	7	13	0.5	1/4	1/4	2/4	2	1		I		G	I		I		I							M	0	0	0, 4, 1		0	0
7	7	27/2	0.5	3/8	3/8	2/4	2	1		vii%7/V		G	I		vii%7/V		vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
8	8	14	0.5	0	0	2/4	2	1		V(64)}		G	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
8	8	29/2	0.5	1/8	1/8	2/4	2	1		V|HC		G	I		V		V					HC		M	0	0	1, 5, 2		1	1
8	8	15	1.0	1/4	1/4	2/4	2	1		V.I{		G	V		I		I						{	M	0	0	0, 4, 1		0	0
9	9	16	1.5	0	0	2/4	2	1		V6		G	V		V6		V		6					M	0	0	5, 2, 1		1	5
9	9	35/2	0.5	3/8	3/8	2/4	2	1		V7		G	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
10	10	18	2.0	0	0	2/4	2	1		I		G	V		I		I							M	0	0	0, 4, 1		0	0
11	11	20	1.5	0	0	2/4	2	1		V6		G	V		V6		V		6					M	0	0	5, 2, 1		1	5
11	11	43/2	0.5	3/8	3/8	2/4	2	1		V7		G	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	12	22	0.5	0	0	2/4	2	1		I(4)}		G	V		I(4)		I			4			}	M	0	0	0, -1, 1		0	0
12	12	45/2	0.5	1/8	1/8	2/4	2	1		I|IAC		G	V		I		I					IAC		M	0	0	0, 4, 1		0	0
12	12	23	1.0	1/4	1/4	2/4	2	1		I6{		G	V		I6		I		6				{	M	0	0	4, 1, 0		0	4
13	13	24	2.0	0	0	2/4	2	1		ii6		G	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
14	14	26	2.0	0	0	2/4	2	1		I64		G	V		I64		I		64					M	0	0	1, 0, 4		0	1
15	15	28	1.0	0	0	2/4	2	1		IV6		G	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
15	15	29	1.0	1/4	1/4	2/4	2	1		V7/V		G	V		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
16	16	30	2.0	0	0	2/4	2	1		V|HC}{		G	V		V		V					HC	}{	M	0	0	1, 5, 2		1	1
17	17	32	2.0	0	0	2/4	2	1		I64		G	V		I64		I		64					M	0	0	1, 0, 4		0	1
18	18	34	1.0	0	0	2/4	2	1		I6		G	V		I6		I		6					M	0	0	4, 1, 0		0	4
18	18	35	0.5	1/4	1/4	2/4	2	1		IVM7		G	V		IVM7		IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
18	18	71/2	0.5	3/8	3/8	2/4	2	1		I64		G	V		I64		I		64					M	0	0	1, 0, 4		0	1
19	19	36	0.5	0	0	2/4	2	1		IVM65		G	V		IVM65		IV	M	65					MM7	0	0	3, 0, 4, -1		-1	3
19	19	73/2	0.5	1/8	1/8	2/4	2	1		I64		G	V		I64		I		64					M	0	0	1, 0, 4		0	1
19	19	37	0.5	1/4	1/4	2/4	2	1		IVM7		G	V		IVM7		IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
19	19	75/2	0.5	3/8	3/8	2/4	2	1		I64		G	V		I64		I		64					M	0	0	1, 0, 4		0	1
20	20	38	0.5	0	0	2/4	2	1		Fr6		G	V		Fr6	Fr	V		43	b5	V			Fr	0	0	-4, 0, 2, 6		2	-4
20	20	77/2	0.5	1/8	1/8	2/4	2	1		V(b64)		G	V		V(b64)		V			b64				M	0	0	1, 0, -3		1	1
20	20	39	1.0	1/4	1/4	2/4	2	1		viio7/V		G	V		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
21	21	40	0.5	0	0	2/4	2	1		V2		G	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
21	21	81/2	0.25	1/8	1/8	2/4	2	1		I6		G	V		I6		I		6					M	0	0	4, 1, 0		0	4
21	21	163/4	0.25	3/16	3/16	2/4	2	1		IV		G	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
21	21	41	0.5	1/4	1/4	2/4	2	1		V(64)		G	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
21	21	83/2	0.5	3/8	3/8	2/4	2	1		V		G	V		V		V							M	0	0	1, 5, 2		1	1
22	22	42	2.0	0	0	2/4	2	1		I[I|PAC}{		G	V	I	I		I					PAC	}{	M	0	0	0, 4, 1		0	0
23	23	44	0.5	0	0	2/4	2	1		IV		G	V	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
23	23	89/2	0.5	1/8	1/8	2/4	2	1		viio		G	V	I	viio		vii	o						o	0	0	5, 2, -1		5	5
23	23	45	0.5	1/4	1/4	2/4	2	1		I		G	V	I	I		I							M	0	0	0, 4, 1		0	0
23	23	91/2	0.5	3/8	3/8	2/4	2	1		ii		G	V	I	ii		ii							m	0	0	2, -1, 3		2	2
