mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
2	1	1/2	1.0	0	0	2/4	2	1	F.V65/ii{	F	I		V65/ii		V		65		ii		{	Mm7	0	0	7, 4, 1, 3		3	7
2	1	3/2	1.0	1/4	1/4	2/4	2	1	ii	F	I		ii		ii							m	0	0	2, -1, 3		2	2
3	2	5/2	1.0	0	0	2/4	2	1	V65	F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
3	2	7/2	1.0	1/4	1/4	2/4	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
4	3	9/2	1.0	0	0	2/4	2	2	IVM7	F	I		IVM7		IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
4	3	11/2	1.0	1/4	1/4	2/4	2	2	IV6	F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
5	4	13/2	1.0	0	0	2/4	2	1	V7}	F	I		V7		V		7				}	Mm7	0	0	1, 5, 2, -1		1	1
5	4	15/2	1.0	1/4	1/4	2/4	2	1	I|IAC	F	I		I		I					IAC		M	0	0	0, 4, 1		0	0
6	5	17/2	1.0	0	0	2/4	2	1	viio6/ii{	F	I		viio6/ii		vii	o	6		ii		{	o	0	0	-3, -6, 0		0	-3
6	5	19/2	1.0	1/4	1/4	2/4	2	1	ii6	F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
7	6	21/2	1.0	0	0	2/4	2	1	viio6	F	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
7	6	23/2	0.5	1/4	1/4	2/4	2	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
7	6	12	0.5	3/8	3/8	2/4	2	1	I	F	I		I		I							M	0	0	0, 4, 1		0	0
8	7	25/2	1.0	0	0	2/4	2	1	V6	F	I		V6		V		6					M	0	0	5, 2, 1		1	5
8	7	27/2	1.0	1/4	1/4	2/4	2	1	viio6/V	F	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
9	8	29/2	2.0	0	0	2/4	2	1	V}	F	I		V		V						}	M	0	0	1, 5, 2		1	1
9	8	31/2	0.0	1/4	1/4	2/4	2	1	|HC	F	I									HC			0	0				
10	9	33/2	1.0	0	0	2/4	2	1	V.I6{	F	V		I6		I		6				{	M	0	0	4, 1, 0		0	4
10	9	35/2	1.0	1/4	1/4	2/4	2	1	vi6	F	V		vi6		vi		6					m	0	0	0, 4, 3		3	0
11	10	37/2	1.0	0	0	2/4	2	1	iii6	F	V		iii6		iii		6					m	0	0	1, 5, 4		4	1
11	10	39/2	1.0	1/4	1/4	2/4	2	1	I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
12	11	41/2	1.0	0	0	2/4	2	1	IV	F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
12	11	43/2	1.0	1/4	1/4	2/4	2	1	V	F	V		V		V							M	0	0	1, 5, 2		1	1
13	12	45/2	1.0	0	0	2/4	2	1	V65/IV|EC	F	V		V65/IV		V		65		IV	EC		Mm7	0	0	4, 1, -2, 0		0	4
13	12	47/2	1.0	1/4	1/4	2/4	2	1	IV	F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
14	13	49/2	1.0	0	0	2/4	2	1	V2	F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
14	13	51/2	1.0	1/4	1/4	2/4	2	1	I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
15	14	53/2	2.0	0	0	2/4	2	1	It6	F	V		It6	It	vii	o	6	b3	V			It	0	0	-4, 0, 6		6	-4
16	15	57/2	1.0	0	0	2/4	2	1	vii%7/V	F	V		vii%7/V		vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
16	15	59/2	1.0	1/4	1/4	2/4	2	1	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
17	16	61/2	1.0	0	0	2/4	2	1	IM7}	F	V		IM7		I	M	7				}	MM7	0	0	0, 4, 1, 5		0	0
17	16	63/2	1.0	1/4	1/4	2/4	2	1	I|PAC	F	V		I		I					PAC		M	0	0	0, 4, 1		0	0
19	17	65/2	1.0	0	0	2/4	2	1	V65/ii{	F	V		V65/ii		V		65		ii		{	Mm7	0	0	7, 4, 1, 3		3	7
19	17	67/2	1.0	1/4	1/4	2/4	2	1	ii	F	V		ii		ii							m	0	0	2, -1, 3		2	2
20	18	69/2	1.0	0	0	2/4	2	1	V65	F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
20	18	71/2	1.0	1/4	1/4	2/4	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
21	19	73/2	1.0	0	0	2/4	2	1	IV6	F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
21	19	75/2	1.0	1/4	1/4	2/4	2	1	ii6	F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
22	20	77/2	1.0	0	0	2/4	2	1	V65}	F	V		V65		V		65				}	Mm7	0	0	5, 2, -1, 1		1	5
22	20	79/2	1.0	1/4	1/4	2/4	2	1	I|IAC	F	V		I		I					IAC		M	0	0	0, 4, 1		0	0
23	21	81/2	1.0	0	0	2/4	2	1	#viio6/ii{	F	V		#viio6/ii		#vii	o	6		ii		{	o	0	0	4, 1, 7		7	4
23	21	83/2	1.0	1/4	1/4	2/4	2	1	ii6	F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
24	22	85/2	1.0	0	0	2/4	2	1	viio6	F	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
24	22	87/2	0.5	1/4	1/4	2/4	2	1	I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
