mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	2.0	0	0	2/2	2	1	c.i{		c	i		i		i						{	m	1	1	0, -3, 1		0	0
1	1	2	2.0	1/2	1/2	2/2	2	1	ii%2		c	i		ii%2		ii	%	2					%7	1	1	0, 2, -1, -4		2	0
2	2	4	2.0	0	0	2/2	2	1	V65		c	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
2	2	6	2.0	1/2	1/2	2/2	2	1	ii%65/iv		c	i		ii%65/iv		ii	%	65		iv			%7	1	1	-2, -5, -1, 1		1	-2
3	3	8	2.0	0	0	2/2	2	1	IV6		c	i		IV6		IV		6					M	1	1	3, 0, -1		-1	3
3	3	10	2.0	1/2	1/2	2/2	2	1	iv6		c	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
4	4	12	1.0	0	0	2/2	2	1	VI		c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
4	4	13	1.0	1/4	1/4	2/2	2	1	Ger65		c	i		Ger65	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
4	4	14	0.5	1/2	1/2	2/2	2	1	V[V}		c	i	V	V		V						}	M	1	1	1, 5, 2		1	1
4	4	29/2	0.5	5/8	5/8	2/2	2	1	V2{		c	i	V	V2		V		2				{	Mm7	1	1	-1, 1, 5, 2		1	-1
4	4	15	0.5	3/4	3/4	2/2	2	1	#vio64		c	i	V	#vio64		#vi	o	64					o	1	1	-3, 3, 0		3	-3
4	4	31/2	0.5	7/8	7/8	2/2	2	1	#viio6		c	i	V	#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
5	5	16	0.5	0	0	2/2	2	1	i		c	i	V	i		i							m	1	1	0, -3, 1		0	0
5	5	33/2	0.5	1/8	1/8	2/2	2	1	V2/iv		c	i	V	V2/iv		V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2
5	5	17	0.5	1/4	1/4	2/2	2	1	IV6		c	i	V	IV6		IV		6					M	1	1	3, 0, -1		-1	3
5	5	35/2	0.5	3/8	3/8	2/2	2	1	It6		c	i	V	It6	It	vii	o	6	b3	V			It	1	1	-4, 0, 6		6	-4
5	5	18	0.5	1/2	1/2	2/2	2	1	V]		c	i	V	V		V							M	1	1	1, 5, 2		1	1
5	5	37/2	0.5	5/8	5/8	2/2	2	1	#viio43		c	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
5	5	19	0.5	3/4	3/4	2/2	2	1	i6		c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
5	5	39/2	0.5	7/8	7/8	2/2	2	1	V43		c	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
6	6	20	1.0	0	0	2/2	2	1	i		c	i		i		i							m	1	1	0, -3, 1		0	0
6	6	21	1.0	1/4	1/4	2/2	2	1	viio7/V		c	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
6	6	22	1.75	1/2	1/2	2/2	2	1	V|HC}		c	i		V		V					HC	}	M	1	1	1, 5, 2		1	1
6	6	95/4	2.25	15/16	15/16	2/2	2	1	#viio7/iv{		c	i		#viio7/iv		#vii	o	7		iv		{	o7	1	1	4, 1, -2, -5		4	4
7	7	26	2.0	1/2	1/2	2/2	2	1	V65/iv		c	i		V65/iv		V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
8	8	28	2.0	0	0	2/2	2	1	V2/vii		c	i		V2/vii		V		2		vii			Mm7	1	1	-3, -1, 3, 0		-1	-3
8	8	30	2.0	1/2	1/2	2/2	2	1	vii6		c	i		vii6		vii		6					m	1	1	-5, -1, -2		-2	-5
9	9	32	2.0	0	0	2/2	2	1	V2/bI		c	i		V2/bI		V		2		bI			Mm7	1	1	-8, -6, -2, -5		-6	-8
9	9	34	2.0	1/2	1/2	2/2	2	1	V7/VI		c	i		V7/VI		V		7		VI			Mm7	1	1	-3, 1, -2, -5		-3	-3
10	10	36	2.0	0	0	2/2	2	1	V2/bII		c	i		V2/bII		V		2		bII			Mm7	1	1	-6, -4, 0, -3		-4	-6
10	10	38	2.0	1/2	1/2	2/2	2	1	V7/VII		c	i		V7/VII		V		7		VII			Mm7	1	1	-1, 3, 0, -3		-1	-1
11	11	40	2.0	0	0	2/2	2	1	V2/III		c	i		V2/III		V		2		III			Mm7	1	1	-4, -2, 2, -1		-2	-4
11	11	42	2.0	1/2	1/2	2/2	2	1	V7		c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
12	12	44	11.5	0	0	2/2	2	1	V7/bII		c	i		V7/bII		V		7		bII			Mm7	1	1	-4, 0, -3, -6		-4	-4
13	12	111/2	2.0	1/4	1/4	2/2	2	1	viio7/VII		c	i		viio7/VII		vii	o	7		VII			o7	1	1	3, 0, -3, -6		3	3
13	12	115/2	2.0	3/4	3/4	2/2	2	1	V65/VII		c	i		V65/VII		V		65		VII			Mm7	1	1	3, 0, -3, -1		-1	3
13	12	119/2	2.0	5/4	5/4	2/2	2	1	Ger2/iv	iio43	c	i		Ger2/iv	Ger	vii	o	2	b3	V/iv			Ger	1	1	-4, 5, -5, -1		5	-4
13	12	123/2	2.0	7/4	7/4	2/2	2	1	ii		c	i		ii		ii							m	1	1	2, -1, 3		2	2
13	12	127/2	2.0	9/4	9/4	2/2	2	1	V(4)/ii		c	i		V(4)/ii		V			4	ii			M	1	1	3, 2, 4		3	3
14	12	131/2	2.0	0	0	2/2	2	1	viio7/V/III		c	i		viio7/V/III		vii	o	7		V/III			o7	1	1	3, 0, -3, -6		3	3
14	12	135/2	2.0	1/2	1/2	2/2	2	1	V(b64)/III		c	i		V(b64)/III		V			b64	III			M	1	1	-2, -3, -6		-2	-2
14	12	139/2	2.0	1	1	2/2	2	1	viio65/V		c	i		viio65/V		vii	o	65		V			o7	1	1	3, 0, -3, 6		6	3
14	12	143/2	6.5	3/2	3/2	2/2	2	1	V(64)		c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
14	12	78	4.0	25/8	25/8	2/2	2	1	viio7/V		c	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
15	12	82	2.0	1/2	1/2	2/2	2	1	V(64)		c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
15	12	84	2.0	1	1	2/2	2	1	V7		c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
16	13	86	10.0	0	0	2/2	2	1	i|PAC}		c	i		i		i					PAC	}	m	1	1	0, -3, 1		0	0
16	13	88	0.0	1/2	1/2	2/2	2	1	{		c	i										{		1	1				
18	15	96	2.0	1/2	1/2	2/2	2	1	VI	iv6	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
19	16	98	2.0	0	0	2/2	2	1	V6/VII		c	i		V6/VII		V		6		VII			M	1	1	3, 0, -1		-1	3
