mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	6.5	0	0	4/4	2	1	g.i{		g	i		i		i						{	m	1	1	0, -3, 1		0	0
2	0	13/2	1.5	5/8	5/8	4/4	2	1	#viio/ii		g	i		#viio/ii		#vii	o			ii			o	1	1	7, 4, 1		7	7
3	0	8	1.0	0	0	4/4	2	1	iio		g	i		iio		ii	o						o	1	1	2, -1, -4		2	2
3	0	9	4.0	1/4	1/4	4/4	2	1	#viio7		g	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
4	1	12	0.0	0	0	4/4	2	1	}		g	i										}		1	1				
4	1	13	3.0	1/4	1/4	4/4	2	1	i		g	i		i		i							m	1	1	0, -3, 1		0	0
4	1	14	0.0	1/2	1/2	4/4	2	1	{		g	i										{		1	1				
5	2	16	1.0	0	0	4/4	2	1	iv		g	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
5	2	17	1.0	1/4	1/4	4/4	2	1	V/III		g	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
5	2	18	1.5	1/2	1/2	4/4	2	1	III		g	i		III		III							M	1	1	-3, 1, -2		-3	-3
5	2	39/2	0.5	7/8	7/8	4/4	2	1	VI		g	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
6	3	20	1.0	0	0	4/4	2	1	iio		g	i		iio		ii	o						o	1	1	2, -1, -4		2	2
6	3	21	1.0	1/4	1/4	4/4	2	1	V		g	i		V		V							M	1	1	1, 5, 2		1	1
6	3	22	2.0	1/2	1/2	4/4	2	1	i		g	i		i		i							m	1	1	0, -3, 1		0	0
7	4	24	1.0	0	0	4/4	2	1	#viio7		g	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
7	4	25	1.0	1/4	1/4	4/4	2	1	i		g	i		i		i							m	1	1	0, -3, 1		0	0
7	4	26	1.0	1/2	1/2	4/4	2	1	#viio6	V43	g	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
7	4	27	1.0	3/4	3/4	4/4	2	1	i6		g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
