mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	3.0	0	0	3/4	2	1		C.I{		C	I		I	I						{	M	0	0	0, 4, 1		0	0
2	2	3	3.0	0	0	3/4	2	1		V6		C	I		V6	V		6					M	0	0	5, 2, 1		1	5
3	3	6	3.0	0	0	3/4	2	1		#viio7/ii		C	I		#viio7/ii	#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
4	4	9	3.0	0	0	3/4	2	1		ii		C	I		ii	ii							m	0	0	2, -1, 3		2	2
5	5	12	3.0	0	0	3/4	2	1		V65		C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
6	6	15	2.0	0	0	3/4	2	1		V2/IV		C	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
6	6	17	1.0	1/2	1/2	3/4	2	1		IV6		C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
7	7	18	1.0	0	0	3/4	2	1		V(64)		C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
7	7	19	2.0	1/4	1/4	3/4	2	1		vii%43		C	I		vii%43	vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
8	8	21	3.0	0	0	3/4	2	1		V7|HC}		C	I		V7	V		7			HC	}	Mm7	0	0	1, 5, 2, -1		1	1
9	9	24	6.0	0	0	3/4	2	1		vi6{		C	I		vi6	vi		6				{	m	0	0	0, 4, 3		3	0
11	11	30	6.0	0	0	3/4	2	1		V.I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
13	13	36	2.0	0	0	3/4	2	1		ii		C	V		ii	ii							m	0	0	2, -1, 3		2	2
13	13	38	1.0	1/2	1/2	3/4	2	1		ii2		C	V		ii2	ii		2					mm7	0	0	0, 2, -1, 3		2	0
14	14	39	3.0	0	0	3/4	2	1		V65		C	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
15	15	42	3.0	0	0	3/4	2	1		I		C	V		I	I							M	0	0	0, 4, 1		0	0
16	16	45	3.0	0	0	3/4	2	1		V7		C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
17	17	48	3.0	0	0	3/4	2	1		V(64)		C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
18	18	51	3.0	0	0	3/4	2	1		V		C	V		V	V							M	0	0	1, 5, 2		1	1
19	19	54	3.0	0	0	3/4	2	1		V7		C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
20	20	57	1.0	0	0	3/4	2	1		V(64)}		C	V		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
20	20	58	2.0	1/4	1/4	3/4	2	1		V7|HC		C	V		V7	V		7			HC		Mm7	0	0	1, 5, 2, -1		1	1
21	21	60	3.0	0	0	3/4	2	1		I6{		C	V		I6	I		6				{	M	0	0	4, 1, 0		0	4
