mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	4.0	0	0	4/4	2	1		A.I[I{		A	I	I	I		I						{	M	0	0	0, 4, 1		0	0
2	2	4	1.0	0	0	4/4	2	1		ii6		A	I	I	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
2	2	5	1.0	1/4	1/4	4/4	2	1		viio6		A	I	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
2	2	6	1.0	1/2	1/2	4/4	2	1		I		A	I	I	I		I							M	0	0	0, 4, 1		0	0
2	2	7	1.0	3/4	3/4	4/4	2	1		viio		A	I	I	viio		vii	o						o	0	0	5, 2, -1		5	5
3	3	8	4.0	0	0	4/4	2	1		I		A	I	I	I		I							M	0	0	0, 4, 1		0	0
4	4	12	1.0	0	0	4/4	2	1		IV6		A	I	I	IV6		IV		6					M	0	0	3, 0, -1		-1	3
4	4	13	1.0	1/4	1/4	4/4	2	1		ii6		A	I	I	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
4	4	14	1.0	1/2	1/2	4/4	2	1		IV	ii6	A	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
4	4	15	1.0	3/4	3/4	4/4	2	1		viio6		A	I	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
5	5	16	2.0	0	0	4/4	2	1		I]}{		A	I	I	I		I						}{	M	0	0	0, 4, 1		0	0
5	5	18	2.0	1/2	1/2	4/4	2	1		V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
6	6	20	2.0	0	0	4/4	2	1		vi		A	I		vi		vi							m	0	0	3, 0, 4		3	3
6	6	22	2.0	1/2	1/2	4/4	2	1		iii6		A	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
7	7	24	2.0	0	0	4/4	2	1		IV		A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
7	7	26	2.0	1/2	1/2	4/4	2	1		I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
8	8	28	1.0	0	0	4/4	2	1		viio6		A	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
8	8	29	1.0	1/4	1/4	4/4	2	1		I		A	I		I		I							M	0	0	0, 4, 1		0	0
8	8	30	0.5	1/2	1/2	4/4	2	1		V(64)}		A	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
8	8	61/2	1.5	5/8	5/8	4/4	2	1		V|HC		A	I		V		V					HC		M	0	0	1, 5, 2		1	1
9	9	32	2.0	0	0	4/4	2	1		I{		A	I		I		I						{	M	0	0	0, 4, 1		0	0
9	9	34	2.0	1/2	1/2	4/4	2	1		V6		A	I		V6		V		6					M	0	0	5, 2, 1		1	5
10	10	36	2.0	0	0	4/4	2	1		vi		A	I		vi		vi							m	0	0	3, 0, 4		3	3
10	10	38	2.0	1/2	1/2	4/4	2	1		iii6		A	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
11	11	40	2.0	0	0	4/4	2	1		IV		A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
11	11	42	2.0	1/2	1/2	4/4	2	1		I6		A	I		I6		I		6					M	0	0	4, 1, 0		0	4
12	12	44	0.5	0	0	4/4	2	1		ii		A	I		ii		ii							m	0	0	2, -1, 3		2	2
12	12	89/2	0.5	1/8	1/8	4/4	2	1		viio		A	I		viio		vii	o						o	0	0	5, 2, -1		5	5
12	12	45	1.0	1/4	1/4	4/4	2	1		I		A	I		I		I							M	0	0	0, 4, 1		0	0
12	12	46	0.5	1/2	1/2	4/4	2	1		V(64)}		A	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
12	12	93/2	1.5	5/8	5/8	4/4	2	1		V|HC		A	I		V		V					HC		M	0	0	1, 5, 2		1	1
13	13	48	4.0	0	0	4/4	2	1		V.I{		A	V		I		I						{	M	0	0	0, 4, 1		0	0
14	14	52	2.0	0	0	4/4	2	1		V7		A	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
14	14	54	2.0	1/2	1/2	4/4	2	1		I		A	V		I		I							M	0	0	0, 4, 1		0	0
15	15	56	4.0	0	0	4/4	2	1		ii		A	V		ii		ii							m	0	0	2, -1, 3		2	2
16	16	60	2.0	0	0	4/4	2	1		V7/ii		A	V		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
16	16	62	2.0	1/2	1/2	4/4	2	1		ii		A	V		ii		ii							m	0	0	2, -1, 3		2	2
17	17	64	18.0	0	0	4/4	2	1		V7		A	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
21	21	82	2.0	1/2	1/2	4/4	2	1		V(64)		A	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
22	22	84	2.0	0	0	4/4	2	1		V		A	V		V		V							M	0	0	1, 5, 2		1	1
22	22	86	2.0	1/2	1/2	4/4	2	1		I6		A	V		I6		I		6					M	0	0	4, 1, 0		0	4
23	23	88	2.0	0	0	4/4	2	1		ii6		A	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
23	23	90	2.0	1/2	1/2	4/4	2	1		I6		A	V		I6		I		6					M	0	0	4, 1, 0		0	4
24	24	92	2.0	0	0	4/4	2	1		viio6		A	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
