mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	3.0	0	0	2/4	2	1	F.I{		F	I		I		I						{	M	0	0	0, 4, 1		0	0
2	2	3	1.0	1/4	1/4	2/4	2	1	IV		F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
3	3	4	1.0	0	0	2/4	2	1	ii		F	I		ii		ii							m	0	0	2, -1, 3		2	2
3	3	5	1.0	1/4	1/4	2/4	2	1	viio		F	I		viio		vii	o						o	0	0	5, 2, -1		5	5
4	4	6	0.5	0	0	2/4	2	1	I		F	I		I		I							M	0	0	0, 4, 1		0	0
4	4	13/2	0.5	1/8	1/8	2/4	2	1	IV	ii6	F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
4	4	7	0.5	1/4	1/4	2/4	2	1	V		F	I		V		V							M	0	0	1, 5, 2		1	1
4	4	15/2	0.5	3/8	3/8	2/4	2	1	V2		F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
5	5	8	3.0	0	0	2/4	2	1	I6|EC}{		F	I		I6		I		6			EC	}{	M	0	0	4, 1, 0		0	4
6	6	11	1.0	1/4	1/4	2/4	2	1	vi		F	I		vi		vi							m	0	0	3, 0, 4		3	3
7	7	12	1.0	0	0	2/4	2	1	IV		F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
7	7	13	0.5	1/4	1/4	2/4	2	1	V(64)		F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
7	7	27/2	0.5	3/8	3/8	2/4	2	1	V		F	I		V		V							M	0	0	1, 5, 2		1	1
8	8	14	5.0	0	0	2/4	2	1	I|PAC}		F	I		I		I					PAC	}	M	0	0	0, 4, 1		0	0
9	9	16	0.0	0	0	2/4	2	1	{		F	I										{		0	0				
10	10	19	1.0	1/4	1/4	2/4	2	1	IV		F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
11	11	20	1.0	0	0	2/4	2	1	ii		F	I		ii		ii							m	0	0	2, -1, 3		2	2
11	11	21	1.0	1/4	1/4	2/4	2	1	viio		F	I		viio		vii	o						o	0	0	5, 2, -1		5	5
12	12	22	0.5	0	0	2/4	2	1	I		F	I		I		I							M	0	0	0, 4, 1		0	0
12	12	45/2	0.5	1/8	1/8	2/4	2	1	IV	ii6	F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
12	12	23	0.5	1/4	1/4	2/4	2	1	V		F	I		V		V							M	0	0	1, 5, 2		1	1
12	12	47/2	0.5	3/8	3/8	2/4	2	1	V2		F	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
