mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	1.0	0	0	2/4	2	1	C.I{	C	I		I		I						{	M	0	0	0, 4, 1		0	0
1	1	1	1	1.0	1/4	1/4	2/4	2	1	viio6/V	C	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
2	2	2	2	1.0	0	0	2/4	2	1	V(4)	C	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
2	2	3	3	1.0	1/4	1/4	2/4	2	1	V64	C	I		V64		V		64					M	0	0	2, 1, 5		1	2
3	3	4	4	1.0	0	0	2/4	2	1	V	C	I		V		V							M	0	0	1, 5, 2		1	1
3	3	5	5	1.0	1/4	1/4	2/4	2	1	V65	C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
4	4	6	6	1.0	0	0	2/4	2	1	I	C	I		I		I							M	0	0	0, 4, 1		0	0
4	4	7	7	1.0	1/4	1/4	2/4	2	1	I6	C	I		I6		I		6					M	0	0	4, 1, 0		0	4
5	5	8	8	1.0	0	0	2/4	2	1	IV	C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
5	5	9	9	1.0	1/4	1/4	2/4	2	1	V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	6	10	10	2.0	0	0	2/4	2	1	I|IAC}	C	I		I		I					IAC	}	M	0	0	0, 4, 1		0	0
7	7	12	12	2.0	0	0	2/4	2	1	I{	C	I		I		I						{	M	0	0	0, 4, 1		0	0
8	8	14	14	2.0	0	0	2/4	2	1	V.I6	C	V		I6		I		6					M	0	0	4, 1, 0		0	4
9	9	16	16	2.0	0	0	2/4	2	1	viio6	C	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
