mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0.5	0	3/8	2/4	2	1	b.i64{	b	i		i64		i		64				{	m	1	1	1, 0, -3		0	1
2	1	1/2	1.0	0	0	2/4	2	1	V65/III	b	i		V65/III		V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
2	1	3/2	1.0	1/4	1/4	2/4	2	1	III	b	i		III		III							M	1	1	-3, 1, -2		-3	-3
3	2	5/2	1.0	0	0	2/4	2	1	V6	b	i		V6		V		6					M	1	1	5, 2, 1		1	5
3	2	7/2	1.0	1/4	1/4	2/4	2	1	#vii%43	b	i		#vii%43		#vii	%	43					%7	1	1	-1, 3, 5, 2		5	-1
4	3	9/2	0.5	0	0	2/4	2	2	i6	b	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
4	3	5	0.5	1/8	1/8	2/4	2	2	iv	b	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
4	3	11/2	1.0	1/4	1/4	2/4	2	2	V7	b	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
5	4	13/2	1.5	0	0	2/4	2	1	i|IAC}	b	i		i		i					IAC	}	m	1	1	0, -3, 1		0	0
5	4	8	0.5	3/8	3/8	2/4	2	1	III.I{	b	III		I		I						{	M	1	0	0, 4, 1		0	0
6	5	17/2	1.0	0	0	2/4	2	1	I6	b	III		I6		I		6					M	1	0	4, 1, 0		0	4
6	5	19/2	1.0	1/4	1/4	2/4	2	1	IV	b	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
7	6	21/2	0.5	0	0	2/4	2	2	V(4)	b	III		V(4)		V			4				M	1	0	1, 0, 2		1	1
7	6	11	0.5	1/8	1/8	2/4	2	2	V7	b	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
7	6	23/2	0.5	1/4	1/4	2/4	2	2	I	b	III		I		I							M	1	0	0, 4, 1		0	0
7	6	12	0.5	3/8	3/8	2/4	2	1	VI.IV6	b	VI		IV6		IV		6					M	1	0	3, 0, -1		-1	3
8	7	25/2	0.5	0	0	2/4	2	1	V7	b	VI		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
8	7	13	0.5	1/8	1/8	2/4	2	1	ii6	b	VI		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
8	7	27/2	0.5	1/4	1/4	2/4	2	1	V(4)	b	VI		V(4)		V			4				M	1	0	1, 0, 2		1	1
8	7	14	0.5	3/8	3/8	2/4	2	1	V7	b	VI		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
9	8	29/2	2.0	0	0	2/4	2	1	I}{	b	VI		I		I						}{	M	1	0	0, 4, 1		0	0
10	9	33/2	1.5	0	0	2/4	2	1	V6	b	VI		V6		V		6					M	1	0	5, 2, 1		1	5
10	9	18	0.5	3/8	3/8	2/4	2	1	V65/vi	b	VI		V65/vi		V		65		vi			Mm7	1	0	8, 5, 2, 4		4	8
11	10	37/2	1.5	0	0	2/4	2	1	vi	b	VI		vi		vi							m	1	0	3, 0, 4		3	3
