mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	1.4375	0	0	4/4	2	1	g.i{		g	i		i		i						{	m	1	1	0, -3, 1		0	0
1	1	23/16	23/16	2.5625	23/64	23/64	4/4	2	1	#viio65		g	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
2	1	4	4	4.0	0	0	4/4	2	2	i6		g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
2	1	8	8	2.0	1	1	4/4	2	2	V2		g	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
2	1	10	10	2.0	3/2	3/2	4/4	2	2	i6		g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
2	1	12	12	2.0	2	2	4/4	2	2	V65		g	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
2	1	14	14	2.0	5/2	5/2	4/4	2	2	i		g	i		i		i							m	1	1	0, -3, 1		0	0
2	1	16	16	1.0	3	3	4/4	2	2	V6		g	i		V6		V		6					M	1	1	5, 2, 1		1	5
2	1	17	17	1.0	13/4	13/4	4/4	2	2	iio6/iv		g	i		iio6/iv		ii	o	6		iv			o	1	1	-2, -5, 1		1	-2
2	1	18	18	1.0	7/2	7/2	4/4	2	2	IV6(2)		g	i		IV6(2)		IV		6	2				M	1	1	3, 0, 1		-1	3
2	1	19	19	1.0	15/4	15/4	4/4	2	2	iv6		g	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
2	1	20	20	1.0	4	4	4/4	2	2	I64		g	i		I64		I		64					M	1	1	1, 0, 4		0	1
2	1	21	21	1.0	17/4	17/4	4/4	2	2	viio7/V		g	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
3	1	22	22	2.0	0	0	4/4	2	1	V(64)		g	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
3	1	24	24	3.625	1/2	1/2	4/4	2	1	V7(b9)		g	i		V7(b9)		V		7	b9				Mm7	1	1	1, 5, 2, -1	-11	1	1
3	1	221/8	221/8	2.125	45/32	45/32	4/4	2	1	i|PAC}		g	i		i		i					PAC	}	m	1	1	0, -3, 1		0	0
4	1	119/4	119/4	5.25	3/16	3/16	4/4	2	1	V2/iv{		g	i		V2/iv		V		2		iv		{	Mm7	1	1	-2, 0, 4, 1		0	-2
5	2	35	35	2.0	0	0	4/4	2	1	#iii.viio7/V		g	#iii		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
5	2	37	37	3.0	1/2	1/2	4/4	2	1	V(64)		g	#iii		V(64)		V			64				M	1	1	1, 0, -3		1	1
5	2	40	40	1.0	5/4	5/4	4/4	2	1	V7		g	#iii		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
5	2	41	41	1.0	3/2	3/2	4/4	2	1	i|IAC}		g	#iii		i		i					IAC	}	m	1	1	0, -3, 1		0	0
5	2	42	42	1.0	7/4	7/4	4/4	2	1	I.iii{		g	I		iii		iii						{	m	1	0	4, 1, 5		4	4
5	2	43	43	2.0	2	2	4/4	2	1	V43		g	I		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
6	2	45	45	2.0	1/4	1/4	4/4	2	1	biio7(4)}		g	I		biio7(4)		bii	o	7	4			}	o7	1	0	-5, 1, -11, -14		-5	-5
6	2	47	47	4.0	3/4	3/4	4/4	2	1	biio7|EC		g	I		biio7		bii	o	7			EC		o7	1	0	-5, -8, -11, -14		-5	-5
6	2	51	51	4.0	7/4	7/4	4/4	2	1	bii.i6{		g	bii		i6		i		6				{	m	1	1	-3, 1, 0		0	-3
6	2	55	55	2.0	11/4	11/4	4/4	2	1	i		g	bii		i		i							m	1	1	0, -3, 1		0	0
6	2	57	57	2.0	13/4	13/4	4/4	2	1	i64		g	bii		i64		i		64					m	1	1	1, 0, -3		0	1
6	2	59	59	2.0	15/4	15/4	4/4	2	1	V7		g	bii		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
6	2	61	61	2.0	17/4	17/4	4/4	2	1	i.#viio65		g	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
6	2	63	63	2.0	19/4	19/4	4/4	2	1	#viio7		g	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
6	2	65	65	2.0	21/4	21/4	4/4	2	1	#vii.V[V(64)		g	#vii	V	V(64)		V			64				M	1	1	1, 0, -3		1	1
6	2	67	67	2.0	23/4	23/4	4/4	2	1	V7		g	#vii	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
7	2	69	69	1.0	0	0	4/4	2	2	i}		g	#vii	V	i		i						}	m	1	1	0, -3, 1		0	0
7	2	139/2	139/2	0.0	1/8	1/8	4/4	2	2	{		g	#vii	V									{		1	1				
7	2	70	70	1.0	1/4	1/4	4/4	2	2	V		g	#vii	V	V		V							M	1	1	1, 5, 2		1	1
7	2	71	71	1.0	1/2	1/2	4/4	2	2	V7		g	#vii	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
7	2	72	72	2.0	3/4	3/4	4/4	2	2	i]}		g	#vii	V	i		i						}	m	1	1	0, -3, 1		0	0
7	2	73	73	0.0	1	1	4/4	2	2	{		g	#vii										{		1	1				
7	2	74	74	1.0	5/4	5/4	4/4	2	2	Ger65		g	#vii		Ger65	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
7	2	75	75	1.0	3/2	3/2	4/4	2	2	vii%7/VII		g	#vii		vii%7/VII		vii	%	7		VII			%7	1	1	3, 0, -3, 1		3	3
7	2	76	76	1.0	7/4	7/4	4/4	2	2	VII		g	#vii		VII		VII							M	1	1	-2, 2, -1		-2	-2
7	2	77	77	1.0	2	2	4/4	2	2	#viio7		g	#vii		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
7	2	78	78	1.0	9/4	9/4	4/4	2	2	i		g	#vii		i		i							m	1	1	0, -3, 1		0	0
7	2	79	79	1.0	5/2	5/2	4/4	2	2	iv.viio7/V		g	iv		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
7	2	80	80	1.0	11/4	11/4	4/4	2	2	V		g	iv		V		V							M	1	1	1, 5, 2		1	1
8	3	81	81	1.0	0	0	4/4	2	2	iio64		g	iv		iio64		ii	o	64					o	1	1	-4, 2, -1		2	-4
8	3	82	82	1.0	1/4	1/4	4/4	2	2	#viio65		g	iv		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
8	3	83	83	2.0	1/2	1/2	4/4	2	2	#viio7		g	iv		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
8	3	85	85	5.0	1	1	4/4	2	2	V7|HC}		g	iv		V7		V		7			HC	}	Mm7	1	1	1, 5, 2, -1		1	1
