mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
2	1	1/2	2.0	0	0	2/4	2	1	F.I[viio64{	F	I	I	viio64		vii	o	64				{	o	0	0	-1, 5, 2		5	-1
3	2	5/2	2.0	0	0	2/4	2	1	I]	F	I	I	I		I							M	0	0	0, 4, 1		0	0
4	3	9/2	1.0	0	0	2/4	2	1	IV	F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
4	3	11/2	1.0	1/4	1/4	2/4	2	1	V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
5	4	13/2	2.0	0	0	2/4	2	2	I}	F	I		I		I						}	M	0	0	0, 4, 1		0	0
6	5	17/2	2.0	0	0	2/4	2	1	vi6{	F	I		vi6		vi		6				{	m	0	0	0, 4, 3		3	0
7	6	21/2	4.0	0	0	2/4	2	1	V6	F	I		V6		V		6					M	0	0	5, 2, 1		1	5
9	8	29/2	1.0	0	0	2/4	2	1	V.#viio43/V	F	V		#viio43/V		#vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
9	8	31/2	0.5	1/4	1/4	2/4	2	1	V6	F	V		V6		V		6					M	0	0	5, 2, 1		1	5
9	8	16	0.5	3/8	3/8	2/4	2	1	vii%43/IV	F	V		vii%43/IV		vii	%	43		IV			%7	0	0	-2, 2, 4, 1		4	-2
10	9	33/2	0.5	0	0	2/4	2	1	IV6	F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
10	9	17	0.5	1/8	1/8	2/4	2	1	ii43	F	V		ii43		ii		43					mm7	0	0	3, 0, 2, -1		2	3
10	9	35/2	0.5	1/4	1/4	2/4	2	1	V6/vi	F	V		V6/vi		V		6		vi			M	0	0	8, 5, 4		4	8
10	9	18	0.5	3/8	3/8	2/4	2	1	vii%43/V/V	F	V		vii%43/V/V		vii	%	43		V/V			%7	0	0	1, 5, 7, 4		7	1
11	10	37/2	0.5	0	0	2/4	2	1	V6/V	F	V		V6/V		V		6		V			M	0	0	6, 3, 2		2	6
11	10	19	0.5	1/8	1/8	2/4	2	1	vii%43	F	V		vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
11	10	39/2	1.0	1/4	1/4	2/4	2	1	I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
12	11	41/2	1.0	0	0	2/4	2	1	ii6	F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
12	11	43/2	0.5	1/4	1/4	2/4	2	4	V(#4)	F	V		V(#4)		V			#4				M	0	0	1, 5, 7		1	1
12	11	22	0.5	3/8	3/8	2/4	2	4	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
13	12	45/2	2.0	0	0	2/4	2	4	I}	F	V		I		I						}	M	0	0	0, 4, 1		0	0
13	12	47/2	0.0	1/4	1/4	2/4	2	4	|PAC	F	V									PAC			0	0				
14	13	49/2	2.0	0	0	2/4	2	1	I[viio64{	F	V	I	viio64		vii	o	64				{	o	0	0	-1, 5, 2		5	-1
15	14	53/2	1.5	0	0	2/4	2	1	I]	F	V	I	I		I							M	0	0	0, 4, 1		0	0
15	14	28	0.5	3/8	3/8	2/4	2	1	I.#viio65/ii	F	I		#viio65/ii		#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
16	15	57/2	0.5	0	0	2/4	2	1	ii6	F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
16	15	29	0.5	1/8	1/8	2/4	2	1	iio6/ii	F	I		iio6/ii		ii	o	6		ii			o	0	0	1, -2, 4		4	1
16	15	59/2	0.5	1/4	1/4	2/4	2	1	V(64)/ii	F	I		V(64)/ii		V			64	ii			M	0	0	3, 2, -1		3	3
16	15	30	0.5	3/8	3/8	2/4	2	1	V7/ii	F	I		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
17	16	61/2	4.0	0	0	2/4	2	1	ii}	F	I		ii		ii						}	m	0	0	2, -1, 3		2	2
18	17	65/2	0.0	0	0	2/4	2	1	{	F	I										{		0	0				
19	18	69/2	1.0	0	0	2/4	2	1	ii7	F	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
19	18	71/2	0.5	1/4	1/4	2/4	2	1	viio6	F	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
19	18	36	0.5	3/8	3/8	2/4	2	1	I6	F	I		I6		I		6					M	0	0	4, 1, 0		0	4
20	19	73/2	0.5	0	0	2/4	2	1	IV(4)	F	I		IV(4)		IV			4				M	0	0	-1, 5, 0		-1	-1
20	19	37	0.5	1/8	1/8	2/4	2	1	IV	F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
20	19	75/2	0.5	1/4	1/4	2/4	2	1	IV(9)	F	I		IV(9)		IV			9				M	0	0	-1, 3, 0	1	-1	-1
20	19	38	0.5	3/8	3/8	2/4	2	1	IV	F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
21	20	77/2	0.25	0	0	2/4	2	1	V(6)	F	I		V(6)		V			6				M	0	0	1, 5, 4		1	1
21	20	155/4	0.25	1/16	1/16	2/4	2	1	V	F	I		V		V							M	0	0	1, 5, 2		1	1
21	20	39	1.5	1/8	1/8	2/4	2	1	V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
