mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	6.0	0	0	3/4	2	1	G.I{		G	I		I		I						{	M	0	0	0, 4, 1		0	0
3	3	6	1.0	0	0	3/4	2	1	V6		G	I		V6		V		6					M	0	0	5, 2, 1		1	5
3	3	7	2.0	1/4	1/4	3/4	2	1	V7		G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	4	9	3.0	0	0	3/4	2	1	I		G	I		I		I							M	0	0	0, 4, 1		0	0
5	5	12	1.0	0	0	3/4	2	1	V6		G	I		V6		V		6					M	0	0	5, 2, 1		1	5
5	5	13	2.0	1/4	1/4	3/4	2	1	V7		G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	6	15	3.0	0	0	3/4	2	1	I		G	I		I		I							M	0	0	0, 4, 1		0	0
7	7	18	2.0	0	0	3/4	2	1	IV		G	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
7	7	20	1.0	1/2	1/2	3/4	2	1	vii%7		G	I		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
8	8	21	2.0	0	0	3/4	2	1	iii		G	I		iii		iii							m	0	0	4, 1, 5		4	4
8	8	23	1.0	1/2	1/2	3/4	2	1	V7/ii		G	I		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
9	9	24	1.0	0	0	3/4	2	1	ii		G	I		ii		ii							m	0	0	2, -1, 3		2	2
9	9	25	1.0	1/4	1/4	3/4	2	1	V6		G	I		V6		V		6					M	0	0	5, 2, 1		1	5
9	9	26	1.0	1/2	1/2	3/4	2	1	I		G	I		I		I							M	0	0	0, 4, 1		0	0
10	10	27	1.0	0	0	3/4	2	1	V(64)}		G	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
10	10	28	1.0	1/4	1/4	3/4	2	1	V|HC		G	I		V		V					HC		M	0	0	1, 5, 2		1	1
10	10	29	1.0	1/2	1/2	3/4	2	1	I6{		G	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
11	11	30	1.0	0	0	3/4	2	1	IV		G	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
11	11	31	2.0	1/4	1/4	3/4	2	1	vii%7		G	I		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
12	12	33	1.0	0	0	3/4	2	1	iii		G	I		iii		iii							m	0	0	4, 1, 5		4	4
