mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	1.0		0	0	2/4	1	1	1/4		1/4	1		1	67	G4	4	0
1	1	1/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		1	55	G3	3	5
1	1	1/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		5	59	B3	3	5
1	1	1	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		1	55	G3	3	6
1	1	1	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		0	60	C4	4	6
1	1	1	0.125		1/4	1/4	2/4	1	1	1/32		1/32	1		5	71	B4	4	1
1	1	9/8	0.375		9/32	9/32	2/4	1	1	3/32		1/16	3/2		3	69	A4	4	2
1	1	3/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		1	55	G3	3	7
1	1	3/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		2	62	D4	4	7
1	1	3/2	0.125		3/8	3/8	2/4	1	1	1/32		1/32	1		0	72	C5	5	3
1	1	13/8	0.375		13/32	13/32	2/4	1	1	3/32		1/16	3/2		5	71	B4	4	4
2	2	2	0.5		0	0	2/4	2	1	1/8		1/8	1		1	55	G3	3	16
2	2	2	0.5		0	0	2/4	2	1	1/8		1/8	1		4	64	E4	4	16
2	2	2	0.125		0	0	2/4	1	1	1/32		1/32	1		2	74	D5	5	8
2	2	17/8	0.375		1/32	1/32	2/4	1	1	3/32		1/16	3/2		0	72	C5	5	9
2	2	5/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		1	55	G3	3	17
2	2	5/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		6	66	F#4	4	17
2	2	5/2	0.125		1/8	1/8	2/4	1	1	1/32		1/32	1		5	71	B4	4	10
2	2	21/8	0.375		5/32	5/32	2/4	1	1	3/32		1/16	3/2		3	69	A4	4	11
2	2	3	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		1	55	G3	3	18
2	2	3	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		1	67	G4	4	18
2	2	3	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		0	72	C5	5	12
2	2	13/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		5	71	B4	4	13
2	2	7/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		2	74	D5	5	14
2	2	15/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		1	79	G5	5	15
3	3	4	1.0		0	0	2/4	1	1	1/4		1/4	1		1	67	G4	4	19
3	3	9/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		1	55	G3	3	24
3	3	9/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		5	59	B3	3	24
3	3	5	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		1	55	G3	3	25
3	3	5	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		0	60	C4	4	25
3	3	5	0.125		1/4	1/4	2/4	1	1	1/32		1/32	1		5	71	B4	4	20
3	3	41/8	0.375		9/32	9/32	2/4	1	1	3/32		1/16	3/2		3	69	A4	4	21
3	3	11/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		1	55	G3	3	26
3	3	11/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		2	62	D4	4	26
3	3	11/2	0.125		3/8	3/8	2/4	1	1	1/32		1/32	1		0	72	C5	5	22
3	3	45/8	0.375		13/32	13/32	2/4	1	1	3/32		1/16	3/2		5	71	B4	4	23
4	4	6	0.5		0	0	2/4	2	1	1/8		1/8	1		1	55	G3	3	35
4	4	6	0.5		0	0	2/4	2	1	1/8		1/8	1		4	64	E4	4	35
4	4	6	0.125		0	0	2/4	1	1	1/32		1/32	1		2	74	D5	5	27
4	4	49/8	0.375		1/32	1/32	2/4	1	1	3/32		1/16	3/2		0	72	C5	5	28
4	4	13/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		1	55	G3	3	36
4	4	13/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		6	66	F#4	4	36
4	4	13/2	0.125		1/8	1/8	2/4	1	1	1/32		1/32	1		5	71	B4	4	29
4	4	53/8	0.375		5/32	5/32	2/4	1	1	3/32		1/16	3/2		3	69	A4	4	30
4	4	7	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		1	55	G3	3	37
4	4	7	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		1	67	G4	4	37
4	4	7	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		0	72	C5	5	31
4	4	29/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		5	71	B4	4	32
4	4	15/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		2	74	D5	5	33
4	4	31/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		1	79	G5	5	34
5	5	8	0.75		0	0	2/4	1	1	3/16		1/8	3/2		6	78	F#5	5	38
5	5	33/4	0.25		1/16	1/16	2/4	2	1	1/16		1/16	1		5	59	B3	3	44
5	5	17/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		0	60	C4	4	45
5	5	35/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		4	76	E5	5	39
5	5	9	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		8	80	G#5	5	40
5	5	37/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	41
5	5	19/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		5	83	B5	5	42
5	5	39/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		0	84	C6	6	43
6	6	10	0.75		0	0	2/4	1	1	3/16		1/8	3/2		4	76	E5	5	46
6	6	41/4	0.25		1/16	1/16	2/4	2	1	1/16		1/16	1		10	58	A#3	3	52
6	6	21/2	0.25		1/8	1/8	2/4	2	1	1/16		1/16	1		5	59	B3	3	53
6	6	43/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		2	74	D5	5	47
6	6	11	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		6	78	F#5	5	48
6	6	45/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		1	79	G5	5	49
6	6	23/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		3	81	A5	5	50
6	6	47/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		5	83	B5	5	51
7	7	12	0.25		0	0	2/4	1	1	1/16		1/16	1		2	74	D5	5	54
7	7	49/4	0.25		1/16	1/16	2/4	2	1	1/16		1/16	1		8	56	G#3	3	62
7	7	49/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		5	71	B4	4	55
7	7	25/2	0.25		1/8	1/8	2/4	2	1	1/16		1/16	1		3	57	A3	3	63
7	7	25/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		0	72	C5	5	56
