mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	1/8	0.125	1/32	1/32	2/4	1	1	1/32	1/32	1		3	81	A5	5	0
1	1	1/4	0.125	1/16	1/16	2/4	1	1	1/32	1/32	1		5	83	B5	5	1
1	1	3/8	0.125	3/32	3/32	2/4	1	1	1/32	1/32	1		7	85	C#6	6	2
1	1	1/2	0.125	1/8	1/8	2/4	1	1	1/32	1/32	1		2	86	D6	6	3
1	1	5/8	0.125	5/32	5/32	2/4	1	1	1/32	1/32	1		7	85	C#6	6	4
1	1	3/4	0.125	3/16	3/16	2/4	1	1	1/32	1/32	1		5	83	B5	5	5
1	1	7/8	0.125	7/32	7/32	2/4	1	1	1/32	1/32	1		3	81	A5	5	6
1	1	1	0.125	1/4	1/4	2/4	1	1	1/32	1/32	1		1	79	G5	5	7
1	1	9/8	0.125	9/32	9/32	2/4	1	1	1/32	1/32	1		6	78	F#5	5	8
1	1	5/4	0.125	5/16	5/16	2/4	1	1	1/32	1/32	1		4	76	E5	5	9
1	1	11/8	0.125	11/32	11/32	2/4	1	1	1/32	1/32	1		6	78	F#5	5	10
1	1	3/2	0.125	3/8	3/8	2/4	1	1	1/32	1/32	1		3	81	A5	5	11
1	1	13/8	0.125	13/32	13/32	2/4	1	1	1/32	1/32	1		1	79	G5	5	12
1	1	7/4	0.125	7/16	7/16	2/4	1	1	1/32	1/32	1		6	78	F#5	5	13
1	1	15/8	0.125	15/32	15/32	2/4	1	1	1/32	1/32	1		4	76	E5	5	14
1	1	2	0.125	1/2	1/2	2/4	1	1	1/32	1/32	1		2	74	D5	5	15
1	1	17/8	0.125	17/32	17/32	2/4	1	1	1/32	1/32	1		7	73	C#5	5	16
1	1	9/4	0.125	9/16	9/16	2/4	1	1	1/32	1/32	1		2	74	D5	5	17
1	1	19/8	0.125	19/32	19/32	2/4	1	1	1/32	1/32	1		4	76	E5	5	18
1	1	5/2	0.125	5/8	5/8	2/4	1	1	1/32	1/32	1		2	74	D5	5	19
1	1	21/8	0.125	21/32	21/32	2/4	1	1	1/32	1/32	1		7	73	C#5	5	20
1	1	11/4	0.125	11/16	11/16	2/4	1	1	1/32	1/32	1		2	74	D5	5	21
1	1	23/8	0.125	23/32	23/32	2/4	1	1	1/32	1/32	1		6	78	F#5	5	22
1	1	3	0.125	3/4	3/4	2/4	1	1	1/32	1/32	1		4	76	E5	5	23
1	1	25/8	0.125	25/32	25/32	2/4	1	1	1/32	1/32	1		2	74	D5	5	24
1	1	13/4	0.125	13/16	13/16	2/4	1	1	1/32	1/32	1		7	73	C#5	5	25
1	1	27/8	0.125	27/32	27/32	2/4	1	1	1/32	1/32	1		5	71	B4	4	26
1	1	7/2	0.125	7/8	7/8	2/4	1	1	1/32	1/32	1		3	69	A4	4	27
1	1	29/8	0.125	29/32	29/32	2/4	1	1	1/32	1/32	1		1	67	G4	4	28
1	1	15/4	0.125	15/16	15/16	2/4	1	1	1/32	1/32	1		6	66	F#4	4	29
1	1	31/8	0.125	31/32	31/32	2/4	1	1	1/32	1/32	1		4	64	E4	4	30
1	1	4	0.125	1	1	2/4	1	1	1/32	1/32	1		6	66	F#4	4	31
1	1	33/8	0.125	33/32	33/32	2/4	1	1	1/32	1/32	1		3	69	A4	4	32
1	1	17/4	0.125	17/16	17/16	2/4	1	1	1/32	1/32	1		4	64	E4	4	33
1	1	35/8	0.125	35/32	35/32	2/4	1	1	1/32	1/32	1		6	66	F#4	4	34
1	1	9/2	0.125	9/8	9/8	2/4	1	1	1/32	1/32	1		3	69	A4	4	35
1	1	37/8	0.125	37/32	37/32	2/4	1	1	1/32	1/32	1		7	61	C#4	4	36
1	1	19/4	0.125	19/16	19/16	2/4	1	1	1/32	1/32	1		2	62	D4	4	37
1	1	39/8	0.125	39/32	39/32	2/4	1	1	1/32	1/32	1		3	57	A3	3	38
1	1	5	0.125	5/4	5/4	2/4	1	1	1/32	1/32	1		6	54	F#3	3	39
2	2	41/8	2.0	0	0	2/4	2	1	1/2	1/2	1		2	50	D3	3	40
3	3	57/8	0.125	0	0	4/4	1	1	1/32	1/32	1		6	54	F#3	3	41
