mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0	0.16666666666666666	0	0	4/4	1	1	1/24		1/16	2/3		2	86	D6	6	0
1	0	1/6	1/6	0.16666666666666666	1/24	1/24	4/4	1	1	1/24		1/16	2/3		0	84	C6	6	1
1	0	1/3	1/3	0.16666666666666666	1/12	1/12	4/4	1	1	1/24		1/16	2/3		-3	87	Eb6	6	2
1	0	1/2	1/2	0.16666666666666666	1/8	1/8	4/4	1	1	1/24		1/16	2/3		2	86	D6	6	3
1	0	2/3	2/3	0.16666666666666666	1/6	1/6	4/4	1	1	1/24		1/16	2/3		0	84	C6	6	4
1	0	5/6	5/6	0.16666666666666666	5/24	5/24	4/4	1	1	1/24		1/16	2/3		-2	82	Bb5	5	5
1	0	1	1	0.16666666666666666	1/4	1/4	4/4	1	1	1/24		1/16	2/3		2	86	D6	6	6
1	0	7/6	7/6	0.16666666666666666	7/24	7/24	4/4	1	1	1/24		1/16	2/3		0	84	C6	6	7
1	0	4/3	4/3	0.16666666666666666	1/3	1/3	4/4	1	1	1/24		1/16	2/3		-2	82	Bb5	5	8
1	0	3/2	3/2	0.16666666666666666	3/8	3/8	4/4	1	1	1/24		1/16	2/3		3	81	A5	5	9
1	0	5/3	5/3	0.16666666666666666	5/12	5/12	4/4	1	1	1/24		1/16	2/3		0	84	C6	6	10
1	0	11/6	11/6	0.16666666666666666	11/24	11/24	4/4	1	1	1/24		1/16	2/3		-2	82	Bb5	5	11
1	0	2	2	0.16666666666666666	1/2	1/2	4/4	1	1	1/24		1/16	2/3		3	81	A5	5	12
1	0	13/6	13/6	0.16666666666666666	13/24	13/24	4/4	1	1	1/24		1/16	2/3		1	79	G5	5	13
1	0	7/3	7/3	0.16666666666666666	7/12	7/12	4/4	1	1	1/24		1/16	2/3		-2	82	Bb5	5	14
1	0	5/2	5/2	0.16666666666666666	5/8	5/8	4/4	1	1	1/24		1/16	2/3		3	81	A5	5	15
1	0	8/3	8/3	0.16666666666666666	2/3	2/3	4/4	1	1	1/24		1/16	2/3		1	79	G5	5	16
1	0	17/6	17/6	0.16666666666666666	17/24	17/24	4/4	1	1	1/24		1/16	2/3		6	78	F#5	5	17
1	0	3	3	0.16666666666666666	3/4	3/4	4/4	1	1	1/24		1/16	2/3		3	81	A5	5	18
1	0	19/6	19/6	0.16666666666666666	19/24	19/24	4/4	1	1	1/24		1/16	2/3		1	79	G5	5	19
