mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	slur
2	2	27/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32			1/32	1	17					
2	2	7/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32			1/32	1	18					
2	2	29/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32			1/32	1	19					
2	2	15/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32			1/32	1	20					
2	2	31/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32			1/32	1	21					
2	2	4	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	22		articStaccatissimoAbove			
2	2	9/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	23		articStaccatissimoAbove			
2	2	3	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	24					1
2	2	4	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	25		articStaccatissimoAbove			
2	2	5	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	26		articStaccatissimoBelow			
2	2	11/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	27		articStaccatissimoBelow			
3	3	6	0.125	0	0	Chord	3/4	1	1	1/32			1/32	1	28					
3	3	49/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32			1/32	1	29					
3	3	25/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32			1/32	1	30					
3	3	51/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32			1/32	1	31					
3	3	13/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32			1/32	1	32					
3	3	53/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32			1/32	1	33					
3	3	27/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32			1/32	1	34					
3	3	55/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32			1/32	1	35					
3	3	7	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	36		articStaccatissimoBelow			
3	3	29/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	37					2
3	3	15/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	38					2
3	3	31/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16			1/16	1	39					
3	3	8	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	40					3
3	3	33/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	41					3
3	3	17/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	42					3
3	3	35/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	43					
3	3	6	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	44					4
3	3	7	2.0	1/4	1/4	Chord	3/4	2	1	1/2			1/2	1	45					
4	4	9	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	46					5
4	4	10	0.125	1/4	1/4	Chord	3/4	1	1	1/32			1/32	1	47					
4	4	81/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32			1/32	1	48					
4	4	41/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32			1/32	1	49					
4	4	83/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32			1/32	1	50					
4	4	21/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32			1/32	1	51					
4	4	85/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32			1/32	1	52					
4	4	43/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32			1/32	1	53					
4	4	87/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32			1/32	1	54					
4	4	11	0.125	1/2	1/2	Chord	3/4	1	1	1/32			1/32	1	55					
4	4	89/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32			1/32	1	56					
4	4	45/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32			1/32	1	57					
4	4	91/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32			1/32	1	58					
4	4	23/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32			1/32	1	59					
4	4	93/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32			1/32	1	60					
4	4	47/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32			1/32	1	61					
4	4	95/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32			1/32	1	62					
4	4	37/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	63					
4	4	19/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	64					
4	4	39/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	65					
4	4	10	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	66					
5	5	12	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	67		articStaccatissimoBelow			
5	5	13	0.125	1/4	1/4	Chord	3/4	1	1	1/32			1/32	1	68					
5	5	105/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32			1/32	1	69					
5	5	53/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32			1/32	1	70					
5	5	107/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32			1/32	1	71					
5	5	27/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32			1/32	1	72					
5	5	109/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32			1/32	1	73					
5	5	55/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32			1/32	1	74					
5	5	111/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32			1/32	1	75					
5	5	14	0.125	1/2	1/2	Chord	3/4	1	1	1/32			1/32	1	76					
5	5	113/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32			1/32	1	77					
5	5	57/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32			1/32	1	78					
5	5	115/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32			1/32	1	79					
5	5	29/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32			1/32	1	80					
5	5	117/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32			1/32	1	81					
5	5	59/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32			1/32	1	82					
5	5	119/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32			1/32	1	83					
5	5	49/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	84					
5	5	25/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	85					
5	5	51/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	86					
5	5	13	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	87					
6	6	15	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	88		articStaccatissimoAbove			
6	6	16	0.125	1/4	1/4	Chord	3/4	1	1	1/32			1/32	1	89					
6	6	129/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32			1/32	1	90					
6	6	65/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32			1/32	1	91					
6	6	131/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32			1/32	1	92					
6	6	33/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32			1/32	1	93					
6	6	133/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32			1/32	1	94					
6	6	67/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32			1/32	1	95					
6	6	135/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32			1/32	1	96					
6	6	17	0.125	1/2	1/2	Chord	3/4	1	1	1/32			1/32	1	97					
6	6	137/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32			1/32	1	98					
6	6	69/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32			1/32	1	99					
6	6	139/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32			1/32	1	100					
6	6	35/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32			1/32	1	101					
6	6	141/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32			1/32	1	102					
6	6	71/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32			1/32	1	103					
6	6	143/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32			1/32	1	104					
6	6	61/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	105					
6	6	31/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	106					
6	6	63/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	107					
6	6	16	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	108					
7	7	18	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	109		articStaccatissimoBelow			
7	7	19	0.125	1/4	1/4	Chord	3/4	1	1	1/32			1/32	1	110					
7	7	153/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32			1/32	1	111					
7	7	77/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32			1/32	1	112					
7	7	155/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32			1/32	1	113					
7	7	39/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32			1/32	1	114					
7	7	157/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32			1/32	1	115					
7	7	79/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32			1/32	1	116					
7	7	159/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32			1/32	1	117					
7	7	20	0.125	1/2	1/2	Chord	3/4	1	1	1/32			1/32	1	118					
7	7	161/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32			1/32	1	119					
7	7	81/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32			1/32	1	120					
7	7	163/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32			1/32	1	121					
7	7	41/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32			1/32	1	122					
7	7	165/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32			1/32	1	123					
7	7	83/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32			1/32	1	124					
7	7	167/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32			1/32	1	125					
7	7	73/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16			1/16	1	126					
7	7	37/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16			1/16	1	127					
7	7	75/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16			1/16	1	128					
7	7	19	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	129					
8	8	21	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	130					
8	8	85/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32			1/32	1	131					
8	8	171/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32			1/32	1	132					
8	8	43/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	133					
8	8	87/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32			1/32	1	134					
8	8	175/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32			1/32	1	135					
8	8	22	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	136		articStaccatissimoBelow			
8	8	21	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	137					
8	8	87/4	0.125	3/16	3/16	Chord	3/4	2	1	1/32			1/32	1	138					
8	8	175/8	0.125	7/32	7/32	Chord	3/4	2	1	1/32			1/32	1	139					
8	8	22	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	140		articStaccatissimoAbove			
9	9	24	0.0	0	0	Dynamic	3/4	1	1	0						p				
9	9	24	0.75	0	0	Chord	3/4	1	1	3/16			1/8	3/2	141		ornamentTurn			
9	9	99/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	142					
9	9	25	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	143					
9	9	51/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4			1/4	1	144					
9	9	53/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	145		ornamentShortTrill			
9	9	107/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	146					
9	9	49/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	147					
9	9	51/2	1.0	3/8	3/8	Chord	3/4	1	2	1/4			1/4	1	148					
9	9	53/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	149					
9	9	24	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	150					
9	9	25	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	151					
9	9	26	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	152					
10	10	27	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	153					6
10	10	109/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	154					6
10	10	55/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	155					6
10	10	111/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	156					
10	10	28	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	157		articStaccatissimoAbove			
10	10	27	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	158					
10	10	113/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	159					
10	10	57/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	160					
10	10	115/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	161					
10	10	29	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	162		articStaccatissimoAbove			
11	11	30	0.0	0	0	Dynamic	3/4	1	1	0						f				
11	11	30	0.25	0	0	Chord	3/4	1	1	1/16			1/16	1	163					7
11	11	121/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	164					7
11	11	61/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	165					7
11	11	123/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	166					
11	11	31	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	167					
11	11	63/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16			1/16	1	168					
11	11	32	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	169					
11	11	65/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	170					
11	11	125/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16			1/16	1	171					
11	11	127/4	0.25	7/16	7/16	Chord	3/4	1	2	1/16			1/16	1	172					
11	11	129/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16			1/16	1	173					
11	11	131/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16			1/16	1	174					
12	12	133/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16			1/16	1	175					8
12	12	67/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16			1/16	1	176		ornamentShortTrill			8
12	12	135/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	177					8
12	12	34	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	178		articStaccatissimoAbove			
12	12	33	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	179					
12	12	137/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16			1/16	1	180					
12	12	69/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16			1/16	1	181					
12	12	139/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16			1/16	1	182					
12	12	35	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	183		articStaccatissimoAbove			
13	13	36	0.0	0	0	Dynamic	3/4	1	1	0						p				
13	13	36	0.75	0	0	Chord	3/4	1	1	3/16			1/8	3/2	184		ornamentTurn			
13	13	147/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	185					
13	13	37	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	186					
13	13	149/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	187					
13	13	75/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	188					
13	13	38	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	189					
13	13	153/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	190					9
13	13	77/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	191					9
13	13	155/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	192					
13	13	36	0.5	0	0	Chord	3/4	1	2	1/8			1/8	1	193					
13	13	73/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	194					
13	13	37	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	195					
13	13	75/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	196					
13	13	38	0.5	1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	197					
13	13	77/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	198					
14	14	39	0.75	0	0	Chord	3/4	1	1	3/16			1/8	3/2	199		ornamentTurn			
14	14	159/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16			1/16	1	200					
14	14	40	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	201					10
14	14	161/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	202					
14	14	81/2	1.0	3/8	3/8	Chord	3/4	1	1	1/4			1/4	1	203					
14	14	83/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	204					11
14	14	167/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	205					
14	14	39	0.5	0	0	Chord	3/4	1	2	1/8			1/8	1	206					
14	14	79/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	207					
14	14	81/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	208					
14	14	41	0.5	1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	209					
14	14	83/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	210					
15	15	42	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	211					12
15	15	85/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	212		ornamentTurn			
15	15	43	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	213					
15	15	173/4	0.5	5/16	5/16	Chord	3/4	1	1	1/8			1/8	1	214					
15	15	175/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32			1/32	1	215					
15	15	351/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32			1/32	1	216					
15	15	44	0.25	1/2	1/2	Chord	3/4	1	1	1/16			1/16	1	217					13
15	15	177/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16			1/16	1	218					13
15	15	89/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16			1/16	1	219					13
15	15	179/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16			1/16	1	220					
15	15	42	0.5	0	0	Chord	3/4	1	2	1/8			1/8	1	221					
15	15	85/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	222					
15	15	43	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	223					
15	15	87/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	224					
15	15	44	0.5	1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	225					
15	15	89/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	226					
16	16	45	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	227					14
16	16	46	0.25	1/4	1/4	Chord	3/4	1	1	1/16			1/16	1	228		ornamentShortTrill			
16	16	185/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16			1/16	1	229					
16	16	93/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	230					
16	16	47	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	231		articStaccatissimoAbove			
16	16	45	0.5	0	0	Chord	3/4	1	2	1/8			1/8	1	232					
16	16	91/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	233					
16	16	46	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	234					
16	16	93/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	235					
16	16	47	0.5	1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	236					
16	16	95/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	237					
17	17	48	0.0	0	0	Dynamic	3/4	1	1	0						f				
17	17	48	0.125	0	0	Chord	3/4	1	1	1/32			1/32	1	238					
17	17	385/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32			1/32	1	239					
17	17	193/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32			1/32	1	240					
17	17	387/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32			1/32	1	241					
17	17	97/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32			1/32	1	242					
17	17	389/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32			1/32	1	243					
17	17	195/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32			1/32	1	244					
17	17	391/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32			1/32	1	245					
17	17	49	0.125	1/4	1/4	Chord	3/4	1	1	1/32			1/32	1	246					
17	17	393/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32			1/32	1	247					
17	17	197/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32			1/32	1	248					
17	17	395/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32			1/32	1	249					
17	17	99/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32			1/32	1	250					
17	17	397/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32			1/32	1	251					
17	17	199/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32			1/32	1	252					
17	17	399/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32			1/32	1	253					
17	17	50	0.125	1/2	1/2	Chord	3/4	1	1	1/32			1/32	1	254					
17	17	401/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32			1/32	1	255					
17	17	201/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32			1/32	1	256					
17	17	403/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32			1/32	1	257					
17	17	101/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32			1/32	1	258					
17	17	405/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32			1/32	1	259					
17	17	203/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32			1/32	1	260					
17	17	407/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32			1/32	1	261					
17	17	48	2.0	0	0	Chord	3/4	2	1	1/2			1/2	1	262					
17	17	50	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	263					
18	18	51	0.125	0	0	Chord	3/4	1	1	1/32			1/32	1	264					
18	18	409/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32			1/32	1	265					
18	18	205/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32			1/32	1	266					
18	18	411/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32			1/32	1	267					
18	18	103/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32			1/32	1	268					
18	18	413/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32			1/32	1	269					
18	18	207/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32			1/32	1	270					
18	18	415/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32			1/32	1	271					
18	18	52	0.125	1/4	1/4	Chord	3/4	1	1	1/32			1/32	1	272					
18	18	417/8	0.125	9/32	9/32	Chord	3/4	1	1	1/32			1/32	1	273					
18	18	209/4	0.125	5/16	5/16	Chord	3/4	1	1	1/32			1/32	1	274					
18	18	419/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32			1/32	1	275					
18	18	105/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32			1/32	1	276					
18	18	421/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32			1/32	1	277					
18	18	211/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32			1/32	1	278					
18	18	423/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32			1/32	1	279					
18	18	53	0.125	1/2	1/2	Chord	3/4	1	1	1/32			1/32	1	280					
18	18	425/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32			1/32	1	281					
18	18	213/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32			1/32	1	282					
18	18	427/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32			1/32	1	283					
18	18	107/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32			1/32	1	284					
18	18	429/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32			1/32	1	285					
18	18	215/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32			1/32	1	286					
18	18	431/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32			1/32	1	287					
18	18	51	2.0	0	0	Chord	3/4	2	1	1/2			1/2	1	288					
18	18	53	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	289					
18	18	107/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	290					
19	19	54	0.125	0	0	Chord	3/4	1	1	1/32			1/32	1	291					
19	19	433/8	0.125	1/32	1/32	Chord	3/4	1	1	1/32			1/32	1	292					
19	19	217/4	0.125	1/16	1/16	Chord	3/4	1	1	1/32			1/32	1	293					
19	19	435/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32			1/32	1	294					
19	19	109/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32			1/32	1	295					
19	19	437/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32			1/32	1	296					
19	19	219/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32			1/32	1	297					
19	19	439/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32			1/32	1	298					
19	19	55	0.125	1/4	1/4	Chord	3/4	1	1	1/32			1/32	1	299					
