mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
21	21	82	82	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	284							
21	21	329/4	329/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	285							
21	21	165/2	165/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	286							
21	21	331/4	331/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	287							
21	21	83	83	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	288							
21	21	333/4	333/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	289							
21	21	167/2	167/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	290							
21	21	335/4	335/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	291							
22	22	84	84	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	292							
22	22	337/4	337/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	293							
22	22	169/2	169/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	294							
22	22	339/4	339/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	295							
22	22	85	85	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	296							
22	22	341/4	341/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	297							
22	22	171/2	171/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	298							
22	22	343/4	343/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	299							
22	22	86	86	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	300							
22	22	345/4	345/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	301							
22	22	173/2	173/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	302							
22	22	347/4	347/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	303							
22	22	87	87	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	304							
22	22	349/4	349/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	305							
22	22	175/2	175/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	306							
22	22	351/4	351/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	307							
23	23	353/4	353/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	308							
23	23	177/2	177/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	309							
23	23	355/4	355/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	310							
23	23	89	89	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	311							
23	23	357/4	357/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	312							
23	23	179/2	179/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	313							
23	23	359/4	359/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	314							
23	23	361/4	361/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	315							
23	23	181/2	181/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	316							
23	23	363/4	363/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	317							
23	23	91	91	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	318							
23	23	365/4	365/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	319							
23	23	183/2	183/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	320							
23	23	367/4	367/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	321							
23	23	88	88	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	322	articStaccatissimoAbove						
23	23	90	90	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	323	articStaccatissimoBelow						
24	24	369/4	369/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	324							
24	24	185/2	185/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	325							
24	24	371/4	371/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	326							
24	24	93	93	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	327							
24	24	373/4	373/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	328							
24	24	187/2	187/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	329							
24	24	375/4	375/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	330							
24	24	377/4	377/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	331							
24	24	189/2	189/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	332							
24	24	379/4	379/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	333							
24	24	95	95	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	334							
24	24	381/4	381/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	335							
24	24	191/2	191/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	336							
24	24	383/4	383/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	337							
24	24	92	92	0.25		0	0	Chord	4/4	1	2	1/16		1/16	1	338							
24	24	94	94	0.25		1/2	1/2	Chord	4/4	1	2	1/16		1/16	1	339							
25	25	385/4	385/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	340							
25	25	193/2	193/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	341							
25	25	387/4	387/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	342							
25	25	97	97	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	343							
25	25	389/4	389/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	344							
25	25	195/2	195/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	345							
25	25	391/4	391/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	346							
25	25	98	98	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	347							
25	25	393/4	393/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	348							
25	25	197/2	197/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	349							
25	25	395/4	395/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	350							
25	25	99	99	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	351							
25	25	397/4	397/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	352							
25	25	199/2	199/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	353							
25	25	399/4	399/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	354							
25	25	96	96	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	355	articStaccatissimoBelow						
25	25	98	98	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	356	articStaccatissimoBelow						
26	26	100	100	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	357							
26	26	401/4	401/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	358							
26	26	201/2	201/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	359							
26	26	403/4	403/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	360							
26	26	101	101	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	361							
26	26	405/4	405/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	362							
26	26	203/2	203/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	363							
26	26	407/4	407/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	364							
26	26	102	102	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	365							
26	26	409/4	409/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	366							
26	26	205/2	205/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	367							
26	26	411/4	411/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	368							
26	26	100	100	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	369							
26	26	401/4	401/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	370							
26	26	201/2	201/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	371							
26	26	403/4	403/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	372							
26	26	101	101	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	373							
26	26	405/4	405/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	374							
26	26	203/2	203/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	375							
26	26	407/4	407/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	376							
26	26	102	102	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	377	articStaccatissimoBelow						
26	26	103	103	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	378							
26	26	413/4	413/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	379							
26	26	207/2	207/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	380							
26	26	415/4	415/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	381							
27	27	106	106	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	382							
27	27	107	107	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	383							
27	27	104	104	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	384	articStaccatissimoAbove						
27	27	104	104	0.5		0	0	Chord	4/4	2	2	1/8		1/8	1	385							
27	27	209/2	209/2	0.25		1/8	1/8	Chord	4/4	2	2	1/16		1/16	1	386							
27	27	419/4	419/4	0.25		3/16	3/16	Chord	4/4	2	2	1/16		1/16	1	387							
27	27	105	105	0.5		1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	388							
27	27	211/2	211/2	0.5		3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	389							
27	27	213/2	213/2	0.5		5/8	5/8	Chord	4/4	2	2	1/8		1/8	1	390							
27	27	215/2	215/2	0.5		7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	391							
28	28	110	110	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	392							
28	28	111	111	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	393							
28	28	108	108	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	394							
28	28	217/2	217/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	395							
28	28	435/4	435/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	396							
28	28	109	109	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	397							
28	28	219/2	219/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	398							
28	28	221/2	221/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	399							
28	28	223/2	223/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	400							
29	29	114	114	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	401							6
29	29	115	115	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	402							
29	29	112	112	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	403							
29	29	225/2	225/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	404							
29	29	451/4	451/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	405							
29	29	113	113	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	406							
29	29	227/2	227/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	407							
29	29	229/2	229/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	408							
29	29	231/2	231/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	409							
30	30	118	118	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	410							7
30	30	119	119	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	411							
30	30	116	116	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	412							
30	30	233/2	233/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	413							
30	30	467/4	467/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	414							
30	30	117	117	0.5		1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	415							
30	30	235/2	235/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	416							
30	30	237/2	237/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	417							
30	30	239/2	239/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	418							
31	31	120	120	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	419							
31	31	481/4	481/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	420							
31	31	241/2	241/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	421							
31	31	483/4	483/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	422							
31	31	121	121	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	423							
31	31	485/4	485/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	424							
31	31	243/2	243/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	425							
31	31	487/4	487/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	426							
31	31	122	122	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	427							
31	31	489/4	489/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	428							
31	31	245/2	245/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	429							
31	31	491/4	491/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	430							
31	31	123	123	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	431							
31	31	493/4	493/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	432							
31	31	247/2	247/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	433							
31	31	495/4	495/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	434							
31	31	120	120	0.5		0	0	Chord	4/4	1	2	1/8		1/8	1	435							
31	31	241/2	241/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	436							
31	31	121	121	0.5		1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	437							
31	31	243/2	243/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	438							
31	31	122	122	0.5		1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	439							
31	31	245/2	245/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	440							
31	31	123	123	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	441							
31	31	247/2	247/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	442							
32	32	124	124	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	443							
32	32	497/4	497/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	444							
32	32	249/2	249/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	445							
32	32	499/4	499/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	446							
32	32	125	125	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	447							
32	32	501/4	501/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	448							
32	32	251/2	251/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	449							
32	32	503/4	503/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	450							
32	32	126	126	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	451							
32	32	505/4	505/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	452							
32	32	253/2	253/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	453							
32	32	507/4	507/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	454							
32	32	127	127	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	455							
32	32	509/4	509/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	456							
32	32	255/2	255/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	457							
32	32	511/4	511/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	458							
32	32	124	124	0.5		0	0	Chord	4/4	1	2	1/8		1/8	1	459							
32	32	249/2	249/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	460							
32	32	125	125	0.5		1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	461							
32	32	251/2	251/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	462							
32	32	126	126	0.5		1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	463							
32	32	253/2	253/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	464							
32	32	127	127	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	465							
32	32	255/2	255/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	466							
33	33	128	128	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	467							
33	33	513/4	513/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	468							
33	33	257/2	257/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	469							
33	33	515/4	515/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	470							
33	33	129	129	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	471							
33	33	517/4	517/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	472							
33	33	259/2	259/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	473							
33	33	519/4	519/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	474							
33	33	130	130	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	475							
33	33	521/4	521/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	476							
33	33	261/2	261/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	477							
33	33	523/4	523/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	478							
33	33	131	131	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	479							
33	33	525/4	525/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	480							
33	33	263/2	263/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	481							
33	33	527/4	527/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	482							
33	33	128	128	0.5		0	0	Chord	4/4	1	2	1/8		1/8	1	483							
33	33	257/2	257/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	484							
33	33	129	129	0.5		1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	485							
33	33	259/2	259/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	486							
33	33	130	130	0.5		1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	487							
33	33	261/2	261/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	488							
33	33	131	131	0.5		3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	489							
33	33	263/2	263/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	490							
34	34	132	132	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	491							
34	34	529/4	529/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	492							
34	34	265/2	265/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	493							
34	34	531/4	531/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	494							
34	34	133	133	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	495							
34	34	533/4	533/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	496							
34	34	267/2	267/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	497							
34	34	535/4	535/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	498							
34	34	134	134	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	499							
34	34	537/4	537/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	500							
34	34	269/2	269/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	501							
34	34	539/4	539/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	502							
34	34	135	135	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	503							
34	34	541/4	541/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	504							
34	34	271/2	271/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	505							
34	34	543/4	543/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	506							
34	34	132	132	0.5		0	0	Chord	4/4	1	2	1/8		1/8	1	507							
34	34	265/2	265/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	508							
34	34	133	133	0.5		1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	509							
34	34	267/2	267/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	510							
34	34	134	134	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	511							
34	34	269/2	269/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	512							
34	34	135	135	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	513							
34	34	271/2	271/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	514							
35	35	136	136	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	515							
35	35	545/4	545/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	516							
35	35	273/2	273/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	517							
35	35	547/4	547/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	518							
35	35	137	137	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	519							
35	35	549/4	549/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	520							
35	35	275/2	275/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	521							
35	35	551/4	551/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	522							
35	35	138	138	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	523							
35	35	553/4	553/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	524							
35	35	277/2	277/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	525							
35	35	555/4	555/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	526							
35	35	139	139	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	527							
35	35	557/4	557/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	528							
35	35	279/2	279/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	529							
35	35	559/4	559/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	530							
35	35	136	136	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	531							
35	35	273/2	273/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	532							
35	35	137	137	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	533							
35	35	549/4	549/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	534							
35	35	275/2	275/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	535							
35	35	551/4	551/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	536							
35	35	138	138	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	537							
35	35	553/4	553/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	538							
35	35	277/2	277/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	539							
35	35	555/4	555/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	540							
35	35	139	139	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	541							
35	35	557/4	557/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	542							
35	35	279/2	279/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	543							
35	35	559/4	559/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	544							
36	36	140	140	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	545							
36	36	561/4	561/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	546							
36	36	281/2	281/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	547							
36	36	563/4	563/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	548							
36	36	141	141	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	549							
36	36	565/4	565/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	550							
36	36	283/2	283/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	551							
36	36	567/4	567/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	552							
36	36	142	142	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	553							
36	36	569/4	569/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	554							
36	36	285/2	285/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	555							
36	36	571/4	571/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	556							
36	36	143	143	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	557							
36	36	573/4	573/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	558							
36	36	287/2	287/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	559							
36	36	575/4	575/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	560							
36	36	140	140	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	561							
36	36	561/4	561/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	562							
36	36	281/2	281/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	563							
36	36	563/4	563/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	564							
36	36	141	141	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	565							
36	36	565/4	565/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	566							
36	36	283/2	283/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	567							
36	36	567/4	567/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	568							
36	36	142	142	0.25		1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	569							
36	36	569/4	569/4	0.25		9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	570							
36	36	285/2	285/2	0.25		5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	571							
36	36	571/4	571/4	0.25		11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	572							
36	36	143	143	0.25		3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	573							
36	36	573/4	573/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	574							
