mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	slur
1	1	0	0.0	0	0	Dynamic	2/4	1	1	0						p					
1	1	0	0.0	0	0	Tempo	2/4	1	1	0									Allegretto grazioso	116	
1	1	0	0.0	0	0	Tempo	2/4	1	1	0									 = 85	85	
1	1	0	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	0						0
1	1	1	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	1						
1	1	3/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2						
1	1	1/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8			1/8	1	3						1
1	1	1	0.5	1/4	1/4	Chord	2/4	1	2	1/8			1/8	1	4						1
1	1	3/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8			1/8	1	5						
2	2	2	0.0	0	0	Chord	2/4	1	1	0	grace16		1/16	1	6						
2	2	2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	7						
2	2	5/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	8						
2	2	3	0.0	1/4	1/4	Dynamic	2/4	1	1	0						f					
2	2	3	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	9						
2	2	2	0.5	0	0	Chord	2/4	1	2	1/8			1/8	1	10						
2	2	5/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8			1/8	1	11						
2	2	3	1.0	1/4	1/4	Chord	2/4	1	2	1/4			1/4	1	12						
2	2	7/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	13						
3	3	4	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	14						
3	3	9/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	15						
3	3	11/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	16						
3	3	4	0.5	0	0	Chord	2/4	1	2	1/8			1/8	1	17						
3	3	9/2	1.0	1/8	1/8	Chord	2/4	1	2	1/4			1/4	1	18						
