mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	slur
1	1	0	0.0	0	0	Tempo	2/4	1	1	0									Allegro assai	126	
1	1	0	0.0	0	0	StaffText	2/4	1	1	0								ten.			
1	1	0	0.0	0	0	Tempo	2/4	1	1	0									 = 144	144	
1	1	0	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	0						
1	1	1	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	1						
1	1	4/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	2						
1	1	5/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	3						
2	2	2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	4		articStaccatissimoAbove				
2	2	2	0.3333333333333333	0	0	Chord	2/4	2	1	1/12			1/8	2/3	5						
2	2	7/3	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12			1/8	2/3	6						
2	2	8/3	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12			1/8	2/3	7						
2	2	3	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12			1/8	2/3	8						
2	2	10/3	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12			1/8	2/3	9						
2	2	11/3	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12			1/8	2/3	10						
3	3	4	0.0	0	0	StaffText	2/4	1	1	0								ten.			
3	3	4	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	11						
3	3	5	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	12						
3	3	16/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	13						
3	3	17/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	14						
3	3	4	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	15		articStaccatissimoBelow				
4	4	6	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	16		articStaccatissimoAbove				
4	4	6	0.3333333333333333	0	0	Chord	2/4	2	1	1/12			1/8	2/3	17						
4	4	19/3	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12			1/8	2/3	18						
4	4	20/3	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12			1/8	2/3	19						
4	4	7	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12			1/8	2/3	20						
4	4	22/3	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12			1/8	2/3	21						
4	4	23/3	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12			1/8	2/3	22						
5	5	8	0.0	0	0	StaffText	2/4	1	1	0								ten.			
5	5	8	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	23						
5	5	9	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	24						
5	5	28/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	25						
5	5	29/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	26						
5	5	8	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	27		articStaccatissimoBelow				
6	6	10	0.75	0	0	Chord	2/4	1	1	3/16			1/8	3/2	28		articStaccatissimoAbove				
6	6	43/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	29						
6	6	11	0.75	1/4	1/4	Chord	2/4	1	1	3/16			1/8	3/2	30		ornamentTremblement				
6	6	47/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	31						
6	6	95/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	32						
6	6	10	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	33		articStaccatissimoBelow				
7	7	12	0.3333333333333333	0	0	Chord	2/4	1	1	1/12			1/8	2/3	34						
7	7	37/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12			1/8	2/3	35						
7	7	38/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12			1/8	2/3	36						
7	7	13	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	37						
7	7	40/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	38						
7	7	41/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	39						
7	7	12	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	40		articStaccatissimoBelow				
7	7	13	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	41		articStaccatissimoBelow				
8	8	14	0.0	0	0	Chord	2/4	1	1	0	grace4		1/4	1	42						
8	8	14	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	43		ornamentTurn				
8	8	14	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	44						
9	9	16	0.0	0	0	StaffText	2/4	1	1	0											
9	9	16	0.0	0	0	Dynamic	2/4	1	1	0						p					
9	9	16	0.0	0	0	Chord	2/4	1	1	0	grace16		1/16	1	45						
9	9	16	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	46		ornamentTurn				
9	9	17	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	47						
9	9	52/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	48						
9	9	53/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	49						
9	9	17	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	50		articStaccatissimoAbove				
10	10	18	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	51						
10	10	19	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	52						
10	10	58/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	53						
10	10	59/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	54						
10	10	18	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	55		articStaccatissimoAbove				
10	10	19	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	56		articStaccatissimoAbove				
11	11	20	0.3333333333333333	0	0	Chord	2/4	2	1	1/12			1/8	2/3	57						
11	11	61/3	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12			1/8	2/3	58						
11	11	62/3	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12			1/8	2/3	59						
11	11	21	0.3333333333333333	1/4	1/4	Chord	2/4	2	1	1/12			1/8	2/3	60						
11	11	64/3	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12			1/8	2/3	61						
11	11	65/3	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12			1/8	2/3	62						
11	11	20	1.0	0	0	Chord	2/4	2	2	1/4			1/4	1	63		articStaccatissimoBelow				
11	11	21	1.0	1/4	1/4	Chord	2/4	2	2	1/4			1/4	1	64		articStaccatissimoBelow				
12	12	22	0.3333333333333333	0	0	Chord	2/4	2	1	1/12			1/8	2/3	65						
12	12	67/3	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12			1/8	2/3	66						
12	12	68/3	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12			1/8	2/3	67						
12	12	23	1.0	1/4	1/4	Chord	2/4	2	2	1/4			1/4	1	68		articStaccatissimoBelow				
13	13	24	0.0	0	0	Dynamic	2/4	1	1	0						f					
13	13	24	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	69						
13	13	25	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	70						
13	13	76/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	71						
13	13	77/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	72						
13	13	25	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	73		articStaccatissimoAbove				
