mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	slur
1	1	0	0.0	0	0	Dynamic	9/8	1	1	0						f					
1	1	0	0.0	0	0	Tempo	9/8	1	1	0									Larghetto	46	
1	1	0	0.0	0	0	Tempo	9/8	1	1	0									  = 48	72	
1	1	0	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	0						0
1	1	1/2	0.5	1/8	1/8	Chord	9/8	1	1	1/8			1/8	1	1						0
1	1	1	0.5	1/4	1/4	Chord	9/8	1	1	1/8			1/8	1	2						
1	1	3/2	0.5	3/8	3/8	Chord	9/8	1	1	1/8			1/8	1	3						1
1	1	2	0.5	1/2	1/2	Chord	9/8	1	1	1/8			1/8	1	4						1
1	1	5/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8			1/8	1	5						
1	1	3	0.5	3/4	3/4	Chord	9/8	1	1	1/8			1/8	1	6						2
1	1	7/2	0.5	7/8	7/8	Chord	9/8	1	1	1/8			1/8	1	7						2
1	1	4	0.5	1	1	Chord	9/8	1	1	1/8			1/8	1	8						
1	1	0	1.0	0	0	Chord	9/8	2	1	1/4			1/4	1	9						
1	1	3/2	1.0	3/8	3/8	Chord	9/8	2	1	1/4			1/4	1	10						
1	1	3	1.0	3/4	3/4	Chord	9/8	2	1	1/4			1/4	1	11						
2	2	9/2	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	12						
2	2	5	0.5	1/8	1/8	Chord	9/8	1	1	1/8			1/8	1	13						
2	2	11/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8			1/8	1	14						
2	2	6	0.5	3/8	3/8	Chord	9/8	1	1	1/8			1/8	1	15						
2	2	13/2	0.5	1/2	1/2	Chord	9/8	1	1	1/8			1/8	1	16						
2	2	7	0.5	5/8	5/8	Chord	9/8	1	1	1/8			1/8	1	17						
2	2	15/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8			1/8	1	18						
2	2	8	0.5	7/8	7/8	Chord	9/8	1	1	1/8			1/8	1	19						
2	2	17/2	0.5	1	1	Chord	9/8	1	1	1/8			1/8	1	20						
2	2	9/2	1.0	0	0	Chord	9/8	2	1	1/4			1/4	1	21						
2	2	6	1.0	3/8	3/8	Chord	9/8	2	1	1/4			1/4	1	22						
2	2	15/2	1.0	3/4	3/4	Chord	9/8	2	1	1/4			1/4	1	23						
3	3	9	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	24						
3	3	19/2	0.5	1/8	1/8	Chord	9/8	1	1	1/8			1/8	1	25						
3	3	10	0.5	1/4	1/4	Chord	9/8	1	1	1/8			1/8	1	26						
3	3	11	0.5	1/2	1/2	Chord	9/8	1	1	1/8			1/8	1	27						
3	3	23/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8			1/8	1	28						
3	3	12	0.5	3/4	3/4	Chord	9/8	1	1	1/8			1/8	1	29						
3	3	25/2	0.5	7/8	7/8	Chord	9/8	1	1	1/8			1/8	1	30						
