mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	slur
9	8	15	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	78					
9	8	31/2	0.375	1/4	1/4	Chord	2/4	1	1	3/32			1/16	3/2	79					
9	8	127/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	80					
9	8	16	0.125	3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	81					
9	8	129/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32			1/32	1	82					
9	8	65/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	83					
9	8	131/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	84					
9	8	29/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	85					
9	8	29/2	0.5	0	0	Chord	2/4	2	2	1/8			1/8	1	86					
9	8	15	0.5	1/8	1/8	Chord	2/4	2	2	1/8			1/8	1	87					
9	8	31/2	0.5	1/4	1/4	Chord	2/4	2	2	1/8			1/8	1	88					
9	8	16	0.5	3/8	3/8	Chord	2/4	2	2	1/8			1/8	1	89					
10	9	33/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	90		articStaccatissimoBelow			
10	9	69/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	91					
10	9	139/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	92					
10	9	35/2	0.0	1/4	1/4	Chord	2/4	1	1	0	grace32		1/32	1	93					
10	9	35/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	94					
10	9	71/4	0.5	5/16	5/16	Chord	2/4	1	1	1/8			1/8	1	95					
10	9	73/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	96					
10	9	33/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	97					
10	9	17	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	98					
10	9	18	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	99					
11	10	37/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	100					
11	10	75/4	0.0	1/16	1/16	Dynamic	2/4	1	1	0						f				
11	10	75/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	101					
11	10	19	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	102					12
11	10	77/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	103					
11	10	39/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	104					13
11	10	79/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	105					
11	10	20	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	106					14
11	10	81/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	107					
11	10	20	0.5	3/8	3/8	Chord	2/4	1	2	1/8			1/8	1	108					
11	10	37/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	109					
11	10	20	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	110					
12	11	41/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	111					15
12	11	83/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	112					
12	11	21	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	113					16
12	11	85/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	114					
12	11	43/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	115					
12	11	87/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	116					17
12	11	22	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	117					17
12	11	89/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	118					
12	11	83/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16			1/16	1	119					
12	11	21	0.25	1/8	1/8	Chord	2/4	1	2	1/16			1/16	1	120					
12	11	85/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16			1/16	1	121					
12	11	43/2	0.25	1/4	1/4	Chord	2/4	1	2	1/16			1/16	1	122					
12	11	87/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16			1/16	1	123					
12	11	22	0.25	3/8	3/8	Chord	2/4	1	2	1/16			1/16	1	124					
12	11	89/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16			1/16	1	125					
12	11	41/2	1.5	0	0	Chord	2/4	2	1	3/8			1/4	3/2	126					
12	11	22	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	127					
13	12	45/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	128					18
13	12	91/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	129					
13	12	139/6	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24			1/16	2/3	130					
13	12	70/3	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24			1/16	2/3	131					
13	12	47/2	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24			1/16	2/3	132					19
13	12	71/3	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24			1/16	2/3	133					
13	12	143/6	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24			1/16	2/3	134					
13	12	24	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	135					20
13	12	145/6	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	136					
13	12	73/3	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	137					
13	12	45/2	0.25	0	0	Chord	2/4	1	2	1/16			1/16	1	138					
13	12	91/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16			1/16	1	139					
13	12	45/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	140					
13	12	23	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	141					
14	13	49/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	142					
14	13	25	0.0	1/8	1/8	Dynamic	2/4	1	1	0						p				
14	13	25	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24			1/16	2/3	143					
14	13	151/6	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24			1/16	2/3	144					
14	13	76/3	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24			1/16	2/3	145					
14	13	51/2	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24			1/16	2/3	146					21
14	13	77/3	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24			1/16	2/3	147					
14	13	155/6	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24			1/16	2/3	148					
14	13	26	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	149					22
14	13	157/6	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	150					
14	13	79/3	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	151					
14	13	49/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	152					
14	13	25	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	153					
15	14	53/2	0.375	0	0	Chord	2/4	1	1	3/32			1/16	3/2	154		articStaccatissimoAbove			
15	14	215/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	155					
15	14	27	1.0	1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	156					23
15	14	28	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	157		ornamentTurn			
15	14	113/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	158					
15	14	227/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	159					
15	14	27	0.0	1/8	1/8	Dynamic	2/4	2	1	0						f				
15	14	27	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	160					
15	14	55/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	161					
15	14	28	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	162					
16	15	57/2	0.375	0	0	Chord	2/4	1	1	3/32			1/16	3/2	163		articStaccatissimoAbove			
16	15	231/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	164					
16	15	29	0.125	1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	165					
16	15	233/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	166					
16	15	117/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	167					
16	15	235/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	168					
16	15	59/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	169					24
16	15	30	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	170		ornamentTurn			
16	15	57/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	171					
16	15	29	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	172					
16	15	59/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	173					
16	15	30	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	174					
17	16	61/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	175					
17	16	31	0.0	1/8	1/8	Dynamic	2/4	1	1	0						p				
17	16	31	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	176					25
17	16	125/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	177					
17	16	63/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	178		ornamentShortTrill			26
17	16	127/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	179					
17	16	129/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	180					
17	16	61/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	181					
17	16	32	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	182					
18	17	65/2	0.0	0	0	Chord	2/4	1	1	0	grace32		1/32	1	183					
18	17	65/2	0.0	0	0	Chord	2/4	1	1	0	grace32		1/32	1	184					
18	17	65/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	185					27
18	17	131/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	186					
18	17	133/4	0.0	3/16	3/16	Dynamic	2/4	1	1	0						f				
18	17	133/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	187					
18	17	67/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	188					
18	17	135/4	0.5	5/16	5/16	Chord	2/4	1	1	1/8			1/8	1	189					
18	17	137/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	190					
18	17	33	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	191					
18	17	67/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	192					
18	17	34	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	193					
19	18	69/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	194					
19	18	139/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	195					
19	18	35	0.0	1/8	1/8	Dynamic	2/4	1	1	0						p				
19	18	35	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	196					28
19	18	141/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	197					
19	18	71/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	198					29
19	18	143/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	199					
19	18	145/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	200					
19	18	69/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	201					
19	18	36	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	202					
20	19	73/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	203					30
20	19	147/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	204					
20	19	37	0.0	1/8	1/8	Dynamic	2/4	1	1	0						f				
20	19	149/4	0.08333333333333333	3/16	3/16	Chord	2/4	1	1	1/48			1/32	2/3	205					
20	19	112/3	0.08333333333333333	5/24	5/24	Chord	2/4	1	1	1/48			1/32	2/3	206					
20	19	449/12	0.08333333333333333	11/48	11/48	Chord	2/4	1	1	1/48			1/32	2/3	207					
20	19	75/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	208					
20	19	38	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	209		ornamentTurn			
20	19	37	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	210					
20	19	75/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	211					
20	19	38	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	212					
21	20	77/2	1.0	0	0	Chord	1/8	1	1	1/4			1/4	1	213					
21	20	77/2	0.5	0	0	Chord	1/8	2	1	1/8			1/8	1	214					
21	20	39	0.375	1/8	1/8	Chord	1/8	2	1	3/32			1/16	3/2	215					
21	20	315/8	0.125	7/32	7/32	Chord	1/8	2	1	1/32			1/32	1	216					
21	20	79/2	0.5	1/4	1/4	Chord	1/8	2	1	1/8			1/8	1	217					
22	20	40	0.16666666666666666	0	0	Chord	1/8	1	1	1/24			1/16	2/3	218					31
22	20	241/6	0.16666666666666666	1/24	1/24	Chord	1/8	1	1	1/24			1/16	2/3	219					31
22	20	121/3	0.16666666666666666	1/12	1/12	Chord	1/8	1	1	1/24			1/16	2/3	220					
23	21	81/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	221					32
23	21	41	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	222		ornamentTurn			
23	21	83/2	0.375	1/4	1/4	Chord	2/4	1	1	3/32			1/16	3/2	223		articStaccatissimoAbove			
23	21	335/8	0.0	11/32	11/32	Dynamic	2/4	1	1	0						p				
23	21	335/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	224					
23	21	42	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	225					
23	21	253/6	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	226					
23	21	127/3	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	227					
23	21	41	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	228					
23	21	83/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	229					
24	22	85/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	230					33
24	22	171/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	231					
24	22	173/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	232					
24	22	87/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	233					
24	22	175/4	0.0	5/16	5/16	Dynamic	2/4	1	1	0						f				
24	22	175/4	0.5	5/16	5/16	Chord	2/4	1	1	1/8			1/8	1	234					
24	22	177/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	235					
24	22	43	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	236					
24	22	44	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	237					
24	22	44	0.5	3/8	3/8	Chord	2/4	2	3	1/8			1/8	1	238					
25	23	89/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	239					
25	23	179/4	0.5	1/16	1/16	Chord	2/4	1	1	1/8			1/8	1	240					
25	23	181/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	241					
25	23	91/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	242					
25	23	46	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	243		ornamentTurn			
25	23	89/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	244					
25	23	45	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	245					
25	23	91/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	246					
25	23	46	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	247					
25	23	89/2	0.5	0	0	Chord	2/4	2	3	1/8			1/8	1	248					
26	24	93/2	0.16666666666666666	0	0	Chord	2/4	1	1	1/24			1/16	2/3	249					34
26	24	140/3	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24			1/16	2/3	250					34
26	24	281/6	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24			1/16	2/3	251					
26	24	47	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	252					
26	24	143/3	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24			1/16	2/3	253					
26	24	287/6	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24			1/16	2/3	254					
26	24	48	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	255					
26	24	289/6	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	256					
26	24	145/3	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	257					
26	24	93/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	258					
26	24	47	0.375	1/8	1/8	Chord	2/4	2	1	3/32			1/16	3/2	259					
26	24	379/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32			1/32	1	260					
26	24	95/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	261					
27	25	97/2	0.16666666666666666	0	0	Chord	2/4	1	1	1/24			1/16	2/3	262					
27	25	146/3	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24			1/16	2/3	263					
27	25	293/6	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24			1/16	2/3	264					
27	25	49	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24			1/16	2/3	265					
27	25	295/6	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24			1/16	2/3	266					
27	25	148/3	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24			1/16	2/3	267					
27	25	99/2	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24			1/16	2/3	268					
27	25	149/3	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24			1/16	2/3	269					
27	25	299/6	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24			1/16	2/3	270					
27	25	50	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	271					
27	25	301/6	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	272					
27	25	151/3	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	273					
28	26	101/2	0.0	0	0	Chord	2/4	1	1	0	grace32		1/32	1	274					
28	26	101/2	0.0	0	0	Chord	2/4	1	1	0	grace32		1/32	1	275					
28	26	101/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	276					35
28	26	51	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	277		ornamentTurn			
28	26	415/8	0.0	11/32	11/32	Dynamic	2/4	1	1	0						p				
28	26	415/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	278					
28	26	52	0.375	3/8	3/8	Chord	2/4	1	1	3/32			1/16	3/2	279					36
28	26	419/8	0.0625	15/32	15/32	Chord	2/4	1	1	1/64			1/64	1	280					36
28	26	839/16	0.0625	31/64	31/64	Chord	2/4	1	1	1/64			1/64	1	281					
28	26	407/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32			1/32	1	282					
28	26	51	0.375	1/8	1/8	Chord	2/4	2	1	3/32			1/16	3/2	283					
28	26	411/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32			1/32	1	284					
28	26	103/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	285					
