mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	3/8	1	1	0								Vivace	172.0			1.0	
1	1	0	0	0.0	0	0	Dynamic	3/8	1	1	0					f								
1	1	0	0	0.0	0	0	Tempo	3/8	1	1	0								𝅘𝅥.=70	105.0	𝅘𝅥.	70.0	0.0	
1	1	0	0	0.75	0	0	Chord	3/8	1	1	3/16		1/8	3/2	0		ornamentMordent							
1	1	3/4	3/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	1									
1	1	1	1	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	2		articStaccatissimoBelow							
1	1	0	0	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	3									
1	1	1/2	1/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	4									
1	1	1	1	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	5									
2	2	3/2	3/2	0.0	0	0	Chord	3/8	1	1	0	grace32	1/32	1	6									
2	2	3/2	3/2	0.0	0	0	Chord	3/8	1	1	0	grace32	1/32	1	7									
2	2	3/2	3/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	8		articStaccatissimoBelow							
2	2	2	2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	9		articStaccatissimoBelow							
2	2	3/2	3/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	10									
2	2	2	2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	11									
2	2	5/2	5/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	12									
3	3	3	3	0.0	0	0	Dynamic	3/8	1	1	0					p								
3	3	3	3	0.75	0	0	Chord	3/8	1	1	3/16		1/8	3/2	13									
3	3	15/4	15/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	14									
3	3	4	4	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	15		articStaccatissimoBelow							
3	3	3	3	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	16									
3	3	7/2	7/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	17									
3	3	4	4	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	18									
4	4	9/2	9/2	0.0	0	0	Chord	3/8	1	1	0	grace32	1/32	1	19									
4	4	9/2	9/2	0.0	0	0	Chord	3/8	1	1	0	grace32	1/32	1	20									
4	4	9/2	9/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	21		articStaccatissimoBelow							
4	4	5	5	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	22		articStaccatissimoBelow							
4	4	9/2	9/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	23									
4	4	5	5	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	24									
4	4	11/2	11/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	25									
5	5	6	6	0.0	0	0	Dynamic	3/8	1	1	0					f								
5	5	6	6	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	26									
5	5	13/2	13/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	27									0
5	5	7	7	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	28									
5	5	13/2	13/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	29									1
5	5	7	7	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	30									
6	6	15/2	15/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	31									
6	6	17/2	17/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	32									
6	6	15/2	15/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	33									2
6	6	8	8	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	34									
6	6	17/2	17/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	35									
6	6	15/2	15/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	36									3
6	6	8	8	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	37									
6	6	17/2	17/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	38									
7	7	9	9	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	39									
7	7	19/2	19/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	40		articStaccatissimoBelow							
7	7	10	10	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	41		articStaccatissimoBelow							
7	7	9	9	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	42									
7	7	10	10	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	43		articStaccatissimoAbove							
8	8	21/2	21/2	0.0	0	0	Chord	3/8	1	1	0	grace32	1/32	1	44									
8	8	21/2	21/2	0.0	0	0	Chord	3/8	1	1	0	grace32	1/32	1	45									
8	8	21/2	21/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	46		articStaccatissimoBelow							
8	8	11	11	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	47		articStaccatissimoBelow							
8	8	21/2	21/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	48		articStaccatissimoAbove							
8	8	11	11	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	49									
8	8	45/4	45/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	50									
8	8	23/2	23/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	51									
8	8	47/4	47/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	52									
9	9	12	12	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	53		ornamentMordent							
9	9	25/2	25/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	54									4
9	9	13	13	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	55									
9	9	12	12	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	56									
10	10	27/2	27/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	57									
10	10	55/4	55/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	58									
10	10	14	14	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	59									
10	10	57/4	57/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	60									
10	10	29/2	29/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	61									
10	10	59/4	59/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	62									
10	10	27/2	27/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	63									
10	10	27/2	27/2	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	64									
11	11	15	15	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	65		ornamentMordent							
11	11	31/2	31/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	66									5
11	11	16	16	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	67									
11	11	15	15	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	68									
12	12	33/2	33/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	69									
12	12	67/4	67/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	70									
12	12	17	17	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	71									
12	12	69/4	69/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	72									
12	12	35/2	35/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	73									
12	12	71/4	71/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	74									
12	12	33/2	33/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	75									
12	12	33/2	33/2	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	76									
13	13	18	18	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	77									6
13	13	37/2	37/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	78									
13	13	75/4	75/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	79									
13	13	19	19	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	80									
13	13	77/4	77/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	81									
13	13	18	18	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	82									
13	13	19	19	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	83									
14	14	39/2	39/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	84									7
14	14	20	20	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	85									
14	14	81/4	81/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	86									
14	14	41/2	41/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	87									
14	14	83/4	83/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	88									
14	14	39/2	39/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	89									
14	14	41/2	41/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	90									
15	15	21	21	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	91									8
15	15	85/4	85/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	92									
15	15	43/2	43/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	93									
15	15	87/4	87/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	94									
