mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	slur
5	5	8	0.75	0	0	Chord	2/4	1	1	3/16			1/8	3/2	27						
5	5	35/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	28						
5	5	71/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	29						
5	5	9	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	30		articStaccatissimoAbove				
5	5	19/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	31		articStaccatissimoAbove				
5	5	8	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	32						
5	5	17/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	33						
6	6	10	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	34		articStaccatissimoAbove				
6	6	21/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	35		articStaccatissimoAbove				
6	6	11	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	36		articStaccatissimoAbove				
6	6	11	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	37		articStaccatissimoAbove				
7	7	12	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	38		articStaccatissimoAbove				
7	7	51/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	39						
7	7	13	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	40						
7	7	53/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	41						
7	7	27/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	42						
7	7	55/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	43						
7	7	12	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	44		articStaccatissimoAbove				
7	7	13	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	45						
7	7	27/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	46						
8	8	14	0.0	0	0	Chord	2/4	1	1	0	grace16		1/16	1	47						
8	8	14	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	48						
8	8	29/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	49						
8	8	59/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	50						
8	8	15	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	51		articStaccatissimoBelow				
8	8	14	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	52						
8	8	29/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	53						
8	8	59/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	54						
8	8	15	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	55		articStaccatissimoBelow				
9	9	16	0.75	0	0	Chord	2/4	1	1	3/16			1/8	3/2	56						
9	9	67/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	57						
9	9	135/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	58						
9	9	17	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	59		articStaccatissimoAbove				
9	9	35/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	60		articStaccatissimoAbove				
9	9	16	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	61						
9	9	33/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	62						
10	10	18	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	63		articStaccatissimoAbove				
10	10	37/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	64		articStaccatissimoAbove				
10	10	19	0.0	1/4	1/4	Dynamic	2/4	1	1	0						p					
10	10	39/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	65						4
10	10	79/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	66						
10	10	19	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	67		articStaccatissimoAbove				
11	11	41/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	68						5
11	11	83/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	69						
11	11	43/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	70						6
11	11	87/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	71						
11	11	20	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	72		articStaccatissimoAbove				
11	11	21	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	73		articStaccatissimoAbove				
12	12	22	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	74						7
12	12	89/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	75						
12	12	45/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	76						8
12	12	91/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	77						
12	12	23	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	78						9
12	12	93/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	79						
12	12	47/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	80		ornamentShortTrill				10
12	12	95/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	81						
12	12	22	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	82						
12	12	45/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	83						
12	12	23	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	84						
12	12	47/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	85						
13	13	24	0.0	0	0	Dynamic	2/4	1	1	0						f					
13	13	24	0.75	0	0	Chord	2/4	1	1	3/16			1/8	3/2	86						
13	13	99/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	87						
13	13	199/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	88						
13	13	25	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	89		articStaccatissimoAbove				
13	13	51/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	90		articStaccatissimoAbove				
13	13	24	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	91						
13	13	49/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	92						
14	14	26	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	93		articStaccatissimoAbove				
14	14	53/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	94		articStaccatissimoAbove				
14	14	27	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	95						11
14	14	109/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	96						
14	14	55/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	97						12
14	14	111/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	98						
15	15	28	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	99						13
15	15	113/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	100						
15	15	29	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	101						
15	15	117/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	102						
15	15	59/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	103		ornamentShortTrill				
15	15	119/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	104						
15	15	57/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	105						14
15	15	115/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	106						
15	15	59/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	107						
16	16	30	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	108						15
16	16	31	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	109						
16	16	30	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	110						
16	16	61/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	111						
16	16	123/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	112						
16	16	31	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	113						
17	17	32	0.0	0	0	Dynamic	2/4	1	1	0						mf					
17	17	32	0.0	0	0	StaffText	2/4	1	1	0								ten.			
17	17	32	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	114						
17	17	33	0.125	1/4	1/4	Chord	2/4	1	1	1/32			1/32	1	115						
17	17	265/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32			1/32	1	116						
17	17	133/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32			1/32	1	117						
17	17	267/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	118						
17	17	67/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	119						
17	17	269/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32			1/32	1	120						
17	17	135/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	121						
17	17	271/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	122						
17	17	32	0.5	0	0	Chord	2/4	1	2	1/8			1/8	1	123						
17	17	65/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8			1/8	1	124						
17	17	33	0.5	1/4	1/4	Chord	2/4	1	2	1/8			1/8	1	125						
17	17	67/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8			1/8	1	126						
18	18	34	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	127		articStaccatissimoAbove				
18	18	69/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	128		articStaccatissimoAbove				
18	18	35	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	129		ornamentTrill				
18	18	141/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32			1/32	1	130						
18	18	283/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	131						
18	18	71/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	132						
18	18	143/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	133						
18	18	34	1.0	0	0	Chord	2/4	1	2	1/4			1/4	1	134						
18	18	35	0.5	1/4	1/4	Chord	2/4	1	2	1/8			1/8	1	135						
18	18	71/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8			1/8	1	136						
19	19	36	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	137		ornamentTrill				
19	19	145/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32			1/32	1	138						
19	19	291/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	139						
19	19	73/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	140						
19	19	147/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	141						
19	19	37	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	142		ornamentTrill				
19	19	149/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32			1/32	1	143						
19	19	299/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	144						
19	19	75/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	145						
19	19	151/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	146						
19	19	36	0.5	0	0	Chord	2/4	1	2	1/8			1/8	1	147						
19	19	73/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8			1/8	1	148						
19	19	37	0.5	1/4	1/4	Chord	2/4	1	2	1/8			1/8	1	149						
19	19	75/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8			1/8	1	150						
20	20	38	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	151						16
20	20	39	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	152		ornamentTurn				
20	20	38	2.0	0	0	Chord	2/4	1	2	1/2			1/2	1	153						
21	21	40	0.0	0	0	Dynamic	2/4	1	1	0						f					
21	21	40	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	154						
21	21	161/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32			1/32	1	155						
21	21	323/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	156						
21	21	81/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	157						
21	21	163/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	158						
21	21	41	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	159						
21	21	165/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32			1/32	1	160						
21	21	331/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	161						
21	21	83/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	162						
21	21	167/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	163						
21	21	40	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	164						
21	21	161/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32			1/32	1	165						
21	21	323/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32			1/32	1	166						
21	21	81/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	167						
21	21	163/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	168						
21	21	41	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	169						
21	21	165/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32			1/32	1	170						
21	21	331/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32			1/32	1	171						
21	21	83/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	172						
21	21	167/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	173						
22	22	42	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	174						
22	22	169/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32			1/32	1	175						
22	22	339/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	176						
22	22	85/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	177						
22	22	171/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	178						
22	22	43	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	179						
22	22	173/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32			1/32	1	180						
22	22	347/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	181						
22	22	87/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	182						
22	22	175/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	183						
22	22	42	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	184						
22	22	169/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32			1/32	1	185						
22	22	339/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32			1/32	1	186						
22	22	85/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	187						
22	22	171/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	188						
22	22	43	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	189						
22	22	173/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32			1/32	1	190						
22	22	347/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32			1/32	1	191						
22	22	87/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	192						
22	22	175/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	193						
23	23	44	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	194						
23	23	177/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32			1/32	1	195						
23	23	355/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32			1/32	1	196						
23	23	89/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	197						
23	23	179/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	198						
23	23	45	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	199						
23	23	181/4	0.125	5/16	5/16	Chord	2/4	2	1	1/32			1/32	1	200						
23	23	363/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32			1/32	1	201						
23	23	91/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	202						
23	23	183/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	203						
23	23	44	0.25	0	0	Chord	2/4	2	2	1/16			1/16	1	204						
23	23	177/4	0.125	1/16	1/16	Chord	2/4	2	2	1/32			1/32	1	205						
23	23	355/8	0.125	3/32	3/32	Chord	2/4	2	2	1/32			1/32	1	206						
23	23	89/2	0.25	1/8	1/8	Chord	2/4	2	2	1/16			1/16	1	207						
23	23	179/4	0.25	3/16	3/16	Chord	2/4	2	2	1/16			1/16	1	208						
23	23	45	0.25	1/4	1/4	Chord	2/4	2	2	1/16			1/16	1	209						
23	23	181/4	0.125	5/16	5/16	Chord	2/4	2	2	1/32			1/32	1	210						
23	23	363/8	0.125	11/32	11/32	Chord	2/4	2	2	1/32			1/32	1	211						
23	23	91/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16			1/16	1	212						
23	23	183/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16			1/16	1	213						
24	24	47	0.0	1/4	1/4	Dynamic	2/4	1	1	0						mf					
24	24	47	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	214						17
24	24	189/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	215						17
24	24	95/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	216						17
24	24	191/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	217						
24	24	46	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	218		articStaccatissimoAbove				
24	24	46	1.0	0	0	Chord	2/4	2	2	1/4			1/4	1	219		articStaccatissimoBelow				
25	25	48	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	220						18
25	25	193/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	221						
25	25	97/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	222						
25	25	49	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	223						
25	25	197/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	224						
25	25	99/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	225						19
25	25	199/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	226						
25	25	49	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	227						
26	26	50	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	228						
26	26	201/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	229						
26	26	101/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	230						
26	26	51	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	231						
26	26	205/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	232						
26	26	103/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	233						
26	26	207/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	234						
26	26	51	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	235						
27	27	52	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	236						
27	27	209/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	237						
27	27	105/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	238						
27	27	53	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	239						
27	27	213/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	240						
27	27	107/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	241						
27	27	215/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	242						
27	27	53	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	243						
28	28	54	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	244						
28	28	109/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	245		ornamentShortTrill				
28	28	55	0.0	1/4	1/4	Dynamic	2/4	1	1	0						p					
28	28	55	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	246		articStaccatissimoAbove				
28	28	55	1.0	1/4	1/4	Chord	2/4	1	3	1/4			1/4	1	247		articStaccatissimoBelow				
28	28	54	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	248						
29	29	56	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	249						
29	29	57	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	250						
29	29	56	1.0	0	0	Chord	2/4	1	2	1/4			1/4	1	251						
29	29	57	1.0	1/4	1/4	Chord	2/4	1	2	1/4			1/4	1	252						
30	30	58	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	253		ornamentTrill				
30	30	117/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	254						
30	30	235/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	255						
30	30	59	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	256						
30	30	119/2	0.0	3/8	3/8	Dynamic	2/4	1	1	0						f					
30	30	239/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	257						
30	30	58	1.0	0	0	Chord	2/4	1	2	1/4			1/4	1	258						
30	30	119/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	259						
31	31	241/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	260						
31	31	121/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	261						20
31	31	243/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	262						
31	31	61	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	263						21
31	31	245/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	264						
31	31	123/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	265						22
31	31	247/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	266						
31	31	60	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	267						
31	31	61	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	268						
32	32	62	0.0	0	0	Dynamic	2/4	1	1	0						p					
32	32	62	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	269						23
32	32	125/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	270						
32	32	63	0.0	1/4	1/4	StaffText	2/4	2	1	0								ten.			
32	32	63	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	271						
33	33	64	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	272						24
33	33	129/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	273						
33	33	65	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	274						
34	34	66	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	275						25
34	34	133/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	276						
34	34	67	0.0	1/4	1/4	Dynamic	2/4	1	1	0						f					
34	34	67	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	277						
34	34	269/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16			1/16	1	278						
34	34	135/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16			1/16	1	279						
34	34	271/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16			1/16	1	280						
35	35	68	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	281						
35	35	68	0.25	0	0	Chord	2/4	1	2	1/16			1/16	1	282						
35	35	273/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16			1/16	1	283						
35	35	137/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16			1/16	1	284						
35	35	275/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16			1/16	1	285						
35	35	69	0.25	1/4	1/4	Chord	2/4	2	2	1/16			1/16	1	286						
35	35	277/4	0.25	5/16	5/16	Chord	2/4	2	2	1/16			1/16	1	287						
35	35	139/2	0.25	3/8	3/8	Chord	2/4	2	2	1/16			1/16	1	288						
35	35	279/4	0.25	7/16	7/16	Chord	2/4	2	2	1/16			1/16	1	289						
36	36	281/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	290						
