mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
5	5	17/2	17/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	45									
6	6	10	10	0.75		0	0	Chord	2/4	1	1	3/16		1/8	3/2	46									7
6	6	43/4	43/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	47									
6	6	11	11	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	48									8
6	6	45/4	45/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	49									8
6	6	23/2	23/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	50									8
6	6	47/4	47/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	51									
6	6	41/4	41/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	52									9
6	6	21/2	21/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	53									
7	7	12	12	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	54									10
7	7	49/4	49/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	55									10
7	7	25/2	25/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	56									10
7	7	51/4	51/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	57									
7	7	13	13	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	58									11
7	7	53/4	53/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	59									
7	7	27/2	27/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	60									12
7	7	55/4	55/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	61									
7	7	49/4	49/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	62									13
7	7	25/2	25/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	63									13
7	7	51/4	51/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	64									
7	7	13	13	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	65									
7	7	27/2	27/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	66									
8	8	14	14	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	67		ornamentTrill							
8	8	29/2	29/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	68									
8	8	15	15	0.125		1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	69									
8	8	121/8	121/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	70									
8	8	61/4	61/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	71									
8	8	123/8	123/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	72									
8	8	31/2	31/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	73									
8	8	125/8	125/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	74									
8	8	63/4	63/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	75									
8	8	127/8	127/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	76									
8	8	14	14	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	77									
8	8	29/2	29/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	78									
9	9	16	16	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	79									
9	9	17	17	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	80									
9	9	69/4	69/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	81									14
9	9	35/2	35/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	82									14
9	9	71/4	71/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	83									
9	9	33/2	33/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	84									
9	9	67/4	67/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	85									
9	9	17	17	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	86									
9	9	35/2	35/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	87									
10	10	18	18	0.0		0	0	Chord	2/4	1	1	0	grace32	1/32	1	88									
10	10	18	18	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	89									
10	10	73/4	73/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	90									
10	10	37/2	37/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	91									
10	10	75/4	75/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	92									
10	10	19	19	0.125		1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	93									
10	10	153/8	153/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	94									
10	10	77/4	77/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	95									
10	10	155/8	155/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	96									
10	10	39/2	39/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	97									
10	10	157/8	157/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	98									
10	10	79/4	79/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	99									
10	10	159/8	159/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	100									
10	10	18	18	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	101									
10	10	37/2	37/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	102									
11	11	20	20	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	103		articStaccatissimoAbove							
11	11	41/2	41/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	104		articStaccatissimoAbove							
11	11	85/4	85/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	105									15
11	11	43/2	43/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	106									15
11	11	87/4	87/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	107									
11	11	41/2	41/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	108									
11	11	83/4	83/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	109									
11	11	21	21	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	110									
11	11	43/2	43/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	111									
12	12	22	22	0.0		0	0	Chord	2/4	1	1	0	grace16	1/16	1	112									
12	12	22	22	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	113									16
12	12	45/2	45/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	114									
12	12	23	23	0.0		1/4	1/4	Dynamic	2/4	1	1	0					p								
12	12	23	23	0.125		1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	115									
12	12	185/8	185/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	116									
12	12	93/4	93/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	117									
12	12	187/8	187/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	118									
12	12	47/2	47/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	119									
12	12	95/4	95/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	120									
12	12	22	22	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	121									
12	12	45/2	45/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	122									
12	12	47/2	47/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	123									
13	13	24	24	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	124									17
13	13	97/4	97/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	125									
13	13	25	25	0.125		1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	126									
13	13	201/8	201/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	127									
13	13	101/4	101/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	128									
13	13	203/8	203/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	129									
13	13	51/2	51/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	130									
13	13	103/4	103/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	131									
13	13	49/2	49/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	132									
13	13	25	25	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	133									
14	14	26	26	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	134									18
14	14	105/4	105/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	135									
14	14	27	27	0.0		1/4	1/4	Dynamic	2/4	1	1	0					f								
14	14	27	27	0.125		1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	136									
14	14	217/8	217/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	137									
14	14	109/4	109/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	138									
14	14	219/8	219/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	139									
14	14	55/2	55/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	140									
14	14	111/4	111/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	141									
14	14	53/2	53/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	142									
14	14	27	27	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	143									
14	14	55/2	55/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	144									
15	15	28	28	0.125		0	0	Chord	2/4	1	1	1/32		1/32	1	145									
15	15	225/8	225/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	146									
15	15	113/4	113/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	147									
15	15	227/8	227/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	148									
15	15	57/2	57/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	149									
15	15	115/4	115/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	150									
15	15	29	29	0.125		1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	151									
15	15	233/8	233/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	152									
15	15	117/4	117/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	153									
15	15	235/8	235/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	154									
15	15	59/2	59/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	155									
15	15	119/4	119/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	156									
15	15	28	28	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	157									
15	15	57/2	57/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	158									
15	15	29	29	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	159									
15	15	59/2	59/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	160									
16	16	30	30	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	161									
16	16	181/6	181/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	162									
16	16	91/3	91/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	163									
16	16	61/2	61/2	0.0		1/8	1/8	Dynamic	2/4	1	1	0					p								
16	16	61/2	61/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	164									
16	16	123/4	123/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	165									
16	16	31	31	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	166									19
16	16	125/4	125/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	167									
16	16	63/2	63/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	168									
16	16	127/4	127/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	169									
16	16	30	30	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	170									
17	17	32	32	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	171									20
17	17	129/4	129/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	172									
17	17	65/2	65/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	173									
17	17	131/4	131/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	174									
17	17	33	33	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	175									21
17	17	133/4	133/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	176									
17	17	67/2	67/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	177									
17	17	135/4	135/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	178									
17	17	65/2	65/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	179									
17	17	131/4	131/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	180									
17	17	33	33	0.25		1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	181									22
17	17	133/4	133/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	182									
17	17	67/2	67/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	183									
17	17	135/4	135/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	184									
18	18	34	34	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	185									23
18	18	137/4	137/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	186									
18	18	69/2	69/2	0.0		1/8	1/8	Dynamic	2/4	1	1	0					f								
18	18	69/2	69/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	187									
18	18	277/8	277/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	188									
18	18	139/4	139/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	189									
18	18	279/8	279/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	190									
18	18	35	35	0.125		1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	191									
18	18	281/8	281/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	192									
18	18	141/4	141/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	193									
18	18	283/8	283/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	194									
18	18	71/2	71/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	195									
18	18	285/8	285/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	196									
18	18	143/4	143/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	197									
18	18	287/8	287/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	198									
18	18	34	34	0.25		0	0	Chord	2/4	1	3	1/16		1/16	1	199									24
18	18	137/4	137/4	0.25		1/16	1/16	Chord	2/4	1	3	1/16		1/16	1	200									
18	18	69/2	69/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	201									
18	18	35	35	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	202									
18	18	71/2	71/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	203									
19	19	36	36	0.125		0	0	Chord	2/4	1	1	1/32		1/32	1	204									
19	19	289/8	289/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	205									
19	19	145/4	145/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	206									
19	19	291/8	291/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	207									
19	19	73/2	73/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	208									
19	19	293/8	293/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	209									
19	19	147/4	147/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	210									
19	19	295/8	295/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	211									
19	19	37	37	0.125		1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	212									
19	19	297/8	297/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	213									
19	19	149/4	149/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	214									
19	19	299/8	299/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	215									
19	19	75/2	75/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	216									
19	19	301/8	301/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	217									
19	19	151/4	151/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	218									
19	19	303/8	303/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	219									
19	19	36	36	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	220									
19	19	73/2	73/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	221									
19	19	37	37	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	222									
19	19	75/2	75/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	223									
20	20	38	38	0.125		0	0	Chord	2/4	1	1	1/32		1/32	1	224									
20	20	305/8	305/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	225									
20	20	153/4	153/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	226									
20	20	307/8	307/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	227									
20	20	77/2	77/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	228									
20	20	309/8	309/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	229									
20	20	155/4	155/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	230									
20	20	311/8	311/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	231									
20	20	39	39	0.125		1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	232									
20	20	313/8	313/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	233									
20	20	157/4	157/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	234									
20	20	315/8	315/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	235									
20	20	79/2	79/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	236									
20	20	317/8	317/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	237									
20	20	159/4	159/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	238									
20	20	319/8	319/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	239									
20	20	38	38	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	240									
20	20	77/2	77/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	241									
20	20	39	39	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	242									
20	20	79/2	79/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	243									
21	21	40	40	0.125		0	0	Chord	2/4	1	1	1/32		1/32	1	244									
21	21	321/8	321/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	245									
21	21	161/4	161/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	246									
21	21	323/8	323/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	247									
21	21	81/2	81/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	248									
21	21	325/8	325/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	249									
21	21	163/4	163/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	250									
21	21	327/8	327/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	251									
21	21	41	41	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	252									25
21	21	83/2	83/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	253		ornamentTurn							
21	21	40	40	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	254									
21	21	81/2	81/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	255									
21	21	163/4	163/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	256									
21	21	41	41	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	257									
21	21	83/2	83/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	258									
22	22	42	42	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	259									
22	22	43	43	0.0		1/4	1/4	Dynamic	2/4	1	1	0					p								
22	22	43	43	0.125		1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	260									
22	22	345/8	345/8	0.375		9/32	9/32	Chord	2/4	1	1	3/32		1/16	3/2	261									
22	22	87/2	87/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	262									
22	22	349/8	349/8	0.375		13/32	13/32	Chord	2/4	1	1	3/32		1/16	3/2	263									
22	22	42	42	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	264		articStaccatissimoAbove							
22	22	85/2	85/2	1.5		1/8	1/8	Chord	2/4	2	1	3/8		1/4	3/2	265									
23	23	44	44	0.125		0	0	Chord	2/4	1	1	1/32		1/32	1	266									
23	23	353/8	353/8	0.375		1/32	1/32	Chord	2/4	1	1	3/32		1/16	3/2	267									
23	23	89/2	89/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	268									
23	23	179/4	179/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	269									
23	23	45	45	0.125		1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	270									
23	23	361/8	361/8	0.375		9/32	9/32	Chord	2/4	1	1	3/32		1/16	3/2	271									
23	23	91/2	91/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	272									
23	23	365/8	365/8	0.375		13/32	13/32	Chord	2/4	1	1	3/32		1/16	3/2	273									
23	23	44	44	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	274									
24	24	46	46	0.125		0	0	Chord	2/4	1	1	1/32		1/32	1	275									
24	24	369/8	369/8	0.375		1/32	1/32	Chord	2/4	1	1	3/32		1/16	3/2	276									
